effect,main_method,comparator,metric,gain_mpa,ci_low,ci_high,positive_favors_C_main,bootstrap_replicates,bootstrap_seed
best_nonadaptive,VLM_SPATIAL_FEEDBACK,GEOMETRY_SPREAD,area_mpa,1.4639026482357327,-2.0882288388589396,4.691180709582673,True,5000,2026091401
feedback,VLM_SPATIAL_FEEDBACK,VLM_SPATIAL_OPEN_LOOP,area_mpa,-0.9400971601454627,-2.8675752170044437,0.8901725830366823,True,5000,2026091401
vlm_early,VLM_SPATIAL_FEEDBACK,NO_VLM_SPATIAL_FEEDBACK,early_area_mpa,-1.5676791637268674,-5.397154436000897,2.5536400998884496,True,5000,2026091401
spatial_vs_mean,VLM_SPATIAL_FEEDBACK,VLM_MEAN_FEEDBACK,area_mpa,-0.9211575836664587,-2.483677474931146,0.6358967782073357,True,5000,2026091401
