method,dataset_id,budget,physical_n,mae_mpa,rmse_mpa,r2,area_mpa,early_area_mpa
VLM_MEAN_FEEDBACK,yfxyg8jm46,0.125,8,49.51287078857422,66.13429961718255,0.6994679176606163,49.3930982829571,53.61137232817245
VLM_MEAN_FEEDBACK,ykhs7s2dck,0.125,7,19.96146501813616,21.19842040149669,0.14438507831685266,18.506698543082685,18.798109889177567
VLM_MEAN_FEEDBACK,74t7kcdgkr,0.1875,9,34.662233140733505,46.83225376617993,-0.19725780846506225,35.4467457196393,38.30630391436863
VLM_MEAN_FEEDBACK,cgtnjyggtm,0.1875,9,69.43563842773438,92.92240695430723,0.35052152058698993,73.84390636944528,80.24692994919296
VLM_MEAN_FEEDBACK,w68dtmpfyf,0.1875,8,42.35066604614258,55.217315155448,-0.2245297324813087,44.941992868837886,49.70503800374229
VLM_MEAN_FEEDBACK,xcmzfsbd9t,0.1875,9,46.733727349175346,54.98405310540966,0.4666086735841888,47.42106562351145,51.274688909992534
VLM_MEAN_FEEDBACK,yfxyg8jm46,0.1875,8,48.43962287902832,66.6253628587251,0.6949883006075832,49.3930982829571,53.61137232817245
VLM_MEAN_FEEDBACK,ykhs7s2dck,0.1875,7,18.325103759765625,20.068303977681346,0.23318130932104775,18.506698543082685,18.798109889177567
VLM_MEAN_FEEDBACK,74t7kcdgkr,0.25,9,36.5173594156901,49.42557155123915,-0.33352438515493366,35.4467457196393,38.30630391436863
VLM_MEAN_FEEDBACK,cgtnjyggtm,0.25,9,70.37417602539062,91.84289910024648,0.3655242437630779,73.84390636944528,80.24692994919296
VLM_MEAN_FEEDBACK,w68dtmpfyf,0.25,8,41.6355094909668,53.877031570002224,-0.1658054515872216,44.941992868837886,49.70503800374229
VLM_MEAN_FEEDBACK,xcmzfsbd9t,0.25,9,44.70174662272135,53.224568704104485,0.5001994262544853,47.42106562351145,51.274688909992534
VLM_MEAN_FEEDBACK,yfxyg8jm46,0.25,8,46.820478439331055,64.69971211111587,0.7123648085555204,49.3930982829571,53.61137232817245
VLM_MEAN_FEEDBACK,ykhs7s2dck,0.25,7,18.756912231445312,22.26231063213,0.056348086084513804,18.506698543082685,18.798109889177567
VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,36.273198297350284,38.804159338909024
VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,72.67197661527327,83.3148759659506
VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,45.33288429351649,50.34599743434002
VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,46.51875475934247,50.58507925947683
VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,50.75240356866233,54.01829436405633
VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.42309177219318994,23.531235375327622,24.962689967043826
VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.0625,9,38.82203674316406,50.898882242987476,-0.4142104817624568,36.273198297350284,38.804159338909024
VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.0625,9,73.49390835232205,93.69319509771655,0.33970202934921667,72.67197661527327,83.3148759659506
VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.0625,8,40.89724349975586,54.771890863596774,-0.20485346454686804,45.33288429351649,50.34599743434002
VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.0625,9,44.37840270996094,55.67964182293726,0.45302772377027456,46.51875475934247,50.58507925947683
VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.0625,8,53.2808723449707,71.4139669479096,0.6495680948287774,50.75240356866233,54.01829436405633
VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.0625,7,26.525292532784597,29.23412981197571,-0.6272402973127458,23.531235375327622,24.962689967043826
VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.125,9,35.06758456759982,41.67188358368225,0.05205350798140884,36.273198297350284,38.804159338909024
VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.125,9,67.60995483398438,88.07828889458553,0.4164721321864998,72.67197661527327,83.3148759659506
VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.125,8,42.95060729980469,55.23901757905694,-0.22549249155158213,45.33288429351649,50.34599743434002
VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.125,9,43.831200493706596,53.06355102128478,0.5032188964373808,46.51875475934247,50.58507925947683
VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.125,8,50.49992752075195,70.97413346698468,0.6538713718562568,50.75240356866233,54.01829436405633
VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.125,7,25.11942400251116,26.78963503483211,-0.3664852325704746,23.531235375327622,24.962689967043826
VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.1875,9,33.7693600124783,39.89693730995384,0.13108623322185398,36.273198297350284,38.804159338909024
VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.1875,9,68.60980224609375,89.59709675108518,0.3961740986599983,72.67197661527327,83.3148759659506
VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.1875,8,44.753273010253906,55.96256514170429,-0.2578069450843312,45.33288429351649,50.34599743434002
VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.1875,9,45.59858194986979,54.55924923862738,0.47481874129799173,46.51875475934247,50.58507925947683
VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.1875,8,47.9462947845459,66.44543298923057,0.6966335181914567,50.75240356866233,54.01829436405633
VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.1875,7,20.012089320591517,22.96556378087355,-0.00421238034936211,23.531235375327622,24.962689967043826
VLM_SPATIAL_FEEDBACK,74t7kcdgkr,0.25,9,35.20633443196615,41.17997946899565,0.07430096085302718,36.273198297350284,38.804159338909024
VLM_SPATIAL_FEEDBACK,cgtnjyggtm,0.25,9,68.34919738769531,86.42412201698524,0.43818437142692135,72.67197661527327,83.3148759659506
VLM_SPATIAL_FEEDBACK,w68dtmpfyf,0.25,8,44.320960998535156,55.068230909662184,-0.2179263095581343,45.33288429351649,50.34599743434002
VLM_SPATIAL_FEEDBACK,xcmzfsbd9t,0.25,9,45.148830837673614,53.80900642519567,0.48916294273438776,46.51875475934247,50.58507925947683
VLM_SPATIAL_FEEDBACK,yfxyg8jm46,0.25,8,46.27163314819336,62.19862186240741,0.7341731484214767,50.75240356866233,54.01829436405633
VLM_SPATIAL_FEEDBACK,ykhs7s2dck,0.25,7,17.497244698660715,20.814377061906775,0.17510592539735925,23.531235375327622,24.962689967043826
VLM_SPATIAL_OPEN_LOOP,74t7kcdgkr,0.0,9,48.94345940483941,65.29096492652504,-1.3270393943076688,36.832553423195606,44.722423309771116
VLM_SPATIAL_OPEN_LOOP,cgtnjyggtm,0.0,9,98.52284410264757,114.4632092675568,0.014502106434936213,69.73784527578425,78.21796999330874
VLM_SPATIAL_OPEN_LOOP,w68dtmpfyf,0.0,8,54.86939239501953,66.70878619196668,-0.7872480812152287,46.1155915658785,52.49103715116185
VLM_SPATIAL_OPEN_LOOP,xcmzfsbd9t,0.0,9,65.11017354329427,76.12731754706031,-0.02247689434267164,49.45794710006813,50.2592898970429
VLM_SPATIAL_OPEN_LOOP,yfxyg8jm46,0.0,8,51.48122596740723,68.77335471623537,0.675004204712115,45.98741233592584,46.713780639502545
VLM_SPATIAL_OPEN_LOOP,ykhs7s2dck,0.0,7,23.36521257672991,27.338883832722736,-0.42309177219318994,21.308520247747328,22.517348153868642
VLM_SPATIAL_OPEN_LOOP,74t7kcdgkr,0.0625,9,37.50943162706163,42.929429896301926,-0.00602275394814078,36.832553423195606,44.722423309771116
VLM_SPATIAL_OPEN_LOOP,cgtnjyggtm,0.0625,9,71.67291429307726,92.02664041234077,0.36298303429066303,69.73784527578425,78.21796999330874
VLM_SPATIAL_OPEN_LOOP,w68dtmpfyf,0.0625,8,43.33339309692383,59.47889584048967,-0.4208379813927332,46.1155915658785,52.49103715116185
VLM_SPATIAL_OPEN_LOOP,xcmzfsbd9t,0.0625,9,45.57929484049479,55.93708201531522,0.4479580726796959,49.45794710006813,50.2592898970429
VLM_SPATIAL_OPEN_LOOP,yfxyg8jm46,0.0625,8,42.37582206726074,58.97667643603503,0.7609999934749296,45.98741233592584,46.713780639502545
VLM_SPATIAL_OPEN_LOOP,ykhs7s2dck,0.0625,7,22.42279052734375,24.892270071444464,-0.17977817294123777,21.308520247747328,22.517348153868642
VLM_SPATIAL_OPEN_LOOP,74t7kcdgkr,0.125,9,33.76025729709201,38.14201165520172,0.20584595834983754,36.832553423195606,44.722423309771116
VLM_SPATIAL_OPEN_LOOP,cgtnjyggtm,0.125,9,65.43520609537761,85.72881828354774,0.4471879025417336,69.73784527578425,78.21796999330874
VLM_SPATIAL_OPEN_LOOP,w68dtmpfyf,0.125,8,44.65478515625,59.68412679508848,-0.43066005396220075,46.1155915658785,52.49103715116185
VLM_SPATIAL_OPEN_LOOP,xcmzfsbd9t,0.125,9,51.70807393391927,59.92856725543578,0.3663634241905167,49.45794710006813,50.2592898970429
VLM_SPATIAL_OPEN_LOOP,yfxyg8jm46,0.125,8,46.38469886779785,62.080929396439636,0.7351781937802304,45.98741233592584,46.713780639502545
VLM_SPATIAL_OPEN_LOOP,ykhs7s2dck,0.125,7,21.365583147321427,24.774795545676948,-0.16866895335496523,21.308520247747328,22.517348153868642
VLM_SPATIAL_OPEN_LOOP,74t7kcdgkr,0.1875,9,33.638985527886284,37.312966314690456,0.23999383789869777,36.832553423195606,44.722423309771116
VLM_SPATIAL_OPEN_LOOP,cgtnjyggtm,0.1875,9,65.83526102701823,84.47924605568167,0.46318589032719704,69.73784527578425,78.21796999330874
VLM_SPATIAL_OPEN_LOOP,w68dtmpfyf,0.1875,8,43.425148010253906,57.482612940323065,-0.3270636856548703,46.1155915658785,52.49103715116185
VLM_SPATIAL_OPEN_LOOP,xcmzfsbd9t,0.1875,9,48.13878038194444,55.747802267288805,0.45168774773782594,49.45794710006813,50.2592898970429
VLM_SPATIAL_OPEN_LOOP,yfxyg8jm46,0.1875,8,48.052141189575195,64.84462300090779,0.7110749063871644,45.98741233592584,46.713780639502545
VLM_SPATIAL_OPEN_LOOP,ykhs7s2dck,0.1875,7,19.683197021484375,22.649623944917977,0.02322768891764382,21.308520247747328,22.517348153868642
VLM_SPATIAL_OPEN_LOOP,74t7kcdgkr,0.25,9,31.37033250596788,35.74650011259152,0.30246722988750774,36.832553423195606,44.722423309771116
VLM_SPATIAL_OPEN_LOOP,cgtnjyggtm,0.25,9,69.43662855360243,88.11980020487513,0.41592196903413314,69.73784527578425,78.21796999330874
VLM_SPATIAL_OPEN_LOOP,w68dtmpfyf,0.25,8,43.318233489990234,57.698693420575744,-0.3370594566745537,46.1155915658785,52.49103715116185
VLM_SPATIAL_OPEN_LOOP,xcmzfsbd9t,0.25,9,48.88976372612847,56.71621323746085,0.43247251120332664,49.45794710006813,50.2592898970429
VLM_SPATIAL_OPEN_LOOP,yfxyg8jm46,0.25,8,46.46456336975098,62.00589210905725,0.7358179877012807,45.98741233592584,46.713780639502545
VLM_SPATIAL_OPEN_LOOP,ykhs7s2dck,0.25,7,18.61488778250558,22.422179395719404,0.042746430598024965,21.308520247747328,22.517348153868642
