specimen_key,dataset_id,capture_group_id,method,run,action_index,cell,before_cost,after_cost,error_before_mpa,error_after_mpa,error_reduction_mpa
74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,14,21,0.20321092934215104,0.2193003828750435,142.7022705078125,143.82620239257812,-1.123931884765625
74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,15,42,0.2193003828750435,0.23538983640793595,143.82620239257812,144.06884765625,-0.242645263671875
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,1,27,0.0,0.015532544378698224,37.202972412109375,15.62774658203125,21.575225830078125
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,2,28,0.015532544378698224,0.03106508875739645,15.62774658203125,3.040191650390625,12.587554931640625
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,3,35,0.03106508875739645,0.04659763313609468,3.040191650390625,7.040771484375,-4.000579833984375
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,4,36,0.04659763313609468,0.0621301775147929,7.040771484375,14.643035888671875,-7.602264404296875
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,5,19,0.0621301775147929,0.07803254437869822,14.643035888671875,13.038482666015625,1.60455322265625
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,6,20,0.07803254437869822,0.09393491124260354,13.038482666015625,16.7088623046875,-3.670379638671875
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,7,26,0.09393491124260354,0.10946745562130177,16.7088623046875,18.7958984375,-2.0870361328125
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,8,29,0.10946745562130177,0.125,18.7958984375,17.486114501953125,1.309783935546875
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,9,34,0.125,0.14053254437869822,17.486114501953125,18.9599609375,-1.473846435546875
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,10,37,0.14053254437869822,0.15606508875739644,18.9599609375,18.927032470703125,0.032928466796875
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,11,43,0.15606508875739644,0.17196745562130178,18.927032470703125,17.534423828125,1.392608642578125
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,12,44,0.17196745562130178,0.18786982248520712,17.534423828125,13.56298828125,3.971435546875
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,13,18,0.18786982248520712,0.20377218934911245,13.56298828125,14.129913330078125,-0.566925048828125
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,14,21,0.20377218934911245,0.2196745562130178,14.129913330078125,14.21014404296875,-0.080230712890625
74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,CENTER_FIRST,0,15,42,0.2196745562130178,0.23557692307692313,14.21014404296875,13.94830322265625,0.2618408203125
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,1,27,0.0,0.015349808562478246,101.94380187988281,86.48582458496094,15.457977294921875
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,2,28,0.015349808562478246,0.03069961712495649,86.48582458496094,45.343048095703125,41.14277648925781
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,3,35,0.03069961712495649,0.04604942568743474,45.343048095703125,29.267410278320312,16.075637817382812
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,4,36,0.04604942568743474,0.06139923424991298,29.267410278320312,30.140213012695312,-0.872802734375
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,5,19,0.06139923424991298,0.0771145144448312,30.140213012695312,34.37513732910156,-4.23492431640625
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,6,20,0.0771145144448312,0.0928297946397494,34.37513732910156,38.77073669433594,-4.395599365234375
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,7,26,0.0928297946397494,0.1085450748346676,38.77073669433594,41.93656921386719,-3.16583251953125
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,8,29,0.1085450748346676,0.1242603550295858,41.93656921386719,44.82496643066406,-2.888397216796875
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,9,34,0.1242603550295858,0.139975635224504,44.82496643066406,46.86323547363281,-2.03826904296875
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,10,37,0.139975635224504,0.1556909154194222,46.86323547363281,45.943603515625,0.9196319580078125
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,11,43,0.1556909154194222,0.1714061956143404,45.943603515625,46.4656982421875,-0.5220947265625
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,12,44,0.1714061956143404,0.1871214758092586,46.4656982421875,49.90367126464844,-3.4379730224609375
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,13,18,0.1871214758092586,0.20321092934215104,49.90367126464844,49.92521667480469,-0.02154541015625
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,14,21,0.20321092934215104,0.2193003828750435,49.92521667480469,50.77069091796875,-0.8454742431640625
74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,15,42,0.2193003828750435,0.23538983640793595,50.77069091796875,52.42572021484375,-1.655029296875
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,1,27,0.0,0.015694032311242993,21.8836669921875,2.30377197265625,19.57989501953125
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,2,28,0.015694032311242993,0.03120342894823607,2.30377197265625,20.606170654296875,-18.302398681640625
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,3,35,0.03120342894823607,0.046897461259479065,20.606170654296875,19.513839721679688,1.0923309326171875
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,4,36,0.046897461259479065,0.06240685789647214,19.513839721679688,23.26885986328125,-3.7550201416015625
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,5,19,0.06240685789647214,0.07828772392570613,23.26885986328125,26.848358154296875,-3.579498291015625
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,6,20,0.07828772392570613,0.09398175623694913,26.848358154296875,29.482192993164062,-2.6338348388671875
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,7,26,0.09398175623694913,0.1094911528739422,29.482192993164062,31.125762939453125,-1.6435699462890625
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,8,29,0.1094911528739422,0.12500054951093525,31.125762939453125,33.06623840332031,-1.9404754638671875
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,9,34,0.12500054951093525,0.14050994614792833,33.06623840332031,32.52656555175781,0.5396728515625
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,10,37,0.14050994614792833,0.1560193427849214,32.52656555175781,34.66508483886719,-2.138519287109375
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,11,43,0.1560193427849214,0.17190020881415538,34.66508483886719,34.1531982421875,0.5118865966796875
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,12,44,0.17190020881415538,0.18759424112539838,34.1531982421875,35.348480224609375,-1.195281982421875
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,13,18,0.18759424112539838,0.20328827343664138,35.348480224609375,35.29563903808594,0.0528411865234375
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,14,21,0.20328827343664138,0.21898230574788438,35.29563903808594,36.028961181640625,-0.7333221435546875
74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,CENTER_FIRST,0,15,42,0.21898230574788438,0.23467633805912738,36.028961181640625,37.07215881347656,-1.0431976318359375
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,1,27,0.0,0.015694032311242993,42.6036376953125,49.16815185546875,-6.56451416015625
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,2,28,0.015694032311242993,0.03120342894823607,49.16815185546875,46.543060302734375,2.625091552734375
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,3,35,0.03120342894823607,0.046897461259479065,46.543060302734375,42.636016845703125,3.90704345703125
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,4,36,0.046897461259479065,0.06240685789647214,42.636016845703125,51.3011474609375,-8.665130615234375
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,5,19,0.06240685789647214,0.07828772392570613,51.3011474609375,46.87017822265625,4.43096923828125
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,6,20,0.07828772392570613,0.09398175623694913,46.87017822265625,48.803985595703125,-1.933807373046875
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,7,26,0.09398175623694913,0.1094911528739422,48.803985595703125,39.6180419921875,9.185943603515625
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,8,29,0.1094911528739422,0.12500054951093525,39.6180419921875,38.752288818359375,0.865753173828125
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,9,34,0.12500054951093525,0.14050994614792833,38.752288818359375,36.897064208984375,1.855224609375
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,10,37,0.14050994614792833,0.1560193427849214,36.897064208984375,36.59906005859375,0.298004150390625
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,11,43,0.1560193427849214,0.17190020881415538,36.59906005859375,37.26873779296875,-0.669677734375
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,12,44,0.17190020881415538,0.18759424112539838,37.26873779296875,39.576934814453125,-2.308197021484375
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,13,18,0.18759424112539838,0.20328827343664138,39.576934814453125,39.183868408203125,0.39306640625
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,14,21,0.20328827343664138,0.21898230574788438,39.183868408203125,40.07257080078125,-0.888702392578125
74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,CENTER_FIRST,0,15,42,0.21898230574788438,0.23467633805912738,40.07257080078125,38.854949951171875,1.217620849609375
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,1,27,0.0,0.015532544378698224,5.7838287353515625,29.91900634765625,-24.135177612304688
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,2,28,0.015532544378698224,0.03106508875739645,29.91900634765625,14.739013671875,15.17999267578125
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,3,35,0.03106508875739645,0.04659763313609468,14.739013671875,20.702880859375,-5.9638671875
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,4,36,0.04659763313609468,0.0621301775147929,20.702880859375,14.691787719726562,6.0110931396484375
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,5,19,0.0621301775147929,0.07803254437869822,14.691787719726562,15.49798583984375,-0.8061981201171875
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,6,20,0.07803254437869822,0.09393491124260354,15.49798583984375,15.796661376953125,-0.298675537109375
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,7,26,0.09393491124260354,0.10946745562130177,15.796661376953125,15.901092529296875,-0.10443115234375
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,8,29,0.10946745562130177,0.125,15.901092529296875,17.86859130859375,-1.967498779296875
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,9,34,0.125,0.14053254437869822,17.86859130859375,17.610870361328125,0.257720947265625
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,10,37,0.14053254437869822,0.15606508875739644,17.610870361328125,16.141326904296875,1.46954345703125
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,11,43,0.15606508875739644,0.17196745562130178,16.141326904296875,15.37945556640625,0.761871337890625
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,12,44,0.17196745562130178,0.18786982248520712,15.37945556640625,13.92120361328125,1.458251953125
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,13,18,0.18786982248520712,0.20377218934911245,13.92120361328125,13.567214965820312,0.3539886474609375
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,14,21,0.20377218934911245,0.2196745562130178,13.567214965820312,11.876678466796875,1.6905364990234375
74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,CENTER_FIRST,0,15,42,0.2196745562130178,0.23557692307692313,11.876678466796875,11.1138916015625,0.762786865234375
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,1,27,0.0,0.015694032311242993,48.819793701171875,69.9796142578125,-21.159820556640625
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,2,28,0.015694032311242993,0.03120342894823607,69.9796142578125,76.84620666503906,-6.8665924072265625
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,3,35,0.03120342894823607,0.046897461259479065,76.84620666503906,76.51158142089844,0.334625244140625
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,4,36,0.046897461259479065,0.06240685789647214,76.51158142089844,69.54135131835938,6.9702301025390625
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,5,19,0.06240685789647214,0.07828772392570613,69.54135131835938,67.55943298339844,1.9819183349609375
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,6,20,0.07828772392570613,0.09398175623694913,67.55943298339844,65.45770263671875,2.1017303466796875
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,7,26,0.09398175623694913,0.1094911528739422,65.45770263671875,64.10049438476562,1.357208251953125
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,8,29,0.1094911528739422,0.12500054951093525,64.10049438476562,62.59246826171875,1.508026123046875
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,9,34,0.12500054951093525,0.14050994614792833,62.59246826171875,62.54862976074219,0.0438385009765625
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,10,37,0.14050994614792833,0.1560193427849214,62.54862976074219,62.02946472167969,0.5191650390625
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,11,43,0.1560193427849214,0.17190020881415538,62.02946472167969,62.00056457519531,0.028900146484375
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,12,44,0.17190020881415538,0.18759424112539838,62.00056457519531,61.635162353515625,0.3654022216796875
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,13,18,0.18759424112539838,0.20328827343664138,61.635162353515625,60.685333251953125,0.9498291015625
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,14,21,0.20328827343664138,0.21898230574788438,60.685333251953125,60.05780029296875,0.627532958984375
74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,CENTER_FIRST,0,15,42,0.21898230574788438,0.23467633805912738,60.05780029296875,59.2921142578125,0.76568603515625
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,1,27,0.0,0.015694032311242993,18.638214111328125,41.113037109375,-22.474822998046875
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,2,28,0.015694032311242993,0.03120342894823607,41.113037109375,40.057281494140625,1.055755615234375
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,3,35,0.03120342894823607,0.046897461259479065,40.057281494140625,42.617340087890625,-2.56005859375
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,4,36,0.046897461259479065,0.06240685789647214,42.617340087890625,36.41850280761719,6.1988372802734375
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,5,19,0.06240685789647214,0.07828772392570613,36.41850280761719,32.808563232421875,3.6099395751953125
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,6,20,0.07828772392570613,0.09398175623694913,32.808563232421875,31.506256103515625,1.30230712890625
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,7,26,0.09398175623694913,0.1094911528739422,31.506256103515625,39.29119873046875,-7.784942626953125
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,8,29,0.1094911528739422,0.12500054951093525,39.29119873046875,35.532318115234375,3.758880615234375
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,9,34,0.12500054951093525,0.14050994614792833,35.532318115234375,33.7554931640625,1.776824951171875
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,10,37,0.14050994614792833,0.1560193427849214,33.7554931640625,32.076568603515625,1.678924560546875
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,11,43,0.1560193427849214,0.17190020881415538,32.076568603515625,30.81005859375,1.266510009765625
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,12,44,0.17190020881415538,0.18759424112539838,30.81005859375,30.255538940429688,0.5545196533203125
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,13,18,0.18759424112539838,0.20328827343664138,30.255538940429688,30.1121826171875,0.1433563232421875
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,14,21,0.20328827343664138,0.21898230574788438,30.1121826171875,30.983642578125,-0.8714599609375
74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,CENTER_FIRST,0,15,42,0.21898230574788438,0.23467633805912738,30.983642578125,29.586929321289062,1.3967132568359375
cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,CENTER_FIRST,0,1,27,0.0,0.015694032311242993,41.74700927734375,42.460784912109375,-0.713775634765625
cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,CENTER_FIRST,0,2,28,0.015694032311242993,0.03120342894823607,42.460784912109375,50.25396728515625,-7.793182373046875
cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,CENTER_FIRST,0,3,35,0.03120342894823607,0.046897461259479065,50.25396728515625,30.26702880859375,19.9869384765625
cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,CENTER_FIRST,0,4,36,0.046897461259479065,0.06240685789647214,30.26702880859375,26.639617919921875,3.627410888671875
cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,CENTER_FIRST,0,5,19,0.06240685789647214,0.07828772392570613,26.639617919921875,10.132171630859375,16.5074462890625
cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,CENTER_FIRST,0,6,20,0.07828772392570613,0.09398175623694913,10.132171630859375,5.4854736328125,4.646697998046875
