source_row,specimen_key,dataset_id,capture_group_id,method,run,action_count,final_cost,target_mpa
394,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,RANDOM,4,16,0.24962962962962962,248.33407592773438
395,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,RANDOM,0,16,0.24962962962962962,184.39810180664062
396,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,RANDOM,1,16,0.24962962962962965,184.39810180664062
397,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,RANDOM,2,15,0.23449170238487746,184.39810180664062
398,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,RANDOM,3,16,0.2498164633476206,184.39810180664062
399,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,RANDOM,4,16,0.24962962962962962,184.39810180664062
400,74t7kcdgkr:c8-12,74t7kcdgkr,cg_306e4a499acc46c1,LEARNED_STATIC_TRUE,0,15,0.2348372781065089,197.97145080566406
401,74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,LEARNED_STATIC_TRUE,0,16,0.2499912982944657,266.5553894042969
402,74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,LEARNED_STATIC_TRUE,0,15,0.2348372781065089,264.1634521484375
403,74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,LEARNED_STATIC_TRUE,0,16,0.2499912982944657,163.86158752441406
404,74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,263.10400390625
405,74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,282.8260803222656
406,74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,LEARNED_STATIC_TRUE,0,15,0.2348372781065089,213.09927368164062
407,74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,168.51828002929688
408,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,199.83413696289062
409,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,300.3553771972656
410,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,415.8692932128906
411,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,428.6219482421875
412,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,283.3366394042969
413,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,109.75041198730469
414,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,119.86738586425781
415,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,136.6800079345703
416,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,348.28472900390625
417,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,262.2107238769531
418,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,404.2454528808594
419,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,304.9983215332031
420,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,338.54833984375
421,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,352.2940673828125
422,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,257.2702331542969
423,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,344.6358337402344
424,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,302.281982421875
425,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,418.267333984375
426,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,381.1910705566406
427,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,246.54722595214844
428,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,301.55389404296875
429,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,480.5938415527344
430,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,292.1376647949219
431,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,263.2923583984375
432,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,252.29762268066406
433,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,230.2566680908203
434,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,278.2536315917969
435,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,268.03814697265625
436,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,508.2288818359375
437,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,499.259765625
438,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,512.5420532226562
439,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,523.44140625
440,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,234.76339721679688
441,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,322.6684265136719
442,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,270.7127685546875
443,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,260.08502197265625
444,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,219.15264892578125
445,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,235.01319885253906
446,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,215.7657928466797
447,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,235.4805145263672
448,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,248.33407592773438
449,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,LEARNED_STATIC_TRUE,0,15,0.23467414001538633,184.39810180664062
450,74t7kcdgkr:c8-12,74t7kcdgkr,cg_306e4a499acc46c1,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2492603550295858,197.97145080566406
451,74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24999999999999997,266.5553894042969
452,74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,NO_VLM_SPATIAL_FEEDBACK,0,16,0.25,264.1634521484375
453,74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,NO_VLM_SPATIAL_FEEDBACK,0,16,0.25,163.86158752441406
454,74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,NO_VLM_SPATIAL_FEEDBACK,0,15,0.2344939004286185,263.10400390625
455,74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,282.8260803222656
456,74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,NO_VLM_SPATIAL_FEEDBACK,0,16,0.25,213.09927368164062
457,74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24944499395537972,168.51828002929688
458,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962965,199.83413696289062
459,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24981646334762062,300.3553771972656
460,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2490735245631388,415.8692932128906
461,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,428.6219482421875
462,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962743158588857,283.3366394042969
463,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24944279591163865,109.75041198730469
464,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812946,119.86738586425781
465,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24888888888888888,136.6800079345703
466,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2490735245631388,348.28472900390625
467,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962743158588857,262.2107238769531
468,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,NO_VLM_SPATIAL_FEEDBACK,0,15,0.2344917023848775,404.2454528808594
469,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,304.9983215332031
470,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,NO_VLM_SPATIAL_FEEDBACK,0,15,0.23467633805912738,338.54833984375
471,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,352.2940673828125
472,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812946,257.2702331542969
473,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812946,344.6358337402344
474,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2490735245631388,302.281982421875
475,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24944499395537972,418.267333984375
476,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2494449939553797,381.1910705566406
477,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,NO_VLM_SPATIAL_FEEDBACK,0,15,0.2348609737333773,246.54722595214844
478,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962965,301.55389404296875
479,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2494449939553797,480.5938415527344
480,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24944279591163865,292.1376647949219
481,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2494449939553797,263.2923583984375
482,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,NO_VLM_SPATIAL_FEEDBACK,0,15,0.23467633805912738,252.29762268066406
483,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,NO_VLM_SPATIAL_FEEDBACK,0,15,0.23486317177711838,230.2566680908203
484,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962743158588857,278.2536315917969
485,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962743158588857,268.03814697265625
486,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24981646334762062,508.2288818359375
487,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,NO_VLM_SPATIAL_FEEDBACK,0,15,0.2346763380591274,499.259765625
488,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2490735245631388,512.5420532226562
489,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,NO_VLM_SPATIAL_FEEDBACK,0,15,0.23467633805912738,523.44140625
490,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,234.76339721679688
491,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24944279591163865,322.6684265136719
492,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2494449939553797,270.7127685546875
493,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962962,260.08502197265625
494,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962962,219.15264892578125
495,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24962743158588857,235.01319885253906
496,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2494449939553797,215.7657928466797
497,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2490735245631388,235.4805145263672
498,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,NO_VLM_SPATIAL_FEEDBACK,0,16,0.2498142653038795,248.33407592773438
499,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,NO_VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,184.39810180664062
500,74t7kcdgkr:c8-12,74t7kcdgkr,cg_306e4a499acc46c1,VLM_SPATIAL_FEEDBACK,0,16,0.2492603550295858,197.97145080566406
501,74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,VLM_SPATIAL_FEEDBACK,0,16,0.24816394013226595,266.5553894042969
502,74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,VLM_SPATIAL_FEEDBACK,0,16,0.2492603550295858,264.1634521484375
503,74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,VLM_SPATIAL_FEEDBACK,0,16,0.24926905673512006,163.86158752441406
504,74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,VLM_SPATIAL_FEEDBACK,0,15,0.23467414001538633,263.10400390625
505,74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812943,282.8260803222656
506,74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,VLM_SPATIAL_FEEDBACK,0,16,0.24963017751479288,213.09927368164062
507,74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812946,168.51828002929688
508,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962962,199.83413696289062
509,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,VLM_SPATIAL_FEEDBACK,0,15,0.23486317177711838,300.3553771972656
510,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,VLM_SPATIAL_FEEDBACK,0,16,0.24962743158588857,415.8692932128906
511,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,VLM_SPATIAL_FEEDBACK,0,16,0.24962743158588854,428.6219482421875
512,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,283.3366394042969
513,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,109.75041198730469
514,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962965,119.86738586425781
515,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962965,136.6800079345703
516,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,VLM_SPATIAL_FEEDBACK,0,16,0.2496318276733707,348.28472900390625
517,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,262.2107238769531
518,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,VLM_SPATIAL_FEEDBACK,0,15,0.23449170238487746,404.2454528808594
519,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,VLM_SPATIAL_FEEDBACK,0,16,0.24944499395537972,304.9983215332031
520,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,338.54833984375
521,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,VLM_SPATIAL_FEEDBACK,0,16,0.2498142653038795,352.2940673828125
522,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962965,257.2702331542969
523,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,VLM_SPATIAL_FEEDBACK,0,16,0.24981646334762062,344.6358337402344
524,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812943,302.281982421875
525,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,418.267333984375
526,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812943,381.1910705566406
527,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,VLM_SPATIAL_FEEDBACK,0,16,0.24944499395537972,246.54722595214844
528,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,301.55389404296875
529,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,480.5938415527344
530,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,VLM_SPATIAL_FEEDBACK,0,16,0.24944279591163865,292.1376647949219
531,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,VLM_SPATIAL_FEEDBACK,0,15,0.2350478074513683,263.2923583984375
532,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,VLM_SPATIAL_FEEDBACK,0,16,0.2494449939553797,252.29762268066406
533,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,VLM_SPATIAL_FEEDBACK,0,16,0.24944499395537972,230.2566680908203
534,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,278.2536315917969
535,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,VLM_SPATIAL_FEEDBACK,0,16,0.2490735245631388,268.03814697265625
536,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,VLM_SPATIAL_FEEDBACK,0,16,0.2490735245631388,508.2288818359375
537,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,VLM_SPATIAL_FEEDBACK,0,16,0.2496318276733707,499.259765625
538,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,VLM_SPATIAL_FEEDBACK,0,16,0.24944719199912077,512.5420532226562
539,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,523.44140625
540,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,VLM_SPATIAL_FEEDBACK,0,16,0.24925816023738873,234.76339721679688
541,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,VLM_SPATIAL_FEEDBACK,0,16,0.24944279591163865,322.6684265136719
542,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,VLM_SPATIAL_FEEDBACK,0,16,0.24944499395537972,270.7127685546875
543,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,VLM_SPATIAL_FEEDBACK,0,15,0.23449170238487746,260.08502197265625
544,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962962,219.15264892578125
545,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,VLM_SPATIAL_FEEDBACK,0,16,0.24999890097812946,235.01319885253906
546,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,VLM_SPATIAL_FEEDBACK,0,16,0.24962962962962965,215.7657928466797
547,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,VLM_SPATIAL_FEEDBACK,0,16,0.24944499395537972,235.4805145263672
548,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,VLM_SPATIAL_FEEDBACK,0,15,0.23504560940762723,248.33407592773438
549,ykhs7s2dck:q8-8,ykhs7s2dck,cg_8fd87d72a8d71b83,VLM_SPATIAL_FEEDBACK,0,16,0.24981426530387954,184.39810180664062
550,74t7kcdgkr:c8-12,74t7kcdgkr,cg_306e4a499acc46c1,VLM_SPATIAL_OPEN_LOOP,0,16,0.2485207100591716,197.97145080566406
551,74t7kcdgkr:c8-13,74t7kcdgkr,cg_f6941b7d17a6b65f,VLM_SPATIAL_OPEN_LOOP,0,16,0.24889488339714583,266.5553894042969
552,74t7kcdgkr:c8-16,74t7kcdgkr,cg_f6941b7d17a6b65f,VLM_SPATIAL_OPEN_LOOP,0,16,0.2492603550295858,264.1634521484375
553,74t7kcdgkr:c8-2,74t7kcdgkr,cg_8ffe4fd6a878d7f3,VLM_SPATIAL_OPEN_LOOP,0,16,0.2492690567351201,163.86158752441406
554,74t7kcdgkr:c8-21,74t7kcdgkr,cg_49d6f1237b716b24,VLM_SPATIAL_OPEN_LOOP,0,16,0.24981426530387954,263.10400390625
555,74t7kcdgkr:c8-28,74t7kcdgkr,cg_a983245f10699099,VLM_SPATIAL_OPEN_LOOP,0,16,0.24944279591163865,282.8260803222656
556,74t7kcdgkr:c8-3,74t7kcdgkr,cg_8ffe4fd6a878d7f3,VLM_SPATIAL_OPEN_LOOP,0,16,0.25,213.09927368164062
557,74t7kcdgkr:c8-39,74t7kcdgkr,cg_ff43edde8af2ccdb,VLM_SPATIAL_OPEN_LOOP,0,16,0.24962743158588857,168.51828002929688
558,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,VLM_SPATIAL_OPEN_LOOP,0,16,0.2498142653038795,199.83413696289062
559,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,VLM_SPATIAL_OPEN_LOOP,0,16,0.2496318276733707,300.3553771972656
560,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,VLM_SPATIAL_OPEN_LOOP,0,16,0.2490735245631388,415.8692932128906
561,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,VLM_SPATIAL_OPEN_LOOP,0,16,0.24944279591163865,428.6219482421875
562,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,283.3366394042969
563,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,VLM_SPATIAL_OPEN_LOOP,0,16,0.2490735245631388,109.75041198730469
564,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,VLM_SPATIAL_OPEN_LOOP,0,16,0.24925816023738873,119.86738586425781
