target_id,target_mae,target_type,grid,method,cost,attained_mae,status,later_recrosses_target,main_cost,absolute_saving,relative_saving
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,NO_VLM_SPATIAL_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_MEAN_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_OPEN_LOOP,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_41,41.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,FULL_SCAN_P_ALL,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,NO_VLM_SPATIAL_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_MEAN_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_OPEN_LOOP,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,NO_VLM_SPATIAL_FEEDBACK,0.07884382899219694,41.96767333984375,REACHED,True,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_MEAN_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_OPEN_LOOP,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_42,42.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,NO_VLM_SPATIAL_FEEDBACK,0.1875,42.92821166992187,REACHED,False,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_MEAN_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_OPEN_LOOP,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,NO_VLM_SPATIAL_FEEDBACK,0.06259149357072205,42.26674102783203,REACHED,True,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_MEAN_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_OPEN_LOOP,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,,,
Q_43,43.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,,,
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.25,,
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.25,,
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.25,,
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.25,,
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.25,,
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,NO_VLM_SPATIAL_FEEDBACK,0.0625,43.32439086914062,REACHED,False,0.25,-0.1875,-3.0
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_MEAN_FEEDBACK,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.25,,
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_FEEDBACK,0.25,43.71121459960938,REACHED,False,0.25,0.0,0.0
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_OPEN_LOOP,0.1875,43.96235870361328,REACHED,False,0.25,-0.0625,-0.33333333333333326
Q_44,44.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.25,0.75,0.75
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.17190020881415538,,
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.17190020881415538,,
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.17190020881415538,,
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.17190020881415538,,
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.17190020881415538,,
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,NO_VLM_SPATIAL_FEEDBACK,0.06222222222222223,43.79522674560547,REACHED,False,0.17190020881415538,-0.10967798659193315,-1.762681927370354
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_MEAN_FEEDBACK,0.03138806462248599,43.69499389648438,REACHED,True,0.17190020881415538,-0.1405121441916694,-4.476610644257702
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_FEEDBACK,0.17190020881415538,43.98934692382812,REACHED,True,0.17190020881415538,0.0,0.0
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_OPEN_LOOP,0.17152654137817344,43.80778717041016,REACHED,True,0.17190020881415538,-0.0003736674359819392,-0.002178481726382575
Q_44,44.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.17190020881415538,0.8280997911858446,0.8280997911858446
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,NO_VLM_SPATIAL_FEEDBACK,0.0625,43.32439086914062,REACHED,False,0.125,-0.0625,-1.0
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_MEAN_FEEDBACK,0.0625,44.512246704101564,REACHED,True,0.125,-0.0625,-1.0
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_FEEDBACK,0.125,44.84037811279297,REACHED,False,0.125,0.0,0.0
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_OPEN_LOOP,0.0625,44.70976043701172,REACHED,False,0.125,-0.0625,-1.0
Q_45,45.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.125,0.875,0.875
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.12481591383668535,,
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.12481591383668535,,
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.12481591383668535,,
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.12481591383668535,,
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.12481591383668535,,
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,NO_VLM_SPATIAL_FEEDBACK,0.046897461259479065,44.61933135986328,REACHED,True,0.12481591383668535,-0.07791845257720628,-1.6614641919760027
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_MEAN_FEEDBACK,0.03138806462248599,43.69499389648438,REACHED,True,0.12481591383668535,-0.09342784921419936,-2.9765406162464987
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_FEEDBACK,0.12481591383668535,44.79078094482422,REACHED,False,0.12481591383668535,0.0,0.0
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_OPEN_LOOP,0.06240685789647214,44.70976043701172,REACHED,True,0.12481591383668535,-0.062409055940213204,-1.000035221189067
Q_45,45.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.12481591383668535,0.8751840861633147,0.8751840861633147
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,GEOMETRY_SPREAD,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,LEARNED_STATIC_TRUE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.125,,
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,NO_VLM_SPATIAL_FEEDBACK,0.0625,43.32439086914062,REACHED,False,0.125,-0.0625,-1.0
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_MEAN_FEEDBACK,0.0625,44.512246704101564,REACHED,False,0.125,-0.0625,-1.0
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_FEEDBACK,0.125,44.84037811279297,REACHED,False,0.125,0.0,0.0
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_OPEN_LOOP,0.0625,44.70976043701172,REACHED,False,0.125,-0.0625,-1.0
Q_46,46.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.125,0.875,0.875
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.03138806462248599,,
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,0.10911968348170129,45.71080291748047,REACHED,True,0.03138806462248599,0.0777316188592153,0.7123519458544839
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.03138806462248599,,
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,RANDOM,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.03138806462248599,,
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,LEARNED_STATIC_TRUE,0.06240685789647214,45.96669342041016,REACHED,True,0.03138806462248599,0.031018793273986156,0.4970414201183432
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,NO_VLM_SPATIAL_FEEDBACK,0.03120342894823607,45.153423156738285,REACHED,True,0.03138806462248599,-0.00018463567424991528,-0.00591715976331364
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_MEAN_FEEDBACK,0.03120342894823607,45.866228942871096,REACHED,True,0.03138806462248599,-0.00018463567424991528,-0.00591715976331364
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_FEEDBACK,0.03138806462248599,45.35416320800781,REACHED,True,0.03138806462248599,0.0,0.0
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_OPEN_LOOP,0.03106508875739645,45.42609375,REACHED,True,0.03138806462248599,-0.00032297586508953785,-0.010396746895263265
Q_46,46.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.03138806462248599,0.968611935377514,0.968611935377514
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.0625,,
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,GEOMETRY_SPREAD,0.125,46.188976745605466,REACHED,False,0.0625,0.0625,0.5
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.0625,,
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,RANDOM,0.25,46.88638348388671,REACHED,False,0.0625,0.1875,0.75
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,LEARNED_STATIC_TRUE,0.0625,46.46498809814453,REACHED,True,0.0625,0.0,0.0
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,NO_VLM_SPATIAL_FEEDBACK,0.0625,43.32439086914062,REACHED,False,0.0625,0.0,0.0
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_MEAN_FEEDBACK,0.0625,44.512246704101564,REACHED,False,0.0625,0.0,0.0
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_FEEDBACK,0.0625,46.98702209472656,REACHED,False,0.0625,0.0,0.0
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_OPEN_LOOP,0.0625,44.70976043701172,REACHED,False,0.0625,0.0,0.0
Q_47,47.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.0625,0.9375,0.9375
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,CENTER_FIRST,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.03138806462248599,,
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,0.09342565117045828,46.62450042724609,REACHED,False,0.03138806462248599,0.0620375865479723,0.6640316205533596
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.03138806462248599,,
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,RANDOM,0.24962962962962962,46.89115893554688,REACHED,False,0.03138806462248599,0.21824156500714365,0.8742614621947891
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,LEARNED_STATIC_TRUE,0.06240685789647214,45.96669342041016,REACHED,True,0.03138806462248599,0.031018793273986156,0.4970414201183432
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,NO_VLM_SPATIAL_FEEDBACK,0.03120342894823607,45.153423156738285,REACHED,True,0.03138806462248599,-0.00018463567424991528,-0.00591715976331364
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_MEAN_FEEDBACK,0.03120342894823607,45.866228942871096,REACHED,False,0.03138806462248599,-0.00018463567424991528,-0.00591715976331364
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_FEEDBACK,0.03138806462248599,45.35416320800781,REACHED,True,0.03138806462248599,0.0,0.0
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,VLM_SPATIAL_OPEN_LOOP,0.03069961712495649,46.87351135253906,REACHED,True,0.03138806462248599,-0.000688447497529495,-0.022425279596397285
Q_47,47.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.03138806462248599,0.968611935377514,0.968611935377514
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,CENTER_FIRST,0.0625,47.885134887695315,REACHED,True,0.0625,0.0,0.0
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,GEOMETRY_SPREAD,0.125,46.188976745605466,REACHED,False,0.0625,0.0625,0.5
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,SERPENTINE,,,NOT_REACHED_WITHIN_OBSERVED_RANGE,,0.0625,,
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,RANDOM,0.25,46.88638348388671,REACHED,False,0.0625,0.1875,0.75
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,LEARNED_STATIC_TRUE,0.0625,46.46498809814453,REACHED,True,0.0625,0.0,0.0
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,NO_VLM_SPATIAL_FEEDBACK,0.0625,43.32439086914062,REACHED,False,0.0625,0.0,0.0
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_MEAN_FEEDBACK,0.0625,44.512246704101564,REACHED,False,0.0625,0.0,0.0
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_FEEDBACK,0.0625,46.98702209472656,REACHED,False,0.0625,0.0,0.0
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,VLM_SPATIAL_OPEN_LOOP,0.0625,44.70976043701172,REACHED,False,0.0625,0.0,0.0
Q_48,48.0,UNIFORM_1_MPA,PRIMARY_FIVE_BUDGETS,FULL_SCAN_P_ALL,1.0,41.69001007080078,REACHED,False,0.0625,0.9375,0.9375
Q_48,48.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,CENTER_FIRST,0.06240685789647214,47.885134887695315,REACHED,True,0.03138806462248599,0.031018793273986156,0.4970414201183432
Q_48,48.0,UNIFORM_1_MPA,SECONDARY_EVENT_GRID,GEOMETRY_SPREAD,0.0777316188592153,47.837416076660155,REACHED,False,0.03138806462248599,0.04634355423672931,0.5961995249406176
