method,prior_version,area_mpa,early_area_mpa,endpoint_mae_mpa,endpoint_rmse_mpa,endpoint_r2,physical_n
CENTER_FIRST,UNCHANGED_CONTROL,48.475340629691196,51.8206447075084,48.02656921386719,65.22312805595055,0.576833872644771,50
GEOMETRY_SPREAD,UNCHANGED_CONTROL,47.310644799814476,51.87979245630103,46.9099169921875,62.27821704539136,0.6141842154698014,50
SERPENTINE,UNCHANGED_CONTROL,48.91141600813801,52.170183925142915,48.012801818847656,63.04097796057084,0.604675678972965,50
RANDOM,UNCHANGED_CONTROL,49.59439193122932,54.11668976836194,46.88638348388671,61.94055032586338,0.6183565884487423,50
LEARNED_STATIC_TRUE,UNCHANGED_CONTROL,47.97672118557994,52.94560607583583,46.99311798095703,62.16796138115515,0.6155490818137663,50
NO_VLM_SPATIAL_FEEDBACK,UNCHANGED_CONTROL,43.59708783510903,48.77083689123591,42.38468078613281,56.53360712086606,0.6820776623867433,50
VLM_MEAN_FEEDBACK,C_P0_R1_GLOBAL_V1,44.925584567912274,48.657073832441064,44.06571655273437,60.593285290633375,0.6347782356383307,50
VLM_SPATIAL_FEEDBACK,C_P0_R1_GLOBAL_V1,45.846742151578745,50.33851605496278,43.71121459960938,57.75552886358348,0.6681859433094338,50
VLM_SPATIAL_OPEN_LOOP,C_P0_R1_GLOBAL_V1,44.906644991433275,49.1536415241093,43.91674224853516,58.52298704841092,0.6593090325802737,50
