effect_id,point_estimate,lower,upper,improved_domains,domain_effects,indices_sha256
uniform_minus_one_shot_mechanical_oracle_auebc,0.003905513917662457,0.0028007400590012803,0.005017861416957538,6,0.0029036787633744312|0.0033099348248012764|0.0059393073455398099|0.0027339998711759135|0.0059847491893432365|0.0025614135117400724,f105e8e2c5970cb8017d478f6b4ddea0f008489c92d6637b677a57f921d80cc2
one_shot_reconstruction_minus_one_shot_mechanical_oracle_auebc,0.0037297162801028347,0.002838032408647093,0.004688388311493853,6,0.0024916856144560368|0.0030904778248146414|0.0055878257947363751|0.0031395446029219808|0.0051858968351247113|0.002882867008563262,f105e8e2c5970cb8017d478f6b4ddea0f008489c92d6637b677a57f921d80cc2
