outer_domain,specimen_id,nominal_checkpoint,feedback_exact_cost,feedback_effective_budget,feedback_cai_error,feedback_trajectory_count,no_feedback_exact_cost,no_feedback_effective_budget,no_feedback_cai_error,no_feedback_trajectory_count,feedback_benefit,exact_cost_difference
74t7kcdgkr,c8-13,0.0625,7119,0.061947441698573,0.0490199161829,1,7119,0.061947441698573,0.0490199161829,1,0,0
74t7kcdgkr,c8-13,0.09375,10656,0.092725374173338,0.048870610901312,1,10656,0.092725374173338,0.048869888715249,1,-0.000000722186063,0
74t7kcdgkr,c8-13,0.125,14166,0.123268360598677,0.048887542152341,1,14252,0.124016707274626,0.048894817508233,1,0.000007275355892,86
74t7kcdgkr,c8-13,0.1875,21362,0.18588583362339,0.049136963820346,1,21525,0.187304211625479,0.049159940036198,1,0.000022976215852,163
74t7kcdgkr,c8-13,0.25,28427,0.247363383223112,0.049567012246962,1,28427,0.247363383223112,0.049567012246962,1,0,0
74t7kcdgkr,c8-14,0.03125,3600,0.031326139923425,0.041003907052374,1,3600,0.031326139923425,0.041003907052374,1,0,0
74t7kcdgkr,c8-14,0.0625,7119,0.061947441698573,0.040528280660903,1,7119,0.061947441698573,0.040528280660903,1,0,0
74t7kcdgkr,c8-14,0.09375,10656,0.092725374173338,0.040415726625625,1,10656,0.092725374173338,0.040398019693269,1,-0.000017706932356,0
74t7kcdgkr,c8-14,0.125,14166,0.123268360598677,0.040406766168919,1,14252,0.124016707274626,0.040401630623583,1,-0.000005135545336,86
74t7kcdgkr,c8-14,0.1875,21362,0.18588583362339,0.0406313927821,1,21525,0.187304211625479,0.040617082799002,1,-0.000014309983098,163
74t7kcdgkr,c8-14,0.25,28427,0.247363383223112,0.040694918407999,1,28427,0.247363383223112,0.040694918407999,1,0,0
74t7kcdgkr,c8-15,0.03125,3720,0.031266810112964,0.131562262533888,1,3720,0.031266810112964,0.131562262533888,1,0,0
74t7kcdgkr,c8-15,0.0625,7379,0.062020911780527,0.131905862614016,1,7373,0.061970481441635,0.131940527545034,1,0.000034664931018,-6
74t7kcdgkr,c8-15,0.09375,10885,0.091489039806348,0.131716449258308,1,11066,0.093010355029586,0.131721277205876,1,0.000004827947568,181
74t7kcdgkr,c8-15,0.125,14503,0.12189853415815,0.131292071329667,1,14770,0.124142684238838,0.131304656090504,1,0.000012584760837,267
74t7kcdgkr,c8-15,0.1875,22019,0.185070938676708,0.130202814139639,1,22106,0.18580217859064,0.130250638905579,1,0.00004782476594,87
74t7kcdgkr,c8-15,0.25,29395,0.247066635287789,0.128914942408508,1,29395,0.247066635287789,0.128914942408508,1,0,0
74t7kcdgkr,c8-16,0.03125,3720,0.031266810112964,0.101038104053123,1,3720,0.031266810112964,0.101038104053123,1,0,0
74t7kcdgkr,c8-16,0.0625,7357,0.061836000537924,0.100401991869905,1,7368,0.061928456159225,0.100365936062026,1,-0.000036055807879,11
74t7kcdgkr,c8-16,0.09375,11055,0.092917899408284,0.100120901005662,1,11055,0.092917899408284,0.100124110721497,1,0.000003209715835,0
74t7kcdgkr,c8-16,0.125,14812,0.124495696611081,0.100040738352685,1,14748,0.123957772996235,0.100036672712627,1,-0.000004065640058,-64
74t7kcdgkr,c8-16,0.1875,22158,0.186239241527703,0.100135799436662,1,22106,0.18580217859064,0.10010078678643,1,-0.000035012650232,-52
74t7kcdgkr,c8-16,0.25,29395,0.247066635287789,0.100336486919241,1,29395,0.247066635287789,0.100336486919241,1,0,0
