outer_domain,specimen_id,nominal_checkpoint,feedback_exact_cost,feedback_effective_budget,feedback_cai_error,feedback_trajectory_count,no_feedback_exact_cost,no_feedback_effective_budget,no_feedback_cai_error,no_feedback_trajectory_count,feedback_benefit,exact_cost_difference
cgtnjyggtm,q24-24,0.25,112706,0.247732717881086,0.016369011067014,1,112243,0.24671502362897,0.016388349032239,1,0.000019337965225,-463
cgtnjyggtm,q24-25,0.03125,13820,0.030376964501594,0.010466081724006,1,13820,0.030376964501594,0.010466081724006,1,0,0
cgtnjyggtm,q24-25,0.0625,27924,0.061378173425651,0.010406091607927,1,28009,0.061565007143642,0.010399641041402,1,-0.000006450566525,85
cgtnjyggtm,q24-25,0.09375,41938,0.092181558413012,0.010340882438734,1,42023,0.092368392131003,0.01035976564436,1,0.000018883205626,85
cgtnjyggtm,q24-25,0.125,56031,0.123158588855918,0.010235121837256,1,56051,0.12320254973074,0.010241473211251,1,0.000006351373995,20
cgtnjyggtm,q24-25,0.1875,84335,0.185372018903176,0.009792254659701,1,84439,0.185600615452248,0.009864538545338,1,0.000072283885637,104
cgtnjyggtm,q24-25,0.25,112433,0.247132651939774,0.009272237058385,1,112243,0.24671502362897,0.009273274764852,1,0.000001037706467,-190
cgtnjyggtm,q24-26,0.03125,13820,0.030376964501594,0.114165790963413,1,13820,0.030376964501594,0.114165790963413,1,0,0
cgtnjyggtm,q24-26,0.0625,27902,0.061329816463348,0.114732500777638,1,28029,0.061608968018464,0.114690382103379,1,-0.000042118674259,127
cgtnjyggtm,q24-26,0.09375,42037,0.092399164743378,0.114837809671595,1,42037,0.092399164743378,0.114847600737321,1,0.000009791065726,0
cgtnjyggtm,q24-26,0.125,56065,0.123233322343115,0.114781041023681,1,56065,0.123233322343115,0.114770627334075,1,-0.000010413689606,0
cgtnjyggtm,q24-26,0.1875,84411,0.185539070227498,0.114691053560505,1,84431,0.185583031102319,0.114709085236412,1,0.000018031675907,20
cgtnjyggtm,q24-26,0.25,113693,0.249902187053522,0.114946561309361,1,112309,0.246860094515881,0.114879940554165,1,-0.000066620755196,-1384
cgtnjyggtm,q24-27,0.03125,13820,0.030376964501594,0.113086220267136,1,13820,0.030376964501594,0.113086220267136,1,0,0
cgtnjyggtm,q24-27,0.0625,27856,0.061228706451258,0.113255207713248,1,27983,0.061507858006374,0.113247357769031,1,-0.000007849944217,127
cgtnjyggtm,q24-27,0.09375,41896,0.092089240575887,0.11335157401912,1,42023,0.092368392131003,0.113338822437884,1,-0.000012751581236,127
cgtnjyggtm,q24-27,0.125,56043,0.123184965380811,0.113089565344454,1,56031,0.123158588855918,0.113153750541531,1,0.000064185197077,-12
cgtnjyggtm,q24-27,0.1875,84335,0.185372018903176,0.11242443212389,1,84439,0.185600615452248,0.112512637173605,1,0.000088205049715,104
cgtnjyggtm,q24-27,0.25,112507,0.247295307176613,0.11155345456516,1,112243,0.24671502362897,0.111611993418223,1,0.000058538853063,-264
cgtnjyggtm,q24-28,0.03125,14138,0.031075942411254,0.081982021282684,1,14138,0.031075942411254,0.081982021282684,1,0,0
cgtnjyggtm,q24-28,0.0625,28315,0.06223760852841,0.083092635785477,1,28315,0.06223760852841,0.083092635785477,1,0,0
cgtnjyggtm,q24-28,0.09375,42309,0.09299703264095,0.083586376522588,1,42309,0.09299703264095,0.083586376522588,1,0,0
cgtnjyggtm,q24-28,0.125,56329,0.123813605890757,0.083831214207299,1,56329,0.123813605890757,0.083831214207299,1,0,0
cgtnjyggtm,q24-28,0.1875,84429,0.185578635014837,0.083952113114888,1,84311,0.18531926585339,0.084006159309364,1,0.000054046194476,-118
cgtnjyggtm,q24-28,0.25,112686,0.247688757006264,0.083707446346536,1,112243,0.24671502362897,0.083907626028222,1,0.000200179681686,-443
cgtnjyggtm,q24-29,0.03125,14138,0.031075942411254,0.101765194949271,1,14138,0.031075942411254,0.101765194949271,1,0,0
cgtnjyggtm,q24-29,0.0625,28315,0.06223760852841,0.102766422982106,1,28315,0.06223760852841,0.102766422982106,1,0,0
cgtnjyggtm,q24-29,0.09375,42309,0.09299703264095,0.103082837996433,1,42309,0.09299703264095,0.103082837996433,1,0,0
cgtnjyggtm,q24-29,0.125,56329,0.123813605890757,0.103191638467445,1,56329,0.123813605890757,0.103191638467445,1,0,0
cgtnjyggtm,q24-29,0.1875,84427,0.185574238927355,0.103007830131319,1,84311,0.18531926585339,0.103051511469434,1,0.000043681338115,-116
cgtnjyggtm,q24-29,0.25,112706,0.247732717881086,0.102548016291531,1,112243,0.24671502362897,0.102679084722499,1,0.000131068430968,-463
cgtnjyggtm,q24-3,0.03125,13820,0.030376964501594,0.045761993287092,1,13820,0.030376964501594,0.045761993287092,1,0,0
cgtnjyggtm,q24-3,0.0625,28029,0.061608968018464,0.046129280334936,1,28029,0.061608968018464,0.046129280334936,1,0,0
cgtnjyggtm,q24-3,0.09375,42091,0.092517859105396,0.046616037917939,1,42069,0.092469502143093,0.046503513911956,1,-0.000112524005983,-22
cgtnjyggtm,q24-3,0.125,56073,0.123250906693043,0.04698351419461,1,56077,0.123259698868007,0.046829268284489,1,-0.000154245910121,4
cgtnjyggtm,q24-3,0.1875,84281,0.185253324541158,0.047657431295211,1,84439,0.185600615452248,0.047587660795679,1,-0.000069770499532,158
cgtnjyggtm,q24-3,0.25,113736,0.249996702934388,0.048360630030656,1,112391,0.247040334102649,0.048190702544569,1,-0.000169927486087,-1345
cgtnjyggtm,q24-30,0.03125,13820,0.030376964501594,0.060788949260919,1,13820,0.030376964501594,0.060788949260919,1,0,0
cgtnjyggtm,q24-30,0.0625,27902,0.061329816463348,0.061935688157084,1,28029,0.061608968018464,0.0619060952103,1,-0.000029592946784,127
cgtnjyggtm,q24-30,0.09375,42037,0.092399164743378,0.062712905884421,1,42037,0.092399164743378,0.062674889202786,1,-0.000038016681635,0
cgtnjyggtm,q24-30,0.125,56065,0.123233322343115,0.063312541514436,1,56065,0.123233322343115,0.063310942225645,1,-0.000001599288791,0
cgtnjyggtm,q24-30,0.1875,84087,0.184826904055391,0.064527939953797,1,84431,0.185583031102319,0.064454690085522,1,-0.000073249868275,344
cgtnjyggtm,q24-30,0.25,113702,0.249921969447192,0.065646392192496,1,112309,0.246860094515881,0.065440950728606,1,-0.00020544146389,-1393
cgtnjyggtm,q24-31,0.03125,13820,0.030376964501594,0.063303364298984,1,13820,0.030376964501594,0.063303364298984,1,0,0
cgtnjyggtm,q24-31,0.0625,27902,0.061329816463348,0.064428323567648,1,28029,0.061608968018464,0.064406018982758,1,-0.00002230458489,127
cgtnjyggtm,q24-31,0.09375,42037,0.092399164743378,0.065250309172813,1,42037,0.092399164743378,0.065233779119206,1,-0.000016530053607,0
cgtnjyggtm,q24-31,0.125,56065,0.123233322343115,0.065904772329232,1,56065,0.123233322343115,0.06587810937718,1,-0.000026662952052,0
cgtnjyggtm,q24-31,0.1875,84101,0.184857676667766,0.067132195955302,1,84431,0.185583031102319,0.067114762486652,1,-0.00001743346865,330
cgtnjyggtm,q24-31,0.25,113702,0.249921969447192,0.068498794331095,1,112309,0.246860094515881,0.068293072076044,1,-0.000205722255051,-1393
cgtnjyggtm,q24-32,0.03125,13820,0.030376964501594,0.067387914158217,1,13820,0.030376964501594,0.067387914158217,1,0,0
cgtnjyggtm,q24-32,0.0625,27902,0.061329816463348,0.068275018896279,1,28029,0.061608968018464,0.068250968522862,1,-0.000024050373417,127
cgtnjyggtm,q24-32,0.09375,42037,0.092399164743378,0.068742133306272,1,42037,0.092399164743378,0.06871317519168,1,-0.000028958114592,0
cgtnjyggtm,q24-32,0.125,56065,0.123233322343115,0.069071843171691,1,56065,0.123233322343115,0.069076299205344,1,0.000004456033653,0
cgtnjyggtm,q24-32,0.1875,84101,0.184857676667766,0.069695553591746,1,84431,0.185583031102319,0.069646964512456,1,-0.00004858907929,330
cgtnjyggtm,q24-32,0.25,113734,0.249992306846906,0.070285471405902,1,112457,0.247185404989559,0.070144904908682,1,-0.00014056649722,-1277
cgtnjyggtm,q24-33,0.03125,13820,0.030376964501594,0.085239172515715,1,13820,0.030376964501594,0.085239172515715,1,0,0
cgtnjyggtm,q24-33,0.0625,27902,0.061329816463348,0.086115448481584,1,28029,0.061608968018464,0.08605557892258,1,-0.000059869559004,127
cgtnjyggtm,q24-33,0.09375,42037,0.092399164743378,0.086793424845719,1,42037,0.092399164743378,0.086767982724805,1,-0.000025442120914,0
cgtnjyggtm,q24-33,0.125,56065,0.123233322343115,0.087461121811673,1,56065,0.123233322343115,0.087460572437661,1,-0.000000549374012,0
cgtnjyggtm,q24-33,0.1875,84411,0.185539070227498,0.089032111736578,1,84411,0.185539070227498,0.089032111736578,1,0,0
cgtnjyggtm,q24-33,0.25,113693,0.249902187053522,0.090236437237518,1,112337,0.246921639740631,0.090184564122468,1,-0.00005187311505,-1356
cgtnjyggtm,q24-34,0.03125,13820,0.030376964501594,0.078624378450243,1,13820,0.030376964501594,0.078624378450243,1,0,0
cgtnjyggtm,q24-34,0.0625,27902,0.061329816463348,0.079611249508896,1,28029,0.061608968018464,0.079573232827261,1,-0.000038016681635,127
cgtnjyggtm,q24-34,0.09375,42079,0.092491482580503,0.080369947227871,1,42069,0.092469502143093,0.080371485475105,1,0.000001538247234,-10
cgtnjyggtm,q24-34,0.125,56077,0.123259698868007,0.081155698564862,1,56077,0.123259698868007,0.081148874118801,1,-0.000006824446061,0
cgtnjyggtm,q24-34,0.1875,84411,0.185539070227498,0.082633197241225,1,84411,0.185539070227498,0.082633197241225,1,0,0
cgtnjyggtm,q24-34,0.25,113736,0.249996702934388,0.084279585697208,1,112337,0.246921639740631,0.084182871454462,1,-0.000096714242746,-1399
cgtnjyggtm,q24-35,0.03125,13820,0.030376964501594,0.076811290437474,1,13820,0.030376964501594,0.076811290437474,1,0,0
cgtnjyggtm,q24-35,0.0625,27902,0.061329816463348,0.078195957114109,1,28029,0.061608968018464,0.078173298488189,1,-0.00002265862592,127
cgtnjyggtm,q24-35,0.09375,42091,0.092517859105396,0.079199620705064,1,42069,0.092469502143093,0.079103449732174,1,-0.00009617097289,-22
cgtnjyggtm,q24-35,0.125,56119,0.123352016705132,0.079561334658764,1,56077,0.123259698868007,0.079476950810511,1,-0.000084383848253,-42
cgtnjyggtm,q24-35,0.1875,84045,0.184734586218266,0.080256463700387,1,84439,0.185600615452248,0.080266028912353,1,0.000009565211966,394
cgtnjyggtm,q24-35,0.25,113736,0.249996702934388,0.080991745878137,1,112337,0.246921639740631,0.080876151481843,1,-0.000115594396294,-1399
cgtnjyggtm,q24-36,0.03125,13820,0.030376964501594,0.073701696985906,1,13820,0.030376964501594,0.073701696985906,1,0,0
cgtnjyggtm,q24-36,0.0625,27924,0.061378173425651,0.073795561732475,1,28009,0.061565007143642,0.073780956013949,1,-0.000014605718526,85
cgtnjyggtm,q24-36,0.09375,41938,0.092181558413012,0.0739032531547,1,42023,0.092368392131003,0.07386364328843,1,-0.00003960986627,85
cgtnjyggtm,q24-36,0.125,56031,0.123158588855918,0.074179270866673,1,56051,0.12320254973074,0.074130823709004,1,-0.000048447157669,20
cgtnjyggtm,q24-36,0.1875,84335,0.185372018903176,0.075005030366094,1,84439,0.185600615452248,0.074975817403002,1,-0.000029212963092,104
cgtnjyggtm,q24-36,0.25,112517,0.247317287614024,0.0760829975552,1,112243,0.24671502362897,0.07607656911624,1,-0.00000642843896,-274
cgtnjyggtm,q24-37,0.03125,13820,0.030376964501594,0.041557334071535,1,13820,0.030376964501594,0.041557334071535,1,0,0
cgtnjyggtm,q24-37,0.0625,27924,0.061378173425651,0.041400866248743,1,28009,0.061565007143642,0.04141252518611,1,0.000011658937367,85
cgtnjyggtm,q24-37,0.09375,41938,0.092181558413012,0.041396886339234,1,42023,0.092368392131003,0.041382511052584,1,-0.00001437528665,85
cgtnjyggtm,q24-37,0.125,56031,0.123158588855918,0.041444401087122,1,56051,0.12320254973074,0.041419117674255,1,-0.000025283412867,20
cgtnjyggtm,q24-37,0.1875,84335,0.185372018903176,0.041790476193945,1,84439,0.185600615452248,0.041743260549686,1,-0.000047215644259,104
cgtnjyggtm,q24-37,0.25,112507,0.247295307176613,0.042225861202663,1,112243,0.24671502362897,0.042270549726467,1,0.000044688523804,-264
cgtnjyggtm,q24-38,0.03125,13820,0.030376964501594,0.113188159809618,1,13820,0.030376964501594,0.113188159809618,1,0,0
cgtnjyggtm,q24-38,0.0625,27856,0.061228706451258,0.11334325419738,1,27983,0.061507858006374,0.113390366070992,1,0.000047111873612,127
cgtnjyggtm,q24-38,0.09375,41876,0.092045279701066,0.113214310012592,1,42023,0.092368392131003,0.113253108026155,1,0.000038798013563,147
cgtnjyggtm,q24-38,0.125,56031,0.123158588855918,0.112933897308522,1,56063,0.123228926255632,0.112974282402564,1,0.000040385094042,32
cgtnjyggtm,q24-38,0.1875,84429,0.185578635014837,0.112297758827483,1,84439,0.185600615452248,0.112233677401054,1,-0.000064081426429,10
cgtnjyggtm,q24-38,0.25,112686,0.247688757006264,0.11138231859871,1,112243,0.24671502362897,0.111349111991759,1,-0.000033206606951,-443
cgtnjyggtm,q24-39,0.03125,14138,0.031075942411254,0.004622874011988,1,14138,0.031075942411254,0.004622874011988,1,0,0
cgtnjyggtm,q24-39,0.0625,28315,0.06223760852841,0.003726783956751,1,28315,0.06223760852841,0.003726783956751,1,0,0
cgtnjyggtm,q24-39,0.09375,42309,0.09299703264095,0.003568002658952,1,42309,0.09299703264095,0.003568002658952,1,0,0
cgtnjyggtm,q24-39,0.125,56329,0.123813605890757,0.003580699302786,1,56329,0.123813605890757,0.003580699302786,1,0,0
cgtnjyggtm,q24-39,0.1875,84427,0.185574238927355,0.004018147516128,1,84311,0.18531926585339,0.003977152006516,1,-0.000040995509612,-116
cgtnjyggtm,q24-39,0.25,112706,0.247732717881086,0.004667092515803,1,112243,0.24671502362897,0.004601216467601,1,-0.000065876048202,-463
cgtnjyggtm,q24-4,0.03125,13820,0.030376964501594,0.058359409672484,1,13820,0.030376964501594,0.058359409672484,1,0,0
cgtnjyggtm,q24-4,0.0625,27924,0.061378173425651,0.058559043032235,1,28009,0.061565007143642,0.058597338978993,1,0.000038295946758,85
cgtnjyggtm,q24-4,0.09375,41938,0.092181558413012,0.059026751071369,1,42023,0.092368392131003,0.059026668665267,1,-0.000000082406102,85
cgtnjyggtm,q24-4,0.125,56031,0.123158588855918,0.059646771529309,1,56051,0.12320254973074,0.059614598050708,1,-0.000032173478601,20
cgtnjyggtm,q24-4,0.1875,84335,0.185372018903176,0.061187101806224,1,84439,0.185600615452248,0.061179988938807,1,-0.000007112867417,104
cgtnjyggtm,q24-4,0.25,112433,0.247132651939774,0.063090824679654,1,112243,0.24671502362897,0.063089167401384,1,-0.00000165727827,-190
cgtnjyggtm,q24-40,0.03125,13820,0.030376964501594,0.261411300774624,1,13820,0.030376964501594,0.261411300774624,1,0,0
cgtnjyggtm,q24-40,0.0625,27902,0.061329816463348,0.261493487126829,1,28029,0.061608968018464,0.261526327484439,1,0.00003284035761,127
cgtnjyggtm,q24-40,0.09375,42025,0.092372788218486,0.261722783631154,1,42057,0.0924431256182,0.261713309981523,1,-0.000009473649631,32
cgtnjyggtm,q24-40,0.125,56065,0.123233322343115,0.261956939043408,1,56065,0.123233322343115,0.262004551457787,1,0.000047612414379,0
cgtnjyggtm,q24-40,0.1875,84005,0.184646664468623,0.262489026086561,1,84431,0.185583031102319,0.262475255111325,1,-0.000013770975236,426
cgtnjyggtm,q24-40,0.25,113692,0.249899989009781,0.262893072359969,1,112403,0.247066710627542,0.263031709943992,1,0.000138637584023,-1289
cgtnjyggtm,q24-41,0.03125,13820,0.030376964501594,0.318956553711193,1,13820,0.030376964501594,0.318956553711193,1,0,0
cgtnjyggtm,q24-41,0.0625,27902,0.061329816463348,0.31852227965881,1,28029,0.061608968018464,0.318576875227298,1,0.000054595568488,127
cgtnjyggtm,q24-41,0.09375,42091,0.092517859105396,0.318315544113914,1,42049,0.092425541268271,0.318366037689778,1,0.000050493575864,-42
cgtnjyggtm,q24-41,0.125,56119,0.123352016705132,0.318183560059592,1,56077,0.123259698868007,0.31823540875802,1,0.000051848698428,-42
cgtnjyggtm,q24-41,0.1875,84439,0.185600615452248,0.317847562913813,1,84439,0.185600615452248,0.317847562913813,1,0,0
cgtnjyggtm,q24-41,0.25,113736,0.249996702934388,0.317467737930182,1,112337,0.246921639740631,0.317560850721071,1,0.000093112790889,-1399
cgtnjyggtm,q24-42,0.03125,13820,0.030376964501594,0.233690565547068,1,13820,0.030376964501594,0.233690565547068,1,0,0
cgtnjyggtm,q24-42,0.0625,27902,0.061329816463348,0.233503924882702,1,28029,0.061608968018464,0.233521749017315,1,0.000017824134613,127
cgtnjyggtm,q24-42,0.09375,42057,0.0924431256182,0.233489372575538,1,42057,0.0924431256182,0.233510004621768,1,0.00002063204623,0
cgtnjyggtm,q24-42,0.125,56065,0.123233322343115,0.233472940188421,1,56065,0.123233322343115,0.233487101829621,1,0.0000141616412,0
cgtnjyggtm,q24-42,0.1875,84005,0.184646664468623,0.233507221126774,1,84431,0.185583031102319,0.233486955329884,1,-0.00002026579689,426
cgtnjyggtm,q24-42,0.25,113320,0.249082316738103,0.233451087311052,1,112403,0.247066710627542,0.233575660920366,1,0.000124573609314,-917
cgtnjyggtm,q24-43,0.03125,13820,0.030376964501594,0.24073383138173,1,13820,0.030376964501594,0.24073383138173,1,0,0
cgtnjyggtm,q24-43,0.0625,27902,0.061329816463348,0.240586379396892,1,28029,0.061608968018464,0.240614458513064,1,0.000028079116172,127
cgtnjyggtm,q24-43,0.09375,42057,0.0924431256182,0.240676720901098,1,42057,0.0924431256182,0.240691956873699,1,0.000015235972601,0
cgtnjyggtm,q24-43,0.125,56065,0.123233322343115,0.240759713001854,1,56065,0.123233322343115,0.240770993481569,1,0.000011280479715,0
cgtnjyggtm,q24-43,0.1875,84005,0.184646664468623,0.241070170360229,1,84431,0.185583031102319,0.241061282709545,1,-0.000008887650684,426
cgtnjyggtm,q24-43,0.25,113320,0.249082316738103,0.241303349107572,1,112403,0.247066710627542,0.241421818561197,1,0.000118469453625,-917
cgtnjyggtm,q24-44,0.03125,14138,0.031075942411254,0.258546495560261,1,14138,0.031075942411254,0.258546495560261,1,0,0
cgtnjyggtm,q24-44,0.0625,28315,0.06223760852841,0.258645675881906,1,28315,0.06223760852841,0.258645675881906,1,0,0
cgtnjyggtm,q24-44,0.09375,42057,0.0924431256182,0.2588685019812,1,42355,0.093098142653039,0.25881371107973,1,-0.00005479090147,298
cgtnjyggtm,q24-44,0.125,56065,0.123233322343115,0.259028186694041,1,56321,0.123796021540829,0.259016076049153,1,-0.000012110644888,256
