outer_domain,specimen_id,mode,nominal_checkpoint,mean_exact_acquired_cost,mean_effective_budget,mae,trajectory_count,state_count
74t7kcdgkr,c8-10t,positions_only,0.03125,14161.0,0.031126497417298605,0.24651955024232985,5,5
74t7kcdgkr,c8-10t,positions_only,0.0625,27378.8,0.06017979997801957,0.24532310726675705,5,5
74t7kcdgkr,c8-10t,positions_only,0.09375,41646.4,0.09154060885811628,0.24435362329787153,5,5
74t7kcdgkr,c8-10t,positions_only,0.125,55977.6,0.12304121332014506,0.24356127284686263,5,5
74t7kcdgkr,c8-10t,positions_only,0.1875,84553.2,0.18585163204747773,0.24221968652123457,5,5
74t7kcdgkr,c8-10t,positions_only,0.25,112623.2,0.2475507198593252,0.24106180293189192,5,5
74t7kcdgkr,c8-10t,real,0.03125,14161.0,0.031126497417298605,0.15100825012360342,5,5
74t7kcdgkr,c8-10t,real,0.0625,27378.8,0.06017979997801957,0.15084065213651973,5,5
74t7kcdgkr,c8-10t,real,0.09375,41646.4,0.09154060885811628,0.15015353489392194,5,5
74t7kcdgkr,c8-10t,real,0.125,55977.6,0.12304121332014506,0.14957126569383508,5,5
74t7kcdgkr,c8-10t,real,0.1875,84553.2,0.18585163204747773,0.14798527288119367,5,5
74t7kcdgkr,c8-10t,real,0.25,112623.2,0.2475507198593252,0.14625320322614183,5,5
74t7kcdgkr,c8-10t,reconstruction,0.03125,14161.0,0.031126497417298605,0.2633762401652566,5,5
74t7kcdgkr,c8-10t,reconstruction,0.0625,27378.8,0.06017979997801957,0.25474370257640166,5,5
74t7kcdgkr,c8-10t,reconstruction,0.09375,41646.4,0.09154060885811628,0.246535655748017,5,5
74t7kcdgkr,c8-10t,reconstruction,0.125,55977.6,0.12304121332014506,0.25075355529472054,5,5
74t7kcdgkr,c8-10t,reconstruction,0.1875,84553.2,0.18585163204747773,0.2593523832575331,5,5
74t7kcdgkr,c8-10t,reconstruction,0.25,112623.2,0.2475507198593252,0.2728978285114042,5,5
74t7kcdgkr,c8-10t,shuffled,0.03125,14161.0,0.031126497417298605,0.12214217896723711,5,5
74t7kcdgkr,c8-10t,shuffled,0.0625,27378.8,0.06017979997801957,0.1210071458798759,5,5
74t7kcdgkr,c8-10t,shuffled,0.09375,41646.4,0.09154060885811628,0.11998266075539583,5,5
74t7kcdgkr,c8-10t,shuffled,0.125,55977.6,0.12304121332014506,0.11903256347015327,5,5
74t7kcdgkr,c8-10t,shuffled,0.1875,84553.2,0.18585163204747773,0.11721941639311124,5,5
74t7kcdgkr,c8-10t,shuffled,0.25,112623.2,0.2475507198593252,0.1151783126227098,5,5
74t7kcdgkr,c8-10t,static,0.03125,14161.0,0.031126497417298605,0.10358787494392174,5,5
74t7kcdgkr,c8-10t,static,0.0625,27378.8,0.06017979997801957,0.10358787494392174,5,5
74t7kcdgkr,c8-10t,static,0.09375,41646.4,0.09154060885811628,0.10358787494392174,5,5
74t7kcdgkr,c8-10t,static,0.125,55977.6,0.12304121332014506,0.10358787494392174,5,5
74t7kcdgkr,c8-10t,static,0.1875,84553.2,0.18585163204747773,0.10358787494392174,5,5
74t7kcdgkr,c8-10t,static,0.25,112623.2,0.2475507198593252,0.10358787494392174,5,5
74t7kcdgkr,c8-11,positions_only,0.03125,3720.0,0.03126681011296396,0.254772099789731,5,5
74t7kcdgkr,c8-11,positions_only,0.0625,7199.6,0.06051304464766003,0.2545774198252902,5,5
74t7kcdgkr,c8-11,positions_only,0.09375,11016.8,0.0925968262506724,0.2538827624252435,5,5
74t7kcdgkr,c8-11,positions_only,0.125,14798.0,0.1243780258203335,0.2530334716153231,5,5
74t7kcdgkr,c8-11,positions_only,0.1875,22171.6,0.18635355029585798,0.2516039925710821,5,5
74t7kcdgkr,c8-11,positions_only,0.25,29651.8,0.24922505379236148,0.2501860150085829,5,5
74t7kcdgkr,c8-11,real,0.03125,3720.0,0.03126681011296396,0.106170882744136,5,5
74t7kcdgkr,c8-11,real,0.0625,7199.6,0.06051304464766003,0.1064698757984486,5,5
74t7kcdgkr,c8-11,real,0.09375,11016.8,0.0925968262506724,0.10658413098311906,5,5
74t7kcdgkr,c8-11,real,0.125,14798.0,0.1243780258203335,0.10636481110011879,5,5
74t7kcdgkr,c8-11,real,0.1875,22171.6,0.18635355029585798,0.10627490161005619,5,5
74t7kcdgkr,c8-11,real,0.25,29651.8,0.24922505379236148,0.10632399421375138,5,5
74t7kcdgkr,c8-11,reconstruction,0.03125,3720.0,0.03126681011296396,0.017759810439271884,5,5
74t7kcdgkr,c8-11,reconstruction,0.0625,7199.6,0.06051304464766003,0.04445375517369783,5,5
74t7kcdgkr,c8-11,reconstruction,0.09375,11016.8,0.0925968262506724,0.044475374265788514,5,5
74t7kcdgkr,c8-11,reconstruction,0.125,14798.0,0.1243780258203335,0.04633771946553278,5,5
74t7kcdgkr,c8-11,reconstruction,0.1875,22171.6,0.18635355029585798,0.04647480374278061,5,5
74t7kcdgkr,c8-11,reconstruction,0.25,29651.8,0.24922505379236148,0.04979647561827216,5,5
74t7kcdgkr,c8-11,shuffled,0.03125,3720.0,0.03126681011296396,0.05978097345944011,5,5
74t7kcdgkr,c8-11,shuffled,0.0625,7199.6,0.06051304464766003,0.059276732451300274,5,5
74t7kcdgkr,c8-11,shuffled,0.09375,11016.8,0.0925968262506724,0.05874885054865457,5,5
74t7kcdgkr,c8-11,shuffled,0.125,14798.0,0.1243780258203335,0.0582749266439571,5,5
74t7kcdgkr,c8-11,shuffled,0.1875,22171.6,0.18635355029585798,0.057346838647670914,5,5
74t7kcdgkr,c8-11,shuffled,0.25,29651.8,0.24922505379236148,0.05645324707232058,5,5
74t7kcdgkr,c8-11,static,0.03125,3720.0,0.03126681011296396,0.16146349391035186,5,5
74t7kcdgkr,c8-11,static,0.0625,7199.6,0.06051304464766003,0.16146349391035186,5,5
74t7kcdgkr,c8-11,static,0.09375,11016.8,0.0925968262506724,0.16146349391035186,5,5
74t7kcdgkr,c8-11,static,0.125,14798.0,0.1243780258203335,0.16146349391035186,5,5
74t7kcdgkr,c8-11,static,0.1875,22171.6,0.18635355029585798,0.16146349391035186,5,5
74t7kcdgkr,c8-11,static,0.25,29651.8,0.24922505379236148,0.16146349391035186,5,5
74t7kcdgkr,c8-12,positions_only,0.03125,3720.0,0.03126681011296396,0.1687326754940941,5,5
74t7kcdgkr,c8-12,positions_only,0.0625,7180.0,0.06034830554061323,0.16754255565871604,5,5
74t7kcdgkr,c8-12,positions_only,0.09375,10938.2,0.09193618881118881,0.16649109287264346,5,5
74t7kcdgkr,c8-12,positions_only,0.125,14712.8,0.12366191500806885,0.16556107770947467,5,5
74t7kcdgkr,c8-12,positions_only,0.1875,22096.2,0.18571980903711674,0.1639562037434344,5,5
74t7kcdgkr,c8-12,positions_only,0.25,29623.4,0.24898635018827325,0.16239592610415712,5,5
74t7kcdgkr,c8-12,real,0.03125,3720.0,0.03126681011296396,0.07433311395005682,5,5
74t7kcdgkr,c8-12,real,0.0625,7180.0,0.06034830554061323,0.07504820654091918,5,5
74t7kcdgkr,c8-12,real,0.09375,10938.2,0.09193618881118881,0.07429110411930409,5,5
74t7kcdgkr,c8-12,real,0.125,14712.8,0.12366191500806885,0.07464520799450229,5,5
74t7kcdgkr,c8-12,real,0.1875,22096.2,0.18571980903711674,0.0740310529423587,5,5
74t7kcdgkr,c8-12,real,0.25,29623.4,0.24898635018827325,0.07332278634717197,5,5
74t7kcdgkr,c8-12,reconstruction,0.03125,3720.0,0.03126681011296396,0.057596981775078215,5,5
74t7kcdgkr,c8-12,reconstruction,0.0625,7180.0,0.06034830554061323,0.08835738289063426,5,5
74t7kcdgkr,c8-12,reconstruction,0.09375,10938.2,0.09193618881118881,0.09243611220592973,5,5
74t7kcdgkr,c8-12,reconstruction,0.125,14712.8,0.12366191500806885,0.10020209548200516,5,5
74t7kcdgkr,c8-12,reconstruction,0.1875,22096.2,0.18571980903711674,0.09837364391630805,5,5
74t7kcdgkr,c8-12,reconstruction,0.25,29623.4,0.24898635018827325,0.09115930988301761,5,5
74t7kcdgkr,c8-12,shuffled,0.03125,3720.0,0.03126681011296396,0.08951557805424637,5,5
74t7kcdgkr,c8-12,shuffled,0.0625,7180.0,0.06034830554061323,0.08805544354901873,5,5
74t7kcdgkr,c8-12,shuffled,0.09375,10938.2,0.09193618881118881,0.08670222869039708,5,5
74t7kcdgkr,c8-12,shuffled,0.125,14712.8,0.12366191500806885,0.08560959728659683,5,5
74t7kcdgkr,c8-12,shuffled,0.1875,22096.2,0.18571980903711674,0.08414386583938196,5,5
74t7kcdgkr,c8-12,shuffled,0.25,29623.4,0.24898635018827325,0.08274640772273914,5,5
74t7kcdgkr,c8-12,static,0.03125,3720.0,0.03126681011296396,0.09480493564769477,5,5
74t7kcdgkr,c8-12,static,0.0625,7180.0,0.06034830554061323,0.09480493564769477,5,5
74t7kcdgkr,c8-12,static,0.09375,10938.2,0.09193618881118881,0.09480493564769477,5,5
74t7kcdgkr,c8-12,static,0.125,14712.8,0.12366191500806885,0.09480493564769477,5,5
74t7kcdgkr,c8-12,static,0.1875,22096.2,0.18571980903711674,0.09480493564769477,5,5
74t7kcdgkr,c8-12,static,0.25,29623.4,0.24898635018827325,0.09480493564769477,5,5
74t7kcdgkr,c8-12t,positions_only,0.03125,14161.0,0.031126497417298605,0.038116989491713604,5,5
74t7kcdgkr,c8-12t,positions_only,0.0625,27444.8,0.06032487086493021,0.03799530916441167,5,5
74t7kcdgkr,c8-12t,positions_only,0.09375,41566.8,0.09136564457632707,0.03776213400805737,5,5
74t7kcdgkr,c8-12t,positions_only,0.125,55810.4,0.1226737004066381,0.0375105885780745,5,5
74t7kcdgkr,c8-12t,positions_only,0.1875,84370.8,0.18545070886910647,0.03698109245584014,5,5
74t7kcdgkr,c8-12t,positions_only,0.25,112704.0,0.2477283217936037,0.036428700360650025,5,5
74t7kcdgkr,c8-12t,real,0.03125,14161.0,0.031126497417298605,0.022509358403740687,5,5
74t7kcdgkr,c8-12t,real,0.0625,27444.8,0.06032487086493021,0.022820556402515523,5,5
74t7kcdgkr,c8-12t,real,0.09375,41566.8,0.09136564457632707,0.02307717853304394,5,5
74t7kcdgkr,c8-12t,real,0.125,55810.4,0.1226737004066381,0.023507446290241662,5,5
74t7kcdgkr,c8-12t,real,0.1875,84370.8,0.18545070886910647,0.024469328582124784,5,5
74t7kcdgkr,c8-12t,real,0.25,112704.0,0.2477283217936037,0.02539672782688802,5,5
74t7kcdgkr,c8-12t,reconstruction,0.03125,14161.0,0.031126497417298605,0.024366236788401774,5,5
74t7kcdgkr,c8-12t,reconstruction,0.0625,27444.8,0.06032487086493021,0.01567124457765081,5,5
74t7kcdgkr,c8-12t,reconstruction,0.09375,41566.8,0.09136564457632707,0.01840605046417305,5,5
74t7kcdgkr,c8-12t,reconstruction,0.125,55810.4,0.1226737004066381,0.018955750934045713,5,5
74t7kcdgkr,c8-12t,reconstruction,0.1875,84370.8,0.18545070886910647,0.021567960068409775,5,5
74t7kcdgkr,c8-12t,reconstruction,0.25,112704.0,0.2477283217936037,0.01952430622914574,5,5
74t7kcdgkr,c8-12t,shuffled,0.03125,14161.0,0.031126497417298605,0.12759838370479526,5,5
74t7kcdgkr,c8-12t,shuffled,0.0625,27444.8,0.06032487086493021,0.12802359081002662,5,5
74t7kcdgkr,c8-12t,shuffled,0.09375,41566.8,0.09136564457632707,0.12850143725495064,5,5
74t7kcdgkr,c8-12t,shuffled,0.125,55810.4,0.1226737004066381,0.12895292658334362,5,5
74t7kcdgkr,c8-12t,shuffled,0.1875,84370.8,0.18545070886910647,0.12985294695203506,5,5
74t7kcdgkr,c8-12t,shuffled,0.25,112704.0,0.2477283217936037,0.130735896982011,5,5
74t7kcdgkr,c8-12t,static,0.03125,14161.0,0.031126497417298605,0.097581308450026,5,5
74t7kcdgkr,c8-12t,static,0.0625,27444.8,0.06032487086493021,0.097581308450026,5,5
74t7kcdgkr,c8-12t,static,0.09375,41566.8,0.09136564457632707,0.097581308450026,5,5
74t7kcdgkr,c8-12t,static,0.125,55810.4,0.1226737004066381,0.097581308450026,5,5
74t7kcdgkr,c8-12t,static,0.1875,84370.8,0.18545070886910647,0.097581308450026,5,5
74t7kcdgkr,c8-12t,static,0.25,112704.0,0.2477283217936037,0.097581308450026,5,5
74t7kcdgkr,c8-13,positions_only,0.03125,3600.0,0.03132613992342499,0.02075248377737826,5,5
74t7kcdgkr,c8-13,positions_only,0.0625,6921.0,0.06022450400278454,0.02054861332659681,5,5
74t7kcdgkr,c8-13,positions_only,0.09375,10519.6,0.09153846153846154,0.020433427324334265,5,5
74t7kcdgkr,c8-13,positions_only,0.125,14232.2,0.12384441350504698,0.0203528634568777,5,5
74t7kcdgkr,c8-13,positions_only,0.1875,21404.6,0.18625652627915074,0.020085108961928454,5,5
74t7kcdgkr,c8-13,positions_only,0.25,28656.8,0.24936303515489033,0.01972481835945845,5,5
74t7kcdgkr,c8-13,real,0.03125,3600.0,0.03132613992342499,0.05704447324652484,5,5
74t7kcdgkr,c8-13,real,0.0625,6921.0,0.06022450400278454,0.056857127482766924,5,5
74t7kcdgkr,c8-13,real,0.09375,10519.6,0.09153846153846154,0.056907450477532054,5,5
74t7kcdgkr,c8-13,real,0.125,14232.2,0.12384441350504698,0.05715779226407684,5,5
74t7kcdgkr,c8-13,real,0.1875,21404.6,0.18625652627915074,0.05763393755960837,5,5
74t7kcdgkr,c8-13,real,0.25,28656.8,0.24936303515489033,0.057517954477913434,5,5
74t7kcdgkr,c8-13,reconstruction,0.03125,3600.0,0.03132613992342499,0.031596663001370984,5,5
74t7kcdgkr,c8-13,reconstruction,0.0625,6921.0,0.06022450400278454,0.022116247732184457,5,5
74t7kcdgkr,c8-13,reconstruction,0.09375,10519.6,0.09153846153846154,0.02528847859725587,5,5
74t7kcdgkr,c8-13,reconstruction,0.125,14232.2,0.12384441350504698,0.024791553390929866,5,5
74t7kcdgkr,c8-13,reconstruction,0.1875,21404.6,0.18625652627915074,0.031432943877922725,5,5
74t7kcdgkr,c8-13,reconstruction,0.25,28656.8,0.24936303515489033,0.032787037475138114,5,5
74t7kcdgkr,c8-13,shuffled,0.03125,3600.0,0.03132613992342499,0.045835476860177304,5,5
74t7kcdgkr,c8-13,shuffled,0.0625,6921.0,0.06022450400278454,0.04726526617694906,5,5
74t7kcdgkr,c8-13,shuffled,0.09375,10519.6,0.09153846153846154,0.04817885294456936,5,5
74t7kcdgkr,c8-13,shuffled,0.125,14232.2,0.12384441350504698,0.04885693751185507,5,5
74t7kcdgkr,c8-13,shuffled,0.1875,21404.6,0.18625652627915074,0.04980483079222429,5,5
74t7kcdgkr,c8-13,shuffled,0.25,28656.8,0.24936303515489033,0.05054130009054727,5,5
74t7kcdgkr,c8-13,static,0.03125,3600.0,0.03132613992342499,0.06829059534602966,5,5
74t7kcdgkr,c8-13,static,0.0625,6921.0,0.06022450400278454,0.06829059534602966,5,5
74t7kcdgkr,c8-13,static,0.09375,10519.6,0.09153846153846154,0.06829059534602966,5,5
74t7kcdgkr,c8-13,static,0.125,14232.2,0.12384441350504698,0.06829059534602966,5,5
74t7kcdgkr,c8-13,static,0.1875,21404.6,0.18625652627915074,0.06829059534602966,5,5
74t7kcdgkr,c8-13,static,0.25,28656.8,0.24936303515489033,0.06829059534602966,5,5
74t7kcdgkr,c8-14,positions_only,0.03125,3600.0,0.03132613992342499,0.0031816721851125607,5,5
74t7kcdgkr,c8-14,positions_only,0.0625,6954.6,0.06051688130873652,0.0031581075213578335,5,5
74t7kcdgkr,c8-14,positions_only,0.09375,10579.8,0.09206230421162548,0.0031388813235066594,5,5
74t7kcdgkr,c8-14,positions_only,0.125,14185.4,0.12343717368604246,0.0031076668370120463,5,5
74t7kcdgkr,c8-14,positions_only,0.1875,21388.6,0.18611729899060217,0.0030148579036452404,5,5
74t7kcdgkr,c8-14,positions_only,0.25,28685.8,0.24961538461538463,0.0028196590351444507,5,5
74t7kcdgkr,c8-14,real,0.03125,3600.0,0.03132613992342499,0.06320208778564107,5,5
74t7kcdgkr,c8-14,real,0.0625,6954.6,0.06051688130873652,0.06391562366432349,5,5
74t7kcdgkr,c8-14,real,0.09375,10579.8,0.09206230421162548,0.06409464021548998,5,5
74t7kcdgkr,c8-14,real,0.125,14185.4,0.12343717368604246,0.06365168338169143,5,5
74t7kcdgkr,c8-14,real,0.1875,21388.6,0.18611729899060217,0.06339695498350559,5,5
74t7kcdgkr,c8-14,real,0.25,28685.8,0.24961538461538463,0.06251891046923064,5,5
74t7kcdgkr,c8-14,reconstruction,0.03125,3600.0,0.03132613992342499,0.017817311725137897,5,5
74t7kcdgkr,c8-14,reconstruction,0.0625,6954.6,0.06051688130873652,0.007264914220285634,5,5
74t7kcdgkr,c8-14,reconstruction,0.09375,10579.8,0.09206230421162548,0.009584663540403082,5,5
74t7kcdgkr,c8-14,reconstruction,0.125,14185.4,0.12343717368604246,0.01044155598204306,5,5
74t7kcdgkr,c8-14,reconstruction,0.1875,21388.6,0.18611729899060217,0.010978882784730493,5,5
74t7kcdgkr,c8-14,reconstruction,0.25,28685.8,0.24961538461538463,0.020773235821342606,5,5
74t7kcdgkr,c8-14,shuffled,0.03125,3600.0,0.03132613992342499,0.036213753887968214,5,5
74t7kcdgkr,c8-14,shuffled,0.0625,6954.6,0.06051688130873652,0.03699079399444458,5,5
74t7kcdgkr,c8-14,shuffled,0.09375,10579.8,0.09206230421162548,0.03756158846042159,5,5
74t7kcdgkr,c8-14,shuffled,0.125,14185.4,0.12343717368604246,0.03802469161061062,5,5
74t7kcdgkr,c8-14,shuffled,0.1875,21388.6,0.18611729899060217,0.03876072224776943,5,5
74t7kcdgkr,c8-14,shuffled,0.25,28685.8,0.24961538461538463,0.03930054295593941,5,5
74t7kcdgkr,c8-14,static,0.03125,3600.0,0.03132613992342499,0.058675211562594476,5,5
74t7kcdgkr,c8-14,static,0.0625,6954.6,0.06051688130873652,0.058675211562594476,5,5
74t7kcdgkr,c8-14,static,0.09375,10579.8,0.09206230421162548,0.058675211562594476,5,5
74t7kcdgkr,c8-14,static,0.125,14185.4,0.12343717368604246,0.058675211562594476,5,5
74t7kcdgkr,c8-14,static,0.1875,21388.6,0.18611729899060217,0.058675211562594476,5,5
74t7kcdgkr,c8-14,static,0.25,28685.8,0.24961538461538463,0.058675211562594476,5,5
74t7kcdgkr,c8-15,positions_only,0.03125,3720.0,0.03126681011296396,0.16863453392250427,5,5
74t7kcdgkr,c8-15,positions_only,0.0625,7185.8,0.06039705486820871,0.16888446780766167,5,5
74t7kcdgkr,c8-15,positions_only,0.09375,10978.4,0.09227407208176439,0.16954560240057576,5,5
74t7kcdgkr,c8-15,positions_only,0.125,14724.0,0.12375605164066703,0.1702524848058087,5,5
74t7kcdgkr,c8-15,positions_only,0.1875,22151.4,0.18618376815492202,0.17178863206891531,5,5
74t7kcdgkr,c8-15,positions_only,0.25,29624.4,0.24899475524475526,0.17342020418379417,5,5
74t7kcdgkr,c8-15,real,0.03125,3720.0,0.03126681011296396,0.017851320215709787,5,5
74t7kcdgkr,c8-15,real,0.0625,7185.8,0.06039705486820871,0.01893244880038667,5,5
74t7kcdgkr,c8-15,real,0.09375,10978.4,0.09227407208176439,0.019816816454856445,5,5
74t7kcdgkr,c8-15,real,0.125,14724.0,0.12375605164066703,0.020340535088587863,5,5
74t7kcdgkr,c8-15,real,0.1875,22151.4,0.18618376815492202,0.020462456144577378,5,5
74t7kcdgkr,c8-15,real,0.25,29624.4,0.24899475524475526,0.020757086660117663,5,5
74t7kcdgkr,c8-15,reconstruction,0.03125,3720.0,0.03126681011296396,0.012635502954822186,5,5
