outer_domain,deepsets_real_auebc,spatial_real_auebc,deepsets_minus_spatial,favorable
74t7kcdgkr,0.10005742127330983,0.12859740447528162,-0.02853998320197179,false
cgtnjyggtm,0.140260892996496,0.14569040026536106,-0.005429507268865069,false
w68dtmpfyf,0.09060393617071144,0.09442660624283619,-0.003822670072124751,false
xcmzfsbd9t,0.11825596587837099,0.11720871369368889,0.0010472521846821015,true
yfxyg8jm46,0.14972309670009248,0.12855943453671165,0.021163662163380836,true
ykhs7s2dck,0.15135789863933666,0.13770282562144612,0.01365507301789054,true
