record_id,dataset_id,dataset_version,source_dataset_id,source_dataset_version,specimen_id_raw,specimen_key,measurement_stage,measurement_name_raw,measurement_semantics,value_raw,value_numeric,unit_raw,unit_normalized,source_kind,source_path_or_url,source_sheet,source_cell,source_sha256,extraction_method,derivation,provenance_status,notes
hasebe-648ce369db3e3d2cd933,yfxyg8jm46,1,8scdmfdcfb,3,c16-12,yfxyg8jm46:c16-12,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,6.7782,6.7782,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E76,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-be500e390d9495d31cf5,yfxyg8jm46,1,8scdmfdcfb,3,c16-12,yfxyg8jm46:c16-12,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,2.2,2.2,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F76,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-1e788feba89975830e52,yfxyg8jm46,1,8scdmfdcfb,3,c16-12,yfxyg8jm46:c16-12,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,214.8,214.8,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G76,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-d50aa36e9cad0d9e6904,yfxyg8jm46,1,8scdmfdcfb,3,c16-12,yfxyg8jm46:c16-12,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.76,0.76,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H76,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-131aa8c52db75965836f,yfxyg8jm46,1,8scdmfdcfb,3,c16-13,yfxyg8jm46:c16-13,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,10.42185,10.42185,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E77,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-a2414c84d69d7ff6bdf6,yfxyg8jm46,1,8scdmfdcfb,3,c16-13,yfxyg8jm46:c16-13,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,3.35,3.35,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F77,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-cc1f12f1b18c09539f3f,yfxyg8jm46,1,8scdmfdcfb,3,c16-13,yfxyg8jm46:c16-13,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,129.9,129.9,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G77,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-cf8b292ded978ef453b2,yfxyg8jm46,1,8scdmfdcfb,3,c16-13,yfxyg8jm46:c16-13,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0,0,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H77,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-97c8545c7548e02fdead,yfxyg8jm46,1,8scdmfdcfb,3,c16-14,yfxyg8jm46:c16-14,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,10.4185,10.4185,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E78,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-7f4d820b80d3161aec37,yfxyg8jm46,1,8scdmfdcfb,3,c16-14,yfxyg8jm46:c16-14,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,3.35,3.35,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F78,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-2d7c66ac94db60ae95c7,yfxyg8jm46,1,8scdmfdcfb,3,c16-14,yfxyg8jm46:c16-14,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,143.1,143.1,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G78,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-c6f7fd55f9875b873061,yfxyg8jm46,1,8scdmfdcfb,3,c16-14,yfxyg8jm46:c16-14,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0,0,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H78,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-034488cbc15fdb98dccd,yfxyg8jm46,1,8scdmfdcfb,3,c16-15,yfxyg8jm46:c16-15,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,10.40175,10.40175,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E79,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-e6a4d96d84ad7565180a,yfxyg8jm46,1,8scdmfdcfb,3,c16-15,yfxyg8jm46:c16-15,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,3.35,3.35,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F79,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-0687737a0faed56836e4,yfxyg8jm46,1,8scdmfdcfb,3,c16-15,yfxyg8jm46:c16-15,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,152.8,152.8,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G79,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-df00e9dfc5749ee16f24,yfxyg8jm46,1,8scdmfdcfb,3,c16-15,yfxyg8jm46:c16-15,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0,0,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H79,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-14f200390e983d06018a,yfxyg8jm46,1,8scdmfdcfb,3,c16-16,yfxyg8jm46:c16-16,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,6.787,6.787,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E80,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-a779447b9262ea6a2565,yfxyg8jm46,1,8scdmfdcfb,3,c16-16,yfxyg8jm46:c16-16,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,2.2,2.2,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F80,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-ba74f1d8a4936fe85571,yfxyg8jm46,1,8scdmfdcfb,3,c16-16,yfxyg8jm46:c16-16,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,34.4,34.4,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G80,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-8d353a8e7600c03be4b0,yfxyg8jm46,1,8scdmfdcfb,3,c16-16,yfxyg8jm46:c16-16,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0,0,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H80,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-1c1ee12882a483af76d9,yfxyg8jm46,1,8scdmfdcfb,3,c16-17,yfxyg8jm46:c16-17,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,6.8112,6.8112,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E81,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-227b69f3cb1ab57e37b4,yfxyg8jm46,1,8scdmfdcfb,3,c16-17,yfxyg8jm46:c16-17,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,2.2,2.2,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F81,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-5eac4ad828893acb6bb4,yfxyg8jm46,1,8scdmfdcfb,3,c16-17,yfxyg8jm46:c16-17,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,30.7,30.7,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G81,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-c05627d7d6aeac9f9b76,yfxyg8jm46,1,8scdmfdcfb,3,c16-17,yfxyg8jm46:c16-17,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.022,0.022,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H81,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-c622eafcab6d8a1e7735,yfxyg8jm46,1,8scdmfdcfb,3,c16-18,yfxyg8jm46:c16-18,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,6.8178,6.8178,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E82,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-6d4fc8b48c8f83488835,yfxyg8jm46,1,8scdmfdcfb,3,c16-18,yfxyg8jm46:c16-18,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,2.2,2.2,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F82,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-44d4c43bad43adc940cf,yfxyg8jm46,1,8scdmfdcfb,3,c16-18,yfxyg8jm46:c16-18,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,18.7,18.7,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G82,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-2ae270a5719bbc53c9af,yfxyg8jm46,1,8scdmfdcfb,3,c16-18,yfxyg8jm46:c16-18,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0,0,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H82,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-950f1c5e534c08d7a601,yfxyg8jm46,1,8scdmfdcfb,3,c16-19,yfxyg8jm46:c16-19,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,10.4051,10.4051,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E83,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-320857e84b314bf37317,yfxyg8jm46,1,8scdmfdcfb,3,c16-19,yfxyg8jm46:c16-19,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,3.35,3.35,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F83,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-7d325b6f8923bb8633d5,yfxyg8jm46,1,8scdmfdcfb,3,c16-19,yfxyg8jm46:c16-19,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,492.7,492.7,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G83,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-f048febdf7cf02dc67ac,yfxyg8jm46,1,8scdmfdcfb,3,c16-19,yfxyg8jm46:c16-19,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.197,0.197,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H83,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-5702430476b0a3001ee2,yfxyg8jm46,1,8scdmfdcfb,3,c16-20,yfxyg8jm46:c16-20,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,10.2778,10.2778,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E84,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-af5a3b2af51d6dd1b947,yfxyg8jm46,1,8scdmfdcfb,3,c16-20,yfxyg8jm46:c16-20,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,3.35,3.35,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F84,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-7c581d8e45347282d047,yfxyg8jm46,1,8scdmfdcfb,3,c16-20,yfxyg8jm46:c16-20,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,448.5,448.5,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G84,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-8d0d58b483cd65ab573a,yfxyg8jm46,1,8scdmfdcfb,3,c16-20,yfxyg8jm46:c16-20,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.114,0.114,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H84,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-fbb43448e1bd8ab1b140,yfxyg8jm46,1,8scdmfdcfb,3,c16-21,yfxyg8jm46:c16-21,PRE_IMPACT,Impact energy,TOTAL_IMPACT_ENERGY,10.16055,10.16055,[J/mm],J,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,E85,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-e56e765e8279e625ef66,yfxyg8jm46,1,8scdmfdcfb,3,c16-21,yfxyg8jm46:c16-21,PRE_IMPACT,Impact energy,IMPACT_ENERGY_PER_THICKNESS,3.35,3.35,[J],J/mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,F85,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ_WITH_DOCUMENTED_E_F_UNIT_HEADER_CORRECTION,AUTHOR_SCALAR_MEASUREMENT,Raw E/F unit headers appear reversed: E equals F times specimen thickness in the bound size workbook; raw units are retained here.
hasebe-194036bdd8d6fb6462ef,yfxyg8jm46,1,8scdmfdcfb,3,c16-21,yfxyg8jm46:c16-21,POST_LVI_PRE_CAI,Projected delamination area,PROJECTED_DELAMINATION_AREA,408.4,408.4,[mm2],mm^2,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,G85,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
hasebe-723e4358abdca81f2d0a,yfxyg8jm46,1,8scdmfdcfb,3,c16-21,yfxyg8jm46:c16-21,POST_LVI_PRE_CAI,Dent depth,DENT_DEPTH,0.1,0.1,[mm],mm,AUTHOR_WORKBOOK,data/public/hasebe_cai/raw/8scdmfdcfb/v3/1_Low velocity impact testing condition/Low velocity impact testing condition and damage_v0.2.xlsx,LVI condition,H85,e6d98c968f57ac5748e104dc1da5e112114d25d77c03c7222ba3a0d93ac23cf1,DIRECT_CELL_READ,DIRECT_CELL_READ,AUTHOR_SCALAR_MEASUREMENT,
