study_name,trial_id,outer_fold,state,failure_reason,inner_mae__74t7kcdgkr,inner_mae__cgtnjyggtm,inner_mae__w68dtmpfyf,inner_mae__xcmzfsbd9t,inner_mae__yfxyg8jm46,inner_mae__ykhs7s2dck,mean_mae,worst_mae,domain_sd,objective,accepted_proposals,proposed_variants,acceptance_rate,acceptance_by_domain,control_id,decomposition_family,band,decomposition_parameters,alpha,K_train,K_test,marginalization_stage,feature_layer,feature_aggregation,prediction_aggregation,morphology_beta,consistency,consistency_weight,pca_dimension,regressor,regressor_parameters,seed,runtime_seconds,config_sha256,search_view_sha256,candidate_sha256,evidence_sha256
d8::xcmzfsbd9t,1,xcmzfsbd9t,PRUNED,"morphology_acceptance:74t7kcdgkr,cgtnjyggtm,w68dtmpfyf,yfxyg8jm46,ykhs7s2dck",0.0726034086444834,0.1716937307148303,0.12024333521967939,,0.1887073269767444,0.06441703235913643,0.12353296678297479,0.1887073269767444,0.05033188190396798,,72,217,0.3317972350230415,"{""74t7kcdgkr"":{""acceptance_rate"":0.1111111111111111,""accepted_proposals"":5,""proposed_variants"":45},""cgtnjyggtm"":{""acceptance_rate"":0.5714285714285714,""accepted_proposals"":28,""proposed_variants"":49},""w68dtmpfyf"":{""acceptance_rate"":0.32558139534883723,""accepted_proposals"":14,""proposed_variants"":43},""yfxyg8jm46"":{""acceptance_rate"":0.40476190476190477,""accepted_proposals"":17,""proposed_variants"":42},""ykhs7s2dck"":{""acceptance_rate"":0.21052631578947367,""accepted_proposals"":8,""proposed_variants"":38}}",B1,gaussian,low,"{""sigma"":2.0}",1.0,1,1,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260821,15.413235309999436,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,03632a69193f98ebb40a41c97b7c52fc4dcec19939d184d26b2b462f845586c4,599adca1ace577c97baeea1ec352c4affa30bdded1c5cf61548e3dce71ae1bf0
d8::xcmzfsbd9t,2,xcmzfsbd9t,COMPLETE,,0.06303506285041299,0.1361830939071445,0.09787955918355006,,0.14084130283180973,0.0709480054881256,0.10177740485220858,0.14084130283180973,0.03217562336457996,0.140205292896619,1732,1801,0.9616879511382566,"{""74t7kcdgkr"":{""acceptance_rate"":0.9222797927461139,""accepted_proposals"":356,""proposed_variants"":386},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.900523560209424,""accepted_proposals"":344,""proposed_variants"":382},""yfxyg8jm46"":{""acceptance_rate"":0.9970326409495549,""accepted_proposals"":336,""proposed_variants"":337},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":304,""proposed_variants"":304}}",B2,gaussian,high,"{""sigma"":2.0}",0.1,4,8,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260822,92.58781848568469,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,0948a608afcaa235a58428179619dff49d4bf40d460c9ccf336cc2fb4b749ce4,0e5a291cc853d3ee290b28583626d18706c79ddf775ca4cbda1aeb19bec0c11a
d8::xcmzfsbd9t,3,xcmzfsbd9t,COMPLETE,,0.06281323724945911,0.13561572354726606,0.09718257013699373,,0.1407814187485807,0.07103185024254549,0.10148495998496902,0.1407814187485807,0.032095249752652995,0.1398898396473795,1735,1791,0.9687325516471245,"{""74t7kcdgkr"":{""acceptance_rate"":0.96,""accepted_proposals"":360,""proposed_variants"":375},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8955613577023499,""accepted_proposals"":343,""proposed_variants"":383},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":336,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9967213114754099,""accepted_proposals"":304,""proposed_variants"":305}}",B3,fourier,high,"{""cutoff"":0.2,""transition"":0.05}",0.1,4,8,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260823,117.30862790998071,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,bbfa8140c9c20d7353dfedff3cf113976122343028d3f2ec2fe6378e63edd264,c05f7c51cc1afb7917379d8d68808a5d3dbbb0ed7c90be96fc42659059455f57
d8::xcmzfsbd9t,4,xcmzfsbd9t,COMPLETE,,0.06298780363363042,0.13613605543377827,0.09867625230995346,,0.14129571141590003,0.0704531451150995,0.10190979358167233,0.14129571141590003,0.032365368366309016,0.14047025827227821,1736,1775,0.9780281690140845,"{""74t7kcdgkr"":{""acceptance_rate"":0.9574468085106383,""accepted_proposals"":360,""proposed_variants"":376},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.9717514124293786,""accepted_proposals"":344,""proposed_variants"":354},""yfxyg8jm46"":{""acceptance_rate"":0.9795918367346939,""accepted_proposals"":336,""proposed_variants"":343},""ykhs7s2dck"":{""acceptance_rate"":0.9806451612903225,""accepted_proposals"":304,""proposed_variants"":310}}",B4,wavelet,high,"{""level"":2,""wavelet"":""db2""}",0.1,4,8,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260824,761.0704010408372,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,e9ef83ce54de6764aa31278fcdc0abffdd522afadac042fb1e00792a787283e1,7bb99ca60ea6f28a26da8ce70dd3d4fe4854577a6da51bcdb4090e9d736d929c
d8::xcmzfsbd9t,5,xcmzfsbd9t,COMPLETE,,0.06300754743156417,0.13581065885021637,0.09776797942301757,,0.14100048411846036,0.07081318560743859,0.10167997108613942,0.14100048411846036,0.03217025044432591,0.1401471171601871,868,878,0.9886104783599089,"{""74t7kcdgkr"":{""acceptance_rate"":0.994475138121547,""accepted_proposals"":180,""proposed_variants"":181},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":196,""proposed_variants"":196},""w68dtmpfyf"":{""acceptance_rate"":0.9502762430939227,""accepted_proposals"":172,""proposed_variants"":181},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":168,""proposed_variants"":168},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":152,""proposed_variants"":152}}",B5,gaussian,high,"{""sigma"":2.0}",0.1,4,1,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260825,43.68022524332628,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,e53a0b42323762e4a972a42c05602f71dbd4449f17a38ce8e122119372f4812b,7b77c5fdc3f8885b01ea078d98603a20d66d39807e308b1d59dc81a48e8326b3
d8::xcmzfsbd9t,6,xcmzfsbd9t,COMPLETE,,0.0630047705916566,0.13628665609560991,0.09824688761539116,,0.14077623513619372,0.07082020797480652,0.10182695148273158,0.14077623513619372,0.03220532461728811,0.14024154272850883,868,876,0.9908675799086758,"{""74t7kcdgkr"":{""acceptance_rate"":1.0,""accepted_proposals"":180,""proposed_variants"":180},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":196,""proposed_variants"":196},""w68dtmpfyf"":{""acceptance_rate"":0.9555555555555556,""accepted_proposals"":172,""proposed_variants"":180},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":168,""proposed_variants"":168},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":152,""proposed_variants"":152}}",B5,fourier,high,"{""cutoff"":0.2,""transition"":0.05}",0.1,4,1,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260826,46.53726638201624,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,5a29a2e062fb974aab79180862e8961de051ca9143d28d7c81b5ac599a840647,6442ed6cf7b79b939703a75b8e29e57b96b13a7c25b9310d080242be4f74d58b
d8::xcmzfsbd9t,7,xcmzfsbd9t,COMPLETE,,0.06291713202573634,0.1358701106381244,0.09904615960392654,,0.14087849062364505,0.07070751664085347,0.10188388190645717,0.14087849062364505,0.03216852271309662,0.14032035683367808,867,883,0.9818799546998868,"{""74t7kcdgkr"":{""acceptance_rate"":0.994475138121547,""accepted_proposals"":180,""proposed_variants"":181},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":196,""proposed_variants"":196},""w68dtmpfyf"":{""acceptance_rate"":0.9193548387096774,""accepted_proposals"":171,""proposed_variants"":186},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":168,""proposed_variants"":168},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":152,""proposed_variants"":152}}",B5,wavelet,high,"{""level"":2,""wavelet"":""db2""}",0.1,4,1,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260827,49.51495565799996,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,243691969babe1b4b3d58995ac8014736545ddf69bc9d1a0b8865f7c5d37a5fb,3983eb5cf7befbeb4fa44be7ddffcfd1ba63e107d0a26514ff8f20a093942d48
d8::xcmzfsbd9t,8,xcmzfsbd9t,COMPLETE,,0.06300754743156421,0.13581065885021643,0.09776797942301761,,0.1410004841184603,0.07081318560743859,0.10167997108613942,0.1410004841184603,0.03217025044432589,0.14014711716018707,868,878,0.9886104783599089,"{""74t7kcdgkr"":{""acceptance_rate"":0.994475138121547,""accepted_proposals"":180,""proposed_variants"":181},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":196,""proposed_variants"":196},""w68dtmpfyf"":{""acceptance_rate"":0.9502762430939227,""accepted_proposals"":172,""proposed_variants"":181},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":168,""proposed_variants"":168},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":152,""proposed_variants"":152}}",B6,gaussian,high,"{""sigma"":2.0}",0.1,4,1,feature,global,mean,mean,,feature_variance,0.1,8,ridge,"{""alpha"":10.0}",20260828,44.38941293815151,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,4c646dc86825fd2a3e118b9014da51e8aaec7942b08a94ba23e7f7e9c6435123,934b775debd349a44d4ccc080ba2e6674e0dee34e314176b4a53daf0dcb93e46
d8::xcmzfsbd9t,9,xcmzfsbd9t,COMPLETE,,0.0628932936363246,0.13615524292030035,0.09855629234262463,,0.14116474942445956,0.07058361966569339,0.1018706395978805,0.14116474942445956,0.03233746157078893,0.14039557311107426,1736,1736,1.0,"{""74t7kcdgkr"":{""acceptance_rate"":1.0,""accepted_proposals"":360,""proposed_variants"":360},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":1.0,""accepted_proposals"":344,""proposed_variants"":344},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":336,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":304,""proposed_variants"":304}}",B7,fourier,mid,"{""cutoff"":0.2,""transition"":0.05}",0.1,4,8,prediction,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260829,82.06692078802735,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,4644e7acc683a277e93b63f0c884c91d03a143a850bb240b598f712c881f88bf,bf4647070a4a6074b088bb672686ad553fa9fbee5b4573df77ca6898ef67c3a8
d8::xcmzfsbd9t,10,xcmzfsbd9t,PRUNED,invalid_combination:consistency_stage_mismatch,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,{},,0.11105055315420032,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,,
d8::xcmzfsbd9t,11,xcmzfsbd9t,COMPLETE,,0.06304597834468746,0.135883129949277,0.09738817733233973,,0.14099095211581694,0.07097954005420987,0.10165755555926621,0.14099095211581694,0.03215191486605875,0.14012048507482633,1709,1736,0.9844470046082949,"{""74t7kcdgkr"":{""acceptance_rate"":0.9972222222222222,""accepted_proposals"":359,""proposed_variants"":360},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.9273255813953488,""accepted_proposals"":319,""proposed_variants"":344},""yfxyg8jm46"":{""acceptance_rate"":0.9970238095238095,""accepted_proposals"":335,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":304,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.0}",-0.1,4,8,prediction,global,mean,mean,,pairwise_ranking,0.1,8,ridge,"{""alpha"":10.0}",20260831,81.25008061295375,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,230fc4b695c74c62e0f5a0218c5e4e3ce02d4e3009ac048ef7d86bcedff36729,d01ca0f38f588884357b6866cc8df2e869c3df36680108dd00f95de6c6de7024
d8::xcmzfsbd9t,12,xcmzfsbd9t,PRUNED,"morphology_acceptance:74t7kcdgkr,cgtnjyggtm,w68dtmpfyf,yfxyg8jm46,ykhs7s2dck",0.10126306226736924,0.17974604909600259,0.10432568642352362,,0.22050916983965918,0.06377612262663639,0.1339240180506382,0.22050916983965918,0.05737625561092696,,2010,5586,0.359828141783029,"{""74t7kcdgkr"":{""acceptance_rate"":0.3099752679307502,""accepted_proposals"":376,""proposed_variants"":1213},""cgtnjyggtm"":{""acceptance_rate"":0.5710200190657769,""accepted_proposals"":599,""proposed_variants"":1049},""w68dtmpfyf"":{""acceptance_rate"":0.05185185185185185,""accepted_proposals"":70,""proposed_variants"":1350},""yfxyg8jm46"":{""acceptance_rate"":0.5748945147679325,""accepted_proposals"":545,""proposed_variants"":948},""ykhs7s2dck"":{""acceptance_rate"":0.4093567251461988,""accepted_proposals"":420,""proposed_variants"":1026}}",B3,fourier,low,"{""cutoff"":0.49894533824591814,""transition"":0.09692931125681749}",-0.40937502582201224,8,16,prediction,multi_layer,mean,trimmed,,none,0.0,4,svr,"{""C"":0.14276600676608797,""epsilon"":0.01929784544538868,""gamma"":0.010835956253152652}",20260832,242.32088610017672,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,99fbdc7c40ead136888db18a1813b1835ac4dcf5b74899b2fedf1533ed5d4703,81d331e974b9f87ba436f0506c1ec16b1bc00ea1c705f86fbd9639c90e41f0c3
d8::xcmzfsbd9t,13,xcmzfsbd9t,COMPLETE,,0.10045090573836911,0.17369015628420556,0.1037090735753872,,0.23996560096686842,0.10184468160684941,0.14393208363433593,0.23996560096686842,0.05547581836789615,0.20947106571284263,864,1050,0.8228571428571428,"{""74t7kcdgkr"":{""acceptance_rate"":0.6901960784313725,""accepted_proposals"":176,""proposed_variants"":255},""cgtnjyggtm"":{""acceptance_rate"":0.9849246231155779,""accepted_proposals"":196,""proposed_variants"":199},""w68dtmpfyf"":{""acceptance_rate"":0.7049180327868853,""accepted_proposals"":172,""proposed_variants"":244},""yfxyg8jm46"":{""acceptance_rate"":0.9032258064516129,""accepted_proposals"":168,""proposed_variants"":186},""ykhs7s2dck"":{""acceptance_rate"":0.9156626506024096,""accepted_proposals"":152,""proposed_variants"":166}}",B3,gaussian,mid,"{""sigma"":0.6427464520769942}",0.5867227287354227,1,4,prediction,layer3,mean,median,,none,0.0,16,elastic_net,"{""alpha"":0.1111298145564684,""l1_ratio"":0.7027251366161875}",20260833,78.70822321716696,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,cdf937b3c31990ff91854b6f86cf3a1bf99f32fab9cf5834b634a052730ab4db,8f01c10881cc81c899fec0628f5ed6f3853f7a1551288ac01868acb7d1f1f115
d8::xcmzfsbd9t,14,xcmzfsbd9t,PRUNED,morphology_acceptance:w68dtmpfyf,0.15222970165061972,0.16961542654608955,0.12299664245727038,,0.1475799073524779,0.10131041418938717,0.13874641843916896,0.16961542654608955,0.023925864547458008,,417,557,0.748653500897666,"{""74t7kcdgkr"":{""acceptance_rate"":0.6825396825396826,""accepted_proposals"":86,""proposed_variants"":126},""cgtnjyggtm"":{""acceptance_rate"":0.9702970297029703,""accepted_proposals"":98,""proposed_variants"":101},""w68dtmpfyf"":{""acceptance_rate"":0.5314685314685315,""accepted_proposals"":76,""proposed_variants"":143},""yfxyg8jm46"":{""acceptance_rate"":0.8469387755102041,""accepted_proposals"":83,""proposed_variants"":98},""ykhs7s2dck"":{""acceptance_rate"":0.8314606741573034,""accepted_proposals"":74,""proposed_variants"":89}}",B8,fourier,mid+high,"{""cutoff"":0.05561437066633479,""transition"":0.02290852362141728}",-0.32065757668685047,2,2,prediction,layer3,mean,mean,,none,0.0,64,pls,"{""n_components"":6}",20260834,30.253155968151987,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,ac18eeb5b4b81f2fd4d34481ac7dc0b8e6452fcfe7d92f85901c37efba955f78,ba2ded7d844ba1443f889e1d89278de62546543f9f01b0473169232ee4fb2710
d8::xcmzfsbd9t,15,xcmzfsbd9t,PRUNED,"morphology_acceptance:74t7kcdgkr,cgtnjyggtm,w68dtmpfyf,yfxyg8jm46,ykhs7s2dck",0.09398984857536426,0.13937348973176175,0.103279108963368,,0.16604458894906746,0.11630394384393565,0.12379819601269944,0.16604458894906746,0.026050266088548945,,136,2861,0.04753582663404404,"{""74t7kcdgkr"":{""acceptance_rate"":0.05025996533795494,""accepted_proposals"":29,""proposed_variants"":577},""cgtnjyggtm"":{""acceptance_rate"":0.07708779443254818,""accepted_proposals"":36,""proposed_variants"":467},""w68dtmpfyf"":{""acceptance_rate"":0.0023328149300155523,""accepted_proposals"":3,""proposed_variants"":1286},""yfxyg8jm46"":{""acceptance_rate"":0.2631578947368421,""accepted_proposals"":40,""proposed_variants"":152},""ykhs7s2dck"":{""acceptance_rate"":0.07387862796833773,""accepted_proposals"":28,""proposed_variants"":379}}",B3,gaussian,low,"{""sigma"":7.954885329829494}",0.46197539794718157,1,1,prediction,multi_layer,mean,morphology_weighted,20.313146347320252,none,0.0,32,hist_gradient_boosting,"{""l2_regularization"":5.074670633509562,""learning_rate"":0.16831462128029726,""max_leaf_nodes"":10}",20260835,132.44910629512742,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,0ccc626b07a89814cc1cb652df8ce868007411695702ffbc91b69c2106b8b975,24d7fe9a7ef88ebb5b908cc1d780ac70824e912f4f0860b6ea068bc36c2a46d9
d8::xcmzfsbd9t,16,xcmzfsbd9t,PRUNED,invalid_combination:consistency_stage_mismatch,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,{},,0.14621299598366022,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,,
d8::xcmzfsbd9t,17,xcmzfsbd9t,PRUNED,invalid_combination:consistency_stage_mismatch,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,{},,0.12562947208061814,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,,
d8::xcmzfsbd9t,18,xcmzfsbd9t,COMPLETE,,0.06291701219653158,0.13602403096123575,0.09860548596610787,,0.14110843367457399,0.07059762895526045,0.10185051835074192,0.14110843367457399,0.0322865424346312,0.14035628101284853,217,217,1.0,"{""74t7kcdgkr"":{""acceptance_rate"":1.0,""accepted_proposals"":45,""proposed_variants"":45},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":49,""proposed_variants"":49},""w68dtmpfyf"":{""acceptance_rate"":1.0,""accepted_proposals"":43,""proposed_variants"":43},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":42,""proposed_variants"":42},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":38,""proposed_variants"":38}}",B0,gaussian,low,"{""sigma"":2.0}",0.0,1,1,feature,global,mean,mean,,none,0.0,8,ridge,"{""alpha"":10.0}",20260838,15.39519857428968,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,0b2fa92bac14f7326240a5526f4f0ddec231326c647eec21b2f10f95756e62aa,66c45d8057279c3522e06b3782d7c7b3adc168cf268dc78117ed52c4a3586c03
d8::xcmzfsbd9t,19,xcmzfsbd9t,COMPLETE,,0.3409976963990706,0.3310026376195058,0.16917873940580555,,0.164064674147701,0.314380716424665,0.2639248927993496,0.3409976963990706,0.07991786770756105,0.3571661036698734,434,435,0.9977011494252873,"{""74t7kcdgkr"":{""acceptance_rate"":1.0,""accepted_proposals"":90,""proposed_variants"":90},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":98,""proposed_variants"":98},""w68dtmpfyf"":{""acceptance_rate"":1.0,""accepted_proposals"":86,""proposed_variants"":86},""yfxyg8jm46"":{""acceptance_rate"":0.9882352941176471,""accepted_proposals"":84,""proposed_variants"":85},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":76,""proposed_variants"":76}}",B4,fourier,mid,"{""cutoff"":0.3276819992513365,""transition"":0.012069854744504019}",-0.14710114088989334,2,1,feature,global,median,mean,,none,0.0,4,shallow_mlp,"{""alpha"":0.002864040546780995,""hidden_layer_size"":32}",20260839,233.0076729268767,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,751521ea60c6aee1af886d718379f8a406e77766d2bf68bb5920073fc6b1204b,663964ef5eea061d520d7dc6f95643ef2731535a68da23c5a955ac4f46b0309e
d8::xcmzfsbd9t,20,xcmzfsbd9t,COMPLETE,,0.8144364867020327,0.6924202224346384,0.848206732195005,,0.6647953217835149,0.8645765641901658,0.7768870654610713,0.8645765641901658,0.08232266839389679,1.0012634733480024,1587,1736,0.9141705069124424,"{""74t7kcdgkr"":{""acceptance_rate"":0.8555555555555555,""accepted_proposals"":308,""proposed_variants"":360},""cgtnjyggtm"":{""acceptance_rate"":0.9846938775510204,""accepted_proposals"":386,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.7965116279069767,""accepted_proposals"":274,""proposed_variants"":344},""yfxyg8jm46"":{""acceptance_rate"":0.9642857142857143,""accepted_proposals"":324,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9703947368421053,""accepted_proposals"":295,""proposed_variants"":304}}",B7,fourier,mid+high,"{""cutoff"":0.04658710654246592,""transition"":0.06631859692096168}",0.39636064616325706,8,16,prediction,layer3,mean,mean,,none,0.0,64,kernel_ridge,"{""alpha"":0.027988645432299387,""gamma"":0.18181607719883655}",20260840,91.33362268004566,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,5af98aa331b73e0eab722cc7c3f2ef14696dc9b19e4fe0d2d0f2ace7e73b36e4,d74105912038319c32d4bdbad20d2858b8ca8afb74615c983d33f42d9c0e4ecc
d8::xcmzfsbd9t,21,xcmzfsbd9t,COMPLETE,,0.12502431605367165,0.12588296422993822,0.10952355563635974,,0.16630941603770308,0.1566216792038067,0.13667238623229588,0.16630941603770308,0.02128603295359527,0.18037834353708118,865,882,0.9807256235827665,"{""74t7kcdgkr"":{""acceptance_rate"":1.0,""accepted_proposals"":180,""proposed_variants"":180},""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":196,""proposed_variants"":196},""w68dtmpfyf"":{""acceptance_rate"":0.9086021505376344,""accepted_proposals"":169,""proposed_variants"":186},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":168,""proposed_variants"":168},""ykhs7s2dck"":{""acceptance_rate"":1.0,""accepted_proposals"":152,""proposed_variants"":152}}",B6,gaussian,high,"{""sigma"":1.2899345833712044}",-0.12044079992349166,4,1,feature,global,median,mean,,feature_variance,0.0827243361899177,32,shallow_mlp,"{""alpha"":0.4791199130990879,""hidden_layer_size"":8}",20260841,45.07883931370452,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,0f6769cc6a01c40fe02e7b4062ab4f8fb7fb762cc0219040a54f3f21a3a5bd56,c62639a6f37fece943d73c69e51a4a269951c2f45713ee96ced8e0f4ab827e94
d8::xcmzfsbd9t,22,xcmzfsbd9t,COMPLETE,,0.060187504446537324,0.14328384905720368,0.09006171076307806,,0.16804770249987042,0.07173933661616234,0.10666402067657037,0.16804770249987042,0.04186742179039608,0.15286268848057757,857,909,0.9427942794279428,"{""74t7kcdgkr"":{""acceptance_rate"":0.9267015706806283,""accepted_proposals"":177,""proposed_variants"":191},""cgtnjyggtm"":{""acceptance_rate"":0.9949238578680203,""accepted_proposals"":196,""proposed_variants"":197},""w68dtmpfyf"":{""acceptance_rate"":0.8461538461538461,""accepted_proposals"":165,""proposed_variants"":195},""yfxyg8jm46"":{""acceptance_rate"":0.9709302325581395,""accepted_proposals"":167,""proposed_variants"":172},""ykhs7s2dck"":{""acceptance_rate"":0.987012987012987,""accepted_proposals"":152,""proposed_variants"":154}}",B6,gaussian,high,"{""sigma"":3.6324153350773045}",0.2810855358177292,4,1,feature,global,mean_variance,mean,,feature_variance,0.08480841371002482,16,huber,"{""alpha"":0.4920555802224835,""epsilon"":2.05561088997904}",20260842,45.193027281202376,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,e749d97607e1770ec3d3fc75ede42ab28e92591cf884e3f3724354a4777d0f4a,dc6202d1ea6ce27b82434864ac1ae84277595666f1787d96c742cbf2e2ddc862,7defd5e04b12a07d21863017bfb1b9ab795a07b5f3f2a5dff401dbafb8374cf6
