outer_domain,seed,epoch,weighted_pairwise_loss,policy_state_sha256,teacher_model_state_sha256,training_state_count,source_specimen_count
74t7kcdgkr,20260823,18,0.6863797473822685,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,19,0.6857294653356165,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,20,0.6850359920981919,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,21,0.6842938358807319,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,22,0.6835058607905461,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,23,0.6826736494906882,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,24,0.6817776192941237,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,25,0.680834175556794,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,26,0.6798395030131511,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,27,0.6787945575077358,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,28,0.6777016768524966,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,29,0.6765555706114107,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,30,0.6753546834882981,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,31,0.6741110111604535,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,32,0.6728173341559083,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,33,0.6714756528743266,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,34,0.6700855701277426,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,35,0.6686341494818137,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,36,0.6671493106976201,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,37,0.6656263481838511,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,38,0.6640837520191815,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,39,0.662555114843501,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,40,0.6610527637455401,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,41,0.6595641879563833,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,42,0.6580868394026542,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,43,0.6566538857685531,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,44,0.655270804388767,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,45,0.6539499297628127,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,46,0.652692400749457,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,47,0.6514924765071091,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,48,0.6503376402750348,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,49,0.6492303352768416,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
74t7kcdgkr,20260823,50,0.6481819242314589,213f3d4dc8b4e1010eb455ae2148e74e2fdda694b5e6bb9f909b626f942aaa2d,15bf0ad26d44e3ac3b7194a948b676136c4ccf1a684102be73197592fbcdc3ee,8686,231
cgtnjyggtm,20260824,1,0.6941403097628533,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,2,0.6932334113947514,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,3,0.6926895899136133,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,4,0.6922430957324964,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,5,0.6918056120167285,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,6,0.691367287430429,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,7,0.6909193032021368,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,8,0.690453412736554,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,9,0.689954604825851,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,10,0.689397122366179,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,11,0.6887700498879288,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,12,0.6881279264216017,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,13,0.6874587241505719,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,14,0.6867627769595189,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,15,0.6860302947908996,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,16,0.6852554365615425,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,17,0.6844467230576915,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,18,0.6835871889383857,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,19,0.6826746970150127,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,20,0.6817092641073556,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,21,0.6806834880944309,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,22,0.6795901851279581,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,23,0.6784343546526377,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,24,0.6772114912489551,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,25,0.6759110056555511,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,26,0.6745384444287396,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,27,0.673090876022607,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,28,0.6715564154233883,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,29,0.6699507964885638,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,30,0.6682976622858311,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,31,0.666600072078592,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,32,0.6648482343917524,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,33,0.6630542915753206,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,34,0.6612151318549947,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,35,0.6593488302401161,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,36,0.6574721275765529,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,37,0.6555934026927411,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,38,0.6537315064346126,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,39,0.6518974615849207,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,40,0.650108500425502,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,41,0.6483694638405143,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,42,0.646691708213851,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,43,0.645106630432003,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,44,0.6436321795707584,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,45,0.6422802840336651,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,46,0.6410581561809904,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,47,0.6399561792654662,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,48,0.6389673582644319,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,49,0.6380630324677915,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
cgtnjyggtm,20260824,50,0.6372153211550061,877f2f6fa172429651983158aab4ddfbb566b6658ebeb79dff895143aa65a486,2eaa012f459744f0a14e27906cc773fd0c017787e5998acff657d341d746ce08,8512,227
w68dtmpfyf,20260825,1,0.6928907981372739,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,2,0.6921708090972807,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,3,0.6915973646333345,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,4,0.6910523888575963,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,5,0.6905026260530683,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,6,0.689958644878128,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,7,0.689383679960139,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,8,0.6887902262604766,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,9,0.6881939443860259,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,10,0.6876002319053196,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,11,0.6869828406246273,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,12,0.6863185768518094,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,13,0.6856036477047821,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,14,0.6848602577012961,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,15,0.6841123217500248,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,16,0.6833468038065147,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,17,0.6825469521315372,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,18,0.6817184413431077,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,19,0.6808498465008883,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,20,0.6799401203789284,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,21,0.6789826094283405,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
w68dtmpfyf,20260825,22,0.6779727634721783,61918ce971f968b25594a2eb2cdafcffe8ea6511108a7acbb0b2f16c405ef271,f915f27e491f8b5f3cd5459382c152a014629a9e8919e02fd42e49a406deab67,8820,233
