specimen_id,domain_id,held_out_domain,endpoint,model,truth,prediction,residual,fold_state_sha256
c24-25,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.3090625,1.3229079440046521,-0.013845444004652041,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-26,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.88437500000000002,0.88413253563026484,0.0002424643697351847,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-27,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.90109375000000003,0.92265042625267246,-0.021556676252672435,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-28,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.97062499999999996,0.98340807662827334,-0.012783076628273382,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-29,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.7904692500000001,1.4200021530831908,0.37046709691680935,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-3,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.7756249999999999,0.79380283404980112,-0.018177834049801223,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-30,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.5718750000000001,1.4473835892636324,0.12449141073636771,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-31,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.5859370000000002,1.4410874326681751,0.14484956733182508,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-32,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.68156249999999996,0.68533915860760253,-0.0037766586076025677,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-33,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.73796875000000006,0.73487646612254953,0.0030922838774505301,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-34,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.97531250000000003,0.90124657470857827,0.074065925291421753,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-35,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.1899999999999999,1.2665549851043929,-0.076554985104392959,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-36,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.192188,1.1950676080835572,-0.0028796080835571392,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-37,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.200313,1.2060041388440039,-0.0056911388440039623,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-39,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.74687499999999996,0.78278052014474775,-0.035905520144747793,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-40,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.77375000000000005,0.76732310823144334,0.0064268917685567084,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-41,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.71984375,0.70098684212364826,0.018856907876351747,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-42,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.91218749999999993,0.96158239365397347,-0.049394893653973537,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-43,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.94281249999999994,0.96096249743041873,-0.018149997430418785,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-44,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.034375,0.98247601481340685,0.051898985186593194,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-45,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.1464062499999998,1.1272728064782807,0.019133443521719196,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-46,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.84593750000000001,0.8729834157453813,-0.027045915745381288,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-47,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.4928124999999999,1.4076852129190189,0.08512728708098094,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-48,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.890625,0.96718982072462889,-0.07656482072462889,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-49,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,1.1160937500000001,1.1651300297872833,-0.049036279787283199,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-5,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.91656250000000006,1.001758871384967,-0.08519637138496694,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-50,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.86171874999999998,0.9455093386524438,-0.08379058865244382,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-51,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.92828124999999995,0.8467062045920446,0.081575045407955349,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-52,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.77875000000000005,0.80824009402086017,-0.029490094020860114,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-53,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.79749999999999999,0.77665958492748821,0.020840415072511775,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-54,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.958125,0.9485352249612119,0.0095897750387881064,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-55,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.7996875,0.81508460417668815,-0.015397104176688159,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-56,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.73750000000000004,0.73182248423714846,0.0056775157628515815,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-57,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.82109375000000007,0.83059517071903211,-0.0095014207190320388,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-58,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.87468749999999995,0.83930308991042957,0.035384410089570384,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-59,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.91249999999999998,0.91037574605865268,0.0021242539413472983,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-6,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.93953125000000004,0.9341237128972173,0.0054075371027827446,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-6t,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.88343749999999999,0.8423919053604253,0.04104559463957469,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-7,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.78843750000000001,0.79940708331904886,-0.010969583319048848,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-8,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.75406249999999997,0.69244757426124248,0.061614925738757487,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-8t,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.99375000000000002,1.0183076750746594,-0.024557675074659335,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-9,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.77687499999999998,0.79317681895124625,-0.016301818951246272,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c24-9t,xcmzfsbd9t,xcmzfsbd9t,extension_peak_mm,strength_plus_design,0.88937500000000003,0.88721116668264077,0.0021638333173592539,52afec23132567a9c71cd35b9d6bd0b0b80f727aa8b649580fa8169c09fc5655
c16-1,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.61187499999999995,0.58463123727879929,0.027243762721200659,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-10,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.64875000000000005,0.68067251718022492,-0.031922517180224874,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-11,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.60453124999999996,0.62206604324058634,-0.017534793240586377,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-12,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.76375000000000004,0.74984036514380215,0.013909634856197894,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-13,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.3570307500000001,1.5390787362689595,-0.18204798626895946,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-14,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.29,1.5314717394256285,-0.2414717394256285,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-15,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.2412495000000001,1.4699936358894941,-0.22874413588949394,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-16,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.2284379999999999,1.5024335170292766,-0.27399551702927671,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-17,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.2934375,1.5397999746055975,-0.24636247460559746,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-18,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.3859375,1.6121980697128486,-0.22626056971284858,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-19,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.68375000000000008,0.70272777385085716,-0.018977773850857083,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-2,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.65187499999999998,0.68021583486072235,-0.028340834860722364,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-20,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.645625,0.66540630568094172,-0.019781305680941719,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-21,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.63093750000000004,0.56179308610676459,0.069144413893235446,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-22,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.230313,1.4338477163030321,-0.2035347163030321,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-23,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.2837505,1.4877947506387788,-0.20404425063877873,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-24,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.4334370000000001,1.5326658475484711,-0.099228847548471055,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-25,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.53625,0.5487457785292672,-0.012495778529267199,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-26,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.53937500000000005,0.55903130269681645,-0.019656302696816397,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-27,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.62390625,0.63641519917826916,-0.012508949178269169,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-28,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.3028125000000002,1.4575412950847171,-0.15472879508471693,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-29,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.2253130000000001,1.4132561501361924,-0.18794315013619234,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-3,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.51859375000000008,0.52736011156012297,-0.0087663615601228928,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-30,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.2890629999999998,1.4894863191168402,-0.2004233191168403,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-32,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.56000000000000005,0.58060537530394973,-0.02060537530394968,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-33,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.50578124999999996,0.51492139020588146,-0.0091401402058814973,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-34,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.58031250000000001,0.5407837340529329,0.039528765947067113,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-35,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.6534375,0.66147607476587633,-0.0080385747658763274,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-36,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.75093750000000004,0.77956707887776522,-0.028629578877765183,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-37,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.81187500000000001,0.83664030131248857,-0.024765301312488552,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-38,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.9325,1.1046254884047144,-0.17212548840471442,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-39,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.62249999999999994,0.66333784114656824,-0.040837841146568299,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-4,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.5546875,0.5802613763310096,-0.025573876331009604,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-40,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,1.2321875,1.4014424990307224,-0.16925499903072239,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-41,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.71656249999999999,0.78725186195768704,-0.070689361957687047,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-42,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.83875,0.93567763793272363,-0.096927637932723631,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-43,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.61812500000000004,0.67450209061888855,-0.056377090618888515,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-5,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.6875,0.76362346857981844,-0.076123468579818443,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-6,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.60468750000000004,0.60817930499342499,-0.0034918049934249407,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-7,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.56937499999999996,0.5820383691933293,-0.012663369193329332,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-8,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.58812500000000001,0.60020582699601011,-0.012080826996010097,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
c16-9,yfxyg8jm46,yfxyg8jm46,extension_peak_mm,strength_plus_design,0.52640625000000008,0.49129478137895649,0.035111468621043584,2e1243579c892a264e87b5880678279053d4d4382dc1351b7d41cf60074f4096
q8-1,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.61015624999999996,0.62971041716928422,-0.019554167169284264,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-10,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.51624999999999999,0.58980368951646966,-0.073553689516469678,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-11,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.67546875000000006,0.63257097385915884,0.042897776140841226,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-12,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.51343749999999999,0.58602304785026771,-0.072585547850267718,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-13,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.69953125000000005,0.68311076644197755,0.016420483558022503,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-14,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.62281249999999999,0.68396267902392416,-0.061150179023924167,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-15,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.71781250000000008,0.80753193425642111,-0.089719434256421038,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-16,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.71343750000000006,0.77384457142771002,-0.060407071427709957,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-18,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.58750000000000002,0.65491651691824315,-0.06741651691824313,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-19,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.68875000000000008,0.68828572361685503,0.00046427638314505693,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-2,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.62406250000000008,0.6375980324031667,-0.013535532403166628,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-20,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.74171874999999998,0.74427000959040868,-0.0025512595904086943,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-21,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.72187499999999993,0.73222633472825516,-0.010351334728255224,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-22,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.61156250000000001,0.67732957357171597,-0.065767073571715962,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-23,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.63312500000000005,0.69204996382848583,-0.058924963828485777,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-24,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.73406249999999995,0.73052756949097075,0.0035349305090291994,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-27,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.53156249999999994,0.5967102955390392,-0.065147795539039266,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-28,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.56781250000000005,0.61599905777857189,-0.048186557778571837,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-29,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.52906249999999999,0.60473413593876801,-0.075671635938768023,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-3,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.72187500000000004,0.69813126768184974,0.023743732318150301,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-30,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.60562499999999997,0.64872047584807058,-0.043095475848070608,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-31,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.58531250000000001,0.61661697906718826,-0.031304479067188251,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-32,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.53281249999999991,0.60865782739688867,-0.075845327396888762,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-33,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.54156249999999995,0.62061956114500594,-0.079057061145005991,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-34,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.68296875000000001,0.68918271274416254,-0.0062139627441625267,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-35,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.67343749999999991,0.72266583543983565,-0.049228335439835735,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-36,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.69703124999999999,0.7326929041408089,-0.035661654140808907,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-37,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.7003125,0.72488840556282985,-0.024575905562829847,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-38,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.49281249999999999,0.55307120230469564,-0.060258702304695655,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-39,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.47781249999999997,0.56673579442826916,-0.088923294428269184,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-4,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.67874999999999996,0.68688934758866915,-0.0081393475886691879,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-40,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.60312500000000002,0.66098883536201902,-0.057863835362019,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-41,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.65781250000000002,0.70415630788206018,-0.046343807882060162,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-5,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.6534375,0.6800508554657777,-0.026613355465777699,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-6,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.65796874999999999,0.70797927239245806,-0.050010522392458068,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-7,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.51812499999999995,0.55053617979123259,-0.032411179791232647,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-8,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.4871875,0.52051826400790291,-0.033330764007902913,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
q8-9,ykhs7s2dck,ykhs7s2dck,extension_peak_mm,strength_plus_design,0.56999999999999995,0.60741940838167319,-0.037419408381673236,0f1ad4b8750701310e5e7a747a2f161ba865fe7764d90acf2e7dadf957d7fa66
c8-10t,74t7kcdgkr,74t7kcdgkr,slope_u20_u60_mpa_per_mm,strength_only,552.67585247425859,352.92623216446276,199.74962030979583,fe2323340bd3a3e9c189f6a2575a281d674f0cf19bb14d94eb3f90215746f1cf
