specimen_id,domain_id,published_cai_strength_mpa,extension_peak_mm,slope_u20_u60_mpa_per_mm,normalized_prepeak_auc,q_midpoint,peak_row,baseline_extension_mm,baseline_stress_mpa,zeroed_peak_stress_mpa,unique_extension_positions,extraction_sha256
q16-10,w68dtmpfyf,270.59727199191582,0.85421875000000003,356.84167521149044,0.46458339098888635,0.46094462757831434,2875,-0.00078125000000000004,0.20144961206928783,270.79872160398497,1702,369d85485085cde5183919694e727afbcfc70a5db55b1448e918b754788e9f66
q16-11,w68dtmpfyf,295.58742194548171,0.93812499999999999,344.37104533009608,0.47341593925172049,0.46987527704378845,3179,-0.0015625000000000001,0.10093472467054874,295.6883566701523,1882,d13b62fff6a49c0c8efb91752a4c24b32f5efa880bed475ce6fb7ea4b18813ab
q16-12,w68dtmpfyf,279.48171122786948,0.93687500000000001,331.11769480873278,0.46608233666666665,0.46251806358381486,3017,0,0.30323512972282407,279.78494635759239,1896,947dbd9bb654ddeba257b99b8bbf307982b8d70a17fb51157c023e944c74ba65
q16-13,w68dtmpfyf,422.35325491087701,1.3409374999999999,341.68103548356538,0.48670006824650069,0.49082198010421602,4276,-0.00093749999999999997,0.20016741938904126,422.55342233026607,2667,64dd8f566d5ddd060074aeadfbdd4bff86efadd42549df16bf338afd1b0b4c9c
q16-14,w68dtmpfyf,404.24544668088691,1.28125,351.93298113539595,0.48847473506468309,0.49506304518648148,4139,0.0050000000000000001,1.2512242378334719,405.49667091872033,2574,3c9ba2aa3f33f0d669f865bb5a52ad09247c74f749295f212d2e0ec90a875eb9
q16-15,w68dtmpfyf,398.93413463857371,1.3121880000000001,344.56558730800515,0.47385944822658521,0.47420400956271119,4262,0.0062500000000000003,1.2535637714887304,400.18769841006235,2612,567477bfa3a607cb95863e318507645b838aadfc3f6f57e2822d92f0299e6d89
q16-16,w68dtmpfyf,411.07649729704031,1.2989057500000001,346.90641724175458,0.4846845414572386,0.4892591921664628,4233,0.0060937500000000002,1.2111264344621862,412.28762373150249,2565,4c1594c0c92af78e4b495a8de766eb74605da814b8e38ef76dcf457a6730100f
q16-17,w68dtmpfyf,388.00143446845732,1.2167192499999999,362.59683667018504,0.47591524911925859,0.48021604017047659,3917,0.0064062500000000005,1.357703308793202,389.35913777725051,2427,614ae77e265b6f1f2b0c2f939ed003e2849cd555db2e15d2e496adf2c8afcd07
q16-18,w68dtmpfyf,404.11954845743452,1.3074999999999999,346.35656637235337,0.49616755117305877,0.5031616119032859,4290,0.0056249999999999998,1.0550112528103088,405.17455971024475,2593,0bc433e480e3bef40e54eeb8d3e5e9e075e50f833814f9416804951556eccd34
q16-19,w68dtmpfyf,426.5519769807766,1.335,346.80422530504126,0.49844599046526783,0.50387106158357753,4226,0.0031250000000000002,0.85230178757324893,427.40427876834985,2686,aeb4c7273ebda111b54079a54877f34a9cb647129880ecff9c896cdca26ae169
q16-20,w68dtmpfyf,363.37216855859009,1.2096875,353.543568627784,0.45319404857308665,0.44806023481368046,3874,0.0053125000000000004,1.1672569660401644,364.53942552463036,2429,7eab164d0cdadceb0783a335127aed55b1303557d2ec584248f4818f7d11cc8c
q16-21,w68dtmpfyf,414.73440908958628,1.27609375,360.00450520154646,0.48689003556802241,0.49251835557752527,4142,0.0042187500000000003,0.92459987163890933,415.6590089612252,2551,d9206fc53aa7be4ab176c8610c2dfc9786819dc10ae77c4e27c2eb01d195b648
q16-22,w68dtmpfyf,413.61015211481902,1.2687505000000001,362.741786920766,0.49331098949794566,0.49969224722943489,4025,0.0040625000000000001,0.91970120649102061,414.52985332131004,2537,d5779b9168e68b5702fc61fdcde8ac85dff55ddb8d12c017cc07ce58ad8a7dea
q16-23,w68dtmpfyf,374.1396746923258,1.2165625,352.06976966600536,0.47088851650823188,0.47241379310344833,3905,0.0040625000000000001,0.86207298316204084,375.00174767548776,2450,e415f7f267665003518f2bf0e7f11511ebb0bb8751ef5b10cb5a916afa9dcb93
q16-24,w68dtmpfyf,384.61640556938482,1.2140629999999999,356.09339597474423,0.4853484013791376,0.49070822178092965,3954,0.00125,0.50580800311597141,385.12221357250075,2405,2fafbf4031b1cf2e223a07b84d3305c8b50aa3bb0463431111b584541e93e143
q16-25,w68dtmpfyf,346.39054201556752,1.0840625000000002,360.47580237608531,0.4768382162787822,0.47947750630630631,3554,0.0053125000000000004,1.1773470837960427,347.56788909936364,2157,66b500b7f9977b86a10836c0ccffa0b8a4a58aaf3b07639634514055f72f18b1
q16-26,w68dtmpfyf,334.50459585789753,1.0631254999999999,355.79259140989359,0.47593510602432432,0.47956784615113707,3417,0.0034375,0.84408145748165708,335.34867731537906,2128,12415f9438c137cedb269f7ba4a02a105607127ebd8f5dfde77a6c382415c84b
q16-27,w68dtmpfyf,350.8853035718455,1.1296875,352.5640809160451,0.48094627478066193,0.48540881144638065,3635,0.0034375,0.84706761725665647,351.7323711891022,2257,35fd2b5130c12c2ef836b7f36295b39ecf201e1569d82f8648d02738dde873f9
q16-28,w68dtmpfyf,221.13906084545329,0.75718750000000001,330.57574213737615,0.45053058757520004,0.43636414628673997,2492,0.0040625000000000001,0.94674226139333317,222.08580310684661,1519,d8d2ffcbe33f04f59cd88c44c4f14c7ac434cb253e9398fd29067fbff87cdc13
q16-29,w68dtmpfyf,338.54833764023948,1.15359425,347.32709976276095,0.4603878617908157,0.45942216513761469,3940,0.00390625,0.92186403390409666,339.47020167414371,2319,2719e7821c0cc6be4be965f5592620b4fd7571fae06db8533c9fb864007336d4
q16-30,w68dtmpfyf,325.28231312417438,1.0362505000000002,358.69213251059529,0.48883858061093849,0.49165927298939377,3486,0.0040625000000000001,0.90692094737223339,326.18923407154659,2082,885f711706f890b1795f25cb222739816b308b21f5cf464c7e01e593bdd468df
q16-31,w68dtmpfyf,355.5688503340312,1.1121874999999999,349.88443956279195,0.49300109987219476,0.49695852328345691,3580,0.0046874999999999998,0.94725296639744738,356.51610330042871,2201,dd705c792ae165cab26172c40d2132ff787290f41243cc4c5e761a6769f17ce9
q16-32,w68dtmpfyf,251.03437014420641,0.79093750000000007,349.16292068993096,0.47690228366247933,0.47510958496102623,2649,0.0031250000000000002,0.65281971741611022,251.6871898616225,1583,674786a1d0a4369f7aa42b2ece279b1eb9170a556019b5fe255b971e2d7aa8ae
q16-33,w68dtmpfyf,257.2702348149341,0.80499999999999994,346.68578840504512,0.48061480097360998,0.481456571867794,2641,0.0056249999999999998,1.0922317958179373,258.36246661075205,1623,db0cfb7b2dff2547ebe4ef1beacf7478da1a479c242dfcbe145b9ce6295acf63
q16-34,w68dtmpfyf,259.13231915910711,0.87437500000000001,342.02416638121616,0.45665965779601181,0.45215151226028044,2837,0.0053125000000000004,0.91802908932276539,260.05034824842988,1737,6558bbf825b6378ac2a2702003732f2a18ca12e53dedf0f6c36cac79d1e4b70b
q16-35,w68dtmpfyf,287.75910699380779,0.92156250000000006,353.24147859698627,0.46510908268610096,0.46551275377407597,3002,0.0053125000000000004,0.85135830471540808,288.61046529852331,1831,b0ef0242ad4f51491c6595d5d666381fe3328f6334a5b5a27895a32abaee9a72
q16-36,w68dtmpfyf,290.9002601359004,0.91812500000000008,343.00326423800959,0.47772239758353069,0.47728800615918487,3029,0.0059375000000000001,1.1384557021603854,292.03871583806074,1830,13dabb5092233474720847712b391305d368c7d402ec3fc6948a77f166cb9b5f
q16-37,w68dtmpfyf,286.96379919021882,0.93453125000000004,350.47827740593715,0.45633236416167844,0.4533360961286389,3038,0.0045312500000000006,0.74795061531403961,287.7117498055328,1868,4616801fa4ff1750d1246a4d5ebe63f93d89dfee5914c7235074f2a001a7c721
q16-38,w68dtmpfyf,344.63582910318831,1.06953125,353.3278386028876,0.49739585185052115,0.50227180100463276,3443,0.0026562499999999998,0.59754789671458219,345.23337699990276,2130,6f16a2e24eb871d2bb5d70c6a5f8ad2538d060c2212f886e566c62d2fa97746e
q16-39,w68dtmpfyf,357.85095980327031,1.1187499999999999,355.05829065667137,0.48809298869845696,0.49355163088578424,3638,0.0050000000000000001,0.7957768010576014,358.64673660432788,2233,f5dcf154c4be75df54ec1398bb9c718057c65a05376b6d30de5ed2ca1a89ebed
q16-40,w68dtmpfyf,354.05033941842822,1.0831255,358.15488010234611,0.49852240009166271,0.50537357831966112,3521,0.0059375000000000001,1.0043981260097252,355.0547375444379,2163,196fef7b742cd6b3e7f9a5820a4d0be8b51cc4634a934dab5a2791ef13e68036
q16-41,w68dtmpfyf,367.20512425590152,1.2259374999999999,352.94783153075161,0.49826234896539284,0.50428503947634773,3892,0.0059375000000000001,0.96894450920028119,368.17406876510177,2440,eae5c688fbb332c685e1b308da0d49ba82a19d14f5f78b8c197de737655497cd
q16-42,w68dtmpfyf,245.52567890282529,0.755,349.45709572350654,0.48718037492441518,0.48784933171324424,2541,0.0043750000000000004,0.79813304803844043,246.32381195086367,1501,21a20ab7cc2a018069f0aa168d7bc6aaca70b70e4bbd36850cceedbd35af6378
q16-43,w68dtmpfyf,302.28199278871432,0.92593749999999997,349.44170770124026,0.4902365651856721,0.4910011803661829,3103,0.0021875000000000002,0.74368192585527848,303.02567471456962,1841,9ade9f0051c9da28b287f14218d502db8fe50745b7cdc508897a490a8f3fa31c
c24-2,xcmzfsbd9t,208.41207806611129,0.70781250000000007,335.34534914087453,0.46442293318629019,0.45259205271469277,2386,-0.00125,-0.11866635486663769,208.29341171124472,1401,de0ba84af4684d6494d996f27aba389129799d1d05bd6fad3759a82c06a2c431
c24-3,xcmzfsbd9t,247.69610611070161,0.7756249999999999,347.40991166197836,0.4725477337649156,0.46845429524985144,2579,-0.00031250000000000001,-0.10187665455608787,247.59422945614554,1568,02aa0f28ac13bad7f9c748f7d767d20956aaf70a85da9ddbc78461c8609091c2
c24-5,xcmzfsbd9t,310.39942593316317,0.91656250000000006,362.7183537927051,0.48183357970219598,0.48324456280514866,3077,-0.00062500000000000001,-0.27529882566134206,310.12412710750181,1820,648842891eb4dd932635267e8fafdac74af63bd401aee0cbb3379ba0d7176056
c24-6,xcmzfsbd9t,291.26531172278737,0.93953125000000004,355.79816409911632,0.44915843161688279,0.44289514248492762,3040,-0.00078125000000000004,-0.33801236815690899,290.92729935463046,1892,6e78dc2ebff794151d50ba435e608a3b1bf38db81fb9fdfd7bda422db4e59041
c24-6t,xcmzfsbd9t,264.84558091685727,0.88343749999999999,343.30078220324293,0.4505583548329814,0.44341776807097066,3115,0.0018749999999999999,-0.53175180643400766,264.31382911042328,1786,b69e494d9087ab8e15dda3346bf67502094663b7939db18d70947458ad5b9c23
c24-7,xcmzfsbd9t,250.2827843431505,0.78843750000000001,350.67601532076122,0.46845789496078694,0.46459372052284065,2703,-0.00062500000000000001,-0.1685178995038718,250.11426644364659,1559,0c1319ff62d56474231192db8ea241e59daf7e2a1337f2f55acea817c02f8bc2
c24-8,xcmzfsbd9t,216.3135106383908,0.75406249999999997,335.76803290943059,0.4355357760706029,0.4253358325523276,2638,-0.00062500000000000001,-0.26997006007911489,216.04354057831165,1498,1da5b11e33ef629295bc76698ca327b4b35b8da657e73b2b61c59e475c671b9b
c24-8t,xcmzfsbd9t,319.36170874513431,0.99375000000000002,343.31442522157687,0.48604459531896671,0.48744206749518998,3275,0.00125,-0.61326464726852636,318.74844409786573,1961,5012ae0fd6263587cfe90cea542044947dc7b81690e0b2cb3541c864bc1fbcdc
c24-9,xcmzfsbd9t,248.41022877314009,0.77687499999999998,354.86822474290898,0.46734238921415144,0.46262369553684574,2596,-0.00093749999999999997,-0.13473094230821051,248.27549783083185,1561,115951294785759013449e4c3d4fe6eeb11e2ef6d4ef507dd2ad31d9e24088c6
c24-9t,xcmzfsbd9t,278.25362469317793,0.88937500000000003,331.76473390627348,0.4729584580181912,0.46794089674239686,2891,0.00093749999999999997,-0.63406318891465352,277.61956150426329,1767,e4d1f1111723fe49cb4517e566a0966f777293c7343f772d014d85eb83de60a2
c24-10,xcmzfsbd9t,299.32520684120732,0.91125,356.11684559730776,0.46901394358186033,0.46422068650929404,3054,-0.00093749999999999997,-0.17057511217301533,299.15463172903429,1825,f5055c3a723164434e71326cdac22907ca236a151550e5487ea0048ec49636b0
c24-10t,xcmzfsbd9t,358.96270902667271,1.1018750000000002,360.74051202795744,0.46988902114987252,0.47041917729408372,3549,0.0018749999999999999,-0.58418208438191044,358.37852694229082,2189,9cd06ad58dc11554fb05afc8a6df4aabab96f84731280659ba71031a826e0b86
c24-11,xcmzfsbd9t,325.32248490380391,1.009063,359.17927546617136,0.46961975572170961,0.46751320636902904,3329,0,-0.10153635608732957,325.2209485477166,2044,7a97f11db8107f1e6636c48f40b024a69d8e5ce6f4711929e572b82320dadc7d
c24-11t,xcmzfsbd9t,566.05047526205249,1.7268750000000002,350.24222732235108,0.49773092108299405,0.50491393174102084,5605,0.0018749999999999999,-0.43796311024917761,565.61251215180334,3450,6e0ac3bc50cc102f746843fbb6f8338b2cd7fc801ba5054853e17c5a567cb894
c24-12,xcmzfsbd9t,297.10635200230519,0.91718750000000004,349.16532426934168,0.47506810710671388,0.47365344705944379,3012,-0.00062500000000000001,-0.16848491441937882,296.93786708788588,1827,a3b1231dc32e8b935bcc69f166a82c9b702a4adefb40109e9a12bb49ab673f8e
c24-12t,xcmzfsbd9t,431.89614697875788,1.399688,350.42832488737776,0.50798426567092791,0.51462720713629806,4532,0.0018749999999999999,-0.509311494078724,431.38683548467924,2784,b499c668073574c52ec89b01b5a33b03791b51aa02fec90128237300608e01a0
c24-13,xcmzfsbd9t,491.96468151445009,1.69828125,336.97058757527844,0.45223128033934873,0.44597954982157573,5553,0.022031249999999999,-0.53958286977181258,491.42509864467826,3376,be5b7fe7abc7de8d1d8e5c30e0f76926c9d46b2d1a1a95f1e2af2e440693a1fa
c24-14,xcmzfsbd9t,549.68596828302191,1.781563,345.73400994454857,0.51100806083107575,0.52049818804508863,5575,0.0018749999999999999,-0.53907291633537746,549.14689536668641,3519,14c69e83b84997da11f4868e9a06654b5a97fffe128917fe90d24f1783c09bdd
c24-15,xcmzfsbd9t,480.89116488570602,1.6542187499999998,350.51572563925595,0.43679778590042861,0.4296792675136632,5257,0.0010937500000000001,-0.57955124082355047,480.31161364488253,3266,061ca9b5ef3cc8a06f15c74fd579747500b0ef2b32568f366b9cb7ec83d99c62
c24-16,xcmzfsbd9t,535.47024223371818,1.58796925,357.89816611048559,0.49932094932416371,0.50674140962234115,5049,0.00078125000000000004,-0.64322776590227104,534.82701446781596,3200,961731d7b8574d0753e5f64bdf2575528a563dbb26e7d49220a2e6d733010654
c24-17,xcmzfsbd9t,539.73459160914592,1.6440630000000001,352.1985255978359,0.49221230578994829,0.49816193970829559,5195,0.00062500000000000001,-0.74106984966067346,538.99352175948536,3270,efa185404c62d177031f6ae3e0b92587ac7288b3686705f845933b28d8f2a019
c24-18,xcmzfsbd9t,552.82284227345576,1.71015575,351.67144397468587,0.49178247280978854,0.49768194263719451,5459,0.0010937500000000001,-0.6400361330289347,552.18280614042681,3421,1894d232e4d30da37106b485d1dd2f2b75ab87793e752e60f17ca093bfbfa459
c24-20,xcmzfsbd9t,494.15240591227189,1.5106250000000001,350.99694518914731,0.48934768390426542,0.49228750945737404,4814,0.0018749999999999999,-0.50989098664500931,493.64251492562687,3018,9ce14ee0e862eb4d9fa7ce3e55c38259e67663b2fc651f51c1cede815cc4784a
c24-21,xcmzfsbd9t,535.94123120963889,1.663438,350.5700020586832,0.48878012449333208,0.49418350742676415,5277,0.0025000000000000001,-0.44194324761282011,535.49928796202607,3345,df5f3b073dec34976089b344fd51dc9e95582741ea8203e62f57792267f21ca3
c24-24,xcmzfsbd9t,405.89551017187563,1.25390625,358.59177506537804,0.47880170323066518,0.47975019557267201,3978,0.0026562499999999998,-0.4419667413592091,405.4535434305165,2476,ca3ff4d2da2275bc04721839db0930a2998550f51cf0c78be9f5ddb9ff4bfd5d
c24-25,xcmzfsbd9t,426.31755102526841,1.3090625,356.68537726892788,0.47763141873838277,0.47973891664655238,4195,0.0028124999999999999,-0.37858177569606133,425.93896924957244,2623,231d49665b1e81a3f89957e4a63d66de71c43003d4e7b03f6d6740e49998986a
c24-26,xcmzfsbd9t,271.90906541911858,0.88437500000000002,355.62555989833675,0.44485358062995356,0.43668023477694556,3003,0.00031250000000000001,-0.78655606164633751,271.12250935747221,1730,d97d87cd87b378d500006af897b19761a5c8d17cf1e6042d90760a1ab9aadfc7
c24-27,xcmzfsbd9t,284.42056426865912,0.90109375000000003,357.16100626831576,0.45555093498909688,0.45121994857382069,2924,0.0020312500000000001,-0.56015031158186623,283.86041395707724,1780,ae665794233267d23e0faedafca4053a1da4d901a040d0db3882018a4fe06195
c24-28,xcmzfsbd9t,302.88405466537552,0.97062499999999996,351.94729150605144,0.45547037774558841,0.45117635912617632,3150,0.0018749999999999999,-0.61250556161867864,302.27154910375674,1928,2f08f0e7585b7010b55aaa527994ba9226494a8a091f20a23449eb06002ff057
c24-29,xcmzfsbd9t,568.28480380762119,1.7904692500000001,342.67504103845954,0.4976389481678658,0.50433371585124775,5684,0.0014062499999999999,-0.6453535496849635,567.63945025793635,3560,bd70378363d6afda97998fef708d5335a1cd872a9c1e5d1a5347b8793784ac31
c24-30,xcmzfsbd9t,515.43446651196678,1.5718750000000001,359.83768515662706,0.48134263589119747,0.48621141379194516,4942,0.0018749999999999999,-0.57070652915363373,514.86375998281312,3132,768058bb30e7b8adf33beae185e8b877cf0bca2fc4048f7e2b448e7e5b8a195f
c24-31,xcmzfsbd9t,514.96339461082857,1.5859370000000002,351.39384176126549,0.48760545974846076,0.49200250525467537,5089,0.0018749999999999999,-0.55977975536769753,514.40361485546089,3141,a7669a7ed486a4ee13b5fd965339339515316af14b56d8110c197311cfd370be
c24-32,xcmzfsbd9t,214.5376240880727,0.68156249999999996,352.72353018349901,0.45840986616735685,0.45042922314687928,2316,-0.00031250000000000001,-0.27007089859813438,214.26755318947457,1372,40e0502ed4c7d8d658efa4698f0ee6cbd86cf26de3a5a376733bdea4dc4516d6
c24-33,xcmzfsbd9t,230.41390927889421,0.73796875000000006,339.61624650141414,0.45615029433841947,0.44281836854460083,2506,-0.00078125000000000004,-0.20265075574221134,230.21125852315205,1500,749a973922048b01d2070e70ef6157716ee496cb1bcb25c85902696b272aa18a
c24-34,xcmzfsbd9t,282.21963438150442,0.97531250000000003,342.31425894965486,0.441517169340436,0.43299910340362657,3199,-0.00062500000000000001,-0.33665714928623203,281.8829772322182,1991,35630ad541966ce170d47a349f4ac2dd7f37c8ee623f8c76249c01dd5b3bbf24
c24-35,xcmzfsbd9t,403.48843002720338,1.1899999999999999,363.46026165244126,0.48726446679575286,0.49208914459768183,3947,-0.00062500000000000001,-0.17062264463261309,403.31780738257083,2358,f252bca0645be9f7f14c886b609bf433cce096397ef2c43737b7039bf77e026d
c24-36,xcmzfsbd9t,376.70758921726917,1.192188,360.95089192355687,0.4558360610978725,0.45308077044945688,3820,0,-0.10174868144898867,376.60584053582016,2409,2cf22b827456fb943888b96dc4dc874f19ca209e5439abb53bb8a48e1c1579b3
c24-37,xcmzfsbd9t,381.19106172712662,1.200313,354.61770302584853,0.45968466408989683,0.45638684525130746,3916,0,-0.10134466369916519,381.08971706342754,2422,35812371f86e66cbf3d0eaecbfd670a2f5a3aa5bc56e5636a222fb7d2647bd90
c24-39,xcmzfsbd9t,246.5472307600387,0.74687499999999996,359.60778759482446,0.48319433141104151,0.48412253290500223,2570,-0.00031250000000000001,-0.10119599539834771,246.44603476464036,1484,ee1a02c00a17269733ed8b6d970ce340be2c4666f3fe0e867eef989e431166f9
c24-40,xcmzfsbd9t,240.44941079164951,0.77375000000000005,358.09718839381355,0.45034148631652804,0.44343312237787103,2583,-0.00062500000000000001,-0.22206893579791442,240.22734185585156,1574,917851e2eb455744f7070e4d8b6ee1a10826161d4cb29855c4ecfdd6a331b1c9
c24-41,xcmzfsbd9t,220.2754775851966,0.71984375,353.17067556015542,0.4543050493501693,0.4497998152140435,2538,-0.00078125000000000004,-0.33867693355657535,219.93680065164006,1434,656d1e85168345012c82a384d279eb251c0fa76f4914386030b127838024b2f9
c24-42,xcmzfsbd9t,301.55390911948558,0.91218749999999993,356.77916823597252,0.47564389777608568,0.47387860407139876,3030,-0.00031250000000000001,-0.13487816400233477,301.41903095548321,1823,0f169157fb9951c8e1aae92c73b4c13c5e7046c705037d08f4197a47c1d9ae62
c24-43,xcmzfsbd9t,301.3672332269399,0.94281249999999994,346.5086970919744,0.47400359893154265,0.47178233911583656,3097,-0.00031250000000000001,-0.10115257324690308,301.266080653693,1892,eb4efc2335b89279d3ea4b584c8aaeee94f8c66c9b4f9a8ad113c8b323729259
c24-44,xcmzfsbd9t,308.22854560191308,1.034375,332.28471796763193,0.45085340029521392,0.44358858004242729,3398,0,-0.25239804434736074,307.9761475575657,2029,384bc2f70a6de68834aa89506ae184754290bf0a93c7cf54f1f02dc479fb2541
c24-45,xcmzfsbd9t,351.86076609199603,1.1464062499999998,341.90362243270482,0.46934470560087249,0.46459081387346496,3736,0.0032812500000000003,-0.34058727286616236,351.52017881912985,2270,308bcd4cc209db25e122c37cf02307877551d0378a059dee01ba0fa6632a478a
c24-46,xcmzfsbd9t,271.08638401194219,0.84593750000000001,356.65224570826786,0.46068638624857855,0.45593645089985818,2780,0.0028124999999999999,-0.37731869168941634,270.70906532025276,1655,1f5d0cea6c7bf8e5b392a6c8fcd48d248a932b93cc30d5c0ec49019c66ea84d3
c24-47,xcmzfsbd9t,480.59384016178939,1.4928124999999999,356.6269131223392,0.47431505416051528,0.47741599658991951,4826,0.0034375,-0.29085419551502295,480.30298596627438,2928,e1d34f622482112d6485e1213436bb43e82d70b21066453d677fd02755ca6e31
c24-48,xcmzfsbd9t,300.73659356291012,0.890625,364.69550280091414,0.47584916707150737,0.47609247974437974,2881,0.0028124999999999999,-0.44548492665426509,300.29110863625579,1767,43c8920d502c8b4ef382e134fdd2dbbf3468543ff6ae6c2e08c5672bc1965502
c24-49,xcmzfsbd9t,364.40114057101778,1.1160937500000001,352.20098590846817,0.48406376759317915,0.4860889954185173,3635,0.0023437500000000003,-0.34219277473957538,364.05894779627818,2231,80ed31c8f12b283304e5052607845ef0811732ae43e9b02bf4fc8489072833c3
c24-50,xcmzfsbd9t,292.1376667995749,0.86171874999999998,370.77263645515376,0.47766266854727313,0.47747987616099058,2876,0.00296875,-0.27802775807715907,291.85963904149776,1691,62debe4a3c4ff1fca54d0baf8f535e085862eb9f65ef12a139a1ae7b6768f80d
c24-51,xcmzfsbd9t,263.2923684416416,0.92828124999999995,347.00544804445229,0.42222715891409146,0.40211253122765267,3086,-0.00046874999999999998,-0.17121362573369833,263.12115481590786,1859,5c44904ed3dc7f4dba0a4bbf8e53bc65c2f062d19bd56dd0e8b6b5f820d2af4d
c24-52,xcmzfsbd9t,252.29761930493461,0.77875000000000005,354.47130289121696,0.47224126258170557,0.46935201401050797,2791,-0.00062500000000000001,-0.30552725696238042,251.99209204797216,1554,56004ec0da09f95fee0111e005e078bbbb624be06e83462f768b360d5bdca443
c24-53,xcmzfsbd9t,242.29573743057739,0.79749999999999999,352.56768812597562,0.43485135680014997,0.42349304482225658,2696,-0.00093749999999999997,-0.23807834952471113,242.05765908105266,1600,c93ae4124367881d2634c2cbc9c8f95758451a7d2ee8c885a112c183e3096bb9
c24-54,xcmzfsbd9t,297.09817599111079,0.958125,345.19339577708411,0.45289957969423272,0.4446789196434045,3222,-0.00062500000000000001,-0.20319032609622056,296.89498566501464,1914,9da198455750f888937718b25b180f6a80f863037e648532344a20ddd9885393
c24-55,xcmzfsbd9t,254.73645302423861,0.7996875,345.20491209185326,0.46988923725714299,0.46528914850585662,2689,-0.00125,-0.37789620750272318,254.35855681673587,1612,d7bbcec6915e90874d9410c20cd4bd4ca58a1dfc6147a0978c5a4f66fcf810e5
c24-56,xcmzfsbd9t,230.256671013469,0.73750000000000004,341.30286379205177,0.46608181365084034,0.45913567543730704,2491,0,-0.10149427167799105,230.15517674179102,1491,f0237be919da088853f639b9bd9628d2a87d0bba7596c40c8f2edc2ef3485736
c24-57,xcmzfsbd9t,260.62298106065458,0.82109375000000007,340.99175720226532,0.46550208750026928,0.4573909660743134,2750,-0.00015625,-0.28599216873425826,260.33698889192038,1626,458c736b7e75ab6b0c4fe9d0877db706cd3d75f4ea9ddb5aee5f05bacf7943ac
c24-58,xcmzfsbd9t,263.08989955957298,0.87468749999999995,349.33833573560258,0.45307186689651646,0.44599109939032372,2897,-0.00093749999999999997,-0.26973199601504422,262.82016756355796,1739,a6c47af4023a53f63e1daac68bec876c5bc0794e2bda1bd30ce870b247c843af
c24-59,xcmzfsbd9t,285.09232663088721,0.91249999999999998,347.84755947792934,0.46102508838250988,0.45651316051699448,3025,-0.00062500000000000001,-0.168196031155255,284.92413059973188,1845,e58a228ca09f45da060df72696b110b34c970b7ef1b16a810531c5094ff65d8e
c16-1,yfxyg8jm46,213.34105430047239,0.61187499999999995,419.13697073134659,0.43199469984761896,0.41920634920634903,2079,-0.00093749999999999997,-0.50674834750706033,212.83430595296534,1236,90a780dab6d88191ea658c5f43f2f17e33ae405f72c512eae7c3bf78f452aa8f
c16-2,yfxyg8jm46,245.7370244454288,0.65187499999999998,423.61172946322029,0.46286055970492951,0.45785861822866247,2229,0,-0.30494760263834725,245.43207684279051,1303,c0ac66782f8b1fc7f0da640963ee25fa8b6e1127eae8cc33dfce2f51bad1a6cb
c16-3,yfxyg8jm46,192.23218349360289,0.51859375000000008,425.00117656226627,0.48246638933718855,0.48501774214745697,1796,0.0014062499999999999,-0.37821127392497955,191.85397221967793,1023,3a0d733d18f95d60598dbc48ebda78c041aee933d6436a839cd0096542e76138
c16-4,yfxyg8jm46,210.8622511035189,0.5546875,423.84493409265627,0.47247211169454678,0.47085013505309287,1872,-0.00062500000000000001,-0.50433429899553006,210.3579168045234,1105,2325251036feea5aa9f9fdb3973e141fdf2c5e27469ae25bb45ca7c75ff77c45
c16-5,yfxyg8jm46,270.7127797317458,0.6875,440.13709491403182,0.46647466622601569,0.4625080324936312,2344,-0.00062500000000000001,-0.42906170822694489,270.28371802351876,1390,74057e216f3f7f1f80ebfba59bc8c301e68606f31694d6cae964aa6d1171f699
c16-6,yfxyg8jm46,219.68379943427979,0.60468750000000004,428.84493057520382,0.43703720159932663,0.42539026629935695,2020,0.00031250000000000001,-0.40272007229015555,219.2810793619897,1231,fb631404af151a04ab3e83264032991c63bc9cc49677b38e6510470cbc4410a0
c16-7,yfxyg8jm46,212.48035792574939,0.56937499999999996,422.85498411187842,0.4521410629912721,0.44280601462791341,2069,-0.00062500000000000001,-0.40347548489086632,212.07688244085858,1152,047ad79ad8516365024951f223c81b8d5b053b6402bb7849bd7cc36bf75d9f38
c16-8,yfxyg8jm46,218.18920946418811,0.58812500000000001,417.65706656202656,0.44657246072765117,0.43672039289777637,2014,-0.00062500000000000001,-0.25165989496311619,217.93754956922498,1201,98d7aca20ccbca99a965b796d57bdecabb008d6a9ee11eea43c44df0b75bcea3
c16-9,yfxyg8jm46,180.3346058315191,0.52640625000000008,386.90644918874926,0.44238967911028365,0.42417478418568955,1878,-0.00015625,-0.45297576813979917,179.88163006337928,1059,c029926372ec9e5a19be727193a2330a8973321b3bc568cb56e4b059667e474e
c16-10,yfxyg8jm46,245.08319035907371,0.64875000000000005,432.00761719888277,0.44814558554282891,0.44133373690119826,2223,0,-0.35263756799453383,244.73055279107919,1282,3d58b18ceccaf481c48db4eabcc2b6cc9e60d0e24ea950a5c370aeccde8cd12f
c16-11,yfxyg8jm46,226.25184889009029,0.60453124999999996,433.98249566267361,0.44882763162979994,0.44240442655935619,2147,-0.00046874999999999998,-0.45432098170700863,225.79752790838327,1199,710daa6ac703085b171a2f39b85307b2f019740bac1ca56b4cee713e00ea05a8
