specimen_id,domain_id,raw_relative_path,raw_trace_sha256,published_cai_strength_mpa,status,error,peak_row,raw_peak_mpa,peak_absolute_error_mpa,unique_extension_positions,extraction_sha256,repeat_extraction_byte_identical
c24-15,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-15 0000.CSV,77c6a55abc7bfa8e3ee8883f5578e5e8a583e8875d87853852af991f8c07a423,480.89116488570602,PASS,,5257,480.89116488570608,5.6843418860808015e-14,3266,061ca9b5ef3cc8a06f15c74fd579747500b0ef2b32568f366b9cb7ec83d99c62,true
c24-16,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-16 0000.CSV,73eb16ad4c5c7aa655402b14854ac5d6417e2defd74f80d945e695f8ccf64113,535.47024223371818,PASS,,5049,535.47024223371818,0,3200,961731d7b8574d0753e5f64bdf2575528a563dbb26e7d49220a2e6d733010654,true
c24-17,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-17 0000.CSV,89baaf96adf21f5e263ead1c01916da58712430950495228081828870278e044,539.73459160914592,PASS,,5195,539.73459160914604,1.1368683772161603e-13,3270,efa185404c62d177031f6ae3e0b92587ac7288b3686705f845933b28d8f2a019,true
c24-18,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-18 0000.CSV,1d0bcf5834774b804dc4cec6c3ce65991b779993003373bbc633e17f3a29e717,552.82284227345576,PASS,,5459,552.82284227345576,0,3421,1894d232e4d30da37106b485d1dd2f2b75ab87793e752e60f17ca093bfbfa459,true
c24-20,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-20 0000.CSV,8d5c8bbfb3a3bfe19a52f6e993401d555b17765ebf3cc3215fb0580824e9851a,494.15240591227189,PASS,,4814,494.15240591227189,0,3018,9ce14ee0e862eb4d9fa7ce3e55c38259e67663b2fc651f51c1cede815cc4784a,true
c24-21,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-21 0000.CSV,082da783c1fc7749b6e67e1a10ed774820202d8dba70ca9040deb65fa5cc8aab,535.94123120963889,PASS,,5277,535.94123120963889,0,3345,df5f3b073dec34976089b344fd51dc9e95582741ea8203e62f57792267f21ca3,true
c24-24,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-24 0000.CSV,94eabcf67b77656f50051ed6b23a08959c31d5bff0fd1c49438fe7975727331e,405.89551017187563,PASS,,3978,405.89551017187569,5.6843418860808015e-14,2476,ca3ff4d2da2275bc04721839db0930a2998550f51cf0c78be9f5ddb9ff4bfd5d,true
c24-25,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-25 0000.CSV,a9fdd00be09dbc5dffe67e301ba1ca0d717b115e6b7c0996ca6ecae748dfd55e,426.31755102526841,PASS,,4195,426.31755102526847,5.6843418860808015e-14,2623,231d49665b1e81a3f89957e4a63d66de71c43003d4e7b03f6d6740e49998986a,true
c24-26,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-26 0000.CSV,06297f01b13b2bb9821c9da3af685dc12e0c4ef4458d9fedf48be5b7c6d6df36,271.90906541911858,PASS,,3003,271.90906541911858,0,1730,d97d87cd87b378d500006af897b19761a5c8d17cf1e6042d90760a1ab9aadfc7,true
c24-27,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-27 0000.CSV,8e21516ae8d4fef5649a4100198899ef416d4b4b0afbe6de199360645782e9dc,284.42056426865912,PASS,,2924,284.42056426865912,0,1780,ae665794233267d23e0faedafca4053a1da4d901a040d0db3882018a4fe06195,true
c24-28,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-28 0000.CSV,0f208e2d52e0f336f9017f97328f583a6db248ebecb48cef7794954be6e28730,302.88405466537552,PASS,,3150,302.8840546653754,1.1368683772161603e-13,1928,2f08f0e7585b7010b55aaa527994ba9226494a8a091f20a23449eb06002ff057,true
c24-29,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-29 0000.CSV,524b9b07c7d9d43194b1d46bc89f3925637609f7fefb0aec08825cead85d8918,568.28480380762119,PASS,,5684,568.2848038076213,1.1368683772161603e-13,3560,bd70378363d6afda97998fef708d5335a1cd872a9c1e5d1a5347b8793784ac31,true
c24-30,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-30 0000.CSV,c3bfa130de691fd8ebc82c98b2d1933625bb8d411ffd5935a7413c312a1e87f0,515.43446651196678,PASS,,4942,515.43446651196678,0,3132,768058bb30e7b8adf33beae185e8b877cf0bca2fc4048f7e2b448e7e5b8a195f,true
c24-31,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-31 0000.CSV,c7caf8d49ca82c6c31745654e75b90d87eed5bee7e391a4224f8e166304bc02c,514.96339461082857,PASS,,5089,514.96339461082857,0,3141,a7669a7ed486a4ee13b5fd965339339515316af14b56d8110c197311cfd370be,true
c24-32,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-32 0000.CSV,8476215d7168aa8f6b3e1cf918a4bf6ace8ab4c8cd5eaeda78c7e5db7c2f6860,214.5376240880727,PASS,,2316,214.5376240880727,0,1372,40e0502ed4c7d8d658efa4698f0ee6cbd86cf26de3a5a376733bdea4dc4516d6,true
c24-33,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-33 0000.CSV,4670ff8beabe097f564965449115733295f6850f8b4bd95d446fb5f802ba5553,230.41390927889421,PASS,,2506,230.41390927889427,5.6843418860808015e-14,1500,749a973922048b01d2070e70ef6157716ee496cb1bcb25c85902696b272aa18a,true
c24-34,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-34 0000.CSV,74b128ccf3ad00ef3cb2ca3490f55cd12add484aac7fbf2d740fa95e077354b3,282.21963438150442,PASS,,3199,282.21963438150442,0,1991,35630ad541966ce170d47a349f4ac2dd7f37c8ee623f8c76249c01dd5b3bbf24,true
c24-35,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-35 0000.CSV,620620a45fec31db00a899851cbe8e2b6b93a80160696bd8b72fcb59cf0041d7,403.48843002720338,PASS,,3947,403.48843002720344,5.6843418860808015e-14,2358,f252bca0645be9f7f14c886b609bf433cce096397ef2c43737b7039bf77e026d,true
c24-36,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-36 0000.CSV,ea19858868745df6c062bf491f32ab58bc8d5bf5502a53c37b3a82a6e14c89ac,376.70758921726917,PASS,,3820,376.70758921726917,0,2409,2cf22b827456fb943888b96dc4dc874f19ca209e5439abb53bb8a48e1c1579b3,true
c24-37,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-37 0000.CSV,385f1e1a7f654a3adfafa5d42b11800218e6c886adb2c16d610429c552992adb,381.19106172712662,PASS,,3916,381.19106172712668,5.6843418860808015e-14,2422,35812371f86e66cbf3d0eaecbfd670a2f5a3aa5bc56e5636a222fb7d2647bd90,true
c24-39,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-39 0000.CSV,8fb80b3d7eac4e5ab8490e9b148a0360d93a185b4f28f3bb9858c5f75137e6f3,246.5472307600387,PASS,,2570,246.5472307600387,0,1484,ee1a02c00a17269733ed8b6d970ce340be2c4666f3fe0e867eef989e431166f9,true
c24-40,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-40 0001.CSV,4fa6691feb6407de10314c2e28ef66d1da72432b1090038fba7cdac0efb11b17,240.44941079164951,PASS,,2583,240.44941079164948,2.8421709430404007e-14,1574,917851e2eb455744f7070e4d8b6ee1a10826161d4cb29855c4ecfdd6a331b1c9,true
c24-41,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-41 0000.CSV,4c566cc00415f46880a775cd07565f15f6d79955a73d4ffb6d5ed282d199ecb2,220.2754775851966,PASS,,2538,220.27547758519663,2.8421709430404007e-14,1434,656d1e85168345012c82a384d279eb251c0fa76f4914386030b127838024b2f9,true
c24-42,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-42 0000.CSV,2d8200ddd26c0e16b6b2d8925dcd83796cf4657f734b6983563fe9e320ba4b0c,301.55390911948558,PASS,,3030,301.55390911948552,5.6843418860808015e-14,1823,0f169157fb9951c8e1aae92c73b4c13c5e7046c705037d08f4197a47c1d9ae62,true
c24-43,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-43 0000.CSV,e98dff07f6b1cf998f1e2f5b74792e736ae9ca1245b45c8c725bbf1772dcdd80,301.3672332269399,PASS,,3097,301.3672332269399,0,1892,eb4efc2335b89279d3ea4b584c8aaeee94f8c66c9b4f9a8ad113c8b323729259,true
c24-44,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-44 0000.CSV,ee51dce7e47613eaf86063f6e555ba5a123975d9e4a255f357a58ed74b9f56ea,308.22854560191308,PASS,,3398,308.22854560191308,0,2029,384bc2f70a6de68834aa89506ae184754290bf0a93c7cf54f1f02dc479fb2541,true
c24-45,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-45 0000.CSV,3d0a6750300c138bbfff6f1917ac9bc6fd84a618ee0902608cc752501c9bfe2b,351.86076609199603,PASS,,3736,351.86076609199603,0,2270,308bcd4cc209db25e122c37cf02307877551d0378a059dee01ba0fa6632a478a,true
c24-46,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-46 0000.CSV,e6c6a6fd1d27ae43c0bc79a247fc37494699a7d615ff8b9dde5f4a2890339921,271.08638401194219,PASS,,2780,271.08638401194219,0,1655,1f5d0cea6c7bf8e5b392a6c8fcd48d248a932b93cc30d5c0ec49019c66ea84d3,true
c24-47,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-47 0000.CSV,ac8deecef3457176f9e2f45b6cdc4bd5e7fa959bf87f3f4730905a922ba1263a,480.59384016178939,PASS,,4826,480.59384016178939,0,2928,e1d34f622482112d6485e1213436bb43e82d70b21066453d677fd02755ca6e31,true
c24-48,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-48 0000.CSV,91ed15f6cdcfb4b952bd66da9193509a61b21f72b87df0b41ad2e8060127a3df,300.73659356291012,PASS,,2881,300.73659356291006,5.6843418860808015e-14,1767,43c8920d502c8b4ef382e134fdd2dbbf3468543ff6ae6c2e08c5672bc1965502,true
c24-49,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-49 0000.CSV,f89778f6de2f34043be0b32783d5b9025fee929f8d0ab9ed6dbc0345944134f8,364.40114057101778,PASS,,3635,364.40114057101778,0,2231,80ed31c8f12b283304e5052607845ef0811732ae43e9b02bf4fc8489072833c3,true
c24-50,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-50 0000.CSV,59a6baec2e9b540656526fd330364c48f9b66cef9bab236df0804e5e1032957e,292.1376667995749,PASS,,2876,292.1376667995749,0,1691,62debe4a3c4ff1fca54d0baf8f535e085862eb9f65ef12a139a1ae7b6768f80d,true
c24-51,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-51 0000.CSV,93be1f45fb2def61281a3026f38a7dc092f598c3e447631fb86a681bd005afec,263.2923684416416,PASS,,3086,263.29236844164154,5.6843418860808015e-14,1859,5c44904ed3dc7f4dba0a4bbf8e53bc65c2f062d19bd56dd0e8b6b5f820d2af4d,true
c24-52,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-52 0000.CSV,3051f0e4d1edd4085e9774976b09873d030534c555ae4ac174a2f746e90f31b0,252.29761930493461,PASS,,2791,252.29761930493456,5.6843418860808015e-14,1554,56004ec0da09f95fee0111e005e078bbbb624be06e83462f768b360d5bdca443,true
c24-53,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-53 0000.CSV,7ba777a03fc5d48bb0b0d72236d1f29f0c5f6ee4c3b23cb4aef9be083321e140,242.29573743057739,PASS,,2696,242.29573743057736,2.8421709430404007e-14,1600,c93ae4124367881d2634c2cbc9c8f95758451a7d2ee8c885a112c183e3096bb9,true
c24-54,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-54 0000.CSV,0a943ae86ffeb715fb678d2d755b4ec8a5ddea1ab7c0e95d35b9a3937c5618bc,297.09817599111079,PASS,,3222,297.09817599111085,5.6843418860808015e-14,1914,9da198455750f888937718b25b180f6a80f863037e648532344a20ddd9885393,true
c24-55,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-55 0000.CSV,8ac64ef989ca0a83c55ca79afd780f2edfac8cb1423d0297f9337387026807c6,254.73645302423861,PASS,,2689,254.73645302423859,2.8421709430404007e-14,1612,d7bbcec6915e90874d9410c20cd4bd4ca58a1dfc6147a0978c5a4f66fcf810e5,true
c24-56,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-56 0000.CSV,53b43d32e0655cab66c78180b9e550605043410f6dc762547b1986e53ec5e93a,230.256671013469,PASS,,2491,230.256671013469,0,1491,f0237be919da088853f639b9bd9628d2a87d0bba7596c40c8f2edc2ef3485736,true
c24-57,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-57  0000.CSV,ee94c5056d5c306843e3355441220bb21521d7b975df792f4808782bedfb32f4,260.62298106065458,PASS,,2750,260.62298106065464,5.6843418860808015e-14,1626,458c736b7e75ab6b0c4fe9d0877db706cd3d75f4ea9ddb5aee5f05bacf7943ac,true
c24-58,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-58 0000.CSV,7d064f27f12c95bc7954fe597cc1c07af05df01ce2ddcbec71fe5e7f94749859,263.08989955957298,PASS,,2897,263.08989955957298,0,1739,a6c47af4023a53f63e1daac68bec876c5bc0794e2bda1bd30ce870b247c843af,true
c24-59,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-59 0000.CSV,1c0a7de9eec86422b9276ee4768563f7b52327518be705ea5a47f17afb34f9ee,285.09232663088721,PASS,,3025,285.09232663088716,5.6843418860808015e-14,1845,e58a228ca09f45da060df72696b110b34c970b7ef1b16a810531c5094ff65d8e,true
c16-1,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-1 0000.CSV,818460de27a8717185d56e76a574098d61fabb48b01b6ca0b5f6c2ea1c00d747,213.34105430047239,PASS,,2079,213.34105430047239,0,1236,90a780dab6d88191ea658c5f43f2f17e33ae405f72c512eae7c3bf78f452aa8f,true
c16-2,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-2 0000.CSV,411dc9d58b3c7b7a543067d044d28ca15c28d3b8d28b4f055972301cce2e16a3,245.7370244454288,PASS,,2229,245.73702444542886,5.6843418860808015e-14,1303,c0ac66782f8b1fc7f0da640963ee25fa8b6e1127eae8cc33dfce2f51bad1a6cb,true
c16-3,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-3 0000.CSV,b765cef38eb0fa3ef65ff632eb5fc2a12f6d5ab358aa98312aab8083312fc880,192.23218349360289,PASS,,1796,192.23218349360292,2.8421709430404007e-14,1023,3a0d733d18f95d60598dbc48ebda78c041aee933d6436a839cd0096542e76138,true
c16-4,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-4 0000.CSV,01e376960da93b67ca87430396e5b80ad8e08c6292f145a07fe25d115049be7c,210.8622511035189,PASS,,1872,210.86225110351893,2.8421709430404007e-14,1105,2325251036feea5aa9f9fdb3973e141fdf2c5e27469ae25bb45ca7c75ff77c45,true
c16-5,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-5 0000.CSV,c46c1cf6e88f9169ce03a0a71dea48985b0a58efe30c057da7216fadb680a187,270.7127797317458,PASS,,2344,270.71277973174568,1.1368683772161603e-13,1390,74057e216f3f7f1f80ebfba59bc8c301e68606f31694d6cae964aa6d1171f699,true
c16-6,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-6 0000.CSV,31bd1e9e202561575d6111d465345ff8a482b7ecd1c83fcb59844cf8c5b8f9fd,219.68379943427979,PASS,,2020,219.68379943427985,5.6843418860808015e-14,1231,fb631404af151a04ab3e83264032991c63bc9cc49677b38e6510470cbc4410a0,true
c16-7,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-7 0000.CSV,74fb18a8291997b4b1137648d2e286762d9d503252c9c970c27c9438dcee90c7,212.48035792574939,PASS,,2069,212.48035792574944,5.6843418860808015e-14,1152,047ad79ad8516365024951f223c81b8d5b053b6402bb7849bd7cc36bf75d9f38,true
c16-8,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-8 0000.CSV,a9b71484c3f439d644020ce13f74753a24bbae97e101ec775a40f801b4a1ad0d,218.18920946418811,PASS,,2014,218.18920946418811,0,1201,98d7aca20ccbca99a965b796d57bdecabb008d6a9ee11eea43c44df0b75bcea3,true
c16-9,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-9 0000.CSV,08db5753699a52e2f6bc6e6817719ff30ded20c406f1b9cd59368b91a7a8dfd0,180.3346058315191,PASS,,1878,180.33460583151907,2.8421709430404007e-14,1059,c029926372ec9e5a19be727193a2330a8973321b3bc568cb56e4b059667e474e,true
c16-10,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-10 0000.CSV,4f2171e8a36a224ab16842e12f67ea3c08f71838b275d107211a73ba737d1ebd,245.08319035907371,PASS,,2223,245.08319035907371,0,1282,3d58b18ceccaf481c48db4eabcc2b6cc9e60d0e24ea950a5c370aeccde8cd12f,true
c16-11,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-11 0000.CSV,8edffddf0cd968a2938f6ec179c75a31f6e63371357268665479633ed66a675b,226.25184889009029,PASS,,2147,226.25184889009029,0,1199,710daa6ac703085b171a2f39b85307b2f019740bac1ca56b4cee713e00ea05a8,true
c16-12,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-12 0000.CSV,716eedcb3aa7d4e51e8ed55065326cc28dda16a97801d225c9c8dba9fcc70618,268.03815167916792,PASS,,2583,268.03815167916792,0,1534,9dd9aaf3b6f1e26c9a4dc2034dab194b011591d8c9ce7445599969ce3830f0b1,true
c16-13,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-13 0000.CSV,14e8c964a020c176b704fcedecc22b1bcf1af533e3499c213b1980f09fe329de,510.901239864638,PASS,,4348,510.90123986463789,1.1368683772161603e-13,2660,3af849c19e07b08f5ec64c01b04f08f55d9b6fed6ad6b504158fb34f6db71508,true
c16-14,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-14 0000.CSV,21efdc3cbee7d6b0e4510cdc1355991315bb814743d961ca89fb8c216fe703cd,508.22887436170481,PASS,,4140,508.22887436170475,5.6843418860808015e-14,2528,1e95e28b92ca08aeb624e494c403f4d2b699fd7e2f472a39134429c31b669401,true
c16-15,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-15 0001.CSV,4300dd62eaf8f13a8b1ac297a224770cfd00ab173bf29825ae58e1acf0e291cd,485.39978698881168,PASS,,3991,485.39978698881168,0,2478,3531126df93f735bb5b186c3ea5624dadf03b7ec65954ff6c61dfef0e2abd878,true
c16-16,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-16 0000.CSV,81a3161ea555f07696e6cc705d73fb24774d28be0d0b41b311c8756ce489f51f,499.25977817752693,PASS,,4027,499.25977817752687,5.6843418860808015e-14,2472,d813d70a7d1a372ad8912ffac398a07ef27838f9aa509c1b4fcec3b6810baede,true
c16-17,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-17 0000.CSV,10d2fc20713a67d6e25de8e09c23ee29d6765b96d4c5cd485d7a46fb74057b2d,512.54205951489291,PASS,,4156,512.54205951489291,0,2567,4f30897545e0229eb688adee4d897e1b343175a14f507903e85bceabbf6e1cd7,true
c16-18,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-18 0002.CSV,e0e19c824a82fd42e8eba496fc0fa2e466e68a9c54574d7f74b7659d709ff540,542.12306909644303,PASS,,4426,542.12306909644292,1.1368683772161603e-13,2761,29250a54271da86b281da8c1ae6d293734c068b170ffd12b1e044dbc8afa70e3,true
c16-19,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-19 0000.CSV,7672e57a64068c3718c59a8ca879e3a752199ad5845132a4be3c817fef6c3f28,247.9709323084748,PASS,,2283,247.97093230847486,5.6843418860808015e-14,1334,8ed38f4482085f4b0c2618f9de5b0b75058f80d4638dc7e1bcad851caebc918d,true
c16-20,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-20 0000.CSV,7e95b326e76d0665ebfadbca3eaea0e01ccf4b41275c586afe5ba724dd36a68d,239.29912959780901,PASS,,2256,239.29912959780904,2.8421709430404007e-14,1288,ce4c402e6c3311f63d9a549bf181887a868032fb4529c70d0b7c7e4036ae0d85,true
c16-21,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-21 0000.CSV,718e21ee76dcb5127f17411e1b22b8be10968885147f08f460affda26bc047ce,207.70606102902559,PASS,,2215,207.70606102902565,5.6843418860808015e-14,1249,9936f8b72646216107edb656a830136a3f628de15481a735dabfb1fea1185d73,true
c16-22,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-22 0000.CSV,a621c20a4ef36e1a55939921d31d9e54918db2472272adddf5573fa21014058b,488.58458234515172,PASS,,3999,488.58458234515172,0,2450,4712b5cf7f7368463e911ea57fdab9507d0b5bbbd6e25544aeacf5ff76b8ddae,true
c16-23,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-23 0000.CSV,0fd21195d955ebc8c43da7ffd8303d09c919e1acf3974e28cb54036e3eeb97fa,506.42617370505008,PASS,,4176,506.42617370505008,0,2576,f6004a26a4e9cc42138b287610d813e8510f3065983923d9d55c3c7e1953702d,true
c16-24,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-24 0000.CSV,936c6ea19cf0e1cd8f9b23e441b5083a6f5627297d9b155d24fba11e3852f2c2,523.44143542169263,PASS,,4587,523.44143542169263,0,2839,8abe248f869e23fbfd420ecfece5f6b392f9a7b701decb4500dce32288a8e056,true
c16-25,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-25 0000.CSV,78550f83eee2fdf4acb5b1fd152409f8036346fa36bab5509eb36b6c917d2616,199.5304815742978,PASS,,1896,199.5304815742978,0,1081,ac5584c5f17478f5411c5a06a5e4cdc4e5494097585245774d5dac27eb983a9c,true
c16-26,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-26 0000.CSV,3edc4d00509340beb1aa8e16fb5bfceabead0abd0353ebe2d39e10e8a741020f,200.6218680217481,PASS,,1852,200.6218680217481,0,1083,6d85ee51a33b4e22b2feedaa5b9318777e4abe7c9c5db7d137b1fff5bcd74480,true
c16-27,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-27 0000.CSV,e2d9ccc6c4269a22a29ce402aab3e724814beadd1f28b3c40b39490fcb9b6912,227.70413771228581,PASS,,2132,227.70413771228576,5.6843418860808015e-14,1270,639592d5c350dbe22a7612ace664754c2e379ca7219b23b5771628c9b600007d,true
c16-28,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-28 0000.CSV,304ab09c1d9c7d099e32bdedb7cfe4b3e3d6445e376ec7005a2102057bab9c50,493.40419973699102,PASS,,4189,493.40419973699107,5.6843418860808015e-14,2595,045f9fbfed9659a1f7e0b8d3adf23cd6636163725e7b2a50d6884a4c735c911e,true
c16-29,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-29 0000.CSV,62ea698cfe49fec17126cee779ddb41a3b987162f3f7ad028fe0ed4500a30e37,477.11014457178749,PASS,,3931,477.11014457178754,5.6843418860808015e-14,2447,fc56788fce78403d43469755b49a36bb25b318c12687f5e27f5d9ae19b57736e,true
c16-30,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-30 0000.CSV,f95261dfb32cc6f3df59b22c0d4d65e49f62afb1a4a008fb97f1c24ff95dc0c1,508.97742309301339,PASS,,4119,508.97742309301339,0,2569,4ce192e77a81ce3a82abbd0ea2b89be5bbc3ac45a031fca583d4641bb1d81270,true
c16-32,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-32 0000.CSV,57baa28f6317e5b20fe506ed4b67141c50391c52447ead5b275c2f8d8b1d501c,212.3377100634028,PASS,,1980,212.33771006340285,5.6843418860808015e-14,1125,53f20f8a56c89807685db32bb5c678b21676de2b3499fcd8df203e8ab4b642ff,true
c16-33,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-33 0000.CSV,559bbdabcf36e8b189ff1cebbcabfecd065848624fc6aa695459d0c40d2692a6,186.50736544435429,PASS,,1754,186.50736544435432,2.8421709430404007e-14,1011,9f5f0343c8d1af45167a55facf0c0c65c5b737469bc68afe41c5a9afffe3cafc,true
c16-34,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-34 0000.CSV,11e3620c022fd65831cb3e1771bf6f7cc098ab33894a8ba6e1460254035c9438,195.42426568713799,PASS,,1995,195.42426568713805,5.6843418860808015e-14,1150,cf158aa098296610cfe0645c85804804281c1ffcaabba77af3275b197c06cedc,true
c16-35,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-35 0000.CSV,bbf3f5f9b7db92b2e87ffa9858a93f77a492b5524a388824484c0f5f9d3d30bb,238.65994291210839,PASS,,2184,238.65994291210845,5.6843418860808015e-14,1286,cd0f417e5cc8238b9806389c79df5bc65cc71a2780703e8177d8deba85d68914,true
c16-36,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-36 0000.CSV,a0104a09f7194a373c21e08649022e6ba321713acde778a7ddb18a8590951964,273.39282638974959,PASS,,2482,273.39282638974959,0,1490,76157441abcded8d27e6769023f789449d425444315dd46219b71ef8158605e9,true
c16-37,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-37 0000.CSV,97e7faca8c828822b158425578d6d154790810ed7b844e8584609e7ed9d72027,293.15960914000931,PASS,,2673,293.15960914000931,0,1597,f40c19470509b6985b02e06fb2ac238d6b729a30616f114542d5e61c1efded15,true
c16-38,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-38 0000.CSV,e50bb1fe08110483f9bb370b57ecdd15c6855d49e5ac15f73aefa1151c9ad2b9,373.59703292490622,PASS,,3077,373.59703292490605,1.7053025658242404e-13,1860,9270478d1130ed69c1b538ab27fb10f75883246b6d153fbff79254192c38e599,true
