specimen_id,domain_id,method,cross_view_dispersion,absolute_error,stratum
q16-3,w68dtmpfyf,independent_equal_fusion,0.003077893910563945,0.17587118203435448,lowest_25_percent
q16-4,w68dtmpfyf,independent_equal_fusion,0.004168118657954167,0.12109716502361068,middle_50_percent
q16-5,w68dtmpfyf,independent_equal_fusion,0.0028903856329150347,0.014660953502105945,lowest_25_percent
q16-6,w68dtmpfyf,independent_equal_fusion,0.007941447199763823,0.1323288967106523,middle_50_percent
q16-7,w68dtmpfyf,independent_equal_fusion,0.007986185974573352,0.02945595711211746,middle_50_percent
q16-8,w68dtmpfyf,independent_equal_fusion,0.0013977521329714396,0.10086890621153932,lowest_25_percent
q16-9,w68dtmpfyf,independent_equal_fusion,0.0015440136802975985,0.10909822572741623,lowest_25_percent
q16-10,w68dtmpfyf,independent_equal_fusion,0.0034258552781037933,0.019831472860131982,lowest_25_percent
q16-11,w68dtmpfyf,independent_equal_fusion,0.0068193430797709054,0.05400015397198599,middle_50_percent
q16-12,w68dtmpfyf,independent_equal_fusion,0.0055680410771911425,0.056147594883073304,middle_50_percent
q16-13,w68dtmpfyf,independent_equal_fusion,0.0033946741422632995,0.06382068413043407,lowest_25_percent
q16-14,w68dtmpfyf,independent_equal_fusion,0.005143221736995762,0.057010789884306856,middle_50_percent
q16-15,w68dtmpfyf,independent_equal_fusion,0.006564658025128164,0.00242400507680407,middle_50_percent
q16-16,w68dtmpfyf,independent_equal_fusion,0.0047658603754456895,0.005058918883200647,middle_50_percent
q16-17,w68dtmpfyf,independent_equal_fusion,0.005057100326632766,0.026948036945257492,middle_50_percent
q16-18,w68dtmpfyf,independent_equal_fusion,0.006639793532487293,0.027175731339490916,middle_50_percent
q16-19,w68dtmpfyf,independent_equal_fusion,0.014966931719124334,0.3336438436491175,highest_25_percent
q16-20,w68dtmpfyf,independent_equal_fusion,0.010745038592744269,0.17990714572553457,middle_50_percent
q16-21,w68dtmpfyf,independent_equal_fusion,0.011237553233824882,0.29605822404799065,highest_25_percent
q16-22,w68dtmpfyf,independent_equal_fusion,0.00875621348178881,0.09962782459081321,middle_50_percent
q16-23,w68dtmpfyf,independent_equal_fusion,0.014515020986597044,0.10897294303560767,highest_25_percent
q16-24,w68dtmpfyf,independent_equal_fusion,0.007365418823317074,0.14715492141926934,middle_50_percent
q16-25,w68dtmpfyf,independent_equal_fusion,0.0032086160964756552,0.199472767397051,lowest_25_percent
q16-26,w68dtmpfyf,independent_equal_fusion,0.004709980078049916,0.18177704219680713,middle_50_percent
q16-27,w68dtmpfyf,independent_equal_fusion,0.0030740739657999115,0.06762459832051337,lowest_25_percent
q16-28,w68dtmpfyf,independent_equal_fusion,0.00960318964257406,0.04902009124736928,middle_50_percent
q16-29,w68dtmpfyf,independent_equal_fusion,0.0064827003542401625,0.15987078356392903,middle_50_percent
q16-30,w68dtmpfyf,independent_equal_fusion,0.00252564068944988,0.15000971257064089,lowest_25_percent
q16-31,w68dtmpfyf,independent_equal_fusion,0.003509855131615947,0.10927622535456505,lowest_25_percent
q16-32,w68dtmpfyf,independent_equal_fusion,0.00748692705238836,0.0801256095420747,middle_50_percent
q16-33,w68dtmpfyf,independent_equal_fusion,0.005440305569853359,0.05712764800349568,middle_50_percent
q16-34,w68dtmpfyf,independent_equal_fusion,0.005698135850612237,0.1311403264576898,middle_50_percent
q16-35,w68dtmpfyf,independent_equal_fusion,0.003590357559423184,0.009436251408351914,lowest_25_percent
q16-36,w68dtmpfyf,independent_equal_fusion,0.0031967558919585616,0.01561222040792365,lowest_25_percent
q16-37,w68dtmpfyf,independent_equal_fusion,0.0020037153715056176,0.0824694418269658,lowest_25_percent
q16-38,w68dtmpfyf,independent_equal_fusion,0.0037932404152256354,0.12767131996653014,lowest_25_percent
q16-39,w68dtmpfyf,independent_equal_fusion,0.0031485533499037437,0.055160233174915696,lowest_25_percent
q16-40,w68dtmpfyf,independent_equal_fusion,0.0038003162099442744,0.10765345296426498,lowest_25_percent
q16-41,w68dtmpfyf,independent_equal_fusion,0.003001906289898414,0.0514862422997705,lowest_25_percent
q16-42,w68dtmpfyf,independent_equal_fusion,0.007995162239016496,0.06569170850237671,middle_50_percent
q16-43,w68dtmpfyf,independent_equal_fusion,0.007458913747679749,0.06512333123105662,middle_50_percent
c24-2,xcmzfsbd9t,independent_equal_fusion,0.012490962568112145,0.1042210429066261,highest_25_percent
c24-3,xcmzfsbd9t,independent_equal_fusion,0.010310999749001867,0.008603433939185334,middle_50_percent
c24-5,xcmzfsbd9t,independent_equal_fusion,0.008744263495301802,0.004679490121304752,middle_50_percent
c24-6,xcmzfsbd9t,independent_equal_fusion,0.009389345464943365,0.04153110267336935,middle_50_percent
c24-6t,xcmzfsbd9t,independent_equal_fusion,0.022979770839422126,0.045312325282591714,highest_25_percent
c24-7,xcmzfsbd9t,independent_equal_fusion,0.021648258278969473,0.05290740904183988,highest_25_percent
c24-8,xcmzfsbd9t,independent_equal_fusion,0.0022449348069228134,0.09592543798384234,lowest_25_percent
c24-8t,xcmzfsbd9t,independent_equal_fusion,0.007918713031464212,0.017218508656111964,middle_50_percent
c24-9,xcmzfsbd9t,independent_equal_fusion,0.015601061642075554,0.08916886280758374,highest_25_percent
c24-9t,xcmzfsbd9t,independent_equal_fusion,0.00673928852944282,0.09068443004260479,middle_50_percent
c24-10,xcmzfsbd9t,independent_equal_fusion,0.017492701073563943,0.04239820582391929,highest_25_percent
c24-10t,xcmzfsbd9t,independent_equal_fusion,0.011294943224583288,0.17469082535890235,highest_25_percent
c24-11,xcmzfsbd9t,independent_equal_fusion,0.0013637591241747495,0.0002010841348233372,lowest_25_percent
c24-11t,xcmzfsbd9t,independent_equal_fusion,0.008022893448370665,0.18692788026049334,middle_50_percent
c24-12,xcmzfsbd9t,independent_equal_fusion,0.014232636148534483,0.002751268629382686,highest_25_percent
c24-12t,xcmzfsbd9t,independent_equal_fusion,0.006653018148592412,0.02292958349069696,middle_50_percent
c24-13,xcmzfsbd9t,independent_equal_fusion,0.02723100552521727,0.0436270899166068,highest_25_percent
c24-14,xcmzfsbd9t,independent_equal_fusion,0.001117981667780738,0.19631179870770943,lowest_25_percent
c24-15,xcmzfsbd9t,independent_equal_fusion,0.008247892408597536,0.06379589666942775,middle_50_percent
c24-16,xcmzfsbd9t,independent_equal_fusion,0.005074160817907183,0.14992291575522487,middle_50_percent
c24-17,xcmzfsbd9t,independent_equal_fusion,0.005723977319470214,0.10830952280907169,middle_50_percent
c24-18,xcmzfsbd9t,independent_equal_fusion,0.019631166955042235,0.19812662316936513,highest_25_percent
c24-20,xcmzfsbd9t,independent_equal_fusion,0.030384470417152542,0.06908737655325226,highest_25_percent
c24-21,xcmzfsbd9t,independent_equal_fusion,0.01450251177850372,0.2117425246894299,highest_25_percent
c24-24,xcmzfsbd9t,independent_equal_fusion,0.008395335490530167,0.040381827518849334,middle_50_percent
c24-25,xcmzfsbd9t,independent_equal_fusion,0.0062756107092643365,0.2204865101018184,middle_50_percent
c24-26,xcmzfsbd9t,independent_equal_fusion,0.007871646578669463,0.00370401297226175,middle_50_percent
c24-27,xcmzfsbd9t,independent_equal_fusion,0.00837471672950844,0.09652186715758732,middle_50_percent
c24-28,xcmzfsbd9t,independent_equal_fusion,0.005716105306818496,0.043073450185947326,middle_50_percent
c24-29,xcmzfsbd9t,independent_equal_fusion,0.007197975455099905,0.1573683484795524,middle_50_percent
c24-30,xcmzfsbd9t,independent_equal_fusion,0.011210759272757116,0.11493291753750479,highest_25_percent
c24-31,xcmzfsbd9t,independent_equal_fusion,0.012877145722623197,0.09080205212864056,highest_25_percent
c24-32,xcmzfsbd9t,independent_equal_fusion,0.005896451088899521,0.11279838250115115,middle_50_percent
c24-33,xcmzfsbd9t,independent_equal_fusion,0.0051417245531235455,0.12064312456131793,middle_50_percent
c24-34,xcmzfsbd9t,independent_equal_fusion,0.001141089015513764,0.012619160996518386,lowest_25_percent
c24-35,xcmzfsbd9t,independent_equal_fusion,0.009094803960571045,0.03816547837432349,middle_50_percent
c24-36,xcmzfsbd9t,independent_equal_fusion,0.012771399375345752,0.002751568678141303,highest_25_percent
c24-37,xcmzfsbd9t,independent_equal_fusion,0.0114333779533163,0.01100442062513829,highest_25_percent
c24-39,xcmzfsbd9t,independent_equal_fusion,0.0024566798499593,0.07831089274415176,lowest_25_percent
c24-40,xcmzfsbd9t,independent_equal_fusion,0.008029029002322554,0.09820512573443901,middle_50_percent
c24-41,xcmzfsbd9t,independent_equal_fusion,0.006589074377183444,0.07739696154076975,middle_50_percent
c24-42,xcmzfsbd9t,independent_equal_fusion,0.011738764147972288,0.13884824053073197,highest_25_percent
c24-43,xcmzfsbd9t,independent_equal_fusion,0.005366832350985852,0.061600582822457284,middle_50_percent
c24-44,xcmzfsbd9t,independent_equal_fusion,0.003718728899094951,0.10857882735150354,lowest_25_percent
c24-45,xcmzfsbd9t,independent_equal_fusion,0.011697791341196346,0.06799717288089746,highest_25_percent
c24-46,xcmzfsbd9t,independent_equal_fusion,0.0008938562836362467,0.026093394144238613,lowest_25_percent
c24-47,xcmzfsbd9t,independent_equal_fusion,0.0203047863696956,0.03076870292769085,highest_25_percent
c24-48,xcmzfsbd9t,independent_equal_fusion,0.006519495515735608,0.001447865169411644,middle_50_percent
c24-49,xcmzfsbd9t,independent_equal_fusion,0.024810123615812835,0.11546717864243095,highest_25_percent
c24-50,xcmzfsbd9t,independent_equal_fusion,0.006496067742959568,0.038458873797204474,middle_50_percent
c24-51,xcmzfsbd9t,independent_equal_fusion,0.0033577132994225666,0.04079249355575715,lowest_25_percent
c24-52,xcmzfsbd9t,independent_equal_fusion,0.015811875140827374,0.012438608184384858,highest_25_percent
c24-53,xcmzfsbd9t,independent_equal_fusion,0.003085446305379604,0.0722355854530694,lowest_25_percent
c24-54,xcmzfsbd9t,independent_equal_fusion,0.0046962784891784485,0.07844968093138815,middle_50_percent
c24-55,xcmzfsbd9t,independent_equal_fusion,0.0052049020519068685,0.14924057359176018,middle_50_percent
c24-56,xcmzfsbd9t,independent_equal_fusion,0.005311078866910559,0.1181298329086019,middle_50_percent
c24-57,xcmzfsbd9t,independent_equal_fusion,0.0012742574360554968,0.027042369680975675,lowest_25_percent
c24-58,xcmzfsbd9t,independent_equal_fusion,0.00532735479788157,0.07492048815966523,middle_50_percent
c24-59,xcmzfsbd9t,independent_equal_fusion,0.0069069949029630885,0.0034039606966330682,middle_50_percent
c16-1,yfxyg8jm46,independent_equal_fusion,0.006691042803832712,0.13854271214983382,middle_50_percent
c16-2,yfxyg8jm46,independent_equal_fusion,0.0044951656312331905,0.11756194119750418,middle_50_percent
c16-3,yfxyg8jm46,independent_equal_fusion,0.0021934009536438916,0.24192291513839592,lowest_25_percent
c16-4,yfxyg8jm46,independent_equal_fusion,0.008619232211660763,0.2164333214287571,middle_50_percent
c16-5,yfxyg8jm46,independent_equal_fusion,0.008617865765491929,0.16082090337747168,middle_50_percent
c16-6,yfxyg8jm46,independent_equal_fusion,0.016997643554104817,0.176878588740077,highest_25_percent
c16-7,yfxyg8jm46,independent_equal_fusion,0.0046937698691852945,0.09085782310543672,middle_50_percent
c16-8,yfxyg8jm46,independent_equal_fusion,0.009406629269834061,0.010874568411078478,middle_50_percent
c16-9,yfxyg8jm46,independent_equal_fusion,0.0029818964772543167,0.16703111507055513,lowest_25_percent
c16-10,yfxyg8jm46,independent_equal_fusion,0.012020596992821325,0.03370355378903844,highest_25_percent
c16-11,yfxyg8jm46,independent_equal_fusion,0.013095375327896269,0.14572731344221307,highest_25_percent
c16-12,yfxyg8jm46,independent_equal_fusion,0.004106150274345986,0.04176367569430939,middle_50_percent
c16-13,yfxyg8jm46,independent_equal_fusion,0.01062464816530712,0.14096157745387627,middle_50_percent
c16-14,yfxyg8jm46,independent_equal_fusion,0.009498791761329775,0.09954903037052809,middle_50_percent
c16-15,yfxyg8jm46,independent_equal_fusion,0.006387144092696057,0.08941273096325142,middle_50_percent
c16-16,yfxyg8jm46,independent_equal_fusion,0.011624729908780319,0.09386729354752255,highest_25_percent
c16-17,yfxyg8jm46,independent_equal_fusion,0.005914246362232089,0.10322415547653929,middle_50_percent
c16-18,yfxyg8jm46,independent_equal_fusion,0.004909470008870459,0.14045693689227112,middle_50_percent
c16-19,yfxyg8jm46,independent_equal_fusion,0.003187366006580088,0.14712286333322855,lowest_25_percent
c16-20,yfxyg8jm46,independent_equal_fusion,0.0004494353407415641,0.13249082572524085,lowest_25_percent
c16-21,yfxyg8jm46,independent_equal_fusion,0.007316959317552217,0.2743728085428408,middle_50_percent
c16-22,yfxyg8jm46,independent_equal_fusion,0.010708996234033544,0.08229454699606886,middle_50_percent
c16-23,yfxyg8jm46,independent_equal_fusion,0.023557707705815153,0.15770056602060278,highest_25_percent
c16-24,yfxyg8jm46,independent_equal_fusion,0.013946990084686898,0.1830678771493256,highest_25_percent
c16-25,yfxyg8jm46,independent_equal_fusion,0.006360262323624522,0.2028899159676702,middle_50_percent
c16-26,yfxyg8jm46,independent_equal_fusion,0.0074579894531076,0.21195993735071317,middle_50_percent
c16-27,yfxyg8jm46,independent_equal_fusion,0.008167267088247797,0.20966366823823346,middle_50_percent
c16-28,yfxyg8jm46,independent_equal_fusion,0.004770618339176649,0.2280962520002584,middle_50_percent
c16-29,yfxyg8jm46,independent_equal_fusion,0.020448852501389655,0.14111474296395876,highest_25_percent
c16-30,yfxyg8jm46,independent_equal_fusion,0.013765637996130939,0.21873704651786818,highest_25_percent
c16-32,yfxyg8jm46,independent_equal_fusion,0.015623582876654963,0.11660442480846123,highest_25_percent
c16-33,yfxyg8jm46,independent_equal_fusion,0.008190495813492396,0.17524202561093827,middle_50_percent
c16-34,yfxyg8jm46,independent_equal_fusion,0.00989567966010535,0.0404737578406455,middle_50_percent
c16-35,yfxyg8jm46,independent_equal_fusion,0.012711339229724342,0.15556368789110625,highest_25_percent
c16-36,yfxyg8jm46,independent_equal_fusion,0.010779174031910373,0.04066015797881106,middle_50_percent
c16-37,yfxyg8jm46,independent_equal_fusion,0.0077534224324918586,0.023725460286132094,middle_50_percent
c16-38,yfxyg8jm46,independent_equal_fusion,0.009801786671357463,0.010509423572048648,middle_50_percent
c16-39,yfxyg8jm46,independent_equal_fusion,0.001960785274360245,0.13129247716460918,lowest_25_percent
c16-40,yfxyg8jm46,independent_equal_fusion,0.0016592605246614947,0.07460062479273888,lowest_25_percent
c16-41,yfxyg8jm46,independent_equal_fusion,0.0015316943315951085,0.10934421935803118,lowest_25_percent
c16-42,yfxyg8jm46,independent_equal_fusion,0.0028966566208074333,0.09532289953414452,lowest_25_percent
c16-43,yfxyg8jm46,independent_equal_fusion,0.0037957478584294516,0.05573476560115276,lowest_25_percent
q8-1,ykhs7s2dck,independent_equal_fusion,0.008237656792938218,0.051348165762109876,middle_50_percent
q8-2,ykhs7s2dck,independent_equal_fusion,0.007330278041188556,0.040152775911748595,middle_50_percent
q8-3,ykhs7s2dck,independent_equal_fusion,0.005942116113989345,0.09442475514576631,middle_50_percent
q8-4,ykhs7s2dck,independent_equal_fusion,0.005080839597898981,0.06687677149401483,middle_50_percent
q8-5,ykhs7s2dck,independent_equal_fusion,0.003161226811653756,0.04352227806567588,lowest_25_percent
q8-6,ykhs7s2dck,independent_equal_fusion,0.010020596903184683,0.04647301664490999,middle_50_percent
q8-7,ykhs7s2dck,independent_equal_fusion,0.009193858669358101,0.03104228698857303,middle_50_percent
q8-8,ykhs7s2dck,independent_equal_fusion,0.00214839838824824,0.09226754757286437,lowest_25_percent
q8-9,ykhs7s2dck,independent_equal_fusion,0.0006252800209295261,0.016200941790248224,lowest_25_percent
q8-10,ykhs7s2dck,independent_equal_fusion,0.0035028553607634925,0.015573184211539859,lowest_25_percent
q8-11,ykhs7s2dck,independent_equal_fusion,0.01015460001399629,0.10565547046784962,middle_50_percent
q8-12,ykhs7s2dck,independent_equal_fusion,0.005917334075107775,0.0569424334348394,middle_50_percent
q8-13,ykhs7s2dck,independent_equal_fusion,0.008038413341488018,0.1792100239180925,middle_50_percent
q8-14,ykhs7s2dck,independent_equal_fusion,0.00016310865866167167,0.19925182007498987,lowest_25_percent
q8-15,ykhs7s2dck,independent_equal_fusion,0.0034792919423875797,0.005531390303467276,lowest_25_percent
q8-16,ykhs7s2dck,independent_equal_fusion,0.0057607387513476365,0.11491873173192435,middle_50_percent
q8-18,ykhs7s2dck,independent_equal_fusion,0.0044052450730334225,0.26754939073828643,middle_50_percent
q8-19,ykhs7s2dck,independent_equal_fusion,0.0029971943620752907,0.024516671772822574,lowest_25_percent
q8-20,ykhs7s2dck,independent_equal_fusion,0.02014470450325503,0.14796749466498815,highest_25_percent
q8-21,ykhs7s2dck,independent_equal_fusion,0.009889780346949024,0.012041436965809837,middle_50_percent
q8-22,ykhs7s2dck,independent_equal_fusion,0.00203449245215824,0.05408401921865247,lowest_25_percent
q8-23,ykhs7s2dck,independent_equal_fusion,0.01241628367695019,0.09464713265306923,highest_25_percent
q8-24,ykhs7s2dck,independent_equal_fusion,0.005602406037577353,0.00026142462889466866,middle_50_percent
q8-27,ykhs7s2dck,independent_equal_fusion,0.006734194494059848,0.014478539171349225,middle_50_percent
q8-28,ykhs7s2dck,independent_equal_fusion,0.007920017340843574,0.07671457545456051,middle_50_percent
q8-29,ykhs7s2dck,independent_equal_fusion,0.0010799776639178217,0.03712039025306457,lowest_25_percent
q8-30,ykhs7s2dck,independent_equal_fusion,0.01756208794370726,0.11046903262774499,highest_25_percent
q8-31,ykhs7s2dck,independent_equal_fusion,0.008416555179304674,0.03155164599003002,middle_50_percent
q8-32,ykhs7s2dck,independent_equal_fusion,0.015870329550382582,0.009555352082036617,highest_25_percent
q8-33,ykhs7s2dck,independent_equal_fusion,0.008849487573141902,0.02544849469662236,middle_50_percent
q8-34,ykhs7s2dck,independent_equal_fusion,0.008877301384663815,0.023013608903344474,middle_50_percent
