logical_source,relative_path,size,sha256,expected_sha256,status
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-12t 0000.CSV,308439,23990987c296e9fc2ad6739456e95ed1e0b3bd5d4c73eee4ef8b3878841faf81,23990987c296e9fc2ad6739456e95ed1e0b3bd5d4c73eee4ef8b3878841faf81,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-13 0000.CSV,376832,acd051fd64cb611abe55579ffae0a6e510f5b6ec37f0f9f038e1eafef1d0d8ba,acd051fd64cb611abe55579ffae0a6e510f5b6ec37f0f9f038e1eafef1d0d8ba,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-14 0000.CSV,378357,1c0f00a72463296369461071c7e4541d67a1bc94667be55dc6e6d022d56c46bd,1c0f00a72463296369461071c7e4541d67a1bc94667be55dc6e6d022d56c46bd,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-15 0000.CSV,357471,77c6a55abc7bfa8e3ee8883f5578e5e8a583e8875d87853852af991f8c07a423,77c6a55abc7bfa8e3ee8883f5578e5e8a583e8875d87853852af991f8c07a423,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-16 0000.CSV,350374,73eb16ad4c5c7aa655402b14854ac5d6417e2defd74f80d945e695f8ccf64113,73eb16ad4c5c7aa655402b14854ac5d6417e2defd74f80d945e695f8ccf64113,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-17 0000.CSV,358126,89baaf96adf21f5e263ead1c01916da58712430950495228081828870278e044,89baaf96adf21f5e263ead1c01916da58712430950495228081828870278e044,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-18 0000.CSV,372257,1d0bcf5834774b804dc4cec6c3ce65991b779993003373bbc633e17f3a29e717,1d0bcf5834774b804dc4cec6c3ce65991b779993003373bbc633e17f3a29e717,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-19 0000.CSV,383327,48be58f6b549018a509b03b51b51577a43eeec20bf734ff07c5b0f44a5edc9dc,48be58f6b549018a509b03b51b51577a43eeec20bf734ff07c5b0f44a5edc9dc,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-2 0000.CSV,217038,b123e5a1977b85d280a530ea9550408d537b626ef3858240ac043fe103fd8fd2,b123e5a1977b85d280a530ea9550408d537b626ef3858240ac043fe103fd8fd2,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-20 0000.CSV,330961,8d5c8bbfb3a3bfe19a52f6e993401d555b17765ebf3cc3215fb0580824e9851a,8d5c8bbfb3a3bfe19a52f6e993401d555b17765ebf3cc3215fb0580824e9851a,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-21 0000.CSV,364540,082da783c1fc7749b6e67e1a10ed774820202d8dba70ca9040deb65fa5cc8aab,082da783c1fc7749b6e67e1a10ed774820202d8dba70ca9040deb65fa5cc8aab,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-23 0000.CSV,274185,98deb12ba839d5c1579df63e57a97da702625405e6dd33ac423a974fe70214a9,98deb12ba839d5c1579df63e57a97da702625405e6dd33ac423a974fe70214a9,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-24 0000.CSV,278330,94eabcf67b77656f50051ed6b23a08959c31d5bff0fd1c49438fe7975727331e,94eabcf67b77656f50051ed6b23a08959c31d5bff0fd1c49438fe7975727331e,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-25 0000.CSV,312786,a9fdd00be09dbc5dffe67e301ba1ca0d717b115e6b7c0996ca6ecae748dfd55e,a9fdd00be09dbc5dffe67e301ba1ca0d717b115e6b7c0996ca6ecae748dfd55e,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-26 0000.CSV,216571,06297f01b13b2bb9821c9da3af685dc12e0c4ef4458d9fedf48be5b7c6d6df36,06297f01b13b2bb9821c9da3af685dc12e0c4ef4458d9fedf48be5b7c6d6df36,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-27 0000.CSV,206895,8e21516ae8d4fef5649a4100198899ef416d4b4b0afbe6de199360645782e9dc,8e21516ae8d4fef5649a4100198899ef416d4b4b0afbe6de199360645782e9dc,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-28 0000.CSV,266011,0f208e2d52e0f336f9017f97328f583a6db248ebecb48cef7794954be6e28730,0f208e2d52e0f336f9017f97328f583a6db248ebecb48cef7794954be6e28730,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-29 0000.CSV,393228,524b9b07c7d9d43194b1d46bc89f3925637609f7fefb0aec08825cead85d8918,524b9b07c7d9d43194b1d46bc89f3925637609f7fefb0aec08825cead85d8918,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-3 0000.CSV,182248,af3716f44df7303b14d565217a470682fecf09e08e6e2f279327401b7870ece2,af3716f44df7303b14d565217a470682fecf09e08e6e2f279327401b7870ece2,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-30 0000.CSV,340660,c3bfa130de691fd8ebc82c98b2d1933625bb8d411ffd5935a7413c312a1e87f0,c3bfa130de691fd8ebc82c98b2d1933625bb8d411ffd5935a7413c312a1e87f0,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-31 0000.CSV,350948,c7caf8d49ca82c6c31745654e75b90d87eed5bee7e391a4224f8e166304bc02c,c7caf8d49ca82c6c31745654e75b90d87eed5bee7e391a4224f8e166304bc02c,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-32 0000.CSV,163797,8476215d7168aa8f6b3e1cf918a4bf6ace8ab4c8cd5eaeda78c7e5db7c2f6860,8476215d7168aa8f6b3e1cf918a4bf6ace8ab4c8cd5eaeda78c7e5db7c2f6860,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-33 0000.CSV,181426,4670ff8beabe097f564965449115733295f6850f8b4bd95d446fb5f802ba5553,4670ff8beabe097f564965449115733295f6850f8b4bd95d446fb5f802ba5553,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-34 0000.CSV,226794,74b128ccf3ad00ef3cb2ca3490f55cd12add484aac7fbf2d740fa95e077354b3,74b128ccf3ad00ef3cb2ca3490f55cd12add484aac7fbf2d740fa95e077354b3,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-35 0000.CSV,274461,620620a45fec31db00a899851cbe8e2b6b93a80160696bd8b72fcb59cf0041d7,620620a45fec31db00a899851cbe8e2b6b93a80160696bd8b72fcb59cf0041d7,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-36 0000.CSV,268102,ea19858868745df6c062bf491f32ab58bc8d5bf5502a53c37b3a82a6e14c89ac,ea19858868745df6c062bf491f32ab58bc8d5bf5502a53c37b3a82a6e14c89ac,HASH_MATCH
local:hasebe_v3_root,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-37 0000.CSV,271262,385f1e1a7f654a3adfafa5d42b11800218e6c886adb2c16d610429c552992adb,385f1e1a7f654a3adfafa5d42b11800218e6c886adb2c16d610429c552992adb,HASH_MATCH
