specimen_id,domain_id,primary,raw_relative_path,raw_sha256,raw_size,parse_status,parse_error,internal_title,title_matches_canonical,canonical_workbook_crosscheck_count,n_rows,sampling_hz,columns,units,peak_row,extension_finite_fraction,extension_min,extension_max,load_finite_fraction,load_min,load_max,strain_fl_finite_fraction,strain_fl_min,strain_fl_max,strain_fr_finite_fraction,strain_fr_min,strain_fr_max,strain_bl_finite_fraction,strain_bl_min,strain_bl_max,strain_br_finite_fraction,strain_br_min,strain_br_max
c16-1,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-1 0000.CSV,818460de27a8717185d56e76a574098d61fabb48b01b6ca0b5f6c2ea1c00d747,146532,PASS,,c16-1,true,3,2394,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2079,1,-0.67406250000000001,0.00093749999999999997,1,-1.315625,-0.00093749999999999997,1,-2309.375,131.25,1,-2853.125,151.5625,1,-3693.75,23.4375,1,-3925,20.3125
c16-10,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-10 0000.CSV,4f2171e8a36a224ab16842e12f67ea3c08f71838b275d107211a73ba737d1ebd,161942,PASS,,c16-10,true,3,2628,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2223,1,-0.73250000000000004,0.0018749999999999999,1,-1.520313,0.00031250000000000001,1,-3500,15.625,1,-3306.25,17.1875,1,-4215.625,18.75,1,-4129.6880000000001,14.0625
c16-11,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-11 0000.CSV,8edffddf0cd968a2938f6ec179c75a31f6e63371357268665479633ed66a675b,153522,PASS,,c16-11,true,3,2493,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2147,1,-0.67718750000000005,0.0025000000000000001,1,-1.400625,-0.00062500000000000001,1,-3096.875,51.5625,1,-3039.0630000000001,54.6875,1,-3915.625,268.75,1,-3839.0630000000001,295.3125
c16-12,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-12 0000.CSV,716eedcb3aa7d4e51e8ed55065326cc28dda16a97801d225c9c8dba9fcc70618,183690,PASS,,c16-12,true,3,2973,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2583,1,-0.82999999999999996,0.0037499999999999999,1,-1.6565620000000001,0,1,-3942.1880000000001,67.1875,1,-3987.5,59.375,1,-4131.25,54.6875,1,-4151.5630000000001,53.125
c16-13,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-13 0000.CSV,14e8c964a020c176b704fcedecc22b1bcf1af533e3499c213b1980f09fe329de,302699,PASS,,c16-13,true,3,4830,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4348,1,-1.430625,0.0043750000000000004,1,-3.1878129999999998,-0.0018749999999999999,1,-7229.6880000000001,329.6875,1,-7039.0630000000001,17.1875,1,-10720.309999999999,267.1875,1,-9976.5630000000001,14.0625
c16-14,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-14 0000.CSV,21efdc3cbee7d6b0e4510cdc1355991315bb814743d961ca89fb8c216fe703cd,289119,PASS,,c16-14,true,3,4581,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4140,1,-1.3853120000000001,0.0050000000000000001,1,-3.1706249999999998,-0.0018749999999999999,1,-7354.6880000000001,1321.875,1,-7398.4380000000001,21.875,1,-7842.1880000000001,51198.440000000002,1,-9081.25,20.3125
c16-15,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-15 0001.CSV,4300dd62eaf8f13a8b1ac297a224770cfd00ab173bf29825ae58e1acf0e291cd,274750,PASS,,c16-15,true,3,4353,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,3991,1,-1.3187500000000001,0.0046874999999999998,1,-3.0228130000000002,-0.0025000000000000001,1,-7418.75,34.375,1,-7273.4380000000001,17.1875,1,-8854.6880000000001,98.4375,1,-7925,1.5625
c16-16,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-16 0000.CSV,81a3161ea555f07696e6cc705d73fb24774d28be0d0b41b311c8756ce489f51f,279522,PASS,,c16-16,true,3,4455,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4027,1,-1.3162499999999999,0.0037499999999999999,1,-3.0887500000000001,-0.00125,1,-7946.875,260.9375,1,-8156.25,570.3125,1,-7318.75,92.1875,1,-7228.125,10.9375
c16-17,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-17 0000.CSV,10d2fc20713a67d6e25de8e09c23ee29d6765b96d4c5cd485d7a46fb74057b2d,290008,PASS,,c16-17,true,3,4617,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4156,1,-1.376563,0.0040625000000000001,1,-3.1821869999999999,-0.0028124999999999999,1,-8146.875,32.8125,1,-7901.5630000000001,17.1875,1,-7943.75,568.75,1,-7771.875,218.75
c16-18,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-18 0002.CSV,e0e19c824a82fd42e8eba496fc0fa2e466e68a9c54574d7f74b7659d709ff540,305568,PASS,,c16-18,true,3,4836,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4426,1,-1.47,0.0043750000000000004,1,-3.3693749999999998,-0.0015625000000000001,1,-8464.0630000000001,35.9375,1,-8532.8130000000001,15.625,1,-8701.5630000000001,18.75,1,-8643.75,12.5
c16-19,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-19 0000.CSV,7672e57a64068c3718c59a8ca879e3a752199ad5845132a4be3c817fef6c3f28,170961,PASS,,c16-19,true,3,2751,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2283,1,-0.76656250000000004,0.0040625000000000001,1,-1.5446880000000001,-0.0021875000000000002,1,-3475,39.0625,1,-3403.125,23.4375,1,-4035.9380000000001,21.875,1,-3951.5630000000001,12.5
c16-2,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-2 0000.CSV,411dc9d58b3c7b7a543067d044d28ca15c28d3b8d28b4f055972301cce2e16a3,163745,PASS,,c16-2,true,3,2619,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2229,1,-0.73250000000000004,0.0018749999999999999,1,-1.5109379999999999,0.00125,1,-3135.9380000000001,107.8125,1,-3209.375,120.3125,1,-4501.5630000000001,-12.5,1,-4354.6880000000001,-29.6875
c16-20,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-20 0000.CSV,7e95b326e76d0665ebfadbca3eaea0e01ccf4b41275c586afe5ba724dd36a68d,170196,PASS,,c16-20,true,3,2751,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2256,1,-0.74343749999999997,0.0040625000000000001,1,-1.4728129999999999,-0.0015625000000000001,1,-3076.5630000000001,32.8125,1,-3470.3130000000001,9.375,1,-3776.5630000000001,23.4375,1,-3837.5,26.5625
c16-21,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-21 0000.CSV,718e21ee76dcb5127f17411e1b22b8be10968885147f08f460affda26bc047ce,157175,PASS,,c16-21,true,3,2601,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2215,1,-0.703125,0.0040625000000000001,1,-1.2637499999999999,-0.0021875000000000002,1,-3014.0630000000001,195.3125,1,-2451.5630000000001,167.1875,1,-3571.875,15.625,1,-3204.6880000000001,14.0625
c16-22,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-22 0000.CSV,a621c20a4ef36e1a55939921d31d9e54918db2472272adddf5573fa21014058b,277452,PASS,,c16-22,true,3,4407,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,3999,1,-1.3031250000000001,0.0040625000000000001,1,-2.9871880000000002,-0.0021875000000000002,1,-6751.5630000000001,42.1875,1,-6817.1880000000001,196.875,1,-8687.5,10.9375,1,-8282.8130000000001,0
c16-23,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-23 0000.CSV,0fd21195d955ebc8c43da7ffd8303d09c919e1acf3974e28cb54036e3eeb97fa,283196,PASS,,c16-23,true,3,4518,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4176,1,-1.35375,0.0031250000000000002,1,-3.1215630000000001,-0.0018749999999999999,1,-8753.125,35.9375,1,-8498.4380000000001,17.1875,1,-7464.0630000000001,21.875,1,-7412.5,503.125
c16-24,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-24 0000.CSV,936c6ea19cf0e1cd8f9b23e441b5083a6f5627297d9b155d24fba11e3852f2c2,310873,PASS,,c16-24,true,3,4992,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4587,1,-1.517188,0.0034375,1,-3.2337500000000001,-0.0031250000000000002,1,-8615.625,478.125,1,-8420.3130000000001,640.625,1,-7768.75,31.25,1,-7626.5630000000001,25
c16-25,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-25 0000.CSV,78550f83eee2fdf4acb5b1fd152409f8036346fa36bab5509eb36b6c917d2616,137634,PASS,,c16-25,true,3,2244,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1896,1,-0.60781249999999998,0.0025000000000000001,1,-1.2446870000000001,-0.00062500000000000001,1,-1932.8130000000001,178.125,1,-2810.9380000000001,123.4375,1,-3132.8130000000001,65.625,1,-3123.4380000000001,59.375
c16-26,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-26 0000.CSV,3edc4d00509340beb1aa8e16fb5bfceabead0abd0353ebe2d39e10e8a741020f,137763,PASS,,c16-26,true,3,2223,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1852,1,-0.59999999999999998,0.0021875000000000002,1,-1.262813,0.00062500000000000001,1,-2671.875,9.375,1,-2025,-3.125,1,-3754.6880000000001,154.6875,1,-2195.3130000000001,4.6875
c16-27,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-27 0000.CSV,e2d9ccc6c4269a22a29ce402aab3e724814beadd1f28b3c40b39490fcb9b6912,155738,PASS,,c16-27,true,3,2505,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2132,1,-0.698125,0.0015625000000000001,1,-1.4281250000000001,0,1,-3334.375,10.9375,1,-2873.4380000000001,6.25,1,-4192.1880000000001,20.3125,1,-3553.125,14.0625
c16-28,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-28 0000.CSV,304ab09c1d9c7d099e32bdedb7cfe4b3e3d6445e376ec7005a2102057bab9c50,287528,PASS,,c16-28,true,3,4581,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4189,1,-1.389688,0.0018749999999999999,1,-3.09375,-0.00093749999999999997,1,-7503.125,51.5625,1,-7485.9380000000001,576.5625,1,-8171.875,454.6875,1,-8031.25,51.5625
c16-29,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-29 0000.CSV,62ea698cfe49fec17126cee779ddb41a3b987162f3f7ad028fe0ed4500a30e37,271675,PASS,,c16-29,true,3,4335,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,3931,1,-1.2943750000000001,0.0015625000000000001,1,-2.9925000000000002,0.00093749999999999997,1,-7114.0630000000001,514.0625,1,-7182.8130000000001,746.875,1,-8198.4380000000001,21.875,1,-8079.6880000000001,9.375
c16-3,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-3 0000.CSV,b765cef38eb0fa3ef65ff632eb5fc2a12f6d5ab358aa98312aab8083312fc880,132791,PASS,,c16-3,true,3,2154,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1796,1,-0.58687500000000004,0.0037499999999999999,1,-1.1912499999999999,-0.00093749999999999997,1,-2093.75,154.6875,1,-2432.8130000000001,64.0625,1,-3437.5,51.5625,1,-3634.375,56.25
c16-30,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-30 0000.CSV,f95261dfb32cc6f3df59b22c0d4d65e49f62afb1a4a008fb97f1c24ff95dc0c1,293453,PASS,,c16-30,true,3,4632,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,4119,1,-1.3734379999999999,0.0018749999999999999,1,-3.1568749999999999,0,1,-8450,121.875,1,-8282.8130000000001,-7.8125,1,-8064.0630000000001,0,1,-8584.375,-9.375
c16-32,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-32 0000.CSV,57baa28f6317e5b20fe506ed4b67141c50391c52447ead5b275c2f8d8b1d501c,145685,PASS,,c16-32,true,3,2358,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1980,1,-0.63749999999999996,0.0015625000000000001,1,-1.321563,-0.00062500000000000001,1,-2857.8130000000001,56.25,1,-2835.9380000000001,42.1875,1,-3762.5,187.5,1,-3659.375,320.3125
c16-33,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-33 0000.CSV,559bbdabcf36e8b189ff1cebbcabfecd065848624fc6aa695459d0c40d2692a6,132321,PASS,,c16-33,true,3,2121,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1754,1,-0.57187500000000002,0.0018749999999999999,1,-1.1740630000000001,0.00125,1,-2598.4380000000001,-12.5,1,-2646.875,-20.3125,1,-3628.125,101.5625,1,-3478.125,126.5625
c16-34,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-34 0000.CSV,11e3620c022fd65831cb3e1771bf6f7cc098ab33894a8ba6e1460254035c9438,142910,PASS,,c16-34,true,3,2337,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1995,1,-0.64749999999999996,0.0025000000000000001,1,-1.2309380000000001,0.00125,1,-2285.9380000000001,314.0625,1,-2668.75,20.3125,1,-3775,20.3125,1,-3790.625,12.5
c16-35,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-35 0000.CSV,bbf3f5f9b7db92b2e87ffa9858a93f77a492b5524a388824484c0f5f9d3d30bb,152764,PASS,,c16-35,true,3,2472,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2184,1,-0.71531250000000002,0.0025000000000000001,1,-1.48875,0,1,-3478.125,18.75,1,-3356.25,14.0625,1,-3951.5630000000001,126.5625,1,-3884.375,275
c16-36,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-36 0000.CSV,a0104a09f7194a373c21e08649022e6ba321713acde778a7ddb18a8590951964,179446,PASS,,c16-36,true,3,2907,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2482,1,-0.82468750000000002,0.0043750000000000004,1,-1.7262500000000001,0.00062500000000000001,1,-4084.375,18.75,1,-4064.0630000000001,12.5,1,-4428.125,371.875,1,-4551.5630000000001,423.4375
c16-37,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-37 0000.CSV,97e7faca8c828822b158425578d6d154790810ed7b844e8584609e7ed9d72027,186513,PASS,,c16-37,true,3,2997,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2673,1,-0.86750000000000005,0.0021875000000000002,1,-1.8374999999999999,0.00031250000000000001,1,-4395.3130000000001,20.3125,1,-3803.125,6.25,1,-4637.5,276.5625,1,-4681.25,339.0625
c16-38,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-38 0000.CSV,e50bb1fe08110483f9bb370b57ecdd15c6855d49e5ac15f73aefa1151c9ad2b9,216420,PASS,,c16-38,true,3,3450,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,3077,1,-1.01,0.0053125000000000004,1,-2.3446880000000001,-0.00093749999999999997,1,-5606.25,78.125,1,-5685.9380000000001,48.4375,1,-5900,204.6875,1,-5637.5,248.4375
c16-39,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-39 0000.CSV,7dcfabab3e9a03915b395c793f2c79851f66188a6e0049fb4c97681bdfb10e4e,155768,PASS,,c16-39,true,3,2511,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2107,1,-0.69406250000000003,0.0046874999999999998,1,-1.4753130000000001,-0.00031250000000000001,1,-3167.1880000000001,101.5625,1,-3453.125,187.5,1,-3926.5630000000001,20.3125,1,-4084.375,20.3125
c16-4,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-4 0000.CSV,01e376960da93b67ca87430396e5b80ad8e08c6292f145a07fe25d115049be7c,152698,PASS,,c16-4,true,3,2433,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1872,1,-0.69781249999999995,0.0018749999999999999,1,-1.3065629999999999,0,1,-2742.1880000000001,45.3125,1,-2692.1880000000001,43.75,1,-8548.4380000000001,64.0625,1,-8515.625,57.8125
c16-40,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-40 0000.CSV,8c2ae4811bfb59fe984ec87e155dcc182d29fa9b6e884bd85395379cc348c444,275786,PASS,,c16-40,true,3,4374,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,3991,1,-1.301563,0.0053125000000000004,1,-2.9565630000000001,0.00031250000000000001,1,-7170.3130000000001,29.6875,1,-6826.5630000000001,15.625,1,-7754.6880000000001,18.75,1,-7478.125,6.25
c16-41,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-41 0000.CSV,d17e7aff16b670b2799474311ae008009359cfb314f6ca38c882e7f2677da006,180500,PASS,,c16-41,true,3,2889,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2415,1,-0.81437499999999996,0.0046874999999999998,1,-1.7337499999999999,-0.0015625000000000001,1,-3976.5630000000001,82.8125,1,-4000,21.875,1,-4706.25,21.875,1,-4153.125,12.5
c16-42,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-42 0000.CSV,cc926ffaf8971ba57b6256465d2c9dc467732759b2f4dce594323b45035fd158,198809,PASS,,c16-42,true,3,3192,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2827,1,-0.90593749999999995,0.0046874999999999998,1,-2.0221879999999999,0.00031250000000000001,1,-4826.5630000000001,420.3125,1,-5207.8130000000001,300,1,-4765.625,21.875,1,-5117.1880000000001,17.1875
c16-43,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-43 0000.CSV,26b231f4c9816afd6f8c7577a4c2cb6131c444b39b1a96ca8ae1a74f084da1e8,150496,PASS,,c16-43,true,3,2409,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2067,1,-0.67812499999999998,0.0056249999999999998,1,-1.504688,-0.00062500000000000001,1,-3496.875,29.6875,1,-3476.5630000000001,23.4375,1,-4059.375,17.1875,1,-4009.375,10.9375
c16-44,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-44 0000.CSV,b165a4be47b66319c66becc75e14d96bd556df5fdd6f4bc926edd18e839f611c,147994,PASS,,c16-44,true,3,2433,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2081,1,-0.61124999999999996,0.00125,1,-1.2925,0.0018749999999999999,1,-2265.625,134.375,1,-3054.6880000000001,115.625,1,-3565.625,23.4375,1,-3710.9380000000001,18.75
c16-45,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-45 0000.CSV,9cf1f4773b68fe03abed31e87c929983040a5d19d249aaad28099fcdb14eb678,129848,PASS,,c16-45,true,3,2118,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1724,1,-0.52812499999999996,0.00093749999999999997,1,-0.90156250000000004,0.0021875000000000002,1,-1218.75,65.625,1,-1212.5,7.8125,1,-2700,9.375,1,-3482.8130000000001,6.25
c16-46,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-46 0000.CSV,1971f737c8da8286a09bc02208fbed1aff9249f5faf0c8b47d202ea2611bcb82,187225,PASS,,c16-46,true,3,3042,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1810,1,-0.83531250000000001,0.0015625000000000001,1,-0.86562499999999998,0.0028124999999999999,1,-2501.5630000000001,42.1875,1,-1245.3130000000001,37.5,1,-3360.9380000000001,32.8125,1,-2328.125,35.9375
c16-47,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-47 0000.CSV,0c0fad95890c88dedd267ce5030ee8e44459e1287afcab385d2b19dd9baf6341,156331,PASS,,c16-47,true,3,2544,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2152,1,-0.73750000000000004,0.00031250000000000001,1,-1.1840630000000001,0.0028124999999999999,1,-2135.9380000000001,35.9375,1,-1892.1880000000001,43.75,1,-3900,23.4375,1,-3214.0630000000001,28.125
c16-48,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-48 0000.CSV,26bb9b2eb68820af2fec3b6adba22beb43cd5ced1802d53810be2d64c4e5538e,158213,PASS,,c16-48,true,3,2613,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2260,1,-0.72812500000000002,0.0021875000000000002,1,-1.2740629999999999,0.0021875000000000002,1,-2404.6880000000001,17.1875,1,-2209.375,178.125,1,-4018.75,17.1875,1,-3506.25,34.375
c16-49,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-49 0000.CSV,5f4782744b02dd3573d03f3b4063d8b7ce9d07c00413ae2a2cd1257cb156a621,171170,PASS,,c16-49,true,3,2769,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2286,1,-0.76124999999999998,0.00031250000000000001,1,-1.4103129999999999,0.0031250000000000002,1,-1712.5,10.9375,1,-3450,14.0625,1,-4620.3130000000001,0,1,-4401.5630000000001,170.3125
c16-5,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-5 0000.CSV,c46c1cf6e88f9169ce03a0a71dea48985b0a58efe30c057da7216fadb680a187,168507,PASS,,c16-5,true,3,2730,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2344,1,-0.75531250000000005,0.0015625000000000001,1,-1.6759379999999999,0.00031250000000000001,1,-3676.5630000000001,201.5625,1,-3740.625,243.75,1,-4651.5630000000001,7.8125,1,-4409.375,7.8125
c16-50,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-50 0000.CSV,0804e8d59475aeedc59b8a77c906efae3a2970cd3a61c65f89db8b88b95c252e,159576,PASS,,c16-50,true,3,2604,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2044,1,-0.66812499999999997,0.00125,1,-1.1159380000000001,0.0028124999999999999,1,-2362.5,35.9375,1,-3151.5630000000001,32.8125,1,-3070.3130000000001,28.125,1,-3315.625,23.4375
c16-51,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-51 0000.CSV,fe9d7e5a37a5e53fb9a2c67a434be4d79e43017918cb31039ff34c9a975e4b92,140118,PASS,,c16-51,true,3,2298,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1891,1,-0.59781249999999997,0.0015625000000000001,1,-1.0390630000000001,0.0021875000000000002,1,-2492.1880000000001,32.8125,1,-1657.8130000000001,32.8125,1,-3232.8130000000001,26.5625,1,-2803.125,207.8125
c16-52,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-52 0000.CSV,408a60f973d35103ca342c8f21b785c5572119491fa080c0f74cd6314e9b575a,129796,PASS,,c16-52,true,3,2130,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1721,1,-0.551875,0.00093749999999999997,1,-1.0009380000000001,0.0025000000000000001,1,-2198.4380000000001,17.1875,1,-1976.5630000000001,29.6875,1,-3053.125,7.8125,1,-2829.6880000000001,93.75
c16-53,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-53 0000.CSV,786492de6b4da518aa69f2f5ad746daedf6e3ffa1da5af0b675595c998bc71d0,150514,PASS,,c16-53,true,3,2433,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2040,1,-0.70125000000000004,0.00093749999999999997,1,-1.2606250000000001,0.0025000000000000001,1,-3625,10.9375,1,-3217.1880000000001,7.8125,1,-3264.0630000000001,0,1,-3262.5,-1.5625
c16-54,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-54 0000.CSV,f004460253ce503c2a3f3395095b488525a617bff8e8925c62b10064f613c372,149725,PASS,,c16-54,true,3,2442,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2036,1,-0.65656250000000005,0.00093749999999999997,1,-1.2246870000000001,0.0028124999999999999,1,-2645.3130000000001,32.8125,1,-2842.1880000000001,29.6875,1,-3495.3130000000001,26.5625,1,-3473.4380000000001,76.5625
c16-55,,false,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-55 0000.CSV,b2358bb1e5e4f1b7a6315082fac3422bb9a545ed866422a46d4bca09cc2d2e99,133898,PASS,,c16-55,true,3,2190,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,1885,1,-0.62031250000000004,0.0018749999999999999,1,-1.2093750000000001,0.0025000000000000001,1,-2809.375,23.4375,1,-2884.375,20.3125,1,-3371.875,10.9375,1,-3265.625,34.375
c16-6,yfxyg8jm46,true,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-6 0000.CSV,31bd1e9e202561575d6111d465345ff8a482b7ecd1c83fcb59844cf8c5b8f9fd,147763,PASS,,c16-6,true,3,2379,50,Extension|Load|Strain-FL|Strain-FR|Strain-BL|Strain-BR,V|V|με|με|με|με,2020,1,-0.6746875,0.0021875000000000002,1,-1.36375,0.00093749999999999997,1,-3000,14.0625,1,-2890.625,23.4375,1,-4009.375,17.1875,1,-3732.8130000000001,1.5625
