specimen_id,view,file_id,relative_path,sha256,size,integrity_status,local_bytes_verified,input_forbidden
c24-55,back,74b79b32-9d6a-4f6c-8814-3e06114634bb,8scdmfdcfb/v3/3_Specimen image/c24-55_back.jpg,3506a7932c633e73bbb96a38759f1353e9ae5c6e0f90b61f261a0b46a3980e68,2026397,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-55,front,e4798198-0f27-4ece-a810-8862a5dbc4ff,8scdmfdcfb/v3/3_Specimen image/c24-55_front.jpg,83c89c74c8bf0c206df070fd37a10a16a7e08dd7099f7701720c98b9031dd8f1,1938070,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-56,back,1694034e-19c8-49da-bec2-e1042ca98c36,8scdmfdcfb/v3/3_Specimen image/c24-56_back.jpg,e2648cf2cb13d6cf180d82e4e8867a32e87ee08313d30bc853893e899f3f3092,1916058,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-56,front,e9acbc5b-e605-4851-b7c8-a7612ddfacc2,8scdmfdcfb/v3/3_Specimen image/c24-56_front.jpg,c9d7ef70474ff49dde01d772f672538048c6d6ad4e10e22a89f64265b44ea8c0,1951143,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-57,back,eb6fff60-159d-4f1b-b443-b21d61ccae5f,8scdmfdcfb/v3/3_Specimen image/c24-57_back.jpg,9ecac2b10065a3b4d3645108d42fdad933a1df7688cd2d0412e4b43757f5d62f,1972440,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-57,front,e04bc20a-5603-44bf-bfd5-52fcf594fa16,8scdmfdcfb/v3/3_Specimen image/c24-57_front.jpg,ed631814d30392bd22132ea00214efce6435f89a0d3673f1c4d7506c0ba7a41d,1926335,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-58,back,024d116b-cb18-4ebb-938e-f69137f744a4,8scdmfdcfb/v3/3_Specimen image/c24-58_back.jpg,f63e44499fc01b900c485f9db524488fc7a75b24467c493bfab0c946db939a79,1917026,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-58,front,239da3fb-303c-48ce-bc45-6424711d3617,8scdmfdcfb/v3/3_Specimen image/c24-58_front.jpg,f608235cbdec2cac3fc5c23eabb466f3034e242d819e566899090de725cee50b,1927017,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-59,back,12ac1bc3-d3fe-44bc-9e9a-c64beb793a1e,8scdmfdcfb/v3/3_Specimen image/c24-59_back.jpg,8bf99c748067e3b3679b726f41aa09b8de1da3bc90fad91a9f5b212062d0c145,1929257,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-59,front,d83e3690-e817-4e37-abcd-bf4b87d1b03c,8scdmfdcfb/v3/3_Specimen image/c24-59_front.jpg,1ab1573e925012946af4e5096315079772e646412aa2b70f920a61cdcf7bcaf9,1947741,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-6,back,a65af206-9d3e-4175-b0d0-1fb0afc0e076,8scdmfdcfb/v3/3_Specimen image/c24-6_back.jpg,9dea66c2ae48edf9e1e346bb81f9dfede2792c61276410cacabb27afc2b033fb,2264759,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-6,front,e4db607e-1b8f-4f38-a31f-06f294c56c38,8scdmfdcfb/v3/3_Specimen image/c24-6_front.jpg,cd3fd68c9e21c0796274c6d90b949738b0151ac4d2cb24cc24e16f33f6ab05b4,1857556,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-60,back,360f86b7-3b52-4360-b7d4-abce5d3083d3,8scdmfdcfb/v3/3_Specimen image/c24-60_back.jpg,cfec7721f35f4e35819a44a1113f602bbeec283dc317c356081a145b4d445b72,1953195,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-60,front,e68e7600-dfa1-42be-92a0-b61ccfae7f4b,8scdmfdcfb/v3/3_Specimen image/c24-60_front.jpg,af1a631f817fe200657d53ff000a3b6d81e8b7897cb1af7fc525666afe12cf4b,2317590,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-61,back,1937e363-ed7b-457c-afcc-92e604e9a1d6,8scdmfdcfb/v3/3_Specimen image/c24-61_back.jpg,c28ee199a788d8ff02ada8aab3b920059661f4fd86ce2d522c29899dd91aaf72,1852213,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-61,front,60b0a986-e02a-4d19-8ca4-c588acb23a3c,8scdmfdcfb/v3/3_Specimen image/c24-61_front.jpg,6f0e2001d995f545f96efc241e36217284284d4984e84817e7328caa9e0f0688,2312313,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-62,back,814a4f84-dd13-4f84-b714-ae95e80c8a3e,8scdmfdcfb/v3/3_Specimen image/c24-62_back.jpg,716b6dc3ddcba71c393ccd658c44168f8b3991c5712ed1b8ca79c56496316ab7,2337897,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-62,front,92363acf-57e3-44f8-958c-981edf87572f,8scdmfdcfb/v3/3_Specimen image/c24-62_front.jpg,8a38fc0d3ae4810f3e8d313857a93040f99e4b0a13e9ae4ffff55a03a89ea986,2318340,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-63,back,9ccd1e41-3431-459f-9858-407debbebef1,8scdmfdcfb/v3/3_Specimen image/c24-63_back.jpg,db1a55c32354c7b743ae0fb0d8d007270221c71d50551523162ee949be5019d8,2251319,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-63,front,e8d57489-1098-4ade-8804-2526ef870892,8scdmfdcfb/v3/3_Specimen image/c24-63_front.jpg,54a20795984568cf84571270d30afdc7c410414ab7d6f9a4e07246cfe01f9243,2302226,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-64,back,7cfc09bd-a5aa-4bca-a553-9284a906b12a,8scdmfdcfb/v3/3_Specimen image/c24-64_back.jpg,fa43d02d62b3090f5f15c3c65b94c30f1313c1d8b5d2020f37efc06ca23639a7,2380775,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-64,front,6604cc6d-39cc-4e1c-9345-1a6d57c0deda,8scdmfdcfb/v3/3_Specimen image/c24-64_front.jpg,e29ed4e5adac19092017fde9a84f3da690bdafb0df83fa515553674a582323e3,1968034,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-65,back,b4bf7b16-ba7b-4ba7-8173-f73a96ea73a4,8scdmfdcfb/v3/3_Specimen image/c24-65_back.jpg,c8a9b261d45642583f83648e681a9623c59909b6e7a4ff10b552a34d2d834b2d,1969817,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-65,front,51aba2e9-264f-40eb-abfc-20bee105692c,8scdmfdcfb/v3/3_Specimen image/c24-65_front.jpg,53b8f1d6fbb1a22eb182cd87cf9bce2a1ca7aa1daa9752ab4be5346562148e9d,1872834,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-66,back,692c387c-f4a4-4069-bca8-0b6785fde3b8,8scdmfdcfb/v3/3_Specimen image/c24-66_back.jpg,b0b2788bf97669afc0f425750c40557486078bb159afa30496691734c42215ee,1845853,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-66,front,953027a5-7a08-42c0-8bf4-3cfeffa83e13,8scdmfdcfb/v3/3_Specimen image/c24-66_front.jpg,0a7a892d07b5ff0e8abed313e09241d0cd5d2bd08c5f9d8f753932ffeeb34b6a,1903927,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-67,back,cce6caa0-6396-4b54-af1f-0c4df60df2a8,8scdmfdcfb/v3/3_Specimen image/c24-67_back.jpg,7d2c6fd5fe1e6943d9e1a484c67716892e577ed893796bc7d7a1f7d7381c08f3,1855152,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-67,front,22021d68-fedf-408a-8cb6-013af05c5229,8scdmfdcfb/v3/3_Specimen image/c24-67_front.jpg,b9b41f10d482ef54ac9bb3c6137761236c160ecbe24a54fe8908a028237a2f72,1849353,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-68,back,115b78b2-80eb-407d-9cca-74c56c7c79be,8scdmfdcfb/v3/3_Specimen image/c24-68_back.jpg,4fdc9385119361b9895811389d31e410a5035d720865194ca8472d54fedaf9d0,2388042,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-68,front,e8df9807-cdcb-4b16-8753-a970f1d5c958,8scdmfdcfb/v3/3_Specimen image/c24-68_front.jpg,3fe8270f7c6250bb061b5351bf5ebdb494462595b5fdbe458d411c10c6e86653,1844583,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-69,back,6bc6c8ea-47cf-4962-9c9c-877d83857f1f,8scdmfdcfb/v3/3_Specimen image/c24-69_back.jpg,8bdf743df6c77755052f122cbdc6b59d9029979d06d38a56cdbf6bf2e2b5ddec,1859081,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-69,front,89d82d1a-8fb9-4703-a62b-37108274acb6,8scdmfdcfb/v3/3_Specimen image/c24-69_front.jpg,3d49fc227196526baf9c2f1afd83ef55a7a3aa21bad18657ee59be849653719b,1854689,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-6t,back,46e83b82-4b13-4108-98c0-60597a211d94,8scdmfdcfb/v3/3_Specimen image/c24-6t_back.jpg,c9916df347c55bb5e85751ac0f542accd86db084ac6c3fa4039ee02ffaf4ac39,2295132,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-6t,front,a6dd0db9-6b52-43db-9eee-81b51917b0ea,8scdmfdcfb/v3/3_Specimen image/c24-6t_front.jpg,b9a22c1168ae0a20910260e4eb3ffd129a1b67454b93e36865587ce357e498e4,1884436,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-7,back,3cc2fbdb-087c-43cf-b4dc-e802de732f9f,8scdmfdcfb/v3/3_Specimen image/c24-7_back.jpg,50d988a900706d6ed5acefe2b2db410181913e3f4b7374677f19a9ff337f0f4c,1878280,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-7,front,46a3dc40-00bf-448b-9590-fc2fff67767a,8scdmfdcfb/v3/3_Specimen image/c24-7_front.jpg,f8be90dffcf5a8b32356e756fb55d371644001b19720988887c0eb2900961323,1893127,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-70,back,651ec35d-8c75-45f7-8515-31ec950795fc,8scdmfdcfb/v3/3_Specimen image/c24-70_back.jpg,0de27f51b13de50963e6f34b04ed087c3a8d63a2d26042c4ec22297d0c7a3d3c,1847606,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-70,front,9a63d758-c437-4080-a7db-5eb2ad7a9429,8scdmfdcfb/v3/3_Specimen image/c24-70_front.jpg,bb254a86b0d62371dfaca88f4f4b55dacdb9ef7331e351a48a94633c6b968ad1,2308179,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-71,back,40b5c1c9-fc24-4af9-b1de-38ff170ebdbd,8scdmfdcfb/v3/3_Specimen image/c24-71_back.jpg,98eb02c0cd970036a48b910cc43fd903e39d0fc85fe376e336013dae6642ea18,2377012,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-71,front,f2b8ce58-610a-4dc3-8ef6-12f7d020ec75,8scdmfdcfb/v3/3_Specimen image/c24-71_front.jpg,bc4dcf51ee00c05b98f4a008f652c734122672ffc8268c065d7563bf06769f45,2287509,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-73,back,12133828-7d95-4efb-bddd-05582b2d9021,8scdmfdcfb/v3/3_Specimen image/c24-73_back.jpg,5d9cfb6af314848446e0da32cc0af10c97ccfe420c0623e9c3fbfaaf3bcade1b,2004037,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-73,front,20211a3a-1880-4031-9091-1db99ded9294,8scdmfdcfb/v3/3_Specimen image/c24-73_front.jpg,4df3e61cebc6c3689685fc835f21fc3fb087911afe5ebf1fd840ee3957d01a7a,2020923,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-74,back,357bc354-9760-4064-8c9b-1062cec7a1e3,8scdmfdcfb/v3/3_Specimen image/c24-74_back.jpg,f5ce64aa64fa0283d51be92a2b038ff29035cedf6be0ce4f011d0e431891d6c5,2004000,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-74,front,73536f0b-aa1e-485d-aa59-805e98d28188,8scdmfdcfb/v3/3_Specimen image/c24-74_front.jpg,3292913c3c73600bdc7129ed711c0104d414cf1851d798bbbe83267d47947cbf,2026434,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-75,back,bec76611-d79c-468c-969d-f329ff81a40a,8scdmfdcfb/v3/3_Specimen image/c24-75_back.jpg,ee4bfc3aac3ad2fc159dfbe10d5520e1dddd378c3d705cede2ef52b4936c9d70,2143610,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-75,front,b1f26fbe-7e1b-4abb-9e50-e4c65fbdddd9,8scdmfdcfb/v3/3_Specimen image/c24-75_front.jpg,a5ee07e4a736629377dd7ef84438412f84518c16cf7964bab2f4f5bd3c37c1fd,2100135,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-8,back,266462e5-7980-4514-bcac-f4d5f091a2b1,8scdmfdcfb/v3/3_Specimen image/c24-8_back.jpg,036e3b6be52538c8b97523d5104f0ccdf994985021e76805dfe04f5fb01f7d78,1901357,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-8,front,f5454dae-64bd-416c-a693-267507483699,8scdmfdcfb/v3/3_Specimen image/c24-8_front.jpg,acf9a7cfd0f68b50584e9b60d3e806395b788d13e239597a56dfda5031387246,1926535,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-8t,back,62a7acc1-2397-4d77-af2c-87b3753d0cf7,8scdmfdcfb/v3/3_Specimen image/c24-8t_back.jpg,d075fa420525147e813b05cda0fa1add0682ac821797394cb3ee843c4fe60fa3,1945125,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-8t,front,cdc402f4-9bd2-485f-a9c3-c9050e5ec9a8,8scdmfdcfb/v3/3_Specimen image/c24-8t_front.jpg,8b490f2d06b77160d91ed7ee05894d1a05e3575436f84575ac50ee39fed1cba9,1912898,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-9,back,5df2c3bd-6f0b-4f09-ac80-1a350474dce8,8scdmfdcfb/v3/3_Specimen image/c24-9_back.jpg,c6f060250e46860ba5f8f90182acec0b80ebb3ba62cbb675811c391ad9885625,1837931,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-9,front,1d94f259-0abd-499c-96b3-5bcc75d4e4ef,8scdmfdcfb/v3/3_Specimen image/c24-9_front.jpg,6d3bbaa274fa4eedd5447d8c7f2af17e0e768f61f36c92b59ed85bde2b99f66b,1848668,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-9t,back,32ae5381-e970-4e1c-91f1-c181d4fd71b5,8scdmfdcfb/v3/3_Specimen image/c24-9t_back.jpg,f34bfbea8a966b72ed551cb0b3d6303d07f0cd7c8db8e310558ba2ed1c132086,1851155,REMOTE_OFFICIAL_HASH_BOUND,false,true
c24-9t,front,a39ab7f4-d0f6-482e-add9-79d6851d849f,8scdmfdcfb/v3/3_Specimen image/c24-9t_front.jpg,12f9561c6d8409d701e6742c775743b43264d4aae639969f6be0ad257794bcc1,1885624,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-10t,back,14312f88-e5a7-4adf-94fd-429995009d33,8scdmfdcfb/v3/3_Specimen image/c8-10t_back.jpg,5fa8c259fb240b72d0a958a1a61bb986a93631a9b001cadc860eebe64734b7e2,1980086,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-10t,front,095514b2-37c8-4f35-b2fb-3bce5038851a,8scdmfdcfb/v3/3_Specimen image/c8-10t_front.jpg,f8a439cce59409caf043f65f9407de208e6fa2c248e92f6e19d4e2f36f945535,1947924,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-11,back,998f1819-a450-467e-a939-59c72a3c3c6e,8scdmfdcfb/v3/3_Specimen image/c8-11_back.jpg,2fed7c53b8baf131d47a0796beec37d9ecbbfe22c4047e304ba1b322efb9aec8,1786589,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-11,front,d0181271-9d09-419b-8856-4c9fd83a9c5f,8scdmfdcfb/v3/3_Specimen image/c8-11_front.jpg,802e72b0f7221423bb14820ec8ffa496143cbab3ac8d5926529d39b00668f5c8,1773823,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-11t,back,a9138476-da19-43d8-960b-53c86998c26e,8scdmfdcfb/v3/3_Specimen image/c8-11t_back.jpg,bea3fda7f1527850e43a6b4e88bd0fa28a861f4506bd9359506c72ae2a061a71,2033500,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-11t,front,9169c9af-80c6-4f14-a4e1-bbe9e7154eef,8scdmfdcfb/v3/3_Specimen image/c8-11t_front.jpg,cfb98d1c460631d0f24024d0271d3bab710300fc8fe0cbfe2acc5bdbbd16fdc7,1983516,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-12,back,41254824-1b32-4317-83ac-27e7554160a0,8scdmfdcfb/v3/3_Specimen image/c8-12_back.jpg,8496ec0166ec45c938115ed58e2543f79a2a0b28d942a41c4ceae0c59c308507,2138955,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-12,front,3e716215-9d72-476d-88d4-99278f03568f,8scdmfdcfb/v3/3_Specimen image/c8-12_front.jpg,4af59c580d9c0e1aa36c86f4d76c1517f33ccd49fd85b66c2bfdbc0bec561020,2157395,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-12t,back,25030c6e-ba98-495d-8647-dfea0a994d81,8scdmfdcfb/v3/3_Specimen image/c8-12t_back.jpg,ad87ccf81a53245ecac0a99c55f0cfe48753608bfba150c9651933f87e4ab6f7,2136206,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-12t,front,aed2563b-9f34-4f12-b21c-12bc9de5d02f,8scdmfdcfb/v3/3_Specimen image/c8-12t_front.jpg,dfc8c5691b44f12ca1b542306147442607911cf048909d6dc890f27298d578a0,1963487,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-13,back,80b4ec8e-d3e0-4263-a9b2-6575f78ec3d7,8scdmfdcfb/v3/3_Specimen image/c8-13_back.jpg,35dae2d51a1b795774ac919da0c894e1daea7d97eb6932e6fea93fd80c8364b7,1825580,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-13,front,a02d59f6-bdaa-42b7-a71e-7c44f97fa749,8scdmfdcfb/v3/3_Specimen image/c8-13_front.jpg,df383b5e91af2e1a71954a851a11847ba283634377118acb366bd386615ed31e,1795060,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-14,back,a3d53648-2b8d-4f2b-865b-ff201dd76d9a,8scdmfdcfb/v3/3_Specimen image/c8-14_back.jpg,3c41514b12cef7d9626aa390af370f94ebf38beeca411e41963d52b3f9114429,1833311,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-14,front,9441b374-0dfb-48c7-9014-ea0005a0ff08,8scdmfdcfb/v3/3_Specimen image/c8-14_front.jpg,a52eb9b53a0e83958e2970d1ff61fb6f39cef0e83ed96a9890880d4ce92bfc6f,1816284,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-15,back,625b72fe-2866-49f4-997b-8db470bc2d0b,8scdmfdcfb/v3/3_Specimen image/c8-15_back.jpg,9958ecf8190be3a1109deedc7471f65df8f1d14fd268796ab82964f6f91881d6,1919814,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-15,front,7b787462-450c-4fe2-8beb-a721691464d2,8scdmfdcfb/v3/3_Specimen image/c8-15_front.jpg,e8fe28f5bc418349eb0fcb4a77993766b6a62c800d20b526c9e779caf254e77e,1861256,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-16,back,89dccb03-9820-42fb-b6c7-d34f581c4605,8scdmfdcfb/v3/3_Specimen image/c8-16_back.jpg,a821615a10ed9260dfd100e484c009171fcc4602654dbacbdb9ce6dd4ea1d1f1,1882721,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-16,front,e38a14b0-48fd-4a55-88b0-333550b12108,8scdmfdcfb/v3/3_Specimen image/c8-16_front.jpg,86954c425934dbbb362149a2f89a9b7ca445536fceeb8205021669e7ce36c4a3,1863638,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-17,back,18f3bdbf-2993-490e-ae07-3a94ff211c9f,8scdmfdcfb/v3/3_Specimen image/c8-17_back.jpg,28f2cee04eec9c5015c0e4444be91e8fa7923ae08cd177151e4eaf029c77d84c,1786990,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-17,front,5869bb5a-b16c-45ae-b55d-a479c293e29d,8scdmfdcfb/v3/3_Specimen image/c8-17_front.jpg,f6a1bd37192475afa21c165322ce46a283cd231a2b991eb99f477b03aa9305e2,1802708,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-18,back,b31f1768-b47e-4b40-b44b-7e44f1ad543b,8scdmfdcfb/v3/3_Specimen image/c8-18_back.jpg,72a9c570591c04822b8919b37b45eafbf43b169a873152ef1758dccb93efe121,1821871,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-18,front,4d52d32d-1de4-4056-9be5-a4eb24483d79,8scdmfdcfb/v3/3_Specimen image/c8-18_front.jpg,d9e8f0375a6c5d81675fd6f5d62652bc2e7ed20e7e24a831c5ea0bee73b2f3c6,1827589,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-19,back,080f1f0d-c5fc-4199-8baf-767484c39ae0,8scdmfdcfb/v3/3_Specimen image/c8-19_back.jpg,cbf5142ee199e36b28e8abde819bd2631cc51375452d9e7088cc3e519c1d1ca5,1834909,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-19,front,22ffea22-c00b-4aa2-93d1-434e7c138496,8scdmfdcfb/v3/3_Specimen image/c8-19_front.jpg,3698f3a7d6cfa545ca0c269ca77d8cfc647106fb9a4283427d09614e200535ec,1816986,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-2,back,f44bead4-f24e-47a0-a471-c6fbb1615242,8scdmfdcfb/v3/3_Specimen image/c8-2_back.jpg,b6f8f19146a8316904b553f911bd5122650b276d21b91636d9d8e1291e0e3bb6,2437207,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-2,front,3105e586-dea5-4e4e-8704-83956ebf7b07,8scdmfdcfb/v3/3_Specimen image/c8-2_front.jpg,97f637d587f48529fbdda5378aefbe6a09cc8fb393cca9262cefa18e6707fef3,2314121,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-20,back,acfa1c56-8732-4a0a-b900-71e2dfdd0d50,8scdmfdcfb/v3/3_Specimen image/c8-20_back.jpg,6c3050498c48d9e26142151da79aa32f645392373986248073f1a2433a008150,1775080,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-20,front,b2249709-feb1-4f89-bd0d-c8e737bf361d,8scdmfdcfb/v3/3_Specimen image/c8-20_front.jpg,47121a935ba3424f25a8938a3ca4ccc323d3cb7ea0e65f83ee55e550729890d8,1763161,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-21,back,68fe448e-680d-4db1-99eb-eeee790af563,8scdmfdcfb/v3/3_Specimen image/c8-21_back.jpg,0c99b5c272ed83d3d20056e6dc18129e60ab72407d3be9efcaa4574bfe9ac58c,2137184,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-21,front,50727265-9d2b-4adc-8f29-a5a0435f0e49,8scdmfdcfb/v3/3_Specimen image/c8-21_front.jpg,13c6b0262281f1ef8d9be393d4244d23c521041093bbf9ec3c6aeb7af87e70f3,1780631,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-22,back,ba8b2903-8cd4-4d97-a642-ef8b5a3ec4bd,8scdmfdcfb/v3/3_Specimen image/c8-22_back.jpg,559f532484a4cae8d1c970e0d2733c042a2a4d6644562cabbeb322d829fd5ad8,2046529,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-22,front,1a6fcf7d-3837-48f4-aad6-3bb159e1f291,8scdmfdcfb/v3/3_Specimen image/c8-22_front.jpg,ec27c88b9102e0574ad0ceb00b9c96e25d16a323d1a01c484f4f004a19f18066,2159599,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-23,back,603c338b-2402-464a-af04-65c9f0ad43e6,8scdmfdcfb/v3/3_Specimen image/c8-23_back.jpg,2669281c0c4d3bf9e7b4ab5330b5dc852e660b638acab70d5b470a8edce62043,2013376,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-23,front,92a1f2c8-1e5e-4b38-acd0-e3d95e7b98ee,8scdmfdcfb/v3/3_Specimen image/c8-23_front.jpg,903519ecd99e069ee984c949f3d60ad63441432793cc233a2cccd25c7bd37159,2063887,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-24,back,d9685d2a-9a01-4b70-bedf-f02cc3b74a47,8scdmfdcfb/v3/3_Specimen image/c8-24_back.jpg,1c231d27a3a78f62fe8692dcf833bbde4be72322a4c84939886e037eb5ced002,2130768,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-24,front,3ad939f6-043f-4f55-bf48-8fed7b390650,8scdmfdcfb/v3/3_Specimen image/c8-24_front.jpg,1c38507f9171f302002bb3624d7c9d343af7e14c7b9da394b1d655799d4e9cd1,2149063,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-25,back,5a7e4647-1079-40c8-981b-908be68028be,8scdmfdcfb/v3/3_Specimen image/c8-25_back.jpg,60e770f3af45f3f6dad414b2a44190b80cd9c78e0ca7f154786e61a39a777348,1763501,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-25,front,d225a9ed-70cc-47e4-b2f8-3c71f1fc2e66,8scdmfdcfb/v3/3_Specimen image/c8-25_front.jpg,e83756d9e21bf212d13eab56ac4ed9ca5a4e75ac1d02137783730a1f8e358344,1808077,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-26,back,282fc0dd-1338-4fa3-aaa7-dc1f78ced704,8scdmfdcfb/v3/3_Specimen image/c8-26_back.jpg,a8631fd01b1172282d2a31a5d9ea244a42a8eff380eff834fdbb6dcde10a8d05,2140043,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-26,front,84acb0c2-a8ec-471e-8981-414c9da66b49,8scdmfdcfb/v3/3_Specimen image/c8-26_front.jpg,8b7a42ae37c6b9f93a6808f4c33a01e76b5fc7a52355ff8d97507bc673c3c9f9,2142512,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-27,back,fd72eae6-6596-4f92-bcae-847092161baa,8scdmfdcfb/v3/3_Specimen image/c8-27_back.jpg,f13b75140dd3580c40bdc123c41c0e541c8081b02d13e1fcf32d5c76e1ee1080,2136458,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-27,front,6ddfecde-810d-46ff-804e-c51e829738fe,8scdmfdcfb/v3/3_Specimen image/c8-27_front.jpg,6ee9dfacf541f21c40c1ba51c30f47cc22f055d5cd327f27c88cc83fa3837e5a,2110304,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-28,back,b7dbc592-4e7f-489d-aa01-cf3bf6720d18,8scdmfdcfb/v3/3_Specimen image/c8-28_back.jpg,88f11ccd0e0fd87492a5dd5df978062f738e0caa38f5453381b7a1acc7faadcd,2099921,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-28,front,55bd8c41-2f6f-4fa2-8652-a76956e54d0e,8scdmfdcfb/v3/3_Specimen image/c8-28_front.jpg,38de2b522d0a55222fc7b77b74387c7d6948222982ec500d7c20304ccc2ff752,2112163,REMOTE_OFFICIAL_HASH_BOUND,false,true
c8-29,back,491242a4-3362-4051-89c4-ac314ac629c8,8scdmfdcfb/v3/3_Specimen image/c8-29_back.jpg,140dcc9b16e5a59d086c73041a89db9ad465841f2d163d0d79ec41acd2d81791,2028712,REMOTE_OFFICIAL_HASH_BOUND,false,true
