specimen_id,domain_id,raw_relative_path,raw_trace_sha256,source_dataset_id,source_dataset_version,internal_title,title_matches_canonical,identity_rule
c24-9,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-9 0000.CSV,277f194e2f0384d8a3f9daf96058d0f3f1816a8791992189c28cbdd9556a06b5,8scdmfdcfb,3,c24-9,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-9t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-9t 0000.CSV,237bc9a96ae5a800db4a9fc44de591f1733796becc35be4efe9f02571355545f,8scdmfdcfb,3,c24-9t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-10,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-10 0000.CSV,2f70547a66a9dbb9786ce41320a4daf132f676c8c6da5ba9d385182c106b2700,8scdmfdcfb,3,c24-10,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-10t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-10t 0000.CSV,2e995a707ce37b2752e3ded37ac7d040dab35cc4ee20b953d389e7f9c1f5c3a8,8scdmfdcfb,3,c24-10t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-11,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-11 0000.CSV,cd42c529c5ac319ee203917c08d95627275c206d3dab71df5f50a799410434f1,8scdmfdcfb,3,c24-11,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-11t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-11t 0000.CSV,ccf536c948c316ef064ad90b44dc9363f3ef0d53666d0c6fec6e913e87a6c893,8scdmfdcfb,3,c24-11t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-12,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-12 0000.CSV,203a3fdd5eb8df658e2cc5d1244de683a2b52ca2d2050419497a758c7966e22a,8scdmfdcfb,3,c24-112,false,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-12t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-12t 0000.CSV,23990987c296e9fc2ad6739456e95ed1e0b3bd5d4c73eee4ef8b3878841faf81,8scdmfdcfb,3,c24-12t,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-13,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-13 0000.CSV,acd051fd64cb611abe55579ffae0a6e510f5b6ec37f0f9f038e1eafef1d0d8ba,8scdmfdcfb,3,c24-13,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-14,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-14 0000.CSV,1c0f00a72463296369461071c7e4541d67a1bc94667be55dc6e6d022d56c46bd,8scdmfdcfb,3,c24-14,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-15,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-15 0000.CSV,77c6a55abc7bfa8e3ee8883f5578e5e8a583e8875d87853852af991f8c07a423,8scdmfdcfb,3,c24-15,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-16,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-16 0000.CSV,73eb16ad4c5c7aa655402b14854ac5d6417e2defd74f80d945e695f8ccf64113,8scdmfdcfb,3,c24-16,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-17,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-17 0000.CSV,89baaf96adf21f5e263ead1c01916da58712430950495228081828870278e044,8scdmfdcfb,3,c24-17,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-18,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-18 0000.CSV,1d0bcf5834774b804dc4cec6c3ce65991b779993003373bbc633e17f3a29e717,8scdmfdcfb,3,c24-18,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-20,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-20 0000.CSV,8d5c8bbfb3a3bfe19a52f6e993401d555b17765ebf3cc3215fb0580824e9851a,8scdmfdcfb,3,c24-20,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-21,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-21 0000.CSV,082da783c1fc7749b6e67e1a10ed774820202d8dba70ca9040deb65fa5cc8aab,8scdmfdcfb,3,c24-21,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-24,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-24 0000.CSV,94eabcf67b77656f50051ed6b23a08959c31d5bff0fd1c49438fe7975727331e,8scdmfdcfb,3,c24-24,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-25,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-25 0000.CSV,a9fdd00be09dbc5dffe67e301ba1ca0d717b115e6b7c0996ca6ecae748dfd55e,8scdmfdcfb,3,c24-25,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-26,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-26 0000.CSV,06297f01b13b2bb9821c9da3af685dc12e0c4ef4458d9fedf48be5b7c6d6df36,8scdmfdcfb,3,c24-26,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-27,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-27 0000.CSV,8e21516ae8d4fef5649a4100198899ef416d4b4b0afbe6de199360645782e9dc,8scdmfdcfb,3,c24-27,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-28,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-28 0000.CSV,0f208e2d52e0f336f9017f97328f583a6db248ebecb48cef7794954be6e28730,8scdmfdcfb,3,c24-28,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-29,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-29 0000.CSV,524b9b07c7d9d43194b1d46bc89f3925637609f7fefb0aec08825cead85d8918,8scdmfdcfb,3,c24-29,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-30,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-30 0000.CSV,c3bfa130de691fd8ebc82c98b2d1933625bb8d411ffd5935a7413c312a1e87f0,8scdmfdcfb,3,c24-30,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-31,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-31 0000.CSV,c7caf8d49ca82c6c31745654e75b90d87eed5bee7e391a4224f8e166304bc02c,8scdmfdcfb,3,c24-31,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-32,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-32 0000.CSV,8476215d7168aa8f6b3e1cf918a4bf6ace8ab4c8cd5eaeda78c7e5db7c2f6860,8scdmfdcfb,3,c24-32,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-33,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-33 0000.CSV,4670ff8beabe097f564965449115733295f6850f8b4bd95d446fb5f802ba5553,8scdmfdcfb,3,c24-33,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-34,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-34 0000.CSV,74b128ccf3ad00ef3cb2ca3490f55cd12add484aac7fbf2d740fa95e077354b3,8scdmfdcfb,3,c24-34,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-35,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-35 0000.CSV,620620a45fec31db00a899851cbe8e2b6b93a80160696bd8b72fcb59cf0041d7,8scdmfdcfb,3,c24-35,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-36,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-36 0000.CSV,ea19858868745df6c062bf491f32ab58bc8d5bf5502a53c37b3a82a6e14c89ac,8scdmfdcfb,3,c24-36,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-37,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-37 0000.CSV,385f1e1a7f654a3adfafa5d42b11800218e6c886adb2c16d610429c552992adb,8scdmfdcfb,3,c24-37,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-39,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-39 0000.CSV,8fb80b3d7eac4e5ab8490e9b148a0360d93a185b4f28f3bb9858c5f75137e6f3,8scdmfdcfb,3,c24-39,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-40,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-40 0001.CSV,4fa6691feb6407de10314c2e28ef66d1da72432b1090038fba7cdac0efb11b17,8scdmfdcfb,3,c24-40,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-41,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-41 0000.CSV,4c566cc00415f46880a775cd07565f15f6d79955a73d4ffb6d5ed282d199ecb2,8scdmfdcfb,3,c24-41,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-42,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-42 0000.CSV,2d8200ddd26c0e16b6b2d8925dcd83796cf4657f734b6983563fe9e320ba4b0c,8scdmfdcfb,3,c24-42,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-43,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-43 0000.CSV,e98dff07f6b1cf998f1e2f5b74792e736ae9ca1245b45c8c725bbf1772dcdd80,8scdmfdcfb,3,c24-43,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-44,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-44 0000.CSV,ee51dce7e47613eaf86063f6e555ba5a123975d9e4a255f357a58ed74b9f56ea,8scdmfdcfb,3,c24-44,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-45,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-45 0000.CSV,3d0a6750300c138bbfff6f1917ac9bc6fd84a618ee0902608cc752501c9bfe2b,8scdmfdcfb,3,c24-45,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-46,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-46 0000.CSV,e6c6a6fd1d27ae43c0bc79a247fc37494699a7d615ff8b9dde5f4a2890339921,8scdmfdcfb,3,c24-46,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-47,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-47 0000.CSV,ac8deecef3457176f9e2f45b6cdc4bd5e7fa959bf87f3f4730905a922ba1263a,8scdmfdcfb,3,c24-47,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-48,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-48 0000.CSV,91ed15f6cdcfb4b952bd66da9193509a61b21f72b87df0b41ad2e8060127a3df,8scdmfdcfb,3,c24-48,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-49,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-49 0000.CSV,f89778f6de2f34043be0b32783d5b9025fee929f8d0ab9ed6dbc0345944134f8,8scdmfdcfb,3,c24-49,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-50,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-50 0000.CSV,59a6baec2e9b540656526fd330364c48f9b66cef9bab236df0804e5e1032957e,8scdmfdcfb,3,c24-50,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-51,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-51 0000.CSV,93be1f45fb2def61281a3026f38a7dc092f598c3e447631fb86a681bd005afec,8scdmfdcfb,3,c24-51,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-52,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-52 0000.CSV,3051f0e4d1edd4085e9774976b09873d030534c555ae4ac174a2f746e90f31b0,8scdmfdcfb,3,c24-52,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-53,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-53 0000.CSV,7ba777a03fc5d48bb0b0d72236d1f29f0c5f6ee4c3b23cb4aef9be083321e140,8scdmfdcfb,3,c24-53,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-54,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-54 0000.CSV,0a943ae86ffeb715fb678d2d755b4ec8a5ddea1ab7c0e95d35b9a3937c5618bc,8scdmfdcfb,3,c24-54,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-55,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-55 0000.CSV,8ac64ef989ca0a83c55ca79afd780f2edfac8cb1423d0297f9337387026807c6,8scdmfdcfb,3,c24-55,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-56,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-56 0000.CSV,53b43d32e0655cab66c78180b9e550605043410f6dc762547b1986e53ec5e93a,8scdmfdcfb,3,c24-56,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-57,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-57  0000.CSV,ee94c5056d5c306843e3355441220bb21521d7b975df792f4808782bedfb32f4,8scdmfdcfb,3,c24-57,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-58,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-58 0000.CSV,7d064f27f12c95bc7954fe597cc1c07af05df01ce2ddcbec71fe5e7f94749859,8scdmfdcfb,3,c24-58,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c24-59,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-59 0000.CSV,1c0a7de9eec86422b9276ee4768563f7b52327518be705ea5a47f17afb34f9ee,8scdmfdcfb,3,c24-59,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-1,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-1 0000.CSV,818460de27a8717185d56e76a574098d61fabb48b01b6ca0b5f6c2ea1c00d747,8scdmfdcfb,3,c16-1,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-2,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-2 0000.CSV,411dc9d58b3c7b7a543067d044d28ca15c28d3b8d28b4f055972301cce2e16a3,8scdmfdcfb,3,c16-2,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-3,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-3 0000.CSV,b765cef38eb0fa3ef65ff632eb5fc2a12f6d5ab358aa98312aab8083312fc880,8scdmfdcfb,3,c16-3,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-4,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-4 0000.CSV,01e376960da93b67ca87430396e5b80ad8e08c6292f145a07fe25d115049be7c,8scdmfdcfb,3,c16-4,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-5,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-5 0000.CSV,c46c1cf6e88f9169ce03a0a71dea48985b0a58efe30c057da7216fadb680a187,8scdmfdcfb,3,c16-5,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-6,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-6 0000.CSV,31bd1e9e202561575d6111d465345ff8a482b7ecd1c83fcb59844cf8c5b8f9fd,8scdmfdcfb,3,c16-6,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-7,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-7 0000.CSV,74fb18a8291997b4b1137648d2e286762d9d503252c9c970c27c9438dcee90c7,8scdmfdcfb,3,c16-7,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-8,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-8 0000.CSV,a9b71484c3f439d644020ce13f74753a24bbae97e101ec775a40f801b4a1ad0d,8scdmfdcfb,3,c16-8,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-9,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-9 0000.CSV,08db5753699a52e2f6bc6e6817719ff30ded20c406f1b9cd59368b91a7a8dfd0,8scdmfdcfb,3,c16-9,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-10,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-10 0000.CSV,4f2171e8a36a224ab16842e12f67ea3c08f71838b275d107211a73ba737d1ebd,8scdmfdcfb,3,c16-10,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-11,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-11 0000.CSV,8edffddf0cd968a2938f6ec179c75a31f6e63371357268665479633ed66a675b,8scdmfdcfb,3,c16-11,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-12,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-12 0000.CSV,716eedcb3aa7d4e51e8ed55065326cc28dda16a97801d225c9c8dba9fcc70618,8scdmfdcfb,3,c16-12,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-13,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-13 0000.CSV,14e8c964a020c176b704fcedecc22b1bcf1af533e3499c213b1980f09fe329de,8scdmfdcfb,3,c16-13,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-14,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-14 0000.CSV,21efdc3cbee7d6b0e4510cdc1355991315bb814743d961ca89fb8c216fe703cd,8scdmfdcfb,3,c16-14,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-15,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-15 0001.CSV,4300dd62eaf8f13a8b1ac297a224770cfd00ab173bf29825ae58e1acf0e291cd,8scdmfdcfb,3,c16-15,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-16,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-16 0000.CSV,81a3161ea555f07696e6cc705d73fb24774d28be0d0b41b311c8756ce489f51f,8scdmfdcfb,3,c16-16,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-17,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-17 0000.CSV,10d2fc20713a67d6e25de8e09c23ee29d6765b96d4c5cd485d7a46fb74057b2d,8scdmfdcfb,3,c16-17,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-18,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-18 0002.CSV,e0e19c824a82fd42e8eba496fc0fa2e466e68a9c54574d7f74b7659d709ff540,8scdmfdcfb,3,c16-18,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-19,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-19 0000.CSV,7672e57a64068c3718c59a8ca879e3a752199ad5845132a4be3c817fef6c3f28,8scdmfdcfb,3,c16-19,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-20,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-20 0000.CSV,7e95b326e76d0665ebfadbca3eaea0e01ccf4b41275c586afe5ba724dd36a68d,8scdmfdcfb,3,c16-20,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-21,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-21 0000.CSV,718e21ee76dcb5127f17411e1b22b8be10968885147f08f460affda26bc047ce,8scdmfdcfb,3,c16-21,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-22,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-22 0000.CSV,a621c20a4ef36e1a55939921d31d9e54918db2472272adddf5573fa21014058b,8scdmfdcfb,3,c16-22,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-23,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-23 0000.CSV,0fd21195d955ebc8c43da7ffd8303d09c919e1acf3974e28cb54036e3eeb97fa,8scdmfdcfb,3,c16-23,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-24,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-24 0000.CSV,936c6ea19cf0e1cd8f9b23e441b5083a6f5627297d9b155d24fba11e3852f2c2,8scdmfdcfb,3,c16-24,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-25,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-25 0000.CSV,78550f83eee2fdf4acb5b1fd152409f8036346fa36bab5509eb36b6c917d2616,8scdmfdcfb,3,c16-25,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-26,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-26 0000.CSV,3edc4d00509340beb1aa8e16fb5bfceabead0abd0353ebe2d39e10e8a741020f,8scdmfdcfb,3,c16-26,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-27,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-27 0000.CSV,e2d9ccc6c4269a22a29ce402aab3e724814beadd1f28b3c40b39490fcb9b6912,8scdmfdcfb,3,c16-27,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-28,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-28 0000.CSV,304ab09c1d9c7d099e32bdedb7cfe4b3e3d6445e376ec7005a2102057bab9c50,8scdmfdcfb,3,c16-28,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-29,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-29 0000.CSV,62ea698cfe49fec17126cee779ddb41a3b987162f3f7ad028fe0ed4500a30e37,8scdmfdcfb,3,c16-29,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-30,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-30 0000.CSV,f95261dfb32cc6f3df59b22c0d4d65e49f62afb1a4a008fb97f1c24ff95dc0c1,8scdmfdcfb,3,c16-30,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-32,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-32 0000.CSV,57baa28f6317e5b20fe506ed4b67141c50391c52447ead5b275c2f8d8b1d501c,8scdmfdcfb,3,c16-32,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-33,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-33 0000.CSV,559bbdabcf36e8b189ff1cebbcabfecd065848624fc6aa695459d0c40d2692a6,8scdmfdcfb,3,c16-33,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-34,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-34 0000.CSV,11e3620c022fd65831cb3e1771bf6f7cc098ab33894a8ba6e1460254035c9438,8scdmfdcfb,3,c16-34,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-35,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-35 0000.CSV,bbf3f5f9b7db92b2e87ffa9858a93f77a492b5524a388824484c0f5f9d3d30bb,8scdmfdcfb,3,c16-35,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-36,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-36 0000.CSV,a0104a09f7194a373c21e08649022e6ba321713acde778a7ddb18a8590951964,8scdmfdcfb,3,c16-36,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-37,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-37 0000.CSV,97e7faca8c828822b158425578d6d154790810ed7b844e8584609e7ed9d72027,8scdmfdcfb,3,c16-37,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-38,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-38 0000.CSV,e50bb1fe08110483f9bb370b57ecdd15c6855d49e5ac15f73aefa1151c9ad2b9,8scdmfdcfb,3,c16-38,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-39,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-39 0000.CSV,7dcfabab3e9a03915b395c793f2c79851f66188a6e0049fb4c97681bdfb10e4e,8scdmfdcfb,3,c16-39,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-40,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-40 0000.CSV,8c2ae4811bfb59fe984ec87e155dcc182d29fa9b6e884bd85395379cc348c444,8scdmfdcfb,3,c16-40,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-41,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-41 0000.CSV,d17e7aff16b670b2799474311ae008009359cfb314f6ca38c882e7f2677da006,8scdmfdcfb,3,c16-41,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
