specimen_id,domain_id,raw_relative_path,raw_trace_sha256,source_dataset_id,source_dataset_version,internal_title,title_matches_canonical,identity_rule
c16-42,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-42 0000.CSV,cc926ffaf8971ba57b6256465d2c9dc467732759b2f4dce594323b45035fd158,8scdmfdcfb,3,c16-42,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
c16-43,yfxyg8jm46,8scdmfdcfb/v3/4_Compression after impact testing raw data/c16-43 0000.CSV,26b231f4c9816afd6f8c7577a4c2cb6131c444b39b1a96ca8ae1a74f084da1e8,8scdmfdcfb,3,c16-43,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-1,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-1 0000.CSV,c0967ceeefbb0563e57844c4c95e237eaa819aafb0af27258bbfd8fdf4130cab,8scdmfdcfb,3,q8-1,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-2,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-2 0000.CSV,74a7b135f9c18d92d2d0544eb22ecf953d471fa9dee231161ef93a0e638fdc0a,8scdmfdcfb,3,q8-2,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-3,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-3 0000.CSV,a629fb541bd4a64a7208255df979639d41fce8b8569b0e504065e152fc5cd2f6,8scdmfdcfb,3,q8-3,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-4,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-4 0000.CSV,7eeaf952fa074c7b7e332c8df31d37667c63d14b57bf42c91669c93d1d08cf3e,8scdmfdcfb,3,q8-4,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-5,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-5 0000.CSV,757ea2401334cdfdc6c02787bb853bd270b9e8a3e495a0658173fdd1174ae235,8scdmfdcfb,3,q8-5,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-6,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-6 0000.CSV,31df70a164d25d51ccaebcec7c9de7cf18c6182dc5b2b817c8d30a6120cdb617,8scdmfdcfb,3,q8-6,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-7,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-7 0000.CSV,35f0aa2473a95947c3cd179449d7e92a7bb2ecf5854018cd0e26092e84ed41c0,8scdmfdcfb,3,q8-7,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-8,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-8 0000.CSV,bd75b015597d020457a05d116e56044ec7095fa7b0f74e1907aab2b6d7bb6a67,8scdmfdcfb,3,q8-8,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-9,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-9 0000.CSV,3988906be1337fbad8593fd7a10b3273944c43cd47dacce4f6d46fa4c7e6c6b8,8scdmfdcfb,3,q8-9,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-10,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-10 0000.CSV,321c18beaf4ce84986a271038cc6b6b974a1342c05d958a5fbeca46c17847dcd,8scdmfdcfb,3,q8-10,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-11,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-11 0000.CSV,e4926b9747304f83286649a1f08313cb2617a123cc596b27fcb121f246046205,8scdmfdcfb,3,q8-11,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-12,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-12 0000.CSV,d057dcf0f7948786ff15e2b44ac31ec19735e70ad34f12050f724f14e0569597,8scdmfdcfb,3,q8-12,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-13,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-13 0000.CSV,1cd083f462a00f28742fa1b78b86a857cd9a354cb3ca5ee8e45bc77c5d72f673,8scdmfdcfb,3,q8-13,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-14,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-14 0000.CSV,6f0ac1660ea1612db8367319b324cb2b1cd234969971aac4e09a5f94b7e4373e,8scdmfdcfb,3,q8-14,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-15,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-15 0000.CSV,3b5011b57febc648d9bd5ae81b6661426cf35fc3163581e84c3c9384f48b85f4,8scdmfdcfb,3,q8-15,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-16,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-16 0000.CSV,fad434d03e73a7a6744634b9fbb360ef51df8bdb9f922ab285e1bd97966147dd,8scdmfdcfb,3,q8-16,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-18,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-18 0000.CSV,21cca553d0876e4adde38515a5280d7f9a61598da10ce9c3a9e099a0767b3116,8scdmfdcfb,3,q8-18,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-19,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-19 0000.CSV,d16bcb5f0f54f22f1a9d410f22e5b0b70f81bac6630f4d458dbd571608791823,8scdmfdcfb,3,q8-19,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-20,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-20 0000.CSV,9585d21490cbd95ab5c363941ce64c78d9e1e25c7a6e787bf80ebf11a60a1630,8scdmfdcfb,3,q8-20,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-21,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-21 0000.CSV,790828924d3e1922fe3cc85f5d462debbadfa82511e86985f9bce9cfce5e7c8f,8scdmfdcfb,3,q8-21,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-22,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-22 0000.CSV,ebcc7259974ff1b8853ad12239994add5f18e9490bf152f02b37ce16bb0f5ae6,8scdmfdcfb,3,q8-22,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-23,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-23 0000.CSV,4e85003bd037bca9f4eccfb90c7fdbdf1b2dfeaab2cccb1669c70b9be19880d3,8scdmfdcfb,3,q8-23,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-24,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-24 0000.CSV,24f9bda7139e311270ee44fed3af672604b4a519c9200bbce4c46238e5deea66,8scdmfdcfb,3,q8-24,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-27,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-27 0000.CSV,6a332463ab347a67561e1dc768acc43c59e20a95e236740853249e1c548e6cee,8scdmfdcfb,3,q8-27,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-28,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-28 0000.CSV,bbba2de741a8acbec35f8245f00005299af06c0f788c1922f4d00a733a479fe1,8scdmfdcfb,3,q8-28,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-29,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-29 0000.CSV,9dd4765497037a9e8e152f3a3a04f5d0476555125d6852d00bd87b5c30999ee6,8scdmfdcfb,3,q8-29,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-30,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-30 0000.CSV,45757bbd2bfd0f7de88308fe38218b7155015bb0bc1ad28b6f14ea8dc927be77,8scdmfdcfb,3,q8-30,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-31,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-31 0000.CSV,00b27dc68fa8adeb23b102ceec7eb7a0d654e376f3c9c89b10225ca38c9ce6be,8scdmfdcfb,3,q8-31,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-32,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-32 0000.CSV,b75a1e48aa67f0ed41e83bba69ed626f0227756547261be19d151daa19ff27eb,8scdmfdcfb,3,q8-32,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-33,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-33 0000.CSV,a84fa0ab20af2a4b5a904a97f21c4b1c0a7f753cee883657a8e2b0b7584e24aa,8scdmfdcfb,3,q8-33,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-34,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-34 0000.CSV,73b5d196c859b4c49709caf4bc4cc99059a8e472e7817636c7a7d92c485daa3d,8scdmfdcfb,3,q8-34,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-35,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-35 0000.CSV,9d7ecd93fed8cfec96fd282a6f061c69a8ef7713b51abc475f587066f8f71bbd,8scdmfdcfb,3,q8-35,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-36,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-36 0000.CSV,60e264d35f4200144afd3869acd6f2d3ea59e38d9c88090179e3fd2dddb4b1e4,8scdmfdcfb,3,q8-36,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-37,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-37 0000.CSV,287f82eef003755301539bb53ee214846190835a450692a1389f75b5013aab8c,8scdmfdcfb,3,q8-37,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-38,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-38 0001.CSV,63dba85d4dcf0ed5db36d8b4acadedcaeffec7b72331511626c37a9306c7a9ae,8scdmfdcfb,3,q8-38,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-39,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-39 0000.CSV,00d1c2e600ae86cfdc0941c98b7eccc8c6d2d0b8c7768e6b9653be5f68ae93c2,8scdmfdcfb,3,q8-39,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-40,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-40 0000.CSV,0b46456ec4c6381e8d800d6b918f987d031c9acd255fe033414ccd2795d3a4cb,8scdmfdcfb,3,q8-40,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
q8-41,ykhs7s2dck,8scdmfdcfb/v3/4_Compression after impact testing raw data/q8-41 0000.CSV,257629432c73fc377573d87d7f7a33c331cd32c5efad292a9b35bd554ff1334b,8scdmfdcfb,3,q8-41,true,OFFICIAL_FILENAME_PLUS_DOMAIN_PLUS_SHA256
