outer_domain,deepsets_real_regret,deepsets_real_utility,spatial_real_regret,spatial_real_utility,deepsets_minus_spatial_regret,spatial_minus_deepsets_utility,favorable
74t7kcdgkr,0.00978879038836206,-0.00014887306499630014,0.009392252778805968,0.00024766454455979155,0.000396537609556092,0.00039653760955609167,true
cgtnjyggtm,0.013960137234959693,0.00018928084564087824,0.014040124733912807,0.00010929334668776518,-0.00007998749895311331,-0.00007998749895311306,false
w68dtmpfyf,0.010892236710953651,0.00030498390296007546,0.010939389575407518,0.00025783103850621046,-0.000047152864453866086,-0.000047152864453865,false
xcmzfsbd9t,0.015632620978236818,0.00018616074731507933,0.015810908850910976,7.872874640923147e-6,-0.00017828787267415783,-0.00017828787267415617,false
yfxyg8jm46,0.012712639532983409,-0.0005388318294495232,0.012796469615821251,-0.0006226619122873664,-0.0000838300828378425,-0.00008383008283784315,false
ykhs7s2dck,0.01032822641541541,-0.00015948761021979485,0.010317811743917646,-0.0001490729387220308,0.0000104146714977639,0.000010414671497764035,true
