mode,domain_count,next_action_regret,one_step_cai_utility,spearman,ndcg,recall_at_k,statistical_unit
positions_only,6,0.01206145854633491,0.00012985549569199885,0.033256736888359374,0.8868502496385532,0.05904905045302472,equal_domain
real,6,0.012216159549796027,-0.000024845507769117805,0.021459989696418397,0.8854644249270267,0.063452177778819,equal_domain
shuffled,6,0.012086856064956963,0.00010445797706994716,0.03274028392939248,0.8868557571566643,0.0696007875110065,equal_domain
static,6,0.012316294867432206,-0.00012498082540529656,0.018462038020511235,0.8846453531961475,0.054038010618640754,equal_domain
