replicate,reference_mode,control_mode,control_minus_reference_regret,reference_minus_control_utility
1401,spatial_real,deepsets_real,0.00002275727384390587,0.000022757273843905328
1402,spatial_real,deepsets_real,-0.00009032245223871092,-0.00009032245223871076
1403,spatial_real,deepsets_real,0.00007600687245591653,0.00007600687245591717
1404,spatial_real,deepsets_real,-0.00011808608773175577,-0.00011808608773175617
1405,spatial_real,deepsets_real,0.000042285709614894744,0.000042285709614894785
1406,spatial_real,deepsets_real,0.00010733843357614743,0.00010733843357614577
1407,spatial_real,deepsets_real,-0.000019556175895288064,-0.00001955617589528973
1408,spatial_real,deepsets_real,0.00008736220591574016,0.00008736220591574041
1409,spatial_real,deepsets_real,0.000025917939157457832,0.000025917939157457978
1410,spatial_real,deepsets_real,0.000010650559149366056,0.00001065055914936667
1411,spatial_real,deepsets_real,0.0000228206742829409,0.000022820674282941675
1412,spatial_real,deepsets_real,-0.00003763700925698965,-0.0000376370092569903
1413,spatial_real,deepsets_real,0.00001584156217267323,0.00001584156217267301
1414,spatial_real,deepsets_real,-0.00005390712685042747,-0.00005390712685042818
1415,spatial_real,deepsets_real,0.0000674091042092998,0.00006740910420930074
1416,spatial_real,deepsets_real,3.904124054856552e-6,3.9041240548568406e-6
1417,spatial_real,deepsets_real,0.0000433625742020958,0.000043362574202095264
1418,spatial_real,deepsets_real,-4.769356738198252e-6,-4.769356738197936e-6
1419,spatial_real,deepsets_real,-0.000041358302134093514,-0.000041358302134094124
1420,spatial_real,deepsets_real,-0.0000670642693081025,-0.00006706426930810195
1421,spatial_real,deepsets_real,0.000013056111156822757,0.000013056111156823055
1422,spatial_real,deepsets_real,-3.524698604097723e-6,-3.5246986040962097e-6
1423,spatial_real,deepsets_real,-0.00004930908210828659,-0.00004930908210828649
1424,spatial_real,deepsets_real,0.000011389286098716436,0.000011389286098716008
1425,spatial_real,deepsets_real,-2.5942699847375517e-7,-2.594269984741798e-7
1426,spatial_real,deepsets_real,-0.0000667152734039585,-0.00006671527340395762
1427,spatial_real,deepsets_real,0.0000783073036135443,0.00007830730361354409
1428,spatial_real,deepsets_real,-3.907754380535223e-6,-3.907754380534541e-6
1429,spatial_real,deepsets_real,-0.00004518628588311754,-0.00004518628588311699
1430,spatial_real,deepsets_real,0.00003057557495483807,0.00003057557495483774
1431,spatial_real,deepsets_real,0.000030404172037073036,0.00003040417203707224
1432,spatial_real,deepsets_real,-0.000039701697854805394,-0.00003970169785480488
1433,spatial_real,deepsets_real,0.00001534973860342105,0.000015349738603420512
1434,spatial_real,deepsets_real,0.00003050238912514179,0.000030502389125142112
1435,spatial_real,deepsets_real,-0.00008009932436235511,-0.00008009932436235575
1436,spatial_real,deepsets_real,-0.0001542181380975487,-0.00015421813809754785
1437,spatial_real,deepsets_real,-0.00008211120736479245,-0.00008211120736479293
1438,spatial_real,deepsets_real,0.000014798526109407092,0.00001479852610940645
1439,spatial_real,deepsets_real,0.000010125114658139181,0.00001012511465813933
1440,spatial_real,deepsets_real,-0.0000616280981469254,-0.00006162809814692527
1441,spatial_real,deepsets_real,-0.000052691322267257985,-0.00005269132226725775
1442,spatial_real,deepsets_real,-5.459483674838221e-6,-5.459483674839301e-6
1443,spatial_real,deepsets_real,0.00004757695548463324,0.00004757695548463304
1444,spatial_real,deepsets_real,0.000011921887728574774,0.000011921887728573761
1445,spatial_real,deepsets_real,0.000016023020033522722,0.000016023020033523182
1446,spatial_real,deepsets_real,6.277266694370426e-6,6.2772666943704775e-6
1447,spatial_real,deepsets_real,0.000043475922048434416,0.00004347592204843467
1448,spatial_real,deepsets_real,-0.000037431054261482265,-0.000037431054261483586
1449,spatial_real,deepsets_real,0.00010751969231389841,0.0001075196923138989
1450,spatial_real,deepsets_real,-0.000046588810682317176,-0.00004658881068231704
1451,spatial_real,deepsets_real,-0.000010061233202324793,-0.000010061233202324153
1452,spatial_real,deepsets_real,0.00006853013407685244,0.00006853013407685052
1453,spatial_real,deepsets_real,0.00003859630744083043,0.000038596307440828995
1454,spatial_real,deepsets_real,-0.000050642506135110725,-0.000050642506135110135
1455,spatial_real,deepsets_real,-0.000029620529567377676,-0.000029620529567376625
1456,spatial_real,deepsets_real,0.00005074963525642136,0.00005074963525642157
1457,spatial_real,deepsets_real,-0.00003477080557676785,-0.00003477080557676817
1458,spatial_real,deepsets_real,0.000020666769165198173,0.000020666769165197366
1459,spatial_real,deepsets_real,0.00007049193071192398,0.00007049193071192402
1460,spatial_real,deepsets_real,-0.00001481304100540981,-0.000014813041005409982
1461,spatial_real,deepsets_real,-0.00008271148911817977,-0.00008271148911818033
1462,spatial_real,deepsets_real,0.000010446667310426717,0.000010446667310427967
1463,spatial_real,deepsets_real,0.000058932499970187034,0.000058932499970188044
1464,spatial_real,deepsets_real,-3.7816156903044498e-6,-3.7816156903045086e-6
1465,spatial_real,deepsets_real,0.00002404330535355313,0.00002404330535355313
1466,spatial_real,deepsets_real,0.00002397100340405852,0.000023971003404058236
1467,spatial_real,deepsets_real,0.00002651097294141073,0.000026510972941409813
1468,spatial_real,deepsets_real,0.00003439206262403268,0.0000343920626240318
1469,spatial_real,deepsets_real,-0.00005355501991550499,-0.000053555019915505326
1470,spatial_real,deepsets_real,-0.00011519164656904658,-0.0001151916465690472
1471,spatial_real,deepsets_real,0.00006108109010036222,0.00006108109010036062
1472,spatial_real,deepsets_real,0.00012703605589888095,0.00012703605589888076
1473,spatial_real,deepsets_real,6.662028340229341e-6,6.662028340228638e-6
1474,spatial_real,deepsets_real,0.000028234647186439522,0.00002823464718643964
1475,spatial_real,deepsets_real,0.00007286257840793779,0.00007286257840793775
1476,spatial_real,deepsets_real,0.000017235003443263317,0.00001723500344326197
1477,spatial_real,deepsets_real,0.0001778286833493915,0.00017782868334939255
1478,spatial_real,deepsets_real,0.000012032548572496528,0.000012032548572496864
1479,spatial_real,deepsets_real,-0.000046703154842355744,-0.00004670315484235662
1480,spatial_real,deepsets_real,0.00005704848615470179,0.00005704848615470172
1481,spatial_real,deepsets_real,-2.3411498407954756e-7,-2.3411498407769764e-7
1482,spatial_real,deepsets_real,0.00003133147298024398,0.00003133147298024439
1483,spatial_real,deepsets_real,-0.000030164382177696087,-0.00003016438217769711
1484,spatial_real,deepsets_real,-0.00003851380417649377,-0.000038513804176493804
1485,spatial_real,deepsets_real,0.000022148074783439182,0.000022148074783438667
1486,spatial_real,deepsets_real,0.00005360879926545025,0.00005360879926544957
1487,spatial_real,deepsets_real,-0.000019822395913370153,-0.00001982239591337033
1488,spatial_real,deepsets_real,0.000061325210583625,0.00006132521058362516
1489,spatial_real,deepsets_real,0.00005593831700454315,0.00005593831700454342
1490,spatial_real,deepsets_real,0.00011196812842551983,0.00011196812842551939
1491,spatial_real,deepsets_real,-0.0000873637420673743,-0.00008736374206737491
1492,spatial_real,deepsets_real,-0.00005712536798481554,-0.00005712536798481634
1493,spatial_real,deepsets_real,-0.00014678440868649977,-0.0001467844086865003
1494,spatial_real,deepsets_real,0.000019292935056922842,0.000019292935056922557
1495,spatial_real,deepsets_real,-0.0000780303437850248,-0.00007803034378502571
1496,spatial_real,deepsets_real,-3.915607055743804e-6,-3.915607055745925e-6
1497,spatial_real,deepsets_real,-7.795618230615973e-6,-7.795618230617552e-6
1498,spatial_real,deepsets_real,-2.8809003779949167e-6,-2.8809003779942932e-6
1499,spatial_real,deepsets_real,0.00005787390359409591,0.00005787390359409573
1500,spatial_real,deepsets_real,-8.092680416768699e-6,-8.0926804167702e-6
1501,spatial_real,deepsets_real,0.00012327809761379532,0.00012327809761379508
1502,spatial_real,deepsets_real,-0.000049644807196315886,-0.0000496448071963154
1503,spatial_real,deepsets_real,-0.00009400687250064948,-0.00009400687250064842
1504,spatial_real,deepsets_real,8.766820263347448e-6,8.76682026334798e-6
1505,spatial_real,deepsets_real,0.000010934486583249735,0.000010934486583249986
1506,spatial_real,deepsets_real,0.00006067252806892225,0.00006067252806892271
1507,spatial_real,deepsets_real,0.0001536903408528662,0.00015369034085286593
1508,spatial_real,deepsets_real,0.000011470897115047294,0.000011470897115047517
1509,spatial_real,deepsets_real,0.000032028797572393464,0.00003202879757239304
1510,spatial_real,deepsets_real,0.000014525064410751803,0.000014525064410751034
1511,spatial_real,deepsets_real,-0.000029703582318808184,-0.000029703582318808983
1512,spatial_real,deepsets_real,-0.0000622017778608916,-0.0000622017778608915
1513,spatial_real,deepsets_real,0.000014700710839765535,0.000014700710839766537
1514,spatial_real,deepsets_real,-2.7717289678384307e-6,-2.7717289678390994e-6
1515,spatial_real,deepsets_real,0.00001997337705364882,0.000019973377053649486
1516,spatial_real,deepsets_real,-0.00006915104983491796,-0.00006915104983491736
1517,spatial_real,deepsets_real,-0.00008482320182660989,-0.0000848232018266096
1518,spatial_real,deepsets_real,-0.000022796231906616,-0.000022796231906614534
1519,spatial_real,deepsets_real,0.00006417087142713239,0.00006417087142713194
1520,spatial_real,deepsets_real,-0.0001561251723765887,-0.00015612517237658944
1521,spatial_real,deepsets_real,0.000025374094003533718,0.000025374094003534965
1522,spatial_real,deepsets_real,0.000013843571377758547,0.000013843571377759222
1523,spatial_real,deepsets_real,-7.693321925835982e-6,-7.693321925836631e-6
1524,spatial_real,deepsets_real,-0.000015127977477964795,-0.000015127977477965093
1525,spatial_real,deepsets_real,0.00011934779784210225,0.00011934779784210385
1526,spatial_real,deepsets_real,0.000024401994483145423,0.000024401994483146453
1527,spatial_real,deepsets_real,-0.00011696721950831569,-0.00011696721950831504
1528,spatial_real,deepsets_real,-0.00009568585121266938,-0.0000956858512126688
1529,spatial_real,deepsets_real,-0.00006878097310952472,-0.00006878097310952435
1530,spatial_real,deepsets_real,0.00007614609142942974,0.00007614609142942993
1531,spatial_real,deepsets_real,9.599048114568067e-6,9.599048114568591e-6
1532,spatial_real,deepsets_real,4.1127614256950456e-6,4.1127614256949736e-6
1533,spatial_real,deepsets_real,-0.0000922400254094076,-0.00009224002540940883
1534,spatial_real,deepsets_real,0.000018678291118492143,0.000018678291118491323
1535,spatial_real,deepsets_real,1.8472052315121844e-6,1.847205231511841e-6
1536,spatial_real,deepsets_real,0.000021444117138343388,0.000021444117138344865
1537,spatial_real,deepsets_real,-0.00006047183015528337,-0.00006047183015528278
1538,spatial_real,deepsets_real,-0.00007397678958001325,-0.00007397678958001407
1539,spatial_real,deepsets_real,-0.00008056837875383491,-0.00008056837875383378
1540,spatial_real,deepsets_real,-0.000036342401777413394,-0.000036342401777414085
1541,spatial_real,deepsets_real,-0.00011711760322463624,-0.00011711760322463646
1542,spatial_real,deepsets_real,0.000022331498613346358,0.000022331498613346738
1543,spatial_real,deepsets_real,-0.000028520796873008313,-0.00002852079687301011
1544,spatial_real,deepsets_real,0.00006541457148014392,0.00006541457148014432
1545,spatial_real,deepsets_real,-0.00007789058283784456,-0.00007789058283784381
1546,spatial_real,deepsets_real,0.000025889447788936145,0.000025889447788936836
1547,spatial_real,deepsets_real,0.0000472208057009987,0.00004722080570099905
1548,spatial_real,deepsets_real,-0.0000416597341663643,-0.000041659734166364606
1549,spatial_real,deepsets_real,-0.00008782158206857369,-0.00008782158206857461
1550,spatial_real,deepsets_real,0.000021002012410746042,0.00002100201241074595
1551,spatial_real,deepsets_real,-0.00002829230213626255,-0.000028292302136263155
1552,spatial_real,deepsets_real,-1.2570286495143523e-6,-1.2570286495133721e-6
1553,spatial_real,deepsets_real,0.0000411296199659845,0.00004112961996598576
1554,spatial_real,deepsets_real,-0.000053411030974172324,-0.00005341103097417069
1555,spatial_real,deepsets_real,6.380554779412788e-6,6.380554779412819e-6
1556,spatial_real,deepsets_real,0.00013797411607904676,0.0001379741160790466
1557,spatial_real,deepsets_real,-2.865085088990006e-6,-2.8650850889896153e-6
1558,spatial_real,deepsets_real,-0.00013912150761848734,-0.00013912150761848717
1559,spatial_real,deepsets_real,-0.00002414622652918234,-0.0000241462265291815
1560,spatial_real,deepsets_real,-0.0000472582868470137,-0.0000472582868470137
1561,spatial_real,deepsets_real,0.0000704185711297688,0.00007041857112976858
1562,spatial_real,deepsets_real,-3.7596556630650987e-6,-3.7596556630635766e-6
1563,spatial_real,deepsets_real,0.00006764566592182854,0.00006764566592182958
1564,spatial_real,deepsets_real,-0.000033883994882546314,-0.000033883994882546646
1565,spatial_real,deepsets_real,-0.000012187150905102959,-0.000012187150905103472
1566,spatial_real,deepsets_real,-0.000029462168136813276,-0.00002946216813681206
1567,spatial_real,deepsets_real,-0.00007962272123723108,-0.00007962272123723124
1568,spatial_real,deepsets_real,0.00001678374127266705,0.000016783741272666278
1569,spatial_real,deepsets_real,-0.000014662335164732839,-0.000014662335164733134
1570,spatial_real,deepsets_real,0.00002823358693269419,0.000028233586932692453
1571,spatial_real,deepsets_real,0.00013079850359729058,0.0001307985035972898
1572,spatial_real,deepsets_real,0.00002730962528860557,0.000027309625288605405
1573,spatial_real,deepsets_real,0.00003028773437131702,0.000030287734371317622
1574,spatial_real,deepsets_real,0.00004021426891592043,0.000040214268915920434
1575,spatial_real,deepsets_real,0.000049884647689167096,0.00004988464768916565
1576,spatial_real,deepsets_real,-0.00010811571948755987,-0.00010811571948755996
1577,spatial_real,deepsets_real,0.00010379623577233051,0.0001037962357723319
1578,spatial_real,deepsets_real,-0.000029742467643451297,-0.00002974246764345148
1579,spatial_real,deepsets_real,0.0001653734815097417,0.00016537348150974076
1580,spatial_real,deepsets_real,0.00003796432452334598,0.00003796432452334556
1581,spatial_real,deepsets_real,-0.00004151220815489052,-0.0000415122081548899
1582,spatial_real,deepsets_real,0.00006949268812927289,0.00006949268812927357
1583,spatial_real,deepsets_real,0.000014790563746465077,0.000014790563746465248
1584,spatial_real,deepsets_real,0.00011957383748171374,0.00011957383748171462
1585,spatial_real,deepsets_real,0.00007716247872568826,0.00007716247872568895
1586,spatial_real,deepsets_real,-0.00005249139339638751,-0.000052491393396387056
1587,spatial_real,deepsets_real,0.0001201703108706844,0.00012017031087068382
1588,spatial_real,deepsets_real,0.00004418019155560197,0.000044180191555602523
1589,spatial_real,deepsets_real,-2.1230579943740577e-6,-2.123057994375807e-6
1590,spatial_real,deepsets_real,6.89914714183838e-6,6.899147141837556e-6
1591,spatial_real,deepsets_real,6.209956084847941e-6,6.209956084849412e-6
1592,spatial_real,deepsets_real,0.0000676363018152831,0.00006763630181528221
1593,spatial_real,deepsets_real,-0.00006904991819989559,-0.00006904991819989605
1594,spatial_real,deepsets_real,-0.00005922407380395117,-0.0000592240738039499
1595,spatial_real,deepsets_real,0.00006340519733729424,0.00006340519733729472
1596,spatial_real,deepsets_real,0.00009432236222730224,0.00009432236222730271
1597,spatial_real,deepsets_real,7.000562665863905e-6,7.000562665864718e-6
1598,spatial_real,deepsets_real,-0.000032563031398232314,-0.000032563031398232145
1599,spatial_real,deepsets_real,0.000012446057260009103,0.000012446057260009555
1600,spatial_real,deepsets_real,-0.00004262353290509594,-0.00004262353290509663
1601,spatial_real,deepsets_real,-7.224995697229358e-6,-7.224995697229426e-6
1602,spatial_real,deepsets_real,-0.00001819224848042279,-0.000018192248480422647
1603,spatial_real,deepsets_real,0.0000886021482947704,0.00008860214829477214
1604,spatial_real,deepsets_real,-0.00002149835473272092,-0.000021498354732721048
1605,spatial_real,deepsets_real,-0.000012511799790378085,-0.000012511799790377505
1606,spatial_real,deepsets_real,-0.00001018958830949415,-0.000010189588309495343
1607,spatial_real,deepsets_real,-0.000027510672835970366,-0.00002751067283596999
1608,spatial_real,deepsets_real,-0.000036254001933546234,-0.00003625400193354706
1609,spatial_real,deepsets_real,0.000020697696512403385,0.000020697696512403344
1610,spatial_real,deepsets_real,0.00012682800682879374,0.0001268280068287939
1611,spatial_real,deepsets_real,0.00003090835295997945,0.00003090835295997907
1612,spatial_real,deepsets_real,0.00006157883277874143,0.00006157883277874059
1613,spatial_real,deepsets_real,-0.00015004576652688102,-0.0001500457665268808
1614,spatial_real,deepsets_real,0.00016746547368464074,0.00016746547368463988
1615,spatial_real,deepsets_real,0.00015436180628878934,0.00015436180628878966
1616,spatial_real,deepsets_real,-0.00007872007703435835,-0.00007872007703435877
1617,spatial_real,deepsets_real,-0.00008776007522752541,-0.00008776007522752584
1618,spatial_real,deepsets_real,5.702549411425288e-6,5.7025494114245564e-6
1619,spatial_real,deepsets_real,-0.000021095120642229914,-0.000021095120642229568
1620,spatial_real,deepsets_real,0.00009208175229608358,0.00009208175229608272
1621,spatial_real,deepsets_real,-0.000146452653747607,-0.0001464526537476076
1622,spatial_real,deepsets_real,-0.0000824602077789596,-0.00008246020777895982
1623,spatial_real,deepsets_real,-3.2199096125596605e-6,-3.2199096125600624e-6
1624,spatial_real,deepsets_real,-3.925471761603849e-6,-3.925471761604489e-6
1625,spatial_real,deepsets_real,-0.00004618331848137263,-0.00004618331848137342
1626,spatial_real,deepsets_real,-8.074522137286808e-6,-8.074522137286772e-6
1627,spatial_real,deepsets_real,0.00006810193770546227,0.00006810193770546302
1628,spatial_real,deepsets_real,-0.0000348043645377972,-0.000034804364537797424
1629,spatial_real,deepsets_real,0.00004620803480880094,0.00004620803480879956
1630,spatial_real,deepsets_real,0.000013960734590230152,0.000013960734590229615
1631,spatial_real,deepsets_real,0.00003979447841112998,0.000039794478411130826
1632,spatial_real,deepsets_real,0.000024677749300188883,0.00002467774930018949
1633,spatial_real,deepsets_real,0.00008050008922444365,0.00008050008922444201
1634,spatial_real,deepsets_real,0.000017389635046270377,0.000017389635046269926
1635,spatial_real,deepsets_real,0.000041726633167039374,0.00004172663316703956
1636,spatial_real,deepsets_real,-0.00004606636382282082,-0.000046066363822820255
1637,spatial_real,deepsets_real,-0.00005907773639241201,-0.00005907773639241161
1638,spatial_real,deepsets_real,0.00005848629065568061,0.00005848629065568069
1639,spatial_real,deepsets_real,0.000015465225413584017,0.000015465225413584085
1640,spatial_real,deepsets_real,0.00004695278795107475,0.000046952787951074655
1641,spatial_real,deepsets_real,-0.0000543554406336654,-0.000054355440633665525
1642,spatial_real,deepsets_real,0.00009010724697004612,0.00009010724697004725
1643,spatial_real,deepsets_real,0.00021440732659998527,0.00021440732659998543
1644,spatial_real,deepsets_real,0.000024694974191156727,0.00002469497419115611
1645,spatial_real,deepsets_real,-0.00011485646430099347,-0.00011485646430099325
1646,spatial_real,deepsets_real,0.00007855417865358129,0.00007855417865358176
1647,spatial_real,deepsets_real,0.00008179169739889128,0.00008179169739889
1648,spatial_real,deepsets_real,0.00010349539870821028,0.0001034953987082095
1649,spatial_real,deepsets_real,0.0000728036001781046,0.00007280360017810493
1650,spatial_real,deepsets_real,-8.639499909498445e-6,-8.639499909499401e-6
1651,spatial_real,deepsets_real,0.000055564067026252446,0.00005556406702625116
1652,spatial_real,deepsets_real,-0.00005581031746929784,-0.00005581031746929714
1653,spatial_real,deepsets_real,0.000060903449982849474,0.00006090344998284973
1654,spatial_real,deepsets_real,-0.00011037696960390844,-0.00011037696960390846
1655,spatial_real,deepsets_real,-0.000014694433360118905,-0.000014694433360118434
1656,spatial_real,deepsets_real,0.00003112182288320976,0.00003112182288321099
1657,spatial_real,deepsets_real,-0.000012108890014415723,-0.000012108890014415213
1658,spatial_real,deepsets_real,-0.00003414934045275839,-0.00003414934045275735
1659,spatial_real,deepsets_real,-0.000013550913572598551,-0.000013550913572599553
1660,spatial_real,deepsets_real,0.00003716183503417169,0.00003716183503417266
1661,spatial_real,deepsets_real,-0.00009670836788139494,-0.00009670836788139422
1662,spatial_real,deepsets_real,0.00004880092748390727,0.00004880092748390743
1663,spatial_real,deepsets_real,0.00007598105920617511,0.00007598105920617636
1664,spatial_real,deepsets_real,-0.00004737735416474592,-0.00004737735416474655
1665,spatial_real,deepsets_real,-1.5010984174776882e-6,-1.5010984174788154e-6
1666,spatial_real,deepsets_real,0.00001535816518050126,0.00001535816518050265
1667,spatial_real,deepsets_real,0.00003719393322044901,0.00003719393322044893
1668,spatial_real,deepsets_real,-0.000020129286682917084,-0.000020129286682915986
1669,spatial_real,deepsets_real,0.000028004979289538226,0.000028004979289537806
1670,spatial_real,deepsets_real,-0.000023529657802669825,-0.000023529657802669456
1671,spatial_real,deepsets_real,0.00006973478951326391,0.00006973478951326318
1672,spatial_real,deepsets_real,0.00003123197210095404,0.00003123197210095314
1673,spatial_real,deepsets_real,-8.536282892048289e-7,-8.536282892041964e-7
1674,spatial_real,deepsets_real,0.00005519398268435602,0.0000551939826843561
1675,spatial_real,deepsets_real,0.00014142187966895871,0.00014142187966895915
1676,spatial_real,deepsets_real,-0.000053777170177073175,-0.00005377717017707194
1677,spatial_real,deepsets_real,-4.826924104697876e-6,-4.826924104698906e-6
1678,spatial_real,deepsets_real,5.72500922741698e-6,5.725009227416686e-6
1679,spatial_real,deepsets_real,-6.087769680243546e-6,-6.087769680243538e-6
1680,spatial_real,deepsets_real,-0.00008506930368212268,-0.00008506930368212472
1681,spatial_real,deepsets_real,0.00003919159782757338,0.00003919159782757181
1682,spatial_real,deepsets_real,-8.495257651718394e-6,-8.49525765171876e-6
1683,spatial_real,deepsets_real,0.00003122539221799813,0.00003122539221799717
1684,spatial_real,deepsets_real,0.00007738967342998486,0.00007738967342998486
1685,spatial_real,deepsets_real,-2.453460326191e-6,-2.4534603261909773e-6
1686,spatial_real,deepsets_real,0.00004445826616052111,0.00004445826616052109
1687,spatial_real,deepsets_real,0.000013152621465186386,0.00001315262146518741
1688,spatial_real,deepsets_real,-0.00009130008677993758,-0.00009130008677993951
1689,spatial_real,deepsets_real,0.000051550103049611703,0.00005155010304961161
1690,spatial_real,deepsets_real,-5.608372858025244e-6,-5.608372858024882e-6
1691,spatial_real,deepsets_real,-0.00007048675122554946,-0.00007048675122554893
1692,spatial_real,deepsets_real,0.00008843630825335878,0.00008843630825335862
1693,spatial_real,deepsets_real,6.672889853555237e-7,6.672889853548731e-7
1694,spatial_real,deepsets_real,5.602636868209307e-6,5.602636868209244e-6
1695,spatial_real,deepsets_real,-0.00004648943387463728,-0.000046489433874639214
1696,spatial_real,deepsets_real,-0.00003241023325815563,-0.00003241023325815468
1697,spatial_real,deepsets_real,0.00015285055983625643,0.00015285055983625608
1698,spatial_real,deepsets_real,0.000025310027241979536,0.00002531002724197979
1699,spatial_real,deepsets_real,0.00008362820558971793,0.00008362820558971895
1700,spatial_real,deepsets_real,0.00005677193530352938,0.00005677193530353088
1701,spatial_real,deepsets_real,-0.000029162468471445196,-0.000029162468471446046
1702,spatial_real,deepsets_real,0.00006740626225619697,0.000067406262256197
1703,spatial_real,deepsets_real,1.5864241015425481e-6,1.58642410154342e-6
1704,spatial_real,deepsets_real,-1.818818943613229e-6,-1.8188189436128428e-6
1705,spatial_real,deepsets_real,0.00006015923799309256,0.00006015923799309276
1706,spatial_real,deepsets_real,0.00003103252534582124,0.00003103252534582049
1707,spatial_real,deepsets_real,0.000045552868989876504,0.000045552868989876524
1708,spatial_real,deepsets_real,-1.7113657208477188e-6,-1.711365720848026e-6
1709,spatial_real,deepsets_real,0.00004285515723836114,0.00004285515723836197
1710,spatial_real,deepsets_real,-0.000020860283661458475,-0.000020860283661458783
1711,spatial_real,deepsets_real,-0.00003338878045136898,-0.0000333887804513696
1712,spatial_real,deepsets_real,-0.00005430715422714028,-0.00005430715422714139
1713,spatial_real,deepsets_real,-0.000031381801596113444,-0.00003138180159611287
1714,spatial_real,deepsets_real,1.754577358118424e-6,1.754577358118835e-6
1715,spatial_real,deepsets_real,-0.00001218687822004035,-0.000012186878220042148
1716,spatial_real,deepsets_real,-0.000023216331121641485,-0.000023216331121641285
1717,spatial_real,deepsets_real,0.00012315781882107248,0.0001231578188210712
1718,spatial_real,deepsets_real,0.00006979309138815456,0.00006979309138815541
1719,spatial_real,deepsets_real,0.00006067303728670767,0.000060673037286708186
1720,spatial_real,deepsets_real,0.00006490613599187574,0.00006490613599187564
1721,spatial_real,deepsets_real,0.00004637423041703766,0.00004637423041703833
1722,spatial_real,deepsets_real,0.00008874134970104457,0.00008874134970104478
1723,spatial_real,deepsets_real,0.00009556138410056422,0.00009556138410056322
1724,spatial_real,deepsets_real,0.00003606268487283109,0.000036062684872830446
1725,spatial_real,deepsets_real,9.69520852822069e-8,9.695208528238761e-8
1726,spatial_real,deepsets_real,5.93618129347886e-7,5.936181293482248e-7
1727,spatial_real,deepsets_real,-9.182306693688615e-6,-9.18230669368861e-6
1728,spatial_real,deepsets_real,0.00009767846789822283,0.00009767846789822319
1729,spatial_real,deepsets_real,-0.000058052605207979786,-0.00005805260520798045
1730,spatial_real,deepsets_real,0.00009423335954022946,0.00009423335954022999
1731,spatial_real,deepsets_real,0.000019718628237431573,0.00001971862823743276
1732,spatial_real,deepsets_real,0.000050117862792836296,0.00005011786279283688
1733,spatial_real,deepsets_real,-0.00007438104292494697,-0.00007438104292494621
1734,spatial_real,deepsets_real,-0.00012502221919761443,-0.00012502221919761432
1735,spatial_real,deepsets_real,7.686033758810366e-8,7.68603375888626e-8
1736,spatial_real,deepsets_real,0.00006485091769825504,0.00006485091769825489
1737,spatial_real,deepsets_real,0.00002032270464681976,0.000020322704646818867
1738,spatial_real,deepsets_real,-0.0000793559069926462,-0.00007935590699264565
1739,spatial_real,deepsets_real,0.00007767524605493813,0.00007767524605493846
1740,spatial_real,deepsets_real,0.00004014030080388946,0.00004014030080388917
1741,spatial_real,deepsets_real,1.008363037121457e-6,1.0083630371214728e-6
1742,spatial_real,deepsets_real,0.000029401189607891967,0.000029401189607892587
1743,spatial_real,deepsets_real,-0.00004560351613683029,-0.00004560351613683016
1744,spatial_real,deepsets_real,-0.00007255324556083014,-0.00007255324556083104
1745,spatial_real,deepsets_real,0.000059135621231052225,0.00005913562123105123
1746,spatial_real,deepsets_real,-0.0000825314314267742,-0.00008253143142677515
1747,spatial_real,deepsets_real,1.69850074165061e-6,1.6985007416511023e-6
1748,spatial_real,deepsets_real,-9.641804644375482e-6,-9.641804644375025e-6
1749,spatial_real,deepsets_real,-0.0000929103722236531,-0.00009291037222365308
1750,spatial_real,deepsets_real,0.0000407299356627042,0.000040729935662705154
1751,spatial_real,deepsets_real,-0.000015727373376455144,-0.000015727373376454927
1752,spatial_real,deepsets_real,8.878836965714397e-6,8.878836965715562e-6
1753,spatial_real,deepsets_real,0.00006111626577610853,0.00006111626577610792
1754,spatial_real,deepsets_real,0.00003251266064127333,0.000032512660641274904
1755,spatial_real,deepsets_real,0.00001783719423413341,0.000017837194234135024
1756,spatial_real,deepsets_real,0.00010433361612410211,0.0001043336161241017
1757,spatial_real,deepsets_real,-0.000011668007742760694,-0.000011668007742761922
1758,spatial_real,deepsets_real,0.0001256927157965874,0.00012569271579658688
1759,spatial_real,deepsets_real,-0.00012108390889968249,-0.00012108390889968225
1760,spatial_real,deepsets_real,0.00002158968089066079,0.000021589680890660575
1761,spatial_real,deepsets_real,0.00005495871820393432,0.00005495871820393363
1762,spatial_real,deepsets_real,-9.851827629607455e-6,-9.851827629607215e-6
1763,spatial_real,deepsets_real,0.000029254472106782167,0.00002925447210678211
1764,spatial_real,deepsets_real,-0.00011046662095939273,-0.00011046662095939299
1765,spatial_real,deepsets_real,-0.000013371067171874702,-0.00001337106717187421
1766,spatial_real,deepsets_real,-0.000036762073126427736,-0.000036762073126426645
1767,spatial_real,deepsets_real,-0.000016385011438126904,-0.000016385011438126288
1768,spatial_real,deepsets_real,0.00007765736508741495,0.00007765736508741453
1769,spatial_real,deepsets_real,7.600523382921172e-6,7.6005233829205755e-6
1770,spatial_real,deepsets_real,-0.000012978158818938908,-0.000012978158818939116
1771,spatial_real,deepsets_real,0.000060790945763282596,0.00006079094576328263
1772,spatial_real,deepsets_real,-0.00005448709037616147,-0.00005448709037616196
1773,spatial_real,deepsets_real,0.000038094418407688506,0.00003809441840768882
1774,spatial_real,deepsets_real,0.00014052795901848148,0.00014052795901848145
