figure_id,panel,method,outer_domain,cell_index,cell_row,cell_column,nominal_checkpoint,x_value,y_value,y_lower,y_upper,value_name
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,28,3,4,,,0.6099860262056889,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,29,3,5,,,0.5048755456259143,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,30,3,6,,,0.548924187473592,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,31,3,7,,,0.5442886822956599,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,32,4,0,,,0.499186337330551,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,33,4,1,,,0.49164983367791715,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,34,4,2,,,0.5376327699244273,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,35,4,3,,,0.6375267704137112,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,36,4,4,,,0.5861070031163248,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,37,4,5,,,0.5087772694468146,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,38,4,6,,,0.5510103471997176,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,39,4,7,,,0.5709054135326449,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,40,5,0,,,0.48923361638350343,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,41,5,1,,,0.4997612471136197,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,42,5,2,,,0.5300677058008616,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,43,5,3,,,0.5124398876521784,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,44,5,4,,,0.5024112365242656,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,45,5,5,,,0.5076829102588477,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,46,5,6,,,0.5316815972526588,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,47,5,7,,,0.5566475589762124,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,48,6,0,,,0.4788983154228225,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,49,6,1,,,0.5059197686634759,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,50,6,2,,,0.5145640572645802,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,51,6,3,,,0.499545670858768,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,52,6,4,,,0.4928187417741587,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,53,6,5,,,0.48444463082601774,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,54,6,6,,,0.532966133682346,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,55,6,7,,,0.5384131669477287,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,56,7,0,,,0.45910277172768804,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,57,7,1,,,0.4453605044887081,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,58,7,2,,,0.45902684856581316,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,59,7,3,,,0.4595081877900318,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,60,7,4,,,0.47150356056692644,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,61,7,5,,,0.44076019707091824,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,62,7,6,,,0.499008945851819,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(a),global_appearance_mask,consensus_6_outer_folds,63,7,7,,,0.5255662360346077,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,0,0,0,,,0.6023837153990445,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,1,0,1,,,0.5115624123918153,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,2,0,2,,,0.5040491811973514,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,3,0,3,,,0.5121872402761222,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,4,0,4,,,0.5161150774044291,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,5,0,5,,,0.5081358956243297,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,6,0,6,,,0.5446556273962414,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,7,0,7,,,0.8238980512113487,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,8,1,0,,,0.47993099214655693,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,9,1,1,,,0.24008854592499027,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,10,1,2,,,0.22147478354022973,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,11,1,3,,,0.24436456936698145,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,12,1,4,,,0.22110808391763612,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,13,1,5,,,0.2216150450079304,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,14,1,6,,,0.31899877793827197,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,15,1,7,,,0.7719441286290801,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,16,2,0,,,0.45672001123490463,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,17,2,1,,,0.22999237564411265,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,18,2,2,,,0.24369483189153054,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,19,2,3,,,0.3831204790653476,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,20,2,4,,,0.38206478389871346,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,21,2,5,,,0.26285492169764063,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,22,2,6,,,0.3271628310016132,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,23,2,7,,,0.7676222731836271,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,24,3,0,,,0.5353948204247158,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,25,3,1,,,0.2282529722243888,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,26,3,2,,,0.4662807607840949,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,27,3,3,,,0.8785627944914637,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,28,3,4,,,0.8662075747173384,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,29,3,5,,,0.3741723101209764,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,30,3,6,,,0.29820444625028636,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,31,3,7,,,0.7769726171839841,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,32,4,0,,,0.5493398979306935,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,33,4,1,,,0.24423336889315642,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,34,4,2,,,0.5720342771065543,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,35,4,3,,,0.9072002778478788,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,36,4,4,,,0.8248392465588044,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,37,4,5,,,0.3456784062608387,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,38,4,6,,,0.3301217795550837,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,39,4,7,,,0.7815479757000673,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,40,5,0,,,0.5469342728527725,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,41,5,1,,,0.23394037869265535,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,42,5,2,,,0.3374905154243673,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,43,5,3,,,0.4730073688245649,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,44,5,4,,,0.3632220427334467,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,45,5,5,,,0.22695661728343242,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,46,5,6,,,0.31750146423792786,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,47,5,7,,,0.7931447818167219,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,48,6,0,,,0.5546895293760911,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,49,6,1,,,0.32001825202823736,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,50,6,2,,,0.30166471901008896,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,51,6,3,,,0.2878829078496415,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,52,6,4,,,0.27600579054957347,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,53,6,5,,,0.2849867711333767,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,54,6,6,,,0.3483303697625258,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,55,6,7,,,0.8045050479703851,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,56,7,0,,,0.8513274637409678,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,57,7,1,,,0.7617937377427632,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,58,7,2,,,0.7469668603325336,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,59,7,3,,,0.7366068147177877,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,60,7,4,,,0.7545949563212302,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,61,7,5,,,0.7362868549378571,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,62,7,6,,,0.7641571571960194,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(b),global_reconstruction_mask,consensus_6_outer_folds,63,7,7,,,0.9031971644248623,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,0,0,0,,,0.48202774577423074,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,1,0,1,,,0.4997240764024001,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,2,0,2,,,0.49435512438455254,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,3,0,3,,,0.5158688008398711,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,4,0,4,,,0.5105647176664502,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,5,0,5,,,0.5182828377371957,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,6,0,6,,,0.5080850946286853,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,7,0,7,,,0.5050426966391316,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,8,1,0,,,0.49836123564075646,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,9,1,1,,,0.4972421613929785,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,10,1,2,,,0.47681256061279315,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,11,1,3,,,0.49266463335924104,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,12,1,4,,,0.4893329071307799,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,13,1,5,,,0.5162842344276705,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,14,1,6,,,0.4996807405684569,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,15,1,7,,,0.5029926697818733,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,16,2,0,,,0.48658016352175215,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,17,2,1,,,0.5009903451878407,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,18,2,2,,,0.503830963265826,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,19,2,3,,,0.508436813358789,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,20,2,4,,,0.501940832279725,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,21,2,5,,,0.5165450947940499,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,22,2,6,,,0.5002401885138331,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,23,2,7,,,0.5027453472408993,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,24,3,0,,,0.5080567377283863,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,25,3,1,,,0.5072425494361187,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,26,3,2,,,0.48974778056083484,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,27,3,3,,,0.48925745690200473,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,28,3,4,,,0.5136108206300702,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,29,3,5,,,0.5163741171069316,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,30,3,6,,,0.499470358993707,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,31,3,7,,,0.49561632110567944,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,32,4,0,,,0.49622725902282977,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,33,4,1,,,0.5000124253950798,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,34,4,2,,,0.494027786986158,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,35,4,3,,,0.4883980635589225,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,36,4,4,,,0.49790262645858147,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,37,4,5,,,0.5075455797597399,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,38,4,6,,,0.5071954682639367,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,39,4,7,,,0.4968614305871159,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,40,5,0,,,0.5007867564227179,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,41,5,1,,,0.4861003251717288,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,42,5,2,,,0.5162066582910747,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,43,5,3,,,0.499406201232741,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,44,5,4,,,0.49607027537557863,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,45,5,5,,,0.49190369637224385,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,46,5,6,,,0.49664821182694263,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,47,5,7,,,0.5135646227679579,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,48,6,0,,,0.5048061508344487,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,49,6,1,,,0.49405324629540354,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,50,6,2,,,0.5090403273346281,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,51,6,3,,,0.5008950326923004,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,52,6,4,,,0.5013738609274726,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,53,6,5,,,0.4763312825359278,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,54,6,6,,,0.4823473207741051,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,55,6,7,,,0.5123783535350541,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,56,7,0,,,0.49133098341119946,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,57,7,1,,,0.4935323115028911,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,58,7,2,,,0.4828306145432191,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,59,7,3,,,0.48980195472395427,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,60,7,4,,,0.5042580409927641,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,61,7,5,,,0.4993556111229111,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,62,7,6,,,0.5193203979035672,,,equal_outer_fold_mean_cell_score
A4_global_rankings,(c),global_mechanical_mask,consensus_6_outer_folds,63,7,7,,,0.5014789957632894,,,equal_outer_fold_mean_cell_score
A4_cai_error_budget,P-B,uniform,,,,,0.03125,3.125,0.09838443694915028,,,equal_domain_mae
A4_cai_error_budget,P-B,uniform,,,,,0.0625,6.25,0.0948415401772027,,,equal_domain_mae
A4_cai_error_budget,P-B,uniform,,,,,0.09375,9.375,0.09587551896628616,,,equal_domain_mae
A4_cai_error_budget,P-B,uniform,,,,,0.125,12.5,0.09461627653258498,,,equal_domain_mae
A4_cai_error_budget,P-B,uniform,,,,,0.1875,18.75,0.09020137290363867,,,equal_domain_mae
A4_cai_error_budget,P-B,uniform,,,,,0.25,25.0,0.09000720724583768,,,equal_domain_mae
A4_cai_error_budget,P-B,global_appearance_mask,,,,,0.03125,3.125,0.10591235839577669,,,equal_domain_mae
A4_cai_error_budget,P-B,global_appearance_mask,,,,,0.0625,6.25,0.10030170697605649,,,equal_domain_mae
