axis,outer_group,inner_group,condition_id,pca_dimension,mae,fit_count,query_count,pca_state_sha256,model_state_sha256
sampling,yfxyg8jm46,74t7kcdgkr,sampling:density=0.0625,8,0.06595413860611675,189,45,3729088070ec8ddae4ff6a7d0f98cac594d5bccabad518d37e6f2d8594d54afb,c04d8eab9295107db6b0312a9a741f6e358e4c28367719ec95459475fda92eac
sampling,yfxyg8jm46,cgtnjyggtm,sampling:density=0.0625,8,0.11096246047417752,185,49,6b4bc7f0f49dd944ae97a0c1d359a363c100f944ef14b53b787ab38f3a074a27,7a809ff86223feac2c0a6a159626f84fcf36d543c1f13881e7dd541845eab01c
sampling,yfxyg8jm46,w68dtmpfyf,sampling:density=0.0625,8,0.09098432908442008,191,43,ee072c46e33bb63c20e647e61cfcd3b7485751754cedcdc97eae3f76a537a760,99d07d98d980876ece30d4ced1b5597309974aba50281c44d30fed3ca570e42e
sampling,yfxyg8jm46,xcmzfsbd9t,sampling:density=0.0625,8,0.10010695355024457,175,59,5d591d46740c7d8b2f03cca9282fead41e34b35bb27fc30e986e2ed0e94f917d,a31ebbd6a8f557bce18df8d5a080e9d6592b465176a9d3b1694a42f76917787d
sampling,yfxyg8jm46,ykhs7s2dck,sampling:density=0.0625,8,0.05278349556813004,196,38,ced006b1d7f518cd79339e004342ad3f92945f37930259ba0c54be31b508310c,6d97797074e1474dce45ea9fed4ac2de868fe4095fd31bb0b5ae96e4790743c2
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=1,8,0.07976576341908662,193,45,571ef02d3d2875872a02284f9b9f5e4aac9dbf4f67e475c0cfb6cdaa3c3974f7,c73f57953544698a88ba290565c9434d627aeff3092299899e16856be135726f
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=1,8,0.12109906999497035,189,49,34b59944cd58d3fd4201914de9fe7fc92c22cc7352d58a7f17ddb791cb64740a,7853de2f5f96d7f10328b57f0562ad9ef31d4109483104ca1d14dc7a897bcb71
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=1,8,0.10308157799125194,195,43,96f35e12cc8a4d0bfba057b94026ca20bb1e41484eb345bd8a2ab8d79e03af42,181a7dd6a141120774bcf32ad4adb94ec2bf75422e0d273d1b3ba5602f5f335c
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=1,8,0.08169922598000039,179,59,e97364c7e62fa90a33c208f7e6360206869e218b076323f339f21fb25b69e5c6,239fccdbd02f0e80adc0e0f1eaf0ba9bc8f34fc2dc7869bbf4edcada2608aa6f
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=1,8,0.1231425050784907,196,42,3a7ad3c1d8d4e2a4f51cf17c05e6ca987afbfb028466cb4c993b80e70300f44c,69ecc15f23d01188342c13ef84ffc52f0a7ecb5bfd98838f37b777eb5e1eb714
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.75,8,0.07922549057663851,193,45,c68d678f17793a10e6258898df786b4f41204a49973042ecb57a7fba37215b8e,a0d9e6cfd7744fb909b8be286ea42557a621ff47bc2f5d792cec2eeaec74eabd
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.75,8,0.12201125082971935,189,49,993e6418debf9813dca715ed3c719a00c2a0157ab6979ca0f5fd3f19654f05e3,859661d9d406fe66790362d7dbf0282ce7bcb057d535cf4ba8dc2618ca6e312e
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.75,8,0.10327838422777874,195,43,1fb31a1ba449c89e1362b5a378468ce264449ea9bec7d7085fbee63e61be022f,3895ac55445b5e1b9df437c46c112bb528bdfd308208ba51d25d4d8ca15a5fb7
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.75,8,0.08026969891412847,179,59,b10b39c2ff533e2cc4583045ca034da4a8c479bc0ff96e5f2e5970633c55ee48,a2394662cdea35a232c1f252c5714c2c1024c66dbc3675fac164b83c9014dac9
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.75,8,0.13053376928866953,196,42,aebe1a520bbefd54f47ebc9d9fb9d1a15cf7b5df9919744cfe4fd0c9aa6a6aef,0dd55491a7767c9027c02f166880e78722c957fb954a0546b759b0060d2919b5
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.625,8,0.08240225190524672,193,45,25b22c498d181d0445a140d604f680a2565f8842091fd5c70aece554ca0f14c4,af4dfa08afee1d7a20cd3de2830d4f83a950d0db5a2a88865c7125e8c3221bd8
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.625,8,0.11986667721439861,189,49,67555f4ecccd77cad9d87ed31d9ac2a389baaa97d118580fe943e6e92f87d3f7,043b8fb2db50962c54cb501813859516329b75124cb94fb482bbbac36d0d5f1b
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.625,8,0.10486713662275736,195,43,1b56a58f04968644bcfaf94eba2c989d74de32bd09a8cf88cf8650f89e78144f,3cb460010ab5c2e035b7444242dbe085a5faec232919ee96d7bfb2076b6346c7
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.625,8,0.08404607603561402,179,59,7e23ff0e2d56e8d8ca02218b14e0c2a1bfbd9c47ac831e9d44cb4c0e4a59212c,203f8143546ba2d6a0addb85fd3288b624915b48ae4ad01bd500ab96c00a439b
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.625,8,0.12583786836494348,196,42,f65dc6ae9e28140bef9834dfcb102a1b3c61720794cb6e0252576782e3a7b7b3,17d2cb4d2aed7056e6fddfc7c38c36ceb9c258504c5dbf599bd2d468b8918793
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.5,8,0.08629936115226132,193,45,bb0e67c43e61de407495c7ec792c4a45aa8b3cfe1acc559bb2fd5d4a883cdf7c,b7ac5e62561e229cc2323531cbcbb539a1828f4eb574359a2053642c20321601
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.5,8,0.12057108436259362,189,49,c0de7df0dc62578deee4faa899e69b61bd4d9a4aa2a34e2f67ff02d7754ec19a,5d0c6ad447465842d5ee2e9c26b3686e76cba23b2b93c3612bc1d7bd52dccd88
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.5,8,0.10741380436376581,195,43,8568f776eec034cfe8a17bea1601d0bd16c9ef8626e0102a35aa282ec354bd49,7ee45386fb852bb16c0ac3fccdde060e20b6fc0c30245413843efe163e25e7f6
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.5,8,0.08529497450266511,179,59,5082cfa28f56b73484bb7c14aa416de44295628affd318dcbca51164c3b3c659,abc0e44ae3c0bd712a68896e396d2da4d0756dc8512387d5577a50af626244da
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.5,8,0.12151576117664264,196,42,89318e1efdceed506c529109ef00a33566830b5e17b00ab6c701d46a11549703,f750224d11fae96fdb8e012dd3c766c4a8b5d7d4c0e1a45f02bafc2f017dd5db
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.375,8,0.07301342977675772,193,45,dda496c872fba332ec6ec5f8f984cfca5611ea75c84f240a693db67a601d329f,6b828b6a651a1d69df7e1ea9339f78dbd8dc4ba192814bdb7b641cdcfa78d258
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.375,8,0.12366117552379027,189,49,95044ba3e0593ad1191718b46f3ab2218ba7b86e5666c5ba238dd57dd534d864,001222acb311a707a9178f25007bf8aa0b8a6b32317ea7b21fb8c38d04d6eca7
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.375,8,0.10439356521258049,195,43,d88f06fcf54ae93912e164dc65afaaf7b9b9c672d4b98d40802e53955e060389,d68173f25b5bea65e3a7cb00fa4d1367c5dafaecfee177ce9a5da30fd496432a
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.375,8,0.08287088407835398,179,59,517b3b11825d703092438c4e4caa34b33e4c5ac4954a8ff0127f0c1bbecbf51e,3d1c4cde014195f5559961c2dcfb0600efcef6d1ee93b704f696fea2f9125b9c
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.375,8,0.1354026068924393,196,42,7eb165cceaf585148f29474d4d2dd96afbab7b46f2888085cb2134b1b27b7172,705802c986e1ff3b36adcb8cf7114fffb0e9a7976e28985175dd21f4da0bd896
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.25,8,0.07184328484730608,193,45,6b71c53356bce02cfe8c954640f2e6a28fa742c8f09682c60efe5cdf9d0739da,7925b5ae3416ea93ef3d552cfd50355531210023580bbc08b5c71e3d5ac0f18b
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.25,8,0.1213237041315922,189,49,cd6b73fc113179aa71e1754e696771de86b9834b3e2e7a6b9718103288eb9b9a,5ac6e7e782cbe80d8cacf2b9d013e7f95641eb0297aa16a62c0607ca53ee8ac3
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.25,8,0.10277806754355535,195,43,aef18cf956cca7125056a67dfca10daf7cf2c862ede95713d769ce7fd81478d8,c7c9545e92fbdc24583201c1c3dd994fe52ac91e9903b413cf6810dc8221fb96
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.25,8,0.08138812022730799,179,59,bccc4615a451a5e08b1c2cdfb71b65f526b2c934064ba27658e2d77e865a7a44,cf9f68117db4e289cbda201fb47b1dbedb454fb8f692b9074b632463c23ddd76
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.25,8,0.13562163057776605,196,42,ad59d48b7b67c45385bf4f1de106dfdbdd4151b4329ba2338af799a89353864c,0276ffd95271752da2c04064582c2f6af559aea258d9d45d123a44a4c3c1cb25
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.1875,8,0.07281309896585585,193,45,146bc0c0ab3e81b3cabbfb19db91615cf69bd0fd40b9580a29015e531702435b,50144f2a1a8235aaef08840f1d3680ee7d1057f2cb77e34d93e7b75ff14bd1d5
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.1875,8,0.12295882947617798,189,49,4b0987d851e7444b315b5236b5e543460dc8937afe7455efd17a146a97ff883a,66c69f4fb3b67fd0b7aba589881481bfdd42690278fe0b11cce027e43a66bc25
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.1875,8,0.10137272183977677,195,43,c5838a7961f058e9ace2cb547ad4280c35be85bbd3657218bec2b2795634f94e,728330674ab2b09c6518b3464a8c19a3b61709ed66e4aa486db4b712b9be2939
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.1875,8,0.08181023299078655,179,59,9be8424b11eabb7be028520539f2f734cdb6f6b53c3d4efa5998dfb411c0ca23,4ccf2d8d423024de0ee0bcd1af7b1203508999c8343def6e098943f206b3a4c4
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.1875,8,0.12346883746800165,196,42,394ec6c9773c680429a0f800457d19d151338c28ac0721df181be9b0a0eb6945,5bc3b5f29dd54ade0026044f00e01a8cac421d8bd2980cbd8e489504b0f5852f
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.125,8,0.08578200666435672,193,45,e6b5ba13699c79ad503c242f05c51cab66ebec64e342515497c056574091ce5f,dd004f70e657c9e201e91fdbea794ed1dcc838bd5ea93519c735814e9ac96168
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.125,8,0.12299594184194237,189,49,83023285503f27cde006a6e3e870d36d8c28db1bf225d3bf8ca0d57cc701eeca,9fdba6e96a2f8deaeab9c7b39e4c2cf89f4139a6f747b69087f6154ec1ae5d59
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.125,8,0.1091462159753025,195,43,57d8c7ebb583ac0318d243e6cfae6a86d6e21a2791981c51282ab29e6a585258,936dd913ecd520f0999e0d76b0883e140e1d5115efaccb4c442a42b5c9a95e41
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.125,8,0.07622609435486799,179,59,d63342d61de325a7f3809514de152ca9254d4660e523072c294eb56a39226ca9,3f9f0def8d3b23ae858d3a489cde9f5be67e9f6bf43ac7f79e78fa4dd136cf8a
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.125,8,0.12485934442898691,196,42,173ee187d73da76523b783ea53cd0b27f54679b3e903cddf50d98c38cf65deb0,82c55cf0aec2abc887c0e172c1320a85358524f85fd01002bfd8971f94850a26
sampling,ykhs7s2dck,74t7kcdgkr,sampling:density=0.0625,8,0.0764784487856027,193,45,0245da425a13a62326bfa96d0a5109c82e45bbbd54f89203c1cca10dfcac7bd0,54c2e4c6f69c2221126a5d1ad9a93072a889a2ce6a999417a8a11f218ee02a2e
sampling,ykhs7s2dck,cgtnjyggtm,sampling:density=0.0625,8,0.12625812574396034,189,49,0e7860030aeedd257ff5d9fc18b6c8beba3d6e84e171e767466934c0ae852624,264e538b246a2e9eb9fe65afe6e2b9aea76401a0fb92b8e17e6921c211c3db08
sampling,ykhs7s2dck,w68dtmpfyf,sampling:density=0.0625,8,0.10369597309510961,195,43,ca900175b7b6aa8d19710223b79276055075848828789ae714ca6451514f0a23,a4b0b56f87fb2a53e4bf27cb4694c5764c8f8dc09650b4e225f863245afb1f69
sampling,ykhs7s2dck,xcmzfsbd9t,sampling:density=0.0625,8,0.08829630182198543,179,59,04bb75381a90a6d93004ca7d7cf65647bae1fe50474a2ce09b7c152f9f0e62a1,63a5806ac951ee3535d5dcd9a2bedb9d7055f55aaf92f020f7f35c24e2fd8c35
sampling,ykhs7s2dck,yfxyg8jm46,sampling:density=0.0625,8,0.1351645658383516,196,42,ced006b1d7f518cd79339e004342ad3f92945f37930259ba0c54be31b508310c,6d97797074e1474dce45ea9fed4ac2de868fe4095fd31bb0b5ae96e4790743c2
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=0,8,0.12636786708156486,182,49,85a844562eb6da82897b16f24cc4987b8e9d6be039c1a950aab12c9cd7a73131,1d9aeaf2adf9fb80a28302cb246f410490a909743a2477c76e20e57f9d07b6cb
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=0,8,0.09509230562820553,188,43,70d2a6dff9d504c8fe1eee8fe0999eaa74c5c1854a5137cb2dc322dc30e2aa5c,da158f8b173941d4aed3cc2f140e09e3b9a937bc327f2dcb0e61b13b20dcad83
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=0,8,0.08148383928677211,172,59,35a290a323e1bd5d8ed34ba9267daed9e161f646c69ee2c3242a217aa9e90bd9,fc08bd5bc778552b019c99609c2e17e5037c800721ce1b0610f31e1fa13db7b9
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=0,8,0.14354206795561003,189,42,b5311308f66b6037f734598ec6a28df44a235a805b11aab35aafb52697c49a17,e19bb9ac06fc6ac2ff4984228ef5f207a1e195248fe6755c68b2f055243312f8
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=0,8,0.08347107301988507,193,38,571ef02d3d2875872a02284f9b9f5e4aac9dbf4f67e475c0cfb6cdaa3c3974f7,c73f57953544698a88ba290565c9434d627aeff3092299899e16856be135726f
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=0.5,8,0.12731336073913163,182,49,99eba4f3f9b40d789ee866100265906392a4a23bc85c117d590179158009b648,3c28297d6ff877f0559f7ccd6e5d5702fa2d35efc7c141208e06c207227b78e4
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=0.5,8,0.09557417506347948,188,43,785f97e4f826f39d1300d6678653def21b746fd2a4fff07223763e30a6a0f493,81dcea12f6352f9ff03085d25dd4e6bd10af64d4d4cbb633735c3ab809f69925
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=0.5,8,0.08206972511730708,172,59,6f3804125ebb5d71f04fb313fe3b95c0646e2a543adab6fafd42cd5d905a602c,1c604d8bb4918cedbebae67321bbfc8ba4cbe22adb499e819d40cc8980ad9126
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=0.5,8,0.1415621947225067,189,42,e4cd27e0026c46f89b0e2fc94a460e2f7938216250b907446c0668d2086f8572,0090195209543e831034580010acb50fb120abe1cb275ae5478410d7780485be
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=0.5,8,0.08383014853981965,193,38,7eba37e59c358c21372fb41e2c6c4ec8e66e8b6bed632f3e69a62f0737d2c64f,cff7f847b4421ff0f603423fd4eda9e10937b3c17c869400e9af227c7f8b8047
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=1,8,0.12934182599259889,182,49,261dc54993a34258a634f7005879d75ef7b55369e013fcc8de03c30d93a2f831,0e104f22f60a33dd74b4c1ebeb77b7e15bc7d95bfcf7247ee6535fcd44d568ce
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=1,8,0.09599713752060389,188,43,d511c6edde1e6dd811dc64626375a6b2b0793a87fdc04234a54bd05d1e8f0d1f,b3667efe8b1c40f95351c9e64cd219fd2d4f3d0088e151478ea27292987b3f5c
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=1,8,0.08398142066784013,172,59,0adefcf4bf2ae42db20c8a59a647cb86b36f8a30fcff4ff806e34d87bef0417d,a428c19ba6696b6a710fc1573d621fba0c796e58d340a25b86071f678b3875aa
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=1,8,0.13570031835541874,189,42,9f6c8c86ee8b1d53f5177f2cd961c6a566a08727ca551ef74481995a8cfa20bf,1bc6c53ddbeca264c48d61fa1f1629e4f5df59e11b044a64aeec61507af53af4
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=1,8,0.08445827872224845,193,38,c00d6464c994fb3786188e5bf224d11d7b39f861c2bb6b05c6e96afda588ab18,249525539bc1838fb801fe4f1851538e30d263409308a3745ce6740bff9fa5d3
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=1.5,8,0.13109184683216157,182,49,51eb82b8ecc1b7b205a016e1f9969cec29c6983d0a4837f911a922a403cb6d43,98ba3991c61734c15fd29178453b9d328222eaa7fc58d970b03acda5039c634e
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=1.5,8,0.09640734009408795,188,43,a287b602da223d5965242a9b5bb208e1e17849dc99780f1bf6b4b5b1215ee892,7f98139f296787f61ce6cde63966e3295359e062a1fda97d2a009353e809370e
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=1.5,8,0.08441766970165311,172,59,25b3eebedf59e216904f4cee0b1b01fc30acdce5b4076b72e8f275fdeb326502,4a799f878be0a8d17deb192ef549800f016090864a96aedf484cefd903468123
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=1.5,8,0.1344738558234694,189,42,dc322b99938f23763832c5b026f829dc913cd9b4e2b4873be6c0040af502b474,10ad1f04a2a1adb34d10882fae7a85606504d94053d33e93b1f0cacbff456e39
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=1.5,8,0.08445905012690144,193,38,93aac8a985e6d236e8595e4c061564da3cb8ceaa851bc2489ecf57827654293e,421d388fbdf60ae12fe9a7e2db46e670c69f48395c433e1417f7a9f940449115
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=2,8,0.1315914595788442,182,49,152ac48b0122d82ed5abbd9424fb6befee52c00240bc32ca86ebbec0cf699af2,d27c4aa28b41b3eecac2d51bef40831836e79a5b2306ce95f4605c9a17f4b433
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=2,8,0.09652738105460136,188,43,1d68c7a21a0f29e5be91a9237d362d8d0ac1258fa06c3b8ad03f23374d49ffa2,51c6039209e9bb2ee6c07068d6ce02823a8f1b52ec37de4ff2f83506c7293ac5
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=2,8,0.08383614919218627,172,59,dbf39f36207bdd15610e297977cdf5d90d5180b880171cfbc6832d0ec5738f8a,1de106ca07995e11160acf39834f7b1e056b5de10ab6fbd6e9e361c5eac8c201
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=2,8,0.13443661853676472,189,42,9430163969900917f3d2891dadc0d942bcc38e792516d3aedd481df1e9384d41,2c53d453c38eedc191f3611e193142b050f699e64a7cbd9aacf545ea1935a6c3
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=2,8,0.08256318483645742,193,38,77e94c93da95dcde7089124b9758229028b0c656aca99e8fd4bbef77caef7d12,345ba66acfaf2dc730e33a6a65db87ac593c1b740b5eb977a661d8405fb9cb3a
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=3,8,0.1398139751837888,182,49,876f0c67605a14ee15cdfc38eef0d7bfb7ae204cd803959e92558c076d660350,691323dd69e7db44d839ccf378dc96862a1d05c89c31c3013a69ce1683768a02
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=3,8,0.1005773658928773,188,43,f670bf3f11b0125652610d67cd60b3b374ad3904511727340643b03a8389030c,7ec847341c160ad345b2274b25144def17b63c85624f35040de0465016239583
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=3,8,0.08231912257298965,172,59,d06b5477fa9d85fb4987a6e531f9d98bc4e7984df7f1dbe25810d06419e4b70c,9e429b0d56676168510663bb9a34a8ca174c4cadb574944c91636435052b02d8
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=3,8,0.1354568735112901,189,42,0a18191bc5fa9c6688563f97b276fce81d434bff880409d39c3d60614532b96f,2b418871d4e41de786ccf5b6e57f360e941064e0fa6a49e4745b5b9f0f2f6e8d
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=3,8,0.07674710379800226,193,38,eccd9f167af8cd6f3488c9a0d8e861c8c78d12705dcdceb67eecb307a23be829,9dd724c9930470584579e671542e207004fae93a508b2544956d1ee71738de7d
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=4,8,0.1423601400451714,182,49,adf8d4c47fcf169209380576c6b943834a2deeefac42a57b04b17f4c726c7578,f92fa8f108b2213b555f0457e4609756c5b00c18d04c9477bf507dc2cf4881b8
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=4,8,0.10287664803199693,188,43,401397244acc37e895fb65a7d6ae2ca508063299a9a32bc127b6a19ed5fa912e,2b903749327adb33e43253bfaf6facdf7bf2b28610594358ebebad848cdb4c67
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=4,8,0.08125056472902072,172,59,dd529b55f4c2a9d2d0bd3427642e43d30f33afef6cba0060534934ecfa4a6c0b,a4085bc810aa66849f933352b61714bcef863eb04d48b4e945fe8edc9ea763a8
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=4,8,0.1344574956357399,189,42,6f15d723f3f574827a338352d90b71ab3854a2202226976da175cc56d1c2ec8a,62c3865e30f30f6ecc777245528b4fea612e3c88a4ec3b80eca93cb58e941659
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=4,8,0.07887604213882667,193,38,81754b632c46a51cb14250772cba6e184a0adbbbc59326f6c56210e20088c5aa,f97ceecf5d8b3e8ec47809b617c93ce981e2831a895b0e978d4227be8e385051
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=6,8,0.14878364409225506,182,49,525800c3773084ab6f5909014689cee18dfb8e514145537190829bedba68039c,d392c5440bb916098bd445385173b90737b00274b12f26fae15f841f590e42f0
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=6,8,0.10511503183435154,188,43,2ca482f4422de4a05f9b10130a4f6e045de1022d2a5794729eddf981c5a33b05,0bbf6b4eb74d748728c8b2624420ccf84d58805994cf87a1d9f99a8f14a4604f
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=6,8,0.10890390398636855,172,59,e3d74f5425c12d573badde70206a3c82583e6080417cf6d8a88949ea505d8c46,ac20d18c77445b840cd55263dfb0feb29a4d63d53330f9d02dba4f801e77f9fc
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=6,8,0.14013092654275766,189,42,45f3a2dd4a46b1c02b2d642e4642e4c2ea6afef7b9651df1a5314ec8c18d3156,f4947331a80211b0f63a5d5fa43408233ff03ef51444109377dd41934760e7b0
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=6,8,0.08224912928993633,193,38,da15d889519537273baae0b8f16b1053b79ad3ea466fc951bbfd63688fc1f06f,c6404d11cdef5dc015dd0866af7e03dd2a34d54da27b1cee0e95e3c22859c229
gaussian,74t7kcdgkr,cgtnjyggtm,gaussian:sigma=8,8,0.14263448493170244,182,49,cf6217043cc7f734eba9eb13e32bb9ddf1d9c7cc278dd1287b7eb3c2d6623eab,f546aeecb5fdd98781dd090c6773391e0f695086df37c0482240c233a2848109
gaussian,74t7kcdgkr,w68dtmpfyf,gaussian:sigma=8,8,0.109942095311597,188,43,f36db4fe044356425191a786eda1c6260fc33ffc804661f37828ddc6a13aab8e,26e87dad4b92d3de98dcd97559221412b9bed32118b5b72119d3932bb1737d87
gaussian,74t7kcdgkr,xcmzfsbd9t,gaussian:sigma=8,8,0.11575272131592679,172,59,74b4307f5a7d97db7064f480f33c23a2b5ea12742ccf1c0bd5b343de14858b45,62b16830973c58580ab0c3e3962c507a29fd3066c9428da78a0d1ac44b919e7d
gaussian,74t7kcdgkr,yfxyg8jm46,gaussian:sigma=8,8,0.14547056535518813,189,42,6ef64802cb6ed642e90dc524d4da05c5c94beb09f97cb9ff83ba1e163d047f13,dbd8012543074b49f82b176c17280eb676d746619e3d66faccbc6a4c2ae65bab
gaussian,74t7kcdgkr,ykhs7s2dck,gaussian:sigma=8,8,0.09571144878915495,193,38,663b74d36ee951720a404c1628157367a6f0ee11a9ec5e268c0f6ef52002461b,07b77b082de73c83614ea845bd26b7252811a4e4a8ff82d2b04dbc1338436321
gaussian,cgtnjyggtm,74t7kcdgkr,gaussian:sigma=0,32,0.05392582681873212,182,45,85a844562eb6da82897b16f24cc4987b8e9d6be039c1a950aab12c9cd7a73131,ae32b748acdffa9169cb902913d73d96904843baf2fb3b7188de0470b803e02d
gaussian,cgtnjyggtm,w68dtmpfyf,gaussian:sigma=0,32,0.08434567790192772,184,43,59e573c373c38b263c78c1d1af340a59e65757cb0563fd0e0062a1dba1008b69,6827649c0fbae3da8488519afe7b08cc2ff2e5bfef050afc9cf39b9b53660000
gaussian,cgtnjyggtm,xcmzfsbd9t,gaussian:sigma=0,32,0.06760175373576817,168,59,f0c1574a1e60180f838dcd6f901f2c9e6ff4be984ef01e529594c75151dbf910,e77a22807d270ef24689041cf17f247f725d385d35f30ce37dfc1e2c72f4cdc0
gaussian,cgtnjyggtm,yfxyg8jm46,gaussian:sigma=0,32,0.12276113252306084,185,42,87e03c08e6b919018aedce9a6bb3f9119406b1cdeba96fdfbd8d2d17d760e394,0a5ef7a9a86aaa7249f990c5598476b75d682112b722b0d931139ca39034bd97
gaussian,cgtnjyggtm,ykhs7s2dck,gaussian:sigma=0,32,0.06381134536872457,189,38,34b59944cd58d3fd4201914de9fe7fc92c22cc7352d58a7f17ddb791cb64740a,5d3115a003ce7629e7e57556fe301c9f308f43e335338b60e8da0d75f38fdd45
gaussian,cgtnjyggtm,74t7kcdgkr,gaussian:sigma=0.5,32,0.05355218566650054,182,45,99eba4f3f9b40d789ee866100265906392a4a23bc85c117d590179158009b648,a0d873b4315b45f75ecfe47c35f8cab13f8e51aad4eef7d6be5d96a10d4853bf
gaussian,cgtnjyggtm,w68dtmpfyf,gaussian:sigma=0.5,32,0.08081640095002211,184,43,68aa18121445ce6742a6d210ed4224c2c04c2d46ef08cdfde0fca5d1692a686b,028abd0b02766ffafb732754c8cf2b4b0c6d7a749e0fe2831f3ee1a8275118a7
