condition_id,value,coarse_rank,primary_eligible,wavelet,level,mode,normalized_retention_index,equal_domain_mae,ci_low,ci_high,full_equal_domain_mae,relative_gap,noninferior_025,noninferior_05,noninferior_075
sampling:density=1,1.0,0,true,,,,1.0,0.08963580465761434,0.08050113663254264,0.09925960962486584,0.08963580465761434,0.0,true,true,true
sampling:density=0.75,0.75,1,true,,,,0.875,0.08966104364986038,0.0804905126684485,0.09934603772823355,0.08963580465761434,0.00028157266331743804,true,true,true
sampling:density=0.625,0.625,2,true,,,,0.75,0.09002177767934866,0.08080029069191418,0.09971548838369276,0.08963580465761434,0.004306013910497461,true,true,true
sampling:density=0.5,0.5,3,true,,,,0.625,0.09209015330283075,0.08269597186075663,0.10193563638447613,0.08963580465761434,0.027381342250358504,false,true,true
sampling:density=0.375,0.375,4,true,,,,0.5,0.09250808547557622,0.08345995158397221,0.1020513763005903,0.08963580465761434,0.03204390063695256,false,true,true
sampling:density=0.25,0.25,5,true,,,,0.375,0.09118022972907479,0.08210615226022673,0.1006929954320216,0.08963580465761434,0.01723000175387231,true,true,true
sampling:density=0.1875,0.1875,6,true,,,,0.25,0.08965874748274842,0.08072626017514006,0.09905406512293931,0.08963580465761434,0.00025595603477560953,true,true,true
sampling:density=0.125,0.125,7,true,,,,0.125,0.09272271074851306,0.08320128557618432,0.10276081976231281,0.08963580465761434,0.03443831516535055,false,true,true
sampling:density=0.0625,0.0625,8,true,,,,0.0,0.09122139252226975,0.08192860380849844,0.10101157243484396,0.08963580465761434,0.01768922441999548,true,true,true
