condition_id,value,coarse_rank,primary_eligible,wavelet,level,mode,normalized_retention_index,equal_domain_mae,ci_low,ci_high,full_equal_domain_mae,relative_gap,noninferior_025,noninferior_05,noninferior_075
gaussian:sigma=0,0.0,0,true,,,,1.0,0.08963580465761434,0.08050113663254264,0.09925960962486584,0.08963580465761434,0.0,true,true,true
gaussian:sigma=0.5,0.5,1,true,,,,0.875,0.08979142333750156,0.08057716198354652,0.09948793541126523,0.08963580465761434,0.0017361218598042304,true,true,true
gaussian:sigma=1,1.0,2,true,,,,0.75,0.0906008113329343,0.08131678283499003,0.10037916864365212,0.08963580465761434,0.010765861688931492,true,true,true
gaussian:sigma=1.5,1.5,3,true,,,,0.625,0.09230145895016807,0.08297987833165137,0.10209802523141766,0.08963580465761434,0.029738722185134018,false,true,true
gaussian:sigma=2,2.0,4,true,,,,0.5,0.09759488877500139,0.0880557831115695,0.10754695679287846,0.08963580465761434,0.08879358140185943,false,false,false
gaussian:sigma=3,3.0,5,true,,,,0.375,0.09880795734993386,0.08903203653282454,0.10904138565316947,0.08963580465761434,0.10232688519230437,false,false,false
gaussian:sigma=4,4.0,6,true,,,,0.25,0.09872048411046748,0.08879307911765873,0.1091472655671295,0.08963580465761434,0.1013510113235919,false,false,false
gaussian:sigma=6,6.0,7,true,,,,0.125,0.10152836269966443,0.09168948417197392,0.11193069747342187,0.08963580465761434,0.13267642419763623,false,false,false
gaussian:sigma=8,8.0,8,true,,,,0.0,0.11167747789618065,0.10142275207179784,0.12249533461750228,0.08963580465761434,0.24590255336871047,false,false,false
