effect,comparator,positive_favors_main,effect_mpa
fixed,GEOMETRY_SPREAD,True,2.200268248152021
feedback,VLM_SPATIAL_OPEN_LOOP,True,1.3906046837269557
vlm_early,NO_VLM_SPATIAL_FEEDBACK,True,-0.8716001980166936
spatial,VLM_MEAN_FEEDBACK,True,0.1521890396780634
