actor_loss,entropy,entropy_weight,max_action_count,mean_scaled_objective,method,min_action_count,seed_panel,total_loss,training_seed,update,validation_area_mpa,value_loss
-20.778697290920398,4.027346611022949,0.006675567423230975,16.0,0.5142820379927933,LEARNED_STATIC_TRUE,15.0,1,-20.80558211495795,2026091304,250,47.97672118557994,0.0
-13.304252357424216,4.027063846588135,0.0033377837116154874,16.0,0.3435186341684865,LEARNED_STATIC_TRUE,15.0,1,-13.317693826013224,2026091304,500,48.52681000877259,0.0
-22.84328620265871,4.02795934677124,0.0,16.0,0.5733789792647765,LEARNED_STATIC_TRUE,15.0,1,-22.84328620265871,2026091304,750,48.703328367777516,0.0
-2.4482344945809467,3.764488458633423,0.008006405124099279,16.0,0.5292968272247655,NO_VLM_SPATIAL_FEEDBACK,15.0,1,-2.437734763815977,2026091302,250,47.276329196739816,0.08127950143644082
-6.507247657474117,3.222116470336914,0.0060048038430744605,16.0,0.7613242911316446,NO_VLM_SPATIAL_FEEDBACK,15.0,1,-6.426225826072723,2026091302,500,46.46120171311171,0.20074001892051424
4.937491211258741,3.2684683799743652,0.0040032025620496394,16.0,0.4727991900231924,NO_VLM_SPATIAL_FEEDBACK,15.0,1,4.9408589543875205,2026091302,750,44.91105786170531,0.032904167938716464
3.9650148446056384,3.4280128479003906,0.0020016012810248197,16.0,0.4287941512758852,NO_VLM_SPATIAL_FEEDBACK,15.0,1,3.9817394145404896,2026091302,1000,43.59708783510903,0.0471721696247587
-2.148963530304421,3.3909482955932617,0.0,16.0,0.48886777038824325,NO_VLM_SPATIAL_FEEDBACK,15.0,1,-2.1290373242683502,2026091302,1250,44.450568694817356,0.039852412072141276
3.3233079297938914,3.826021194458008,0.008006405124099279,16.0,0.49619183463322253,VLM_MEAN_FEEDBACK,15.0,1,3.3577529925861276,2026091305,250,45.26256559134052,0.13015547497259497
5.042153524902869,3.692251205444336,0.0060048038430744605,16.0,0.3989727787810834,VLM_MEAN_FEEDBACK,15.0,1,5.038138372357544,2026091305,500,46.509205955688834,0.03631218295981119
6.452178672490177,3.7048099040985107,0.0040032025620496394,16.0,0.6488419237408959,VLM_MEAN_FEEDBACK,15.0,1,6.481909729667689,2026091305,750,46.75162216597664,0.08912432298665784
-2.0856681438718603,3.7319514751434326,0.0020016012810248197,16.0,0.6740023065175588,VLM_MEAN_FEEDBACK,15.0,1,-2.05543847177662,2026091305,1000,45.93637053263999,0.07539910218578827
2.2992930840021493,3.4091291427612305,0.0,16.0,0.31526554257813344,VLM_MEAN_FEEDBACK,15.0,1,2.3300052874316943,2026091305,1250,45.503603248032796,0.06142440685909043
-5.408214280789915,3.7859530448913574,0.008006405124099279,16.0,0.8025304530606125,VLM_SPATIAL_FEEDBACK,15.0,1,-5.3761094058991885,2026091301,250,45.110376551662455,0.12483349614676079
10.759357759181764,3.7937960624694824,0.0060048038430744605,16.0,0.47989586548411167,VLM_SPATIAL_FEEDBACK,15.0,1,10.780983444811373,2026091301,500,45.253131241935115,0.08881337406707396
9.3121453123855,3.6734442710876465,0.0040032025620496394,16.0,0.3770834914724559,VLM_SPATIAL_FEEDBACK,15.0,1,9.328740517116431,2026091301,750,45.13496861684303,0.06260149254918737
-0.6660743604954805,3.3879027366638184,0.0020016012810248197,16.0,0.4901237839079865,VLM_SPATIAL_FEEDBACK,15.0,1,-0.6502069141096571,2026091301,1000,46.40930258239404,0.045297353201613134
-2.1845175560180925,3.510972499847412,0.0,16.0,0.4157842017116977,VLM_SPATIAL_FEEDBACK,15.0,1,-2.1784481006564573,2026091301,1250,46.03399988581193,0.012138910723270745
-2.0731265006469126,3.5767500400543213,0.008006405124099279,16.0,0.6970770956033076,VLM_SPATIAL_OPEN_LOOP,15.0,1,-2.009761868827608,2026091303,250,49.693201019349864,0.18400308368121943
13.442200230628002,3.679379940032959,0.0060048038430744605,16.0,0.4853503721958281,VLM_SPATIAL_OPEN_LOOP,15.0,1,13.46871066270102,2026091303,500,47.59035518524066,0.09720877500085105
-1.9899526052775172,3.7209458351135254,0.0040032025620496394,16.0,0.4616226979427174,VLM_SPATIAL_OPEN_LOOP,15.0,1,-1.9948167227694935,2026091303,750,46.50098123538941,0.02006316485258753
0.36025842199722913,2.390015125274658,0.0020016012810248197,16.0,0.7571615706576857,VLM_SPATIAL_OPEN_LOOP,15.0,1,0.38224962100548976,2026091303,1000,48.80583116608844,0.05355011231280256
-0.24540036511744062,2.177602767944336,0.0,16.0,0.4811991141447176,VLM_SPATIAL_OPEN_LOOP,15.0,1,-0.23881361272289753,2026091303,1250,48.142465588563084,0.01317350478908621
