protocol,outer_dataset_id,query_dataset_id,random_fold_position,method,seed,teacher_dimension,target_count,target_path,target_sha256,teacher_state_sha256,training_state_sha256
outer_lodo,74t7kcdgkr,,,global_shuffled_teacher,20260812,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__global_shuffled_teacher__seed-20260812__4bf394c48cdabd06d1c6c980934ee396a4b03da5db40f7b50c2ec0ea8511d4fc.npy,4bf394c48cdabd06d1c6c980934ee396a4b03da5db40f7b50c2ec0ea8511d4fc,b257e462e36d250bdfaa7e597437aec907e480c8cfdc79ba5033d7f3ae2b8f48,a7065512fe1c2c42539b520795a8da2f5296dd48863b55eaa25c9a51c76d8c38
outer_lodo,74t7kcdgkr,,,stratified_shuffled_teacher,20260812,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__stratified_shuffled_teacher__seed-20260812__fc097905e91dd347f370438ed31617b7c4e641fbc11c8db829e23d5ff9c8148b.npy,fc097905e91dd347f370438ed31617b7c4e641fbc11c8db829e23d5ff9c8148b,243f545348e181b1a9064b3c4035da164d6b63dc8eb6852f991eb02c7e562fdb,81e70da2e58fb5eaa5b7fbe7e3b84bd8d5be5ca76eb233d6a08d75ef47f7165a
outer_lodo,74t7kcdgkr,,,random_teacher,20260812,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__random_teacher__seed-20260812__18aeaefb82c7310d078bb9802dd0bfea993b0541275bf8d8bd54fbd2228d2704.npy,18aeaefb82c7310d078bb9802dd0bfea993b0541275bf8d8bd54fbd2228d2704,858176734ab113655df9f41535e4a9a39fd60d7926746826fe4c03b99acc0933,88feb384f38b0eb2f33edb04acc49b333540891f118a4be2ce06044480d08f7f
outer_lodo,74t7kcdgkr,,,full_latent_imitation,20260812,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__full_latent_imitation__seed-20260812__66c8fad82550618d8fea209f8f14128b411d443d48fd81f576ff06d11f19113e.npy,66c8fad82550618d8fea209f8f14128b411d443d48fd81f576ff06d11f19113e,cb314b9d73e330e8279b8a821f03eb66dcc1cfaa84ca40806695dc43a2903d5f,5e2bfd546c13f33f8f7c046054b60c91f1c665ffd266807506fbe6376c34ffa2
outer_lodo,74t7kcdgkr,,,D0_equal_capacity,20260813,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__D0_equal_capacity__seed-20260813__2a1a6ac75e2b7bc49ef1897cb7ab3faeaa819d30ae87688932648b3df7ddc42a.npy,2a1a6ac75e2b7bc49ef1897cb7ab3faeaa819d30ae87688932648b3df7ddc42a,16b61b5f484d80d1ff81addef8ca9a01311483a9963cb26f1f3eed5d250b70eb,1088bf8705528291e9a32c47051d9923c42164a3e518568c5206156bc6cddd87
outer_lodo,74t7kcdgkr,,,MSPD,20260813,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__MSPD__seed-20260813__2a1a6ac75e2b7bc49ef1897cb7ab3faeaa819d30ae87688932648b3df7ddc42a.npy,2a1a6ac75e2b7bc49ef1897cb7ab3faeaa819d30ae87688932648b3df7ddc42a,16b61b5f484d80d1ff81addef8ca9a01311483a9963cb26f1f3eed5d250b70eb,75877902d2b3a5ea7f86b23100c34203192bac394a084be997eafa4ee49b9a70
outer_lodo,74t7kcdgkr,,,scalar_teacher,20260813,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__scalar_teacher__seed-20260813__21b1245d24229f6d36949f8781516b51cb409740668122b81cb91accd20d5672.npy,21b1245d24229f6d36949f8781516b51cb409740668122b81cb91accd20d5672,2c5037efca19a91524a5a211263b52902e7302cccfac7f3393b6eb4cdc6807ab,05c8a5623f679ea6c4e118b5f94828d3af4b784cc5e1bfef37331228bb1d9da2
outer_lodo,74t7kcdgkr,,,global_shuffled_teacher,20260813,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__global_shuffled_teacher__seed-20260813__22c0967b6c809abb5fb91879ce478707a9886945065daa13341c088e8a837c9c.npy,22c0967b6c809abb5fb91879ce478707a9886945065daa13341c088e8a837c9c,47202d538f5fda4a35f772163941bfcf1d1443f0eafd2683b7b96749a7d8a7a9,7e61f8fc9b13c3c068597bd5484c72fe23ce08a0c1e8186eaee7c25cea6ef663
outer_lodo,74t7kcdgkr,,,stratified_shuffled_teacher,20260813,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__stratified_shuffled_teacher__seed-20260813__3441c3db6768ff89a63962f1cd2a83f397fa9b75b88a5d5fceda10d23303bb0b.npy,3441c3db6768ff89a63962f1cd2a83f397fa9b75b88a5d5fceda10d23303bb0b,ac47ba72990c36fefa8e1a5d71410ed2443468f22894ea01b289f863300e8c14,e1ca5804a4e14deb5944ada8c506ae7b401a2d80e5ac1d17953a88fbd1e64d9a
outer_lodo,74t7kcdgkr,,,random_teacher,20260813,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__random_teacher__seed-20260813__8e0033f70b1526fe4d22af67f51bcd77cedd48626ff667e7f6aa90edba2a807c.npy,8e0033f70b1526fe4d22af67f51bcd77cedd48626ff667e7f6aa90edba2a807c,b0d13c8043bbe6e22d26aa282817fd4f2d719e5ada2ebed09a46e89c98ba89f0,ac702fd520ffead877bad3f0723b00fafa6d6db2fe70beb820f0d39684571254
outer_lodo,74t7kcdgkr,,,full_latent_imitation,20260813,16,231,arrays/teacher_targets/outer_lodo__74t7kcdgkr__full_latent_imitation__seed-20260813__66c8fad82550618d8fea209f8f14128b411d443d48fd81f576ff06d11f19113e.npy,66c8fad82550618d8fea209f8f14128b411d443d48fd81f576ff06d11f19113e,cb314b9d73e330e8279b8a821f03eb66dcc1cfaa84ca40806695dc43a2903d5f,b731679597931a0dd68832fae993016ae82f22a490428ea67c9593ebb0924fb6
outer_lodo,cgtnjyggtm,,,D0_equal_capacity,20260811,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__D0_equal_capacity__seed-20260811__515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b.npy,515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b,1e53e63c5da2fc95db74ba1e09375f8df892bd8079c3c561dc9322d1c2b74248,bf9d8803c2257446af68a335942f7650e90bae3d92c03983ea2aa58592dae803
outer_lodo,cgtnjyggtm,,,MSPD,20260811,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__MSPD__seed-20260811__515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b.npy,515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b,1e53e63c5da2fc95db74ba1e09375f8df892bd8079c3c561dc9322d1c2b74248,5e0cf4fe73bf6aebbb5d189fd8ac3d3d32a0939b6e1d341ac4f2511722f10638
outer_lodo,cgtnjyggtm,,,scalar_teacher,20260811,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__scalar_teacher__seed-20260811__7255e8ed72602b33fafde17b83bae5554d0dfec007e6c7b00043183f16cf81ed.npy,7255e8ed72602b33fafde17b83bae5554d0dfec007e6c7b00043183f16cf81ed,c9d1fe82e1494d3d8b2d119928ef034ed50216cd6833b083a5caa495b394922c,3298ca9d7939105b5fdbabf83d38abee9cd75c681809d626276158de6b01c733
outer_lodo,cgtnjyggtm,,,global_shuffled_teacher,20260811,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__global_shuffled_teacher__seed-20260811__d30527b3369bed01d23409834fbc79f5fe287bbea03201d5d37349e6e8612745.npy,d30527b3369bed01d23409834fbc79f5fe287bbea03201d5d37349e6e8612745,549affbf4d2b330b496f179f5ddddffdeae8f203fcda0414fbcbea694ac2d971,cdb4c3b99dc6c89ca94a2dba8fa3cc6c0cb5480b0c4996007f86a519b537ee4c
outer_lodo,cgtnjyggtm,,,stratified_shuffled_teacher,20260811,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__stratified_shuffled_teacher__seed-20260811__b4c73fbdff2362393cfa481999e750bfa2647439bba6f369c4d3ea9eaae5c4b7.npy,b4c73fbdff2362393cfa481999e750bfa2647439bba6f369c4d3ea9eaae5c4b7,d16fff181c907ee907268b4e7e23a1e21df9922435166b7f32faada989ab43a3,ffabe86ffe0b0a0c7bb280cb327daaba282a1642d90858e57b0c4cd7dbb834ea
outer_lodo,cgtnjyggtm,,,random_teacher,20260811,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__random_teacher__seed-20260811__4611d87fd7a5752603e8cdd6a2559c4ec19cd7bc89e0127250f884c6193a8fa8.npy,4611d87fd7a5752603e8cdd6a2559c4ec19cd7bc89e0127250f884c6193a8fa8,701e23dc9078129876d7570681d076c9583ea3d7e63fe4d0c8e3dac36e0d6a25,4d4e0dceae268fbdcb81eb48974bae919e1105e6ff7fee43837ae178968169b8
outer_lodo,cgtnjyggtm,,,full_latent_imitation,20260811,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__full_latent_imitation__seed-20260811__f53fbcd9df30c52a546afe67192be7253fb52e063235fa8d181607fd82783227.npy,f53fbcd9df30c52a546afe67192be7253fb52e063235fa8d181607fd82783227,dfcccae04c93564c5b3cfc97b86a30b566723537eca12ea84f5e6907bb27007e,9412ab81f8137a24179a390b41d3da16c516cd80a3e22048f5829b9bee1a51a1
outer_lodo,cgtnjyggtm,,,D0_equal_capacity,20260812,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__D0_equal_capacity__seed-20260812__515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b.npy,515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b,1e53e63c5da2fc95db74ba1e09375f8df892bd8079c3c561dc9322d1c2b74248,c7cfc1e9e5eeed44b7ff65838bf275ef2457041c3f0ce8f5f4887cd484400155
outer_lodo,cgtnjyggtm,,,MSPD,20260812,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__MSPD__seed-20260812__515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b.npy,515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b,1e53e63c5da2fc95db74ba1e09375f8df892bd8079c3c561dc9322d1c2b74248,89fa3a12880b9bcac19e08ca103eb358fe14865ab3660109fe6d650db4a61f1a
outer_lodo,cgtnjyggtm,,,scalar_teacher,20260812,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__scalar_teacher__seed-20260812__7255e8ed72602b33fafde17b83bae5554d0dfec007e6c7b00043183f16cf81ed.npy,7255e8ed72602b33fafde17b83bae5554d0dfec007e6c7b00043183f16cf81ed,c9d1fe82e1494d3d8b2d119928ef034ed50216cd6833b083a5caa495b394922c,80e2f1d92a0ab36a853f60e79ea7208dcdefab74af9f904c96191cbdfc363790
outer_lodo,cgtnjyggtm,,,global_shuffled_teacher,20260812,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__global_shuffled_teacher__seed-20260812__b75d5504d3ff213ffc9cf7b138bfc0d4c9a46319d4726023429b084352d5f964.npy,b75d5504d3ff213ffc9cf7b138bfc0d4c9a46319d4726023429b084352d5f964,5f37bb4f7bb8c0059baaa20c43c2c5b01923d27775bdd8b7cb6ed37622bbc9d9,3a73a9a2f13e12baa4754d328ef68a7e7e39f90aabe184ab6fa9e993aed6c4ba
outer_lodo,cgtnjyggtm,,,stratified_shuffled_teacher,20260812,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__stratified_shuffled_teacher__seed-20260812__5e2b199c89f1ac5cb710c206b230153884417f45ba48aaeb52a283d8042519ed.npy,5e2b199c89f1ac5cb710c206b230153884417f45ba48aaeb52a283d8042519ed,a8e7ba1451dcee5637cfb7afc893388ec5136f331d0090dc15b6213742dc7e6c,b1ca8a29ad4394819eb4f55320da20dbc5b9e0d6250ff2f89f43fc581e30ce85
outer_lodo,cgtnjyggtm,,,random_teacher,20260812,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__random_teacher__seed-20260812__a47047d048aba65abc8d76394daace4b1934d6328326354a985efb2c9cc58690.npy,a47047d048aba65abc8d76394daace4b1934d6328326354a985efb2c9cc58690,7a1d3ae25385f37a39a6f8dd9dfb5ea05fb8257ff745d07aa10beab9a80a2778,ed398a1a86f72a1c7729a3133d92ccd8157cda4fb1ff670bd182d3ff02977d1c
outer_lodo,cgtnjyggtm,,,full_latent_imitation,20260812,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__full_latent_imitation__seed-20260812__f53fbcd9df30c52a546afe67192be7253fb52e063235fa8d181607fd82783227.npy,f53fbcd9df30c52a546afe67192be7253fb52e063235fa8d181607fd82783227,dfcccae04c93564c5b3cfc97b86a30b566723537eca12ea84f5e6907bb27007e,5acbad679daab4867bef41520ca43c4dbbb80738dfdefb04637b9867f1bd9774
outer_lodo,cgtnjyggtm,,,D0_equal_capacity,20260813,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__D0_equal_capacity__seed-20260813__515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b.npy,515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b,1e53e63c5da2fc95db74ba1e09375f8df892bd8079c3c561dc9322d1c2b74248,3906571ec13720bb756f5c3ddc3bc084d2944336df46ba1c9043eab5907c3ad9
outer_lodo,cgtnjyggtm,,,MSPD,20260813,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__MSPD__seed-20260813__515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b.npy,515aeaa9d03476a6d59915edfcfd69145c90c8ca26c9db81c877eaeadbf3305b,1e53e63c5da2fc95db74ba1e09375f8df892bd8079c3c561dc9322d1c2b74248,d5e5f192c6ee179f8d463c4d13e257509f288e06ec03fb14e85ac2842e985486
outer_lodo,cgtnjyggtm,,,scalar_teacher,20260813,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__scalar_teacher__seed-20260813__7255e8ed72602b33fafde17b83bae5554d0dfec007e6c7b00043183f16cf81ed.npy,7255e8ed72602b33fafde17b83bae5554d0dfec007e6c7b00043183f16cf81ed,c9d1fe82e1494d3d8b2d119928ef034ed50216cd6833b083a5caa495b394922c,e89eee33a49966f00147c9fe38b067c08505ec1a86a299b89121180b00615971
outer_lodo,cgtnjyggtm,,,global_shuffled_teacher,20260813,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__global_shuffled_teacher__seed-20260813__99dfe472ad42ebff7335edf920eca211bb8733599d2d53a9da7b078db5be4b25.npy,99dfe472ad42ebff7335edf920eca211bb8733599d2d53a9da7b078db5be4b25,3f32b9b6049e638f5735973d203bcf63fa3c0a195947161e1d0726627055726c,c940c05e26d44507fc73df59a1c15ffbb1033e840b61587fbaa0e5668c34b215
outer_lodo,cgtnjyggtm,,,stratified_shuffled_teacher,20260813,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__stratified_shuffled_teacher__seed-20260813__9699c669464a42ce9cd8b7ab200974f3e28908dba90891ce6e6842ce199226a8.npy,9699c669464a42ce9cd8b7ab200974f3e28908dba90891ce6e6842ce199226a8,cce06226e1621417c0bd520b08b67579bcb43a3588324bf0b2e7e5fc3a3609b0,a3cd7973291c2816878c0ba2ee4c9e9668a63a7ea1d8931257981729c9266793
outer_lodo,cgtnjyggtm,,,random_teacher,20260813,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__random_teacher__seed-20260813__cef6de2236f0cd4503efb2e4da13647545870057352480290650363acbd3cba7.npy,cef6de2236f0cd4503efb2e4da13647545870057352480290650363acbd3cba7,6d88426b6be615bab94d077e11151ba6edabf45e83d8645f557a7058e9d22750,e4eb0be4712da067d4924a6fdb132b22a0fcd6a41a17acb08dff896f3b48e1a7
outer_lodo,cgtnjyggtm,,,full_latent_imitation,20260813,32,227,arrays/teacher_targets/outer_lodo__cgtnjyggtm__full_latent_imitation__seed-20260813__f53fbcd9df30c52a546afe67192be7253fb52e063235fa8d181607fd82783227.npy,f53fbcd9df30c52a546afe67192be7253fb52e063235fa8d181607fd82783227,dfcccae04c93564c5b3cfc97b86a30b566723537eca12ea84f5e6907bb27007e,c67cc34775155b490803c52887e00d83b15504f3a5cb667b9cd61de6f72b84ca
outer_lodo,w68dtmpfyf,,,D0_equal_capacity,20260811,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__D0_equal_capacity__seed-20260811__6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff.npy,6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff,68e61592f0b92dba5a0f6f57ca57ccb58eb627ceb32c8778b4577744e7b9a55e,b26daeb4f9ef6cb55e2316487d615029bd1395bb19290612bf7cae5e6515c869
outer_lodo,w68dtmpfyf,,,MSPD,20260811,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__MSPD__seed-20260811__6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff.npy,6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff,68e61592f0b92dba5a0f6f57ca57ccb58eb627ceb32c8778b4577744e7b9a55e,7918fb9a11840d5f59ca8768d3d11bf481732b3aff6a579d653e851013e740b2
outer_lodo,w68dtmpfyf,,,scalar_teacher,20260811,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__scalar_teacher__seed-20260811__0d0ea2a1a17220a80f5d03cad3884054085b9ef598f892da671a52a4564b3133.npy,0d0ea2a1a17220a80f5d03cad3884054085b9ef598f892da671a52a4564b3133,2d007684d880d556638bffca6beedfc64808736f6cda91a6eb612b11ec75153c,569b18bc08c121625ae71c8ffb316ebb461e86762aa7ffb82481dcb631984633
outer_lodo,w68dtmpfyf,,,global_shuffled_teacher,20260811,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__global_shuffled_teacher__seed-20260811__f4c2b2548dc69f617efde6ef94fdaeca3a7930b1a387a1a1a402dc4d8415c0b0.npy,f4c2b2548dc69f617efde6ef94fdaeca3a7930b1a387a1a1a402dc4d8415c0b0,05abaf06ef7700d6813f2c462756e82a329bb090658ee5c60fd868c8ebf97ea4,8e1f24ae24b1d031275f5d675815802b68973f14a07a1f2e75ceea9981b288ee
outer_lodo,w68dtmpfyf,,,stratified_shuffled_teacher,20260811,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__stratified_shuffled_teacher__seed-20260811__8f757e340f74b5fa09060563ec3764e22608d3bb52d3745e0a8041488c4ce21c.npy,8f757e340f74b5fa09060563ec3764e22608d3bb52d3745e0a8041488c4ce21c,53e0e9b4847ddcee6486f929599686b44b08ada82941f2ba3df7e6f887d8dd98,4629477be2ddd0d53df64bbc07282eade883cc3e35ac18fb2e7e1049592c8818
outer_lodo,w68dtmpfyf,,,random_teacher,20260811,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__random_teacher__seed-20260811__b2ed6564bace9c9911e074b56ee2ff2e837d15e17c0af84ccfa0d0c0f6e91181.npy,b2ed6564bace9c9911e074b56ee2ff2e837d15e17c0af84ccfa0d0c0f6e91181,7e61660713503ec3b9fe3c10f61bf1763a8fb3cc964fe6e279e1c43b70e7deab,3a3abd0ce0b21a9a603ede943e5b48427ce9bdac91e7564e242806e6c5185b74
outer_lodo,w68dtmpfyf,,,full_latent_imitation,20260811,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__full_latent_imitation__seed-20260811__45a498e13a750c5ec4f70067756fe013755f474d40360438ca5e0a4d3a50c00a.npy,45a498e13a750c5ec4f70067756fe013755f474d40360438ca5e0a4d3a50c00a,aea8330a3ce16c7c950fc34976a10ad2031cc80d3623ed34397c963a56317a59,ef91ba3be80e17303252dd4483a08bb0dc25104e7f0f2df9e2c05308d8e4a10d
outer_lodo,w68dtmpfyf,,,D0_equal_capacity,20260812,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__D0_equal_capacity__seed-20260812__6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff.npy,6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff,68e61592f0b92dba5a0f6f57ca57ccb58eb627ceb32c8778b4577744e7b9a55e,019cbeeb3da0b026c9d99cc0f7c5d1c2176ca1b6be0224bc8e82a310fea953c1
outer_lodo,w68dtmpfyf,,,MSPD,20260812,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__MSPD__seed-20260812__6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff.npy,6ff74f2a1b4a992384cbfa8f485f880fd92bd31bea6e887f357132b0d08ed0ff,68e61592f0b92dba5a0f6f57ca57ccb58eb627ceb32c8778b4577744e7b9a55e,4492e7c8dc4cf526289271a18e5b1b1439e3acfcd99e9ccc6a17a7adb7493017
outer_lodo,w68dtmpfyf,,,scalar_teacher,20260812,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__scalar_teacher__seed-20260812__0d0ea2a1a17220a80f5d03cad3884054085b9ef598f892da671a52a4564b3133.npy,0d0ea2a1a17220a80f5d03cad3884054085b9ef598f892da671a52a4564b3133,2d007684d880d556638bffca6beedfc64808736f6cda91a6eb612b11ec75153c,306812858b4006fce66c1e839df5da1a2e1e714dd859237d1a98e3636d79c19d
outer_lodo,w68dtmpfyf,,,global_shuffled_teacher,20260812,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__global_shuffled_teacher__seed-20260812__2a48459147824c45ab8fc91ab21d77ce20f4e47e49ac769496b2ea08603be819.npy,2a48459147824c45ab8fc91ab21d77ce20f4e47e49ac769496b2ea08603be819,8ac56d65e7d64aa2acbf994f500b772454eedb83feff44137b59f56aa7be8d82,f5e4356bd1fd64a0e5f1b887df4c08844e0528989182099dd00ff46fa7e6ec91
outer_lodo,w68dtmpfyf,,,stratified_shuffled_teacher,20260812,8,233,arrays/teacher_targets/outer_lodo__w68dtmpfyf__stratified_shuffled_teacher__seed-20260812__9bb195e52379dd7a4f8ff92cc29e21b25177b625e6e41f97f3ad3b06a6f59629.npy,9bb195e52379dd7a4f8ff92cc29e21b25177b625e6e41f97f3ad3b06a6f59629,278ec5e6285da5dd513d58d7467d841fe1a4fe7b8213e807995734aeb08e43f6,240a5894535882b8a8b0d6722f796cbea7bb1b21f920c1569f7651e61e24d680
