effect,estimate,ordinary_lower,ordinary_upper,simultaneous_lower,simultaneous_upper,draws_sha256
D0_vs_MSPD,0.0064356441918187943,-0.0069693318423573293,0.020546639138143447,-0.010214260255013421,0.024682966532848055,413e1f368ec061dd57574040db88f335cd410a02b8991a611bc10e9a8ee6f724
scalar_teacher_vs_MSPD,-0.0021283666467745467,-0.012350333504364382,0.0073603059026722357,-0.015058066472511752,0.010199586023999813,7c0883f9b69bb0b9f53ea346182b15f829181ff84ae6dc8d6ecd1b60aeed7ce9
global_shuffled_teacher_vs_MSPD,-0.00073340469033068834,-0.0015337394311897661,4.5831259576449103e-05,-0.0018023221224141989,0.00036145939798805371,ec3c7ac6b082ee7093a89d4e1aeaf5f1435148f5257c905f8bdb979d5884ce9c
stratified_shuffled_teacher_vs_MSPD,0.00079795505469755718,-0.0001564135225525301,0.0020152851901854701,-0.0002930051660692638,0.0023551675239392006,fad0f8fe319ae23e3909ce8e44a0167bae93d0e8809b09754d1d1aae2140acfe
random_teacher_vs_MSPD,-0.00023982714067561728,-0.0029113836358838538,0.0020670310636518078,-0.0038211704587619577,0.0026222939353471725,945e4760cca1027452c87f4e869023471ff320d56fc61f0463445e3dd80e44eb
