dataset_id,specimen_id,method,cai_auebc,reconstruction_auebc
74t7kcdgkr,c8-10t,global_mechanical_mask,0.16383975402875653,0.0006133658448104775
74t7kcdgkr,c8-10t,global_reconstruction_mask,0.16044316778689446,0.0005759137398610717
74t7kcdgkr,c8-10t,mechanical_oracle,0.0663722540884898,0.0005895168493097097
74t7kcdgkr,c8-10t,reconstruction_oracle,0.136204199495123,0.000512189238701206
74t7kcdgkr,c8-11,global_mechanical_mask,0.06917706002248157,0.00250634871991493
74t7kcdgkr,c8-11,global_reconstruction_mask,0.06846550075163357,0.0024441137526300823
74t7kcdgkr,c8-11,mechanical_oracle,0.015826625781235826,0.002676464700921506
74t7kcdgkr,c8-11,reconstruction_oracle,0.10124846942624251,0.0014735826492831192
74t7kcdgkr,c8-12,global_mechanical_mask,0.017721055339406485,0.0014840013769669613
74t7kcdgkr,c8-12,global_reconstruction_mask,0.03546786618722652,0.0012923696502282487
74t7kcdgkr,c8-12,mechanical_oracle,0.005236810172809574,0.0016376808392851957
74t7kcdgkr,c8-12,reconstruction_oracle,0.04262828033345268,0.0011221074623855565
74t7kcdgkr,c8-12t,global_mechanical_mask,0.0590013073394321,0.0005349293772016601
74t7kcdgkr,c8-12t,global_reconstruction_mask,0.05354198914540398,0.0004885874963009975
74t7kcdgkr,c8-12t,mechanical_oracle,0.0036961024421752276,0.0004993106519071235
74t7kcdgkr,c8-12t,reconstruction_oracle,0.01878781256768152,0.00042568145588154884
74t7kcdgkr,c8-13,global_mechanical_mask,0.01260058871978937,0.001629545276958809
74t7kcdgkr,c8-13,global_reconstruction_mask,0.019824202535175247,0.0016842219568610644
74t7kcdgkr,c8-13,mechanical_oracle,0.002024942717074321,0.001873698331386654
74t7kcdgkr,c8-13,reconstruction_oracle,0.03223005437031197,0.000783797618320471
74t7kcdgkr,c8-14,global_mechanical_mask,0.009118662253925892,0.0007298615578250871
74t7kcdgkr,c8-14,global_reconstruction_mask,0.010321329931440583,0.0007449405547806473
74t7kcdgkr,c8-14,mechanical_oracle,0.0013017105620833562,0.000738180808960073
74t7kcdgkr,c8-14,reconstruction_oracle,0.005762368774853828,0.0005700506275131365
74t7kcdgkr,c8-15,global_mechanical_mask,0.04175426646701691,0.0014173062069227195
74t7kcdgkr,c8-15,global_reconstruction_mask,0.04661754834448517,0.0012492075109734615
74t7kcdgkr,c8-15,mechanical_oracle,0.0001711111483363481,0.0014364780581420944
74t7kcdgkr,c8-15,reconstruction_oracle,0.021714185650402604,0.0007137432327834266
74t7kcdgkr,c8-16,global_mechanical_mask,0.07121987235263194,0.004251680994246818
74t7kcdgkr,c8-16,global_reconstruction_mask,0.06811517185887929,0.002444355891362482
74t7kcdgkr,c8-16,mechanical_oracle,0.027190283583852563,0.002901012571376134
74t7kcdgkr,c8-16,reconstruction_oracle,0.06500067540769151,0.0012621839053740987
74t7kcdgkr,c8-17,global_mechanical_mask,0.015985513069281868,0.0007413842608750438
74t7kcdgkr,c8-17,global_reconstruction_mask,0.017011185280923918,0.0007474869352911351
74t7kcdgkr,c8-17,mechanical_oracle,0.0007420407881625008,0.0007372926972457728
74t7kcdgkr,c8-17,reconstruction_oracle,0.012436997565187891,0.0006593348437481385
74t7kcdgkr,c8-18,global_mechanical_mask,0.02225810196287925,0.0016663349963975068
74t7kcdgkr,c8-18,global_reconstruction_mask,0.02009558880593941,0.0013615206930171124
74t7kcdgkr,c8-18,mechanical_oracle,0.00195477339988159,0.0015577875161361442
74t7kcdgkr,c8-18,reconstruction_oracle,0.008386461422161868,0.0007435681574951154
74t7kcdgkr,c8-19,global_mechanical_mask,0.011128819740114683,0.0005998858890818518
74t7kcdgkr,c8-19,global_reconstruction_mask,0.011823249299936545,0.0004641476343333071
74t7kcdgkr,c8-19,mechanical_oracle,0.0007201198287739936,0.0006278991714114679
74t7kcdgkr,c8-19,reconstruction_oracle,0.006998520679685682,0.0004158012152691785
74t7kcdgkr,c8-2,global_mechanical_mask,0.12466014592836404,0.0017621365861693412
74t7kcdgkr,c8-2,global_reconstruction_mask,0.1573097814039334,0.0018007030139657611
74t7kcdgkr,c8-2,mechanical_oracle,0.044965185618850746,0.0018724401107549028
74t7kcdgkr,c8-2,reconstruction_oracle,0.14558045245052176,0.0010876892778757309
74t7kcdgkr,c8-20,global_mechanical_mask,0.15058375296649065,0.0008551490431725023
74t7kcdgkr,c8-20,global_reconstruction_mask,0.1593318385287645,0.0006474176322193751
74t7kcdgkr,c8-20,mechanical_oracle,0.085108671389166,0.0009772577575024126
74t7kcdgkr,c8-20,reconstruction_oracle,0.15574676071132368,0.0006072187175301618
74t7kcdgkr,c8-21,global_mechanical_mask,0.01771150928801707,0.0006446650418590545
74t7kcdgkr,c8-21,global_reconstruction_mask,0.019807527034354695,0.0005115109053345235
74t7kcdgkr,c8-21,mechanical_oracle,0.0012446357764984736,0.0006922822158369096
74t7kcdgkr,c8-21,reconstruction_oracle,0.016226441926946073,0.000467398631146695
74t7kcdgkr,c8-22,global_mechanical_mask,0.006858252389801061,0.0006534554539239056
74t7kcdgkr,c8-22,global_reconstruction_mask,0.007763725369427365,0.0005098439026068731
74t7kcdgkr,c8-22,mechanical_oracle,0.0006259959990855392,0.000660592932310575
74t7kcdgkr,c8-22,reconstruction_oracle,0.004657274046682665,0.0004728259255761359
74t7kcdgkr,c8-23,global_mechanical_mask,0.020699960507646525,0.0010660969650184233
74t7kcdgkr,c8-23,global_reconstruction_mask,0.020986258131192655,0.0007752947407636523
74t7kcdgkr,c8-23,mechanical_oracle,0.0012445098308314882,0.001049985358237001
74t7kcdgkr,c8-23,reconstruction_oracle,0.022970513033018093,0.0005959674249295477
74t7kcdgkr,c8-24,global_mechanical_mask,0.060365607648749466,0.0010661935064942279
74t7kcdgkr,c8-24,global_reconstruction_mask,0.05705951767808399,0.0008027441278095169
74t7kcdgkr,c8-24,mechanical_oracle,0.032807902480955047,0.0010070277056770825
74t7kcdgkr,c8-24,reconstruction_oracle,0.0595993612696209,0.0006156605125686725
74t7kcdgkr,c8-25,global_mechanical_mask,0.025222403455503386,0.0006891197423159948
74t7kcdgkr,c8-25,global_reconstruction_mask,0.022664945101459204,0.0005378751853405413
74t7kcdgkr,c8-25,mechanical_oracle,0.002113503044697776,0.0006856008114938841
74t7kcdgkr,c8-25,reconstruction_oracle,0.018736214701969154,0.0005108111489823443
74t7kcdgkr,c8-26,global_mechanical_mask,0.03786533283847751,0.0006945664746704533
74t7kcdgkr,c8-26,global_reconstruction_mask,0.029428482738442164,0.0005392140559797867
74t7kcdgkr,c8-26,mechanical_oracle,0.0058180888203098755,0.0007226769274851312
74t7kcdgkr,c8-26,reconstruction_oracle,0.038046875211340245,0.0005096671887244477
74t7kcdgkr,c8-27,global_mechanical_mask,0.005382242335845624,0.0005907463475968625
74t7kcdgkr,c8-27,global_reconstruction_mask,0.0066484302533694264,0.000487549372306065
74t7kcdgkr,c8-27,mechanical_oracle,0.0010365503426879826,0.0006609486353358676
74t7kcdgkr,c8-27,reconstruction_oracle,0.01736552343416549,0.00045710494558960375
74t7kcdgkr,c8-28,global_mechanical_mask,0.030493501823897158,0.0005860828505930303
74t7kcdgkr,c8-28,global_reconstruction_mask,0.03685980857472614,0.00048212890623668673
74t7kcdgkr,c8-28,mechanical_oracle,0.006053374123861341,0.0006512841707041939
74t7kcdgkr,c8-28,reconstruction_oracle,0.03263219877469384,0.00044109011071264656
74t7kcdgkr,c8-29,global_mechanical_mask,0.004146344692250402,0.000584966090916337
74t7kcdgkr,c8-29,global_reconstruction_mask,0.005773728140093757,0.00048460943848152897
74t7kcdgkr,c8-29,mechanical_oracle,0.00031452825900223183,0.0006779962378821608
74t7kcdgkr,c8-29,reconstruction_oracle,0.013967843388632228,0.00044303070342062526
74t7kcdgkr,c8-3,global_mechanical_mask,0.02307757632890168,0.001815594491162351
74t7kcdgkr,c8-3,global_reconstruction_mask,0.02151993174700901,0.001590344979551152
74t7kcdgkr,c8-3,mechanical_oracle,0.005120287381783177,0.001983224571408158
74t7kcdgkr,c8-3,reconstruction_oracle,0.03156099955534084,0.00109570524987241
74t7kcdgkr,c8-30,global_mechanical_mask,0.009642008165962666,0.0006178598332668381
74t7kcdgkr,c8-30,global_reconstruction_mask,0.004728150890560241,0.0005252927981071382
74t7kcdgkr,c8-30,mechanical_oracle,0.0003242355969472596,0.0006596361130869642
74t7kcdgkr,c8-30,reconstruction_oracle,0.01141336132267975,0.00047515223304303095
74t7kcdgkr,c8-32,global_mechanical_mask,0.033869240141068145,0.0006904130954589618
74t7kcdgkr,c8-32,global_reconstruction_mask,0.02444223877911926,0.0006265740047727282
74t7kcdgkr,c8-32,mechanical_oracle,0.005372643318174664,0.0007757604491626631
74t7kcdgkr,c8-32,reconstruction_oracle,0.024334308640954,0.0005751280003088788
74t7kcdgkr,c8-33,global_mechanical_mask,0.0773182959739596,0.0007267615977435041
74t7kcdgkr,c8-33,global_reconstruction_mask,0.07550536212440039,0.0006413305824230089
74t7kcdgkr,c8-33,mechanical_oracle,0.029456545290158776,0.0007215794195849301
74t7kcdgkr,c8-33,reconstruction_oracle,0.05822682289186564,0.0005787763009989645
74t7kcdgkr,c8-34,global_mechanical_mask,0.009842377748420018,0.0007005968287007156
74t7kcdgkr,c8-34,global_reconstruction_mask,0.012171306067223229,0.0006257481760982993
74t7kcdgkr,c8-34,mechanical_oracle,0.0021788605614500235,0.0008425993059248029
74t7kcdgkr,c8-34,reconstruction_oracle,0.020175707982204166,0.0005786394321287286
74t7kcdgkr,c8-35,global_mechanical_mask,0.0632733683628481,0.0006667466427861669
74t7kcdgkr,c8-35,global_reconstruction_mask,0.05971917428879678,0.0005822310791238656
74t7kcdgkr,c8-35,mechanical_oracle,0.022440864754781818,0.0006900710071677077
74t7kcdgkr,c8-35,reconstruction_oracle,0.06766006892818047,0.000540726305073173
74t7kcdgkr,c8-36,global_mechanical_mask,0.07608357887815277,0.0006552578023759951
74t7kcdgkr,c8-36,global_reconstruction_mask,0.07779109124877197,0.000552257628936225
74t7kcdgkr,c8-36,mechanical_oracle,0.04797658442413978,0.0006930880363698426
74t7kcdgkr,c8-36,reconstruction_oracle,0.08005034971911257,0.0005451157135784585
74t7kcdgkr,c8-37,global_mechanical_mask,0.04025941388497221,0.0006733490944664986
74t7kcdgkr,c8-37,global_reconstruction_mask,0.035820266747941205,0.0005665427990829237
74t7kcdgkr,c8-37,mechanical_oracle,0.0067447360511364105,0.000774765616120147
74t7kcdgkr,c8-37,reconstruction_oracle,0.0439715308435495,0.0005083016401380531
74t7kcdgkr,c8-38,global_mechanical_mask,0.09822801461197792,0.0006875081516722303
74t7kcdgkr,c8-38,global_reconstruction_mask,0.10767403735363235,0.0005706445481231249
74t7kcdgkr,c8-38,mechanical_oracle,0.05235078695221125,0.0007525626931936294
74t7kcdgkr,c8-38,reconstruction_oracle,0.09973348317149677,0.0005546866408721185
74t7kcdgkr,c8-39,global_mechanical_mask,0.10373143697453034,0.0006802619268164813
74t7kcdgkr,c8-39,global_reconstruction_mask,0.12888141412624107,0.0005874046106451703
74t7kcdgkr,c8-39,mechanical_oracle,0.0692863052848085,0.0008642583077479144
74t7kcdgkr,c8-39,reconstruction_oracle,0.1508941742943394,0.0005348890111065914
74t7kcdgkr,c8-4,global_mechanical_mask,0.17149709343217373,0.0033803924808073474
74t7kcdgkr,c8-4,global_reconstruction_mask,0.2023545620802798,0.0021952355171183996
74t7kcdgkr,c8-4,mechanical_oracle,0.0827686599919792,0.004176027287769949
74t7kcdgkr,c8-4,reconstruction_oracle,0.20912568360917067,0.001250351241997081
74t7kcdgkr,c8-40,global_mechanical_mask,0.2218261439747816,0.0006221529616450729
74t7kcdgkr,c8-40,global_reconstruction_mask,0.2270588514229947,0.0005047600239834373
74t7kcdgkr,c8-40,mechanical_oracle,0.196860780588133,0.0006726886783134612
74t7kcdgkr,c8-40,reconstruction_oracle,0.2292997790137747,0.000473845515626278
74t7kcdgkr,c8-41,global_mechanical_mask,0.02302426884387479,0.0006028071429834134
74t7kcdgkr,c8-41,global_reconstruction_mask,0.01726177602978922,0.0005036668215148278
74t7kcdgkr,c8-41,mechanical_oracle,0.0003831861339215653,0.0006569352686954617
74t7kcdgkr,c8-41,reconstruction_oracle,0.008609696363669296,0.0004906167838213793
74t7kcdgkr,c8-42,global_mechanical_mask,0.08519728946020054,0.0006382439012269411
74t7kcdgkr,c8-42,global_reconstruction_mask,0.08900100567195772,0.0005383789292714214
74t7kcdgkr,c8-42,mechanical_oracle,0.04520510774107433,0.0006919527736683853
74t7kcdgkr,c8-42,reconstruction_oracle,0.09105006913917219,0.0005363133426791541
74t7kcdgkr,c8-43,global_mechanical_mask,0.09420327467136004,0.0006669012146266573
74t7kcdgkr,c8-43,global_reconstruction_mask,0.08339303511688664,0.0005957830127734868
74t7kcdgkr,c8-43,mechanical_oracle,0.05496761842126721,0.0007186224857934265
74t7kcdgkr,c8-43,reconstruction_oracle,0.09450928816210917,0.0005580205846510809
74t7kcdgkr,c8-5,global_mechanical_mask,0.09605579981383745,0.0008399891396407616
74t7kcdgkr,c8-5,global_reconstruction_mask,0.097492469166122,0.0009080899655270763
74t7kcdgkr,c8-5,mechanical_oracle,0.0291901425645346,0.00107248531493997
74t7kcdgkr,c8-5,reconstruction_oracle,0.0991260282741202,0.0006082851035791282
74t7kcdgkr,c8-6,global_mechanical_mask,0.12510557951146797,0.0015923112711536882
74t7kcdgkr,c8-6,global_reconstruction_mask,0.12092799358683012,0.0015417446145980392
74t7kcdgkr,c8-6,mechanical_oracle,0.06945547856707347,0.001490408961814638
74t7kcdgkr,c8-6,reconstruction_oracle,0.1291394597604724,0.0009789567137635906
