dataset_id,specimen_id,method,cai_auebc,reconstruction_auebc
74t7kcdgkr,c8-6t,global_mechanical_mask,0.0197262011688774,0.0005736678117149001
74t7kcdgkr,c8-6t,global_reconstruction_mask,0.012774653780934973,0.0005488509727188059
74t7kcdgkr,c8-6t,mechanical_oracle,0.0004549579735234721,0.0007868062421047102
74t7kcdgkr,c8-6t,reconstruction_oracle,0.015562882187470033,0.0004823110241906766
74t7kcdgkr,c8-7,global_mechanical_mask,0.12758141510146145,0.0019805997388058724
74t7kcdgkr,c8-7,global_reconstruction_mask,0.15453980064659728,0.0020959040737397075
74t7kcdgkr,c8-7,mechanical_oracle,0.08161933909083274,0.002327094963922686
74t7kcdgkr,c8-7,reconstruction_oracle,0.1542149573993715,0.0011044300611386185
74t7kcdgkr,c8-8,global_mechanical_mask,0.08219117167272666,0.0010252532244627746
74t7kcdgkr,c8-8,global_reconstruction_mask,0.0956831291936449,0.0011186529929303928
74t7kcdgkr,c8-8,mechanical_oracle,0.020814348968758063,0.0009315322472891581
74t7kcdgkr,c8-8,reconstruction_oracle,0.055501952866674316,0.0007561657414476597
74t7kcdgkr,c8-8t,global_mechanical_mask,0.029593346710862962,0.0005427316824543064
74t7kcdgkr,c8-8t,global_reconstruction_mask,0.030916978003305465,0.0005070803861977179
74t7kcdgkr,c8-8t,mechanical_oracle,0.00877594420599981,0.000539190153066422
74t7kcdgkr,c8-8t,reconstruction_oracle,0.044142595895981594,0.0004659221318700128
74t7kcdgkr,c8-9,global_mechanical_mask,0.019916760201879588,0.0018563788356233343
74t7kcdgkr,c8-9,global_reconstruction_mask,0.035127615795228155,0.0016148125196586336
74t7kcdgkr,c8-9,mechanical_oracle,0.004670900179630767,0.002214995508469161
74t7kcdgkr,c8-9,reconstruction_oracle,0.03771424243702746,0.001111940331145732
74t7kcdgkr,c8-9t,global_mechanical_mask,0.07996850497431493,0.0007957020690633484
74t7kcdgkr,c8-9t,global_reconstruction_mask,0.06580153102260297,0.0007065587949844334
74t7kcdgkr,c8-9t,mechanical_oracle,0.022316215619765024,0.0008029971183534421
74t7kcdgkr,c8-9t,reconstruction_oracle,0.0685657799394203,0.0005636937954076015
cgtnjyggtm,q24-1,global_mechanical_mask,0.05255738584118216,0.001100604936482539
cgtnjyggtm,q24-1,global_reconstruction_mask,0.05417616794374421,0.0006959616193757904
cgtnjyggtm,q24-1,mechanical_oracle,0.00021744597449341535,0.0011716361852667078
cgtnjyggtm,q24-1,reconstruction_oracle,0.02635548463677299,0.0005981030773456686
cgtnjyggtm,q24-10,global_mechanical_mask,0.0148087957564765,0.0013672991998436874
cgtnjyggtm,q24-10,global_reconstruction_mask,0.04342150934887642,0.0007714305010092492
cgtnjyggtm,q24-10,mechanical_oracle,0.00005412264820621969,0.0016123739957046455
cgtnjyggtm,q24-10,reconstruction_oracle,0.01970059292638823,0.0006121667099544197
cgtnjyggtm,q24-11,global_mechanical_mask,0.0122477808271436,0.001406109145325914
cgtnjyggtm,q24-11,global_reconstruction_mask,0.01111280702672319,0.0007558140908980253
cgtnjyggtm,q24-11,mechanical_oracle,0.00009169256127241654,0.001736861337414366
cgtnjyggtm,q24-11,reconstruction_oracle,0.016460087705756042,0.0006188526084565045
cgtnjyggtm,q24-12,global_mechanical_mask,0.03179587098274301,0.0013477584840661525
cgtnjyggtm,q24-12,global_reconstruction_mask,0.058845464292722846,0.0007605171831605196
cgtnjyggtm,q24-12,mechanical_oracle,0.00013372462104184306,0.0011978820893741788
cgtnjyggtm,q24-12,reconstruction_oracle,0.04875648466135681,0.0006342226215483854
cgtnjyggtm,q24-13,global_mechanical_mask,0.021400464301016334,0.0008481987497190855
cgtnjyggtm,q24-13,global_reconstruction_mask,0.018196974334437576,0.0006525900247224166
cgtnjyggtm,q24-13,mechanical_oracle,0.0001917406854722325,0.000945230849131955
cgtnjyggtm,q24-13,reconstruction_oracle,0.013493942694917337,0.0006159922583585945
cgtnjyggtm,q24-14,global_mechanical_mask,0.13305881302446154,0.0010477466729552816
cgtnjyggtm,q24-14,global_reconstruction_mask,0.08380952160373768,0.0009556168488215816
cgtnjyggtm,q24-14,mechanical_oracle,0.0266460971655676,0.001121186835251623
cgtnjyggtm,q24-14,reconstruction_oracle,0.11268855431340973,0.0007068423917706574
cgtnjyggtm,q24-15,global_mechanical_mask,0.06994554125432345,0.0006319770684931099
cgtnjyggtm,q24-15,global_reconstruction_mask,0.02357878932263662,0.0005347778005553706
cgtnjyggtm,q24-15,mechanical_oracle,0.0013628363770562624,0.0007522599759560314
cgtnjyggtm,q24-15,reconstruction_oracle,0.05280666840209674,0.000483433025695943
cgtnjyggtm,q24-16,global_mechanical_mask,0.05283084419209452,0.0007002274232808892
cgtnjyggtm,q24-16,global_reconstruction_mask,0.024457792451316785,0.0006055463721923501
cgtnjyggtm,q24-16,mechanical_oracle,0.0001487136426741511,0.0008304144296576029
cgtnjyggtm,q24-16,reconstruction_oracle,0.0424799711563469,0.0005790785556423821
cgtnjyggtm,q24-18,global_mechanical_mask,0.027939973350135955,0.0006358359041611491
cgtnjyggtm,q24-18,global_reconstruction_mask,0.013518004585607233,0.0005368828985481268
cgtnjyggtm,q24-18,mechanical_oracle,0.0002412241839400537,0.0007378896113447856
cgtnjyggtm,q24-18,reconstruction_oracle,0.008226966717674403,0.000468834356016699
cgtnjyggtm,q24-19,global_mechanical_mask,0.06331346855699507,0.001068346627555141
cgtnjyggtm,q24-19,global_reconstruction_mask,0.028802104856053775,0.000661245058828303
cgtnjyggtm,q24-19,mechanical_oracle,0.002673057131189833,0.0008774152904926896
cgtnjyggtm,q24-19,reconstruction_oracle,0.03006226603619715,0.0006274455300076087
cgtnjyggtm,q24-2,global_mechanical_mask,0.02903703638825566,0.0013483433713065917
cgtnjyggtm,q24-2,global_reconstruction_mask,0.01231818336458602,0.0007185309367555199
cgtnjyggtm,q24-2,mechanical_oracle,0.0002841556124883239,0.0011715825433345438
cgtnjyggtm,q24-2,reconstruction_oracle,0.014786963693056702,0.000665529977046971
cgtnjyggtm,q24-20,global_mechanical_mask,0.03218773001767108,0.0013690132082793394
cgtnjyggtm,q24-20,global_reconstruction_mask,0.017303516580066222,0.0007818826117360725
cgtnjyggtm,q24-20,mechanical_oracle,0.000396528773271903,0.0014781138975431454
cgtnjyggtm,q24-20,reconstruction_oracle,0.029061327045534283,0.0007155831647437613
cgtnjyggtm,q24-21,global_mechanical_mask,0.025410220042417574,0.0015525080722417653
cgtnjyggtm,q24-21,global_reconstruction_mask,0.017801027497034678,0.0008094729605724704
cgtnjyggtm,q24-21,mechanical_oracle,0.00017740676746899842,0.0021130052241997966
cgtnjyggtm,q24-21,reconstruction_oracle,0.0445457700777212,0.0007518024192964851
cgtnjyggtm,q24-22,global_mechanical_mask,0.1431288305420617,0.0008759149171625264
cgtnjyggtm,q24-22,global_reconstruction_mask,0.1448732328572551,0.0005804827598735577
cgtnjyggtm,q24-22,mechanical_oracle,0.03282985957175289,0.0009863824933074724
cgtnjyggtm,q24-22,reconstruction_oracle,0.15000361669473108,0.0005497212950899171
cgtnjyggtm,q24-23,global_mechanical_mask,0.06260820783327607,0.0011750141950658303
cgtnjyggtm,q24-23,global_reconstruction_mask,0.01770927811600931,0.0007274557507945326
cgtnjyggtm,q24-23,mechanical_oracle,0.0001276156683288837,0.0011064225592886667
cgtnjyggtm,q24-23,reconstruction_oracle,0.01675860496785195,0.0006836149581696728
cgtnjyggtm,q24-24,global_mechanical_mask,0.025989463236593676,0.0010952664909964697
cgtnjyggtm,q24-24,global_reconstruction_mask,0.015500788536525997,0.000633496037014633
cgtnjyggtm,q24-24,mechanical_oracle,0.00006273440462576331,0.0011765356181053562
cgtnjyggtm,q24-24,reconstruction_oracle,0.0080032105606834,0.0006079025181622641
cgtnjyggtm,q24-25,global_mechanical_mask,0.04293535746023501,0.0013423470408543401
cgtnjyggtm,q24-25,global_reconstruction_mask,0.06870684088788563,0.0008147125975403003
cgtnjyggtm,q24-25,mechanical_oracle,0.00008018946388819056,0.001668850021635936
cgtnjyggtm,q24-25,reconstruction_oracle,0.0736977887848821,0.0006830774772931648
cgtnjyggtm,q24-26,global_mechanical_mask,0.009778078118508024,0.0011595425629664002
cgtnjyggtm,q24-26,global_reconstruction_mask,0.013691256358937977,0.0007263934266493441
cgtnjyggtm,q24-26,mechanical_oracle,0.00008862874592053554,0.0013745723580871638
cgtnjyggtm,q24-26,reconstruction_oracle,0.00401029113273943,0.0006330000462918858
cgtnjyggtm,q24-27,global_mechanical_mask,0.05961269151346416,0.0011899424750093858
cgtnjyggtm,q24-27,global_reconstruction_mask,0.02545141705442874,0.0007859849676190871
cgtnjyggtm,q24-27,mechanical_oracle,0.00014153728558181705,0.0010991749897562046
cgtnjyggtm,q24-27,reconstruction_oracle,0.023621967871400817,0.0006479970389187259
cgtnjyggtm,q24-28,global_mechanical_mask,0.0782054431421104,0.0009274765143974087
cgtnjyggtm,q24-28,global_reconstruction_mask,0.06158865240775706,0.0005914088329092498
cgtnjyggtm,q24-28,mechanical_oracle,0.00031980446056972616,0.000992911854642193
cgtnjyggtm,q24-28,reconstruction_oracle,0.062423440122854966,0.0005519488770534254
cgtnjyggtm,q24-29,global_mechanical_mask,0.053059383051673945,0.001030691609037978
cgtnjyggtm,q24-29,global_reconstruction_mask,0.083851066402674,0.0005940187162031838
cgtnjyggtm,q24-29,mechanical_oracle,0.002331915884107273,0.001084115345183224
cgtnjyggtm,q24-29,reconstruction_oracle,0.0727282166511928,0.000569824509817346
cgtnjyggtm,q24-3,global_mechanical_mask,0.016247496764535862,0.001366995817818549
cgtnjyggtm,q24-3,global_reconstruction_mask,0.020428275623442026,0.0007487471200519598
cgtnjyggtm,q24-3,mechanical_oracle,0.00012190746100566455,0.0013433495692957145
cgtnjyggtm,q24-3,reconstruction_oracle,0.007657522974612278,0.0006706092190644112
cgtnjyggtm,q24-30,global_mechanical_mask,0.04691793669214542,0.0012965947213929546
cgtnjyggtm,q24-30,global_reconstruction_mask,0.041352550846217646,0.000762584631263888
cgtnjyggtm,q24-30,mechanical_oracle,0.00015154492667605,0.0014735899663504924
cgtnjyggtm,q24-30,reconstruction_oracle,0.041980063222236096,0.0006999960716440808
cgtnjyggtm,q24-31,global_mechanical_mask,0.04340333057620336,0.001258695207693868
cgtnjyggtm,q24-31,global_reconstruction_mask,0.08789844914531034,0.000751965870198063
cgtnjyggtm,q24-31,mechanical_oracle,0.00010467692766564664,0.001590247143607086
cgtnjyggtm,q24-31,reconstruction_oracle,0.06735097429475993,0.0006772540241110548
cgtnjyggtm,q24-32,global_mechanical_mask,0.08143471403434328,0.001247495697607947
cgtnjyggtm,q24-32,global_reconstruction_mask,0.01002514588443716,0.0007100533499177913
cgtnjyggtm,q24-32,mechanical_oracle,0.00028172515335298616,0.000955428468275845
cgtnjyggtm,q24-32,reconstruction_oracle,0.011626182214352663,0.0006665062772990624
cgtnjyggtm,q24-33,global_mechanical_mask,0.05938965625569327,0.0010706343079903997
cgtnjyggtm,q24-33,global_reconstruction_mask,0.031518557174524134,0.0006380953199108478
cgtnjyggtm,q24-33,mechanical_oracle,0.0001830428378763983,0.0010376667143707872
cgtnjyggtm,q24-33,reconstruction_oracle,0.03639911227659934,0.0005914281653748682
cgtnjyggtm,q24-34,global_mechanical_mask,0.020995368429083828,0.0010268676706695003
cgtnjyggtm,q24-34,global_reconstruction_mask,0.009247460949469034,0.0006247734207274474
cgtnjyggtm,q24-34,mechanical_oracle,0.00009271590547811203,0.0010434872943894942
cgtnjyggtm,q24-34,reconstruction_oracle,0.004517837402889865,0.0005893014225910081
cgtnjyggtm,q24-35,global_mechanical_mask,0.033831777095065546,0.0010200753164170517
cgtnjyggtm,q24-35,global_reconstruction_mask,0.024851699534947,0.0006458783951986771
cgtnjyggtm,q24-35,mechanical_oracle,0.00021400845361344627,0.0010901137504134772
cgtnjyggtm,q24-35,reconstruction_oracle,0.020362595217914007,0.0006163504577081306
cgtnjyggtm,q24-36,global_mechanical_mask,0.04072587914851425,0.001103078128467458
cgtnjyggtm,q24-36,global_reconstruction_mask,0.010922925691477993,0.0006657082886351999
cgtnjyggtm,q24-36,mechanical_oracle,0.00009224264516545893,0.00108300202631801
cgtnjyggtm,q24-36,reconstruction_oracle,0.01253726864341624,0.0006172610633663195
cgtnjyggtm,q24-37,global_mechanical_mask,0.04238224295044678,0.0007826294763304948
cgtnjyggtm,q24-37,global_reconstruction_mask,0.08654523576686979,0.0005636452774793364
cgtnjyggtm,q24-37,mechanical_oracle,0.0004707569377839791,0.0009520213773777843
cgtnjyggtm,q24-37,reconstruction_oracle,0.08175555743581155,0.0005511939673784384
cgtnjyggtm,q24-38,global_mechanical_mask,0.023110165482507033,0.0011330137349469553
cgtnjyggtm,q24-38,global_reconstruction_mask,0.013060137274215145,0.0006715210523319603
cgtnjyggtm,q24-38,mechanical_oracle,0.00022260823830182126,0.001149726884865287
cgtnjyggtm,q24-38,reconstruction_oracle,0.0044009081457892845,0.0006410144733911952
cgtnjyggtm,q24-39,global_mechanical_mask,0.036737728685988784,0.0007793704051273523
cgtnjyggtm,q24-39,global_reconstruction_mask,0.06958480597446087,0.0006174889080317666
cgtnjyggtm,q24-39,mechanical_oracle,0.00012039583172606816,0.0010005640387743024
cgtnjyggtm,q24-39,reconstruction_oracle,0.0625756483626709,0.000558573047547054
cgtnjyggtm,q24-4,global_mechanical_mask,0.05065180382929101,0.0008497858226473478
cgtnjyggtm,q24-4,global_reconstruction_mask,0.05061210216224773,0.0005344926002904763
cgtnjyggtm,q24-4,mechanical_oracle,0.004060079432838804,0.0007719997278429809
cgtnjyggtm,q24-4,reconstruction_oracle,0.04878182504220602,0.00048081819652760944
cgtnjyggtm,q24-40,global_mechanical_mask,0.3581067507095787,0.001592226711434599
cgtnjyggtm,q24-40,global_reconstruction_mask,0.3402916487301954,0.0008661059388612416
cgtnjyggtm,q24-40,mechanical_oracle,0.20527003987585873,0.0013916427176383027
cgtnjyggtm,q24-40,reconstruction_oracle,0.357794619962919,0.0007457363560940284
