dataset_id,specimen_id,comparison,first_method,second_method,nominal_checkpoint,first_action_count,second_action_count,exact_action_jaccard,normalized_symmetric_cell_distance,first_mean_radial_position,second_mean_radial_position,first_minus_second_level2_fraction
74t7kcdgkr,c8-37,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-37,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-37,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,8,0.07692307692307693,0.13827251086607525,0.7562264953552207,0.455040700513127,0.16666666666666666
74t7kcdgkr,c8-37,oracle,reconstruction_oracle,mechanical_oracle,0.09375,12,15,0.125,0.10038452530049954,0.8002659600737667,0.5792949991321349,0.09999999999999999
74t7kcdgkr,c8-37,oracle,reconstruction_oracle,mechanical_oracle,0.125,19,22,0.1388888888888889,0.10352684651559627,0.7845688334797402,0.601994145340724,0.06698564593301434
74t7kcdgkr,c8-37,oracle,reconstruction_oracle,mechanical_oracle,0.1875,27,32,0.18,0.07641669600588295,0.7442181418394923,0.5881919947594964,0.10300925925925924
74t7kcdgkr,c8-37,oracle,reconstruction_oracle,mechanical_oracle,0.25,33,41,0.1746031746031746,0.07075234669669804,0.7454129569024721,0.6052226787841118,0.14412416851441243
74t7kcdgkr,c8-38,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-38,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-38,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-38,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-38,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-38,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-38,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-38,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,6,0,0.3329201897699904,0.8395761373467001,0.23531622792856544,0
74t7kcdgkr,c8-38,oracle,reconstruction_oracle,mechanical_oracle,0.09375,12,10,0.1,0.1409347199705437,0.7121870306366747,0.35426884904321326,-0.13333333333333333
74t7kcdgkr,c8-38,oracle,reconstruction_oracle,mechanical_oracle,0.125,19,19,0.11764705882352941,0.10275074853852051,0.7391870251735061,0.48174352267918497,0
74t7kcdgkr,c8-38,oracle,reconstruction_oracle,mechanical_oracle,0.1875,27,32,0.20408163265306123,0.08606229394958409,0.7511452859710357,0.5539548854311079,0.10300925925925924
74t7kcdgkr,c8-38,oracle,reconstruction_oracle,mechanical_oracle,0.25,36,38,0.21311475409836064,0.06773517681355642,0.7329952099666351,0.5596809864616296,0.04239766081871349
74t7kcdgkr,c8-39,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-39,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-39,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-39,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-39,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-39,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-39,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-39,oracle,reconstruction_oracle,mechanical_oracle,0.0625,4,6,0,0.20298564299028649,0.5714285714285714,0.2488058266428391,0.33333333333333337
74t7kcdgkr,c8-39,oracle,reconstruction_oracle,mechanical_oracle,0.09375,12,13,0.08695652173913043,0.14694542643869907,0.6650098552532991,0.3900273040804969,0.012820512820512803
74t7kcdgkr,c8-39,oracle,reconstruction_oracle,mechanical_oracle,0.125,16,19,0.06060606060606061,0.1566788390129032,0.6970320222348921,0.4399849434413713,0.09210526315789475
74t7kcdgkr,c8-39,oracle,reconstruction_oracle,mechanical_oracle,0.1875,29,30,0.09259259259259259,0.11549408317131324,0.735028799299153,0.48597994989351934,0.006896551724137917
74t7kcdgkr,c8-39,oracle,reconstruction_oracle,mechanical_oracle,0.25,36,41,0.1323529411764706,0.08182774484082378,0.7417575087119791,0.5565264248634241,0.08604336043360436
74t7kcdgkr,c8-4,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-4,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-4,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-4,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-4,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-4,learned,global_reconstruction_mask,global_mechanical_mask,0.25,64,64,1,0,0.6148687895716815,0.6148687895716815,0
74t7kcdgkr,c8-4,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-4,oracle,reconstruction_oracle,mechanical_oracle,0.0625,8,9,0.0625,0.20218373985569466,0.7309974049083117,0.39400040699548455,0
74t7kcdgkr,c8-4,oracle,reconstruction_oracle,mechanical_oracle,0.09375,17,13,0.15384615384615385,0.11065826342370585,0.6258481597254367,0.4081503495607729,-0.15384615384615385
74t7kcdgkr,c8-4,oracle,reconstruction_oracle,mechanical_oracle,0.125,21,19,0.1111111111111111,0.12283352314831164,0.5945976111488043,0.480155951802638,-0.06265664160401002
74t7kcdgkr,c8-4,oracle,reconstruction_oracle,mechanical_oracle,0.1875,27,28,0.0784313725490196,0.14151892124183887,0.5906216682732497,0.5278155512467709,0.009259259259259245
74t7kcdgkr,c8-4,oracle,reconstruction_oracle,mechanical_oracle,0.25,33,36,0.09523809523809523,0.13537577366683562,0.5777081737126173,0.5814537776792672,0.058080808080808066
74t7kcdgkr,c8-40,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-40,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-40,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-40,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-40,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-40,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-40,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-40,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,8,0,0.21694836566600753,0.8967189944895573,0.7004001610967895,0.16666666666666666
74t7kcdgkr,c8-40,oracle,reconstruction_oracle,mechanical_oracle,0.09375,12,17,0.07407407407407407,0.17754132439040266,0.8574088172166239,0.5891724006996945,0.16666666666666666
74t7kcdgkr,c8-40,oracle,reconstruction_oracle,mechanical_oracle,0.125,19,22,0.07894736842105263,0.14583174248739272,0.8299506417859743,0.5541689402733089,0.06698564593301434
74t7kcdgkr,c8-40,oracle,reconstruction_oracle,mechanical_oracle,0.1875,25,28,0.10416666666666667,0.12962546229863836,0.8263835015728036,0.5617935485596139,0.07
74t7kcdgkr,c8-40,oracle,reconstruction_oracle,mechanical_oracle,0.25,33,36,0.11290322580645161,0.101054527359829,0.8223831738428201,0.56243011937844,0.058080808080808066
74t7kcdgkr,c8-41,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-41,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-41,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-41,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-41,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-41,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-41,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-41,oracle,reconstruction_oracle,mechanical_oracle,0.0625,4,6,0.1111111111111111,0.18812177535182273,1,0.762523251593206,0.33333333333333337
74t7kcdgkr,c8-41,oracle,reconstruction_oracle,mechanical_oracle,0.09375,12,13,0.08695652173913043,0.15365780681113853,0.8474431354571422,0.6366561296403617,0.012820512820512803
74t7kcdgkr,c8-41,oracle,reconstruction_oracle,mechanical_oracle,0.125,19,19,0.15151515151515152,0.10989373518217549,0.7845688334797402,0.6527828759319184,0
74t7kcdgkr,c8-41,oracle,reconstruction_oracle,mechanical_oracle,0.1875,25,25,0.16279069767441862,0.09526479799210494,0.7804345323506797,0.6331743704359215,0
74t7kcdgkr,c8-41,oracle,reconstruction_oracle,mechanical_oracle,0.25,31,34,0.14035087719298245,0.10594637544504125,0.7798164615624238,0.6218488362903799,0.06641366223908918
74t7kcdgkr,c8-42,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-42,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-42,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-42,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-42,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-42,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-42,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-42,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,9,0.15384615384615385,0.11969740959887074,0.6309360722942349,0.5139999908864759,0.16666666666666666
74t7kcdgkr,c8-42,oracle,reconstruction_oracle,mechanical_oracle,0.09375,10,15,0.13636363636363635,0.12523024933133586,0.6847079564843049,0.565187724669559,0.23333333333333334
74t7kcdgkr,c8-42,oracle,reconstruction_oracle,mechanical_oracle,0.125,16,22,0.11764705882352941,0.12040837484226422,0.7337315761670139,0.5625550992462126,0.1590909090909091
74t7kcdgkr,c8-42,oracle,reconstruction_oracle,mechanical_oracle,0.1875,27,32,0.1568627450980392,0.09081625461151976,0.6936269809087906,0.6188826266952261,0.10300925925925924
74t7kcdgkr,c8-42,oracle,reconstruction_oracle,mechanical_oracle,0.25,33,39,0.16129032258064516,0.08706249889618509,0.6972308988732326,0.6049775157554754,0.10722610722610726
74t7kcdgkr,c8-43,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-43,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-43,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-43,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-43,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-43,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-43,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-43,oracle,reconstruction_oracle,mechanical_oracle,0.0625,4,6,0.25,0.06185270728279636,0.14285714285714288,0.30346379384669414,0.33333333333333337
74t7kcdgkr,c8-43,oracle,reconstruction_oracle,mechanical_oracle,0.09375,10,13,0.09523809523809523,0.12852218937405088,0.5167108266897553,0.49346900875801686,0.14615384615384613
74t7kcdgkr,c8-43,oracle,reconstruction_oracle,mechanical_oracle,0.125,17,19,0.2,0.07505265298581021,0.6062848643117059,0.5605702814249824,0.07739938080495357
74t7kcdgkr,c8-43,oracle,reconstruction_oracle,mechanical_oracle,0.1875,32,30,0.2653061224489796,0.0558719874812309,0.6318108392475795,0.6385928854567863,-0.04375000000000001
74t7kcdgkr,c8-43,oracle,reconstruction_oracle,mechanical_oracle,0.25,38,36,0.2542372881355932,0.05301213292937424,0.6347563704989414,0.6416205986099435,-0.04239766081871349
74t7kcdgkr,c8-5,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-5,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,8,0.14285714285714285,0.17334148741614824,0.6458129475106507,0.30055909925208985,0
74t7kcdgkr,c8-5,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,17,0.1724137931034483,0.11417562069434563,0.7099709625428269,0.4416624105492218,0
74t7kcdgkr,c8-5,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,26,0.20930232558139536,0.08392047794235882,0.701420149422866,0.47317468854151695,0
74t7kcdgkr,c8-5,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-5,learned,global_reconstruction_mask,global_mechanical_mask,0.25,64,64,1,0,0.6148687895716815,0.6148687895716815,0
74t7kcdgkr,c8-5,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-5,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,8,0,0.15816918162273763,0.3233951573656574,0.5562525011770543,0.16666666666666666
74t7kcdgkr,c8-5,oracle,reconstruction_oracle,mechanical_oracle,0.09375,10,17,0.038461538461538464,0.15019759860716264,0.419487724189751,0.6089901674793872,0.3
74t7kcdgkr,c8-5,oracle,reconstruction_oracle,mechanical_oracle,0.125,16,21,0.08823529411764706,0.13064258069000245,0.5167617932126789,0.602996141587434,0.15476190476190477
74t7kcdgkr,c8-5,oracle,reconstruction_oracle,mechanical_oracle,0.1875,26,30,0.12,0.10281362466522595,0.5843423851147485,0.6149542174961006,0.0692307692307692
74t7kcdgkr,c8-5,oracle,reconstruction_oracle,mechanical_oracle,0.25,40,41,0.15714285714285714,0.08609805996908501,0.5853774994909992,0.6225860078800818,0.005487804878048785
74t7kcdgkr,c8-6,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-6,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-6,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-6,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-6,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-6,learned,global_reconstruction_mask,global_mechanical_mask,0.25,64,64,1,0,0.6148687895716815,0.6148687895716815,0
74t7kcdgkr,c8-6,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-6,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,6,0.3333333333333333,0.13377087186684183,0.3496019422142797,0.40674479935713687,0
74t7kcdgkr,c8-6,oracle,reconstruction_oracle,mechanical_oracle,0.09375,10,12,0.15789473684210525,0.1410156709613944,0.4758945001591431,0.5445745614283565,0.13333333333333333
74t7kcdgkr,c8-6,oracle,reconstruction_oracle,mechanical_oracle,0.125,14,18,0.14285714285714285,0.1372203845951785,0.5521707594481069,0.6031055948181032,0.1904761904761905
74t7kcdgkr,c8-6,oracle,reconstruction_oracle,mechanical_oracle,0.1875,22,27,0.16666666666666666,0.125578848364442,0.6021225872197751,0.584345476318828,0.14983164983164987
74t7kcdgkr,c8-6,oracle,reconstruction_oracle,mechanical_oracle,0.25,30,38,0.11475409836065574,0.10777678264053998,0.6576561577683383,0.5651688345062111,0.17017543859649126
74t7kcdgkr,c8-6t,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-6t,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-6t,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-6t,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-6t,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-6t,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-6t,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-6t,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,9,0,0.18409984301300078,0.31428571428571433,0.5627550495269297,0.16666666666666666
74t7kcdgkr,c8-6t,oracle,reconstruction_oracle,mechanical_oracle,0.09375,10,13,0.045454545454545456,0.17414433240076463,0.4506686230673106,0.5789178408547303,0.14615384615384613
74t7kcdgkr,c8-6t,oracle,reconstruction_oracle,mechanical_oracle,0.125,16,17,0.03125,0.1670180454655006,0.6063792223198268,0.6116421568803566,0.01470588235294118
74t7kcdgkr,c8-6t,oracle,reconstruction_oracle,mechanical_oracle,0.1875,22,25,0.021739130434782608,0.16246988663827006,0.6265782110457547,0.6167066653545722,0.08909090909090911
74t7kcdgkr,c8-6t,oracle,reconstruction_oracle,mechanical_oracle,0.25,31,34,0.031746031746031744,0.1257274295372295,0.6492490083364636,0.6093857596062169,0.06641366223908918
74t7kcdgkr,c8-7,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-7,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,8,0.14285714285714285,0.17334148741614824,0.6458129475106507,0.30055909925208985,0
74t7kcdgkr,c8-7,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,17,0.1724137931034483,0.11417562069434563,0.7099709625428269,0.4416624105492218,0
74t7kcdgkr,c8-7,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,26,0.20930232558139536,0.08392047794235882,0.701420149422866,0.47317468854151695,0
74t7kcdgkr,c8-7,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-7,learned,global_reconstruction_mask,global_mechanical_mask,0.25,64,64,1,0,0.6148687895716815,0.6148687895716815,0
74t7kcdgkr,c8-7,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-7,oracle,reconstruction_oracle,mechanical_oracle,0.0625,8,8,0.06666666666666667,0.16468175969522628,0.6718364082635668,0.340672986258278,0
74t7kcdgkr,c8-7,oracle,reconstruction_oracle,mechanical_oracle,0.09375,12,15,0.08,0.15592353313520188,0.5836986691465647,0.4505650455196647,0.09999999999999999
74t7kcdgkr,c8-7,oracle,reconstruction_oracle,mechanical_oracle,0.125,21,24,0.25,0.08875448273921424,0.552948461249527,0.5162215824747894,0.05357142857142857
74t7kcdgkr,c8-7,oracle,reconstruction_oracle,mechanical_oracle,0.1875,27,32,0.22916666666666666,0.07968380525101346,0.5324438953299078,0.5261686928835276,0.10300925925925924
74t7kcdgkr,c8-7,oracle,reconstruction_oracle,mechanical_oracle,0.25,33,43,0.22580645161290322,0.06640458232214175,0.5437231983219156,0.5284608873276901,0.17758985200845667
74t7kcdgkr,c8-8,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-8,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,8,0.14285714285714285,0.17334148741614824,0.6458129475106507,0.30055909925208985,0
74t7kcdgkr,c8-8,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,17,0.1724137931034483,0.11417562069434563,0.7099709625428269,0.4416624105492218,0
74t7kcdgkr,c8-8,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,26,0.20930232558139536,0.08392047794235882,0.701420149422866,0.47317468854151695,0
74t7kcdgkr,c8-8,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-8,learned,global_reconstruction_mask,global_mechanical_mask,0.25,64,64,1,0,0.6148687895716815,0.6148687895716815,0
74t7kcdgkr,c8-8,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-8,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,6,0.5,0.040406101782088436,0.32706201509793625,0.4413477293836506,0
74t7kcdgkr,c8-8,oracle,reconstruction_oracle,mechanical_oracle,0.09375,10,12,0.4666666666666667,0.05545862972338045,0.3812905817536237,0.48669147590088657,0.13333333333333333
74t7kcdgkr,c8-8,oracle,reconstruction_oracle,mechanical_oracle,0.125,14,16,0.30434782608695654,0.06505567143375113,0.4089841434321552,0.5292091442880543,0.10714285714285715
74t7kcdgkr,c8-8,oracle,reconstruction_oracle,mechanical_oracle,0.1875,26,27,0.2926829268292683,0.07287921257069854,0.535561747595172,0.6067055931780361,0.009971509971509973
74t7kcdgkr,c8-8,oracle,reconstruction_oracle,mechanical_oracle,0.25,45,38,0.36065573770491804,0.048273522728847204,0.564055736227764,0.6096142735348027,-0.10760233918128653
74t7kcdgkr,c8-8t,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-8t,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-8t,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-8t,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-8t,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-8t,learned,global_reconstruction_mask,global_mechanical_mask,0.25,63,63,0.96875,0.0016034167373844615,0.6152791657652963,0.6087555957553591,0
74t7kcdgkr,c8-8t,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-8t,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,9,0.25,0.11015392003122221,0.42857142857142855,0.3165757446031613,0.16666666666666666
74t7kcdgkr,c8-8t,oracle,reconstruction_oracle,mechanical_oracle,0.09375,12,15,0.125,0.13789051692127935,0.5562264953552207,0.4365907261526831,0.09999999999999999
74t7kcdgkr,c8-8t,oracle,reconstruction_oracle,mechanical_oracle,0.125,17,22,0.14705882352941177,0.15204009063026283,0.6265782110457547,0.5462443212051795,0.1443850267379679
74t7kcdgkr,c8-8t,oracle,reconstruction_oracle,mechanical_oracle,0.1875,22,30,0.10638297872340426,0.13803402997294126,0.6265782110457547,0.5759095536651567,0.2090909090909091
74t7kcdgkr,c8-8t,oracle,reconstruction_oracle,mechanical_oracle,0.25,28,39,0.13559322033898305,0.1257116887333915,0.6328430327057518,0.5909609397213349,0.2435897435897436
74t7kcdgkr,c8-9,learned,global_reconstruction_mask,global_mechanical_mask,0.03125,0,0,,,,,
74t7kcdgkr,c8-9,learned,global_reconstruction_mask,global_mechanical_mask,0.0625,8,9,0.13333333333333333,0.17120043214887937,0.6458129475106507,0.32439461640604794,0
74t7kcdgkr,c8-9,learned,global_reconstruction_mask,global_mechanical_mask,0.09375,17,18,0.16666666666666666,0.11163531863546391,0.7099709625428269,0.43487218121315224,0
74t7kcdgkr,c8-9,learned,global_reconstruction_mask,global_mechanical_mask,0.125,26,27,0.23255813953488372,0.07539817751331977,0.701420149422866,0.49268673711405325,0
74t7kcdgkr,c8-9,learned,global_reconstruction_mask,global_mechanical_mask,0.1875,44,45,0.48333333333333334,0.03517677674084592,0.6773947835558639,0.5789629773128685,0
74t7kcdgkr,c8-9,learned,global_reconstruction_mask,global_mechanical_mask,0.25,64,64,1,0,0.6148687895716815,0.6148687895716815,0
74t7kcdgkr,c8-9,oracle,reconstruction_oracle,mechanical_oracle,0.03125,0,0,,,,,
74t7kcdgkr,c8-9,oracle,reconstruction_oracle,mechanical_oracle,0.0625,6,8,0,0.193561395907155,0.49671899448955725,0.5417965315770434,0.16666666666666666
