effect_id,point_estimate,lower,upper,improved_domains,domain_effects,seed,resamples,indices_sha256
uniform_minus_global_mechanical_auebc,-0.0002754332685366067,-0.001180555456841739,0.0005322061840412326,4,"[4.466162798740826e-05,-0.0020040064774700626,0.0013348773490344246,0.00013081946081782217,-0.0013329522302758905,0.00017400065868665784]",20260823,100000,732abea9fa90893d53c6a0620c020a2072cd97a2b7d8e48e16aa8feb10c5564c
global_reconstruction_minus_global_mechanical_auebc,-0.0003164064990605024,-0.0012965896791701384,0.0006379659285787965,4,"[0.00048387532088991873,-0.001990679133073922,0.0011966628576608566,7.337028716615859e-05,-0.0021002804510535204,0.0004386121240474942]",20260823,100000,732abea9fa90893d53c6a0620c020a2072cd97a2b7d8e48e16aa8feb10c5564c
global_appearance_minus_global_mechanical_auebc,-0.00013658881269413507,-0.0015617866645270381,0.0012181029323336397,4,"[8.780546045090987e-06,-0.001672788569520984,0.0025771518224903846,0.000800233772567183,-0.002982627371230971,0.0004497169234844861]",20260823,100000,732abea9fa90893d53c6a0620c020a2072cd97a2b7d8e48e16aa8feb10c5564c
global_mechanical_minus_mechanical_oracle_auebc,0.007014365526077828,0.004715828196921614,0.009568172907493759,6,"[0.003929517247438403,0.008394299719349903,0.008238707046369951,0.005798874555200249,0.012334035368261413,0.0033907592198470417]",20260823,100000,732abea9fa90893d53c6a0620c020a2072cd97a2b7d8e48e16aa8feb10c5564c
