specimen_id,dataset_id,uniform_auebc,mechanical_auebc,auebc_reduction,uniform_mae_0p125,mechanical_mae_0p125
c8-43,74t7kcdgkr,0.0062610397684310475,0.0030605113747119352,0.0032005283937191122,0.017241399851598116,0.01690094753193938
q24-34,cgtnjyggtm,0.008308389925556704,0.005111286944614291,0.0031971029809424126,0.08142449607462166,0.05817831680400831
c24-9,xcmzfsbd9t,0.01273772509694743,0.009736261846022722,0.0030014632509247074,0.06874535037852403,0.07557087410615676
q16-12,w68dtmpfyf,0.01322077867955609,0.010251701926069433,0.002969076753486656,0.10777638560156033,0.07745377232464301
q8-37,ykhs7s2dck,0.006553604219041878,0.0037396829714969257,0.002813921247544952,0.03568755332261053,0.027603412817086004
c8-33,74t7kcdgkr,0.0063178869529248,0.003794557779246515,0.002523329173678285,0.01726644423065893,0.030904665352765925
c8-9,74t7kcdgkr,0.009408631409347425,0.006993657504239852,0.002414973905107573,0.05221711325528311,0.04717858447858725
q8-2,ykhs7s2dck,0.012463306633835774,0.010147886600486797,0.0023154200333489767,0.07921340195533222,0.07197656444404066
q16-18,w68dtmpfyf,0.004118664923080103,0.001897113898635748,0.002221551024444355,0.006496345451408425,0.017067861164659304
c8-23,74t7kcdgkr,0.0048592423380751214,0.002648512086925795,0.0022107302511493263,0.01986826508952999,0.011702230846516892
c8-29,74t7kcdgkr,0.004673127910149007,0.0025567560666818253,0.002116371843467182,0.027272152752784606,0.01847436363682109
c16-34,yfxyg8jm46,0.010547646693374118,0.008447002091812157,0.0021006446015619604,0.07630767586158183,0.0709686632943512
c8-19,74t7kcdgkr,0.0038468836139979763,0.0019277177375250972,0.001919165876472879,0.02173776468030353,0.009583967190764375
q24-3,cgtnjyggtm,0.007811094242155439,0.006069726943896795,0.001741367298258644,0.026411603173297493,0.030341579148099873
q24-32,cgtnjyggtm,0.006092800050388057,0.004385015055565973,0.0017077849948220845,0.01099638146446369,0.018793634370476986
q16-42,w68dtmpfyf,0.004408499845261709,0.002749181038241998,0.0016593188070197114,0.01932227857476909,0.013916964220397454
q8-5,ykhs7s2dck,0.00782791013103543,0.006172775580456688,0.0016551345505787414,0.04650589976645314,0.043738739360540846
c24-39,xcmzfsbd9t,0.012544776624983368,0.01096575416497832,0.0015790224600050473,0.05502079637527468,0.08246453344640159
q8-34,ykhs7s2dck,0.010012148825363833,0.008788568860646178,0.0012235799647176554,0.05274699036232289,0.05726213508170497
q8-24,ykhs7s2dck,0.0033114511670674467,0.002115143828641003,0.0011963073384264437,0.02915114919551043,0.013950804100886893
c24-6t,xcmzfsbd9t,0.00928065444466129,0.008165795784575141,0.0011148586600861488,0.02206225890831892,0.05123956913098765
c8-41,74t7kcdgkr,0.004481805112780422,0.003371987471110241,0.0011098176416701813,0.027788417921470576,0.027030135243997444
c8-22,74t7kcdgkr,0.0016068782736717111,0.0005473276138218564,0.0010595506598498547,0.006833973217214462,8.083602922603905e-05
c8-18,74t7kcdgkr,0.003348823631501451,0.002327216757774697,0.0010216068737267537,0.00259343714268756,0.010937789779725371
q8-31,ykhs7s2dck,0.008320757478601613,0.007340437411202652,0.0009803200673989612,0.08409516908907377,0.04503491313763108
q24-2,cgtnjyggtm,0.0034563394154150506,0.0027068640002398583,0.0007494754151751923,0.00028496555586998706,0.0006364066130424284
q24-11,cgtnjyggtm,0.008795692225820984,0.00817303270586795,0.0006226595199530349,0.044516003455194575,0.027053605142329573
c8-25,74t7kcdgkr,0.0028022600050055333,0.002182045951044948,0.0006202140539605851,0.01149583992275438,0.010441371309668601
c8-13,74t7kcdgkr,0.006741895471998438,0.006157920479835214,0.0005839749921632241,0.049853899033236115,0.03742355377213624
c16-36,yfxyg8jm46,0.00580229067768305,0.005231510980452074,0.0005707796972309765,0.010949668700747428,0.04938335376564318
c8-8,74t7kcdgkr,0.00819003058578364,0.007725931711432241,0.00046409887435139817,0.038095566892594857,0.06799568213781515
c8-30,74t7kcdgkr,0.004604564050674359,0.004339262512457373,0.00026530153821698564,0.03751596688845771,0.02998453505430665
q16-10,w68dtmpfyf,0.0018512952370923208,0.001623134845342676,0.0002281603917496447,0.011472777768255282,0.008345505025136535
q16-11,w68dtmpfyf,0.011032719737197959,0.010998623723691717,3.4096013506242084e-05,0.0870528379300205,0.09000155098103724
q16-35,w68dtmpfyf,0.003524440235017093,0.003498461411605574,2.5978823411518942e-05,0.025209130691252857,0.0351854275736001
c8-35,74t7kcdgkr,0.0065133958076607715,0.006491529122501755,2.186668515901692e-05,0.01902865793767028,0.056023774558251804
c8-14,74t7kcdgkr,0.000854311166805316,0.000926692277512452,-7.2381110707136e-05,0.005035608290935745,0.0034835009602546263
c24-48,xcmzfsbd9t,0.0019348901699740434,0.002096374876159997,-0.0001614847061859534,0.003962303972545489,0.0022899008986926317
c8-6t,74t7kcdgkr,0.010960392400588917,0.011153130137687057,-0.00019273773709813959,0.0661434014516602,0.07652978460880488
c8-5,74t7kcdgkr,0.008699631130292944,0.009081323174670693,-0.0003816920443777492,0.06100108803485971,0.06700745873216163
c24-52,xcmzfsbd9t,0.008954839229271493,0.009442402369780938,-0.00048756314050944424,0.05771720737885422,0.05571739669612069
c24-10,xcmzfsbd9t,0.006491157510517679,0.007033395863296417,-0.0005422383527787372,0.004869734934131453,0.06179553176362729
q8-29,ykhs7s2dck,0.00747233169701042,0.008042414010668972,-0.0005700823136585518,0.036476529111659994,0.06072562542422888
c24-36,xcmzfsbd9t,0.0038701713242518185,0.004525521872425881,-0.0006553505481740624,0.014873055649173295,0.020545407771706103
