schema_version,dataset_id,specimen_id,specimen_key,surface_path,surface_sha256,registered_cscan_path,registered_cscan_sha256,native_height,native_width,registration_transform_sha256,surface_frame_transform,pilot_selected,smoke_selected,clean_render_sha256,gridded_render_sha256,surface_render_height_px,surface_render_width_px,model_surface_height_px,model_surface_width_px,model_surface_image_grid_thw,model_surface_visual_tokens,model_evidence_height_px,model_evidence_width_px,model_evidence_image_grid_thw,model_evidence_visual_tokens
1,74t7kcdgkr,c8-9t,74t7kcdgkr:c8-9t,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-9t.png,4a9fdaef1fcff524d1a20b72110e209c00b7006406662cf2d2b3e9ee87581284,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-9t.png,fc611b4c93553b7ff179254696bf75cde070663a8cd2a739919faa634bd5f518,674,675,88e42274de81e8bc6f26b3f13cc35cc0870f76c2fef520bbfd6c7fa3e1cb0e43,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-1,cgtnjyggtm:q24-1,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-1.png,a433e3b68499a37b6a5d9fbe4a32fe55cfbaf1515893d60d4312879b23672676,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-1.png,d46c389da763f00cad60b823ebf46e9424dec93fbf65f08b3b981c41bbc28bce,674,675,4f85b9ade93dc24a816df1d6aeec5e53e7fe06c1bffa64daa29bb70cc31b692d,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-10,cgtnjyggtm:q24-10,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-10.png,76d0d58ac073c197ff418aa1366caf731a1d06bbea4d482393de442280b3fde1,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-10.png,15647859126bfffc598040519d2ffe56e5456d5b7027754c811043406c8c037a,674,675,9273aa109d65032eca79fd0695bbbeda589c2871b9f9c5e268f6edab9c7a69d1,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-11,cgtnjyggtm:q24-11,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-11.png,d5a0acbcd698a0c962e91ccf960ae01d5061a99482a1c2578e56c31f76efa21f,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-11.png,172741aa4fb3cff0f2d90f2afbea2b67f0656c2fc168e0a26725713e37eac78e,674,675,e0d9a6f4951c5c8446a564720fbcade83644ae644838da60206d65a9dd2a4f90,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-12,cgtnjyggtm:q24-12,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-12.png,dc8c6ad23acc59950fa13595180567e2bcbe220dc0042f03fbd5d4cddefdff23,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-12.png,b18c13cc24b4be8b978fda888dd72b16c38d0965de8703621d73109fde8d304f,674,675,5ea9f7de19626d6de7e777adf3d61c5d3b885820f0e002bfaee655799ab05b46,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-13,cgtnjyggtm:q24-13,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-13.png,a22fbe228686892471d2bc2c77cdf1f3137437d78facf28edbb97a724ae3386e,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-13.png,f9ab7da2adf7041b04d9e31d2d8695113c8983fefe62639f6365807256fc62fa,674,675,94e9f01080efbf6b6bc8641019b6c3f47e99bb814bb890c2196244ab66d2ade4,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-14,cgtnjyggtm:q24-14,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-14.png,03dff5972c5cf0238fd751b56bd78b3bc09f0f4e13cd10dbb66db4cc16514248,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-14.png,6ad3eaee2a688b73892f29f52bb42a9ad0f22e3ae29d972aea263a1edd169b58,674,675,821d2c9a826abea17b6a6bfd2420e02899ed43e2222b11e44025503c72adfb27,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-15,cgtnjyggtm:q24-15,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-15.png,952b6a1b33616ba8523c32b1bde00d5e06ff41c5efa288a1f0e6fc3be36b0938,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-15.png,10b657ee2eee2439f6913d062297c9723e0c2caf7b6575f2f5a794e967c54e62,674,675,a7c592fb5cf578f1ff95e8244fae8d0c4f857cf931796b4680c693faeec9fe36,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-16,cgtnjyggtm:q24-16,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-16.png,2938082a1f78a84a38b31dd5f14fa8ec9e09d5e1f10634dd18be8cf14cd3501e,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-16.png,74e64a32c9a4bbcdd4d2f71f106e40e618325151050c9d718d994568b8427931,674,675,31112470e25350041600b57eed7f74d07ff1b941a564172f303871c8e45e0aca,ROT90_CLOCKWISE,True,False,80f4d373fca2d8aa11dbf78346e15a4fc871152a3958787f47cd76aaa16f43c6,f19d797f49a89863c29927b86455cd7f5e344a2708cb77c9c681a470a3daafe2,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-18,cgtnjyggtm:q24-18,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-18.png,51226c7953af1df9300b50902754d06b12efd72b028ad98b5b134ade21d31a84,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-18.png,c5db5bf7c0787e846e3fc9a324470d4bbf7e117532eb9b58ff6d552640b504e8,674,675,1baba47009a3afca7e0d63d07b6f0fc98aebfc76d1a359232fff356a705e1654,ROT90_CLOCKWISE,True,False,c5a284b3ab6f961112f8fc3095950639e417fe185f074026f234c93393275d63,b32e598040d9974da576a027e1abd6e2577d4fef4f6ac108c0ce68156a537eee,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-19,cgtnjyggtm:q24-19,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-19.png,ce750da878792f74a15df612545c3946b95017a01e0eccdf598b5dc85c6b4d0e,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-19.png,2bdbb22a359dc86d73ef7e5f8ee42f2aa92e45084237afe4cae213418503755a,674,675,c849fc7a3f4bd9cd9256232244434eb1163780925e08cf6974fe5a2da9a03baa,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-2,cgtnjyggtm:q24-2,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-2.png,5899c8c22aa7101c345457b3c1872f16e14eb112b667bf1949902665f2849365,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-2.png,781f2d8ef11e970e55a88d43264c967f23f757e4111f5723966075326aef62f3,674,675,0a8f79e3d2c2c6f08aecad03fea341a3f27e1eaef41f1e24e2167c602e21cb11,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-20,cgtnjyggtm:q24-20,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-20.png,fbf8f8cd97674c0749384323a43dffa5f0e5a120fe651a80f1885258bf307b53,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-20.png,6184c495b2f98a2a27f48ecd47a8522c5e74b75256a96dbd23bdc34b208a685e,674,675,41af2652b575ae388e5a05ac11f3d7ae34bdb35c29a74d77e2f1cd41292b25e4,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-21,cgtnjyggtm:q24-21,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-21.png,abaa97554d11c12108ac4b252a77480261a6374255f1b814222c353fde37b060,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-21.png,02ec16ba0bdb8a9f3cb7f1d305699cbf69dcb92ff6222c284f6ffbb2c73c8b7d,674,675,c7b1e0101a00cdc15fdc37fb88d20d6130df085648d0cbb848eabca6d8847049,ROT90_CLOCKWISE,True,False,db05870d01325af4afce611462bbd94fb01e963abce62081006dc3baa11876c7,2644ec1cca96cb22a62d567af277461dbbf6faf94a6784d43fb0734d10b2e2fe,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-22,cgtnjyggtm:q24-22,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-22.png,f9b68fa0afaccc50af654d8209a5ffd8653bc2b1de801ba95edc060f86433496,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-22.png,a9b218f122c59f9d7f606a59de8f23e1906fafb7a85ff36dada72148bc85e22c,674,675,8bc8270d8214c57b5dbc95f95215295ae638a529cfe322d234bf009b579a501f,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-23,cgtnjyggtm:q24-23,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-23.png,1663c4723b7328f4269482673d3f1004424a36cb01c02aec5762b2a4316d5a31,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-23.png,7b898cf8dc25e687657de047e3d044c74eb18376b308c992c5be33d5770ad1c8,674,675,17438b347820905482206e067a7bc0524594744c79809b8465cce29c092cad17,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-24,cgtnjyggtm:q24-24,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-24.png,0350ff1303042b0161a6fc964a7d97698100d310f6deb9b391f6fe0d34fb9191,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-24.png,62f6f8c9ce49a993507c06f8b37cac1b1989669ca5edd30314882874e1b9c614,674,675,b13aee2cb53c56420222137fcd4d89a8c8188e3caa3f30da1457614f8323a4bd,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-25,cgtnjyggtm:q24-25,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-25.png,27c94f8ef0c925784ca7fa296135c927dad9d539bdc20288780ec9cca2a84329,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-25.png,15d565c6c97b81bc13e1d422b5cf5d210f4ac91b52bf99318db3712b5c076720,674,675,5f39041ad6c813f54ae2dd5ad3307d21f3accd160343e3abf556e2835fccbcc5,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-26,cgtnjyggtm:q24-26,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-26.png,c8ccd838695d6661b86cdee8f44440b3b07c5f4011a2d9549e1a5a26428d298c,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-26.png,f563c0b4baf39fb719fbf44d4615000c42a586dac3a9255d5a72af4445d6c79e,674,675,756e5f64fef7126e88a53167f31c13d2e290cc548f979fbf5b33a236ce854a3c,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-27,cgtnjyggtm:q24-27,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-27.png,ccf81a73d98d5d9d77d5888a7882f132da691c7902160c610d0968c0a1667d12,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-27.png,249be70e88565c20f2bb0ed546d32de4d5328afb4e1f08ee59109ebdecbf51ff,674,675,1ecb92e682ef542a486dad1dd0dda72a3302cee985d2bf3654c1d21d16d30b24,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-28,cgtnjyggtm:q24-28,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-28.png,87c389829540656ebec9470e5a0340e6072e6703b7d55f2ca481164804bd47f1,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-28.png,e1030ea914e6136a991481b6e4a7579a07a0030b2768fe9bd7a14251a300d441,674,675,90f83c02a848d02cf40089a9f6921ea95b4986fa62b85691ae143f147d018b10,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-29,cgtnjyggtm:q24-29,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-29.png,bba0c3631692d5eaab633b0f19ac0584534548649b6926f652758e6f05c3e855,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-29.png,f8f144b6f5a3c5ee6b31478d66c712e5a655c3a430da8aa8e0c16871cbe94a85,674,675,ecdac0d95e275b48a64fb88f6b54621dbf95ac2e63aa52842844229dc55af8dc,ROT90_CLOCKWISE,True,True,7d5d9c3a40109e5161fb638656cf4047c18d8beb35362ee51c1278d3027048ae,0b124e7216df099ea128885d0efef6b7c0a5e35c6b9ea9cb1d2acc554f694c16,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-3,cgtnjyggtm:q24-3,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-3.png,43537fbf608ae10fd244abc6fc0bdf318f9b1a262365f7a3c29d332be771c9be,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-3.png,50e6a22e1de63ff6cbf2fa1283b78ab7e41c0675971d2f4cbe63ed122c161a85,674,675,a5e89e21695de41491306e342f67de716337712fbbe524ed0446d135883fb451,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-30,cgtnjyggtm:q24-30,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-30.png,081f9de52a4be0add35cff8d04307ec52b2efc68b658bd639e2846ec317b1231,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-30.png,46fa140977bcbbf79e71b85cf08068fa571b36860c66283ef098682daa3aefbb,674,675,b3c5a59e5240c0dfe7233d61b89f504b23d429fcbc30b012ddbc1d7d2b0ae1f7,ROT90_CLOCKWISE,True,False,06eec968ac1e246a640c8d1a7864097ee7f3420256194562b8bce782b0f87fc9,a598dd6829cb99b6e94c9c3715d8cc45acc6970258ca014c53539d6d6ac7db5b,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-31,cgtnjyggtm:q24-31,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-31.png,7a4d6e50495f5e8e65d3ce635f8de343ecb8ef6117466de90e0bbba866115841,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-31.png,ca7d3ffcdbc21dbd9852b1ee8d8dbab150945f1859312b2a9d59304adcc6c70b,674,675,f6a815ab7be50d4988109cb51337efa8f448bbc679596df80ce2e14433de8c8f,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-32,cgtnjyggtm:q24-32,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-32.png,91a54d7baff01afd0f1bf02f3168b805c176f1eb38c8c687be8483fda5362a9b,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-32.png,63ad4845314e1333feedc68cc65fcc37e9c06a7478f6b2e2060316d9b55e4ce4,674,675,3e01532312a5d79c6ba043b8fe8bfe396390ad8af8f8fcfa9e0b130293410ea4,ROT90_CLOCKWISE,True,False,287828e7eeebffb73137c4ea02888b4e5a881573b0daf1ae764399d11212da25,17339f0ca0bcfbdc96e587670dcf917d637cdf7d7968aa560396422d0cf1d666,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-33,cgtnjyggtm:q24-33,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-33.png,c3461ba337c907a95b7ba71452829bf7b7d2ed55dac65ad7dbb2440cc2e54833,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-33.png,e8a7fb7879b0d0c48d6b2a07963aa242a7feb33aa262db1deb8107c4ba80495e,674,675,55adc3c8477b7d839e2e0f2a3fcee700d486a285d59c57f64b4b674769310231,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-34,cgtnjyggtm:q24-34,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-34.png,9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-34.png,66b4efb50a924f0f2d04757dceb87fcab70316ab37c36ff70ee8140e883a1031,674,675,7f51e9cedcceb49eac59164f777f3168e82862f635074de6e3e6ef2b3062b0cb,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-35,cgtnjyggtm:q24-35,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-35.png,455c678df1b038a1bb24febf6fe089048ad44b409af83676c9ecd49cb0bd1554,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-35.png,41a2dcbcb36543cdf1c128dc5b5c92f018d698a8d3faba9d8d45bf5813cfdad0,674,675,ca82ca293a1ae412e64f1cb96b1a8e970b22c1c4ac119e53cfbd308a56420575,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-36,cgtnjyggtm:q24-36,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-36.png,fcf6f552efe820e418b9468785111d90f42ed1495d7dcdebb9ec84dbcf1befb3,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-36.png,438f48a5549cd340ed5e10831f1b6397364f6dc8e7b997edef16c52464728c85,674,675,eda2178c95ba275325a5bceef629c9272b0a62ceac070b8b6535769a2a790ca8,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-37,cgtnjyggtm:q24-37,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-37.png,34600ca09fdde8eb983f515056f9c68de095c71b215194337fb539a64d49794f,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-37.png,0caa2bdfff372124f9116725fefe96fcb76700bc2775e991a623aec5ebd1b4f2,674,675,babaa6ceabedbc8cd80a3ab1633dab6f256a94f31e3e274d8651c5286713b25e,ROT90_CLOCKWISE,True,False,405c2d2cddd10424d22d91bfe3c1d5c3eb67fdd73c39edfef3387c893809e79a,6ebc5e63215aebc71cb7ee75432a35cf47e359e642bcf88244e64b4a82cfd564,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-38,cgtnjyggtm:q24-38,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-38.png,30fefa69accd60e954cc50ca18fb33787e0da30e2d8149ce76953cbb2270e546,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-38.png,0f5f3384c56a763927fa635a97ee20c0b995b194fb596b96cbbabe0cb4839254,674,675,786998276966255088e0a623bd234b0188e03e1a78b8ea093b88fcc2946b67fc,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-39,cgtnjyggtm:q24-39,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-39.png,cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-39.png,4769f3c54777c305a1b1398f627a6734c7eff184edb72f733f68fd8d53e6db21,674,675,6b10be894c1a528283e3d64ec7bba70a903b6bd7dc791312c321bb3f247c2c3b,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-4,cgtnjyggtm:q24-4,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-4.png,d13c607fa0a032b74f8e3f6e0ebe7bf60c17a6129376805ea55ed71c82e09083,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-4.png,444a22e7e0edf3f7bd02b06bcdd3f090785d6af74108543191b9e12c18c56745,674,675,b8afbd6ff3b90f7574c742ded5e3d62491d88a111d011fe558d3443c4b9d91cc,ROT90_CLOCKWISE,True,False,a06f049cf8c6abf090b3fc9fe1893b70fd16a66de057fc17333953765848fa67,58c2fba6ae8a8cceb3a0362d7709731b7bd86018bed754af9de67d7bcf6d70b4,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-40.png,328cf2d21150686f864f24f9d7575f2569c6985d126ada09b932966a485e9c1c,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-40.png,888ba49cc90410ef4b1326c9fc8bfb51b6e6c84379136a010e5a9a024d6c01f7,674,675,e7d593bc193d46df96a8f9fe45c4edeb211c971bfca72de198693936d826ae2d,ROT90_CLOCKWISE,True,False,cf962b5af7aa7a90f482342aff69fc852b51f8b6f5f0b1219e3fdd891c65f05a,41200b2c7477dfc24f7feefb9d1dfb0a5a13f50c13229afe9b1874d115f3c3bb,1024,1024,980,980,"[1,70,70]",1225,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-41,cgtnjyggtm:q24-41,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-41.png,aad560a16f8f0fb61db30b84b161d90f5751ac88b26a5b1463eda5621e55122f,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-41.png,b55cec4519b118f31e5b8b239b14b12482910873a043420f6bb5ffeaa32f9d53,674,675,ca9180628073c0c3a8e670f3a820b7346f5356a7af75e04ea73ef5c70ed2ab54,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-42,cgtnjyggtm:q24-42,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-42.png,f8156b17409d073fdf98f36ec46aa0cb311339d906551bae7757b3808d35786c,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-42.png,c2fc746e9baa9b64415b2e59d1b7904ef65eef0033e9eb752189a7426f8b118e,674,675,349ada83d0f78ff40051c066e17b22df20c544b5128ceb4657e1ee76b98bc284,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-43,cgtnjyggtm:q24-43,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-43.png,da39a1a259fc2b472f62d5de14713c11619f7011cada4fa46f293f34f3ce8970,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-43.png,0a240393f15ca5d236dade8535703adbbed0dbb636b6feb4415a3ec0b2409f46,674,675,2a0a0376012acf635c6bea6953e8bce38906f2a09bc18caf9deea11996979762,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-44,cgtnjyggtm:q24-44,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-44.png,ff6f1c4e8d3da64f71465af0ca3809334dabe01f4376d093151386560aba6f41,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-44.png,a87bb031a5bcbecccfa85f8dc0633fc4e916e984a5b9f5c01c24de5f0dbff57e,674,675,b2dfa5cba87d9b606de4e5052f37d96bc6ab94fa230922b7ec70b954a25c719a,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-45,cgtnjyggtm:q24-45,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-45.png,a22aae21aa2e4b73e8bd8387dd99fd24d7f0dcbefbb862d612dd8334c8fb1a11,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-45.png,2de033f926011c39767d697d912ddd5a514025591fb3fb99ca4d1a35af35d7fb,674,675,b89cc16d30f598dbe6334e680180e7e79150536eb5cd5b147205ff2c4f9bd805,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-46,cgtnjyggtm:q24-46,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-46.png,667c198f6ee7dcc28dd352d467ac1d1048fd3563327741eb82cd3c5ca288044b,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-46.png,d3f6076782495f96bcfe451e56c4009ceb48e139ac5e42028eb81d5cf74718a3,674,675,a2d4967a742b906c7cea256d90dd4ad27cecb36c67bded7ac91b2e9e1b138a5a,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-47,cgtnjyggtm:q24-47,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-47.png,eff20dbb7615aaf4f17620af78f8394928118402d795c0e4e225575c64c767fc,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-47.png,b7d83421bf3b7e12d4bbc0ce57153b035bc75b424ce3ae0388101e3edca5c811,674,675,a3ead5d874a9855ed320d2ac70dafd2dffec866547e52cf4168abefeb479583a,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-48,cgtnjyggtm:q24-48,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-48.png,89090ab85a001ed26f3133af555ebe6f56fe894068bb0330eef57c45759673cb,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-48.png,891dc75c089b0bd4362492f6c84fe4ddb9ed484b9c4e00c92b69184e1d2b0037,674,675,f8117f0139f99b361df35d4ec634f3bf9aaa1a042448990174ae7565fec06322,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-49,cgtnjyggtm:q24-49,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-49.png,df2ef39e079d31b6e3b25682b9759ddaea0e764c5559327fbde7ff7f3dba54cd,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-49.png,3db90c9f51d95c34820d9233395cf58473fde477367f3b30363efa565a6dc400,674,675,3c58e9dc7337bdae5d67d77529b13a01f1ff3a1d5dfcb8bfe06fa743f5b7da1c,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
1,cgtnjyggtm,q24-5,cgtnjyggtm:q24-5,data/public/hasebe/raw/cgtnjyggtm/v1/impacted surface image/q24-5.png,3d3121674475634415cade47f53b5e5e3f565d5b5f083d452f94579fccfefac0,data/public/hasebe/processed/cgtnjyggtm/internal_cscan/q24-5.png,f137e82b1552dd614a6cd94af5d7d4ea3cdded58107a730c12f471495b0556ad,674,675,df8ac5be1c71e4ea72be9d02be4ccb3b4d870853dbbc2d2dbe02b2baed51b7a1,ROT90_CLOCKWISE,False,False,,,,,,,[],,672,672,"[1,48,48]",576
