outer_domain,specimen_id,method,cai_auebc,reconstruction_auebc,statistical_unit
74t7kcdgkr,c8-10t,global_mechanical,0.16143652915245033,0.0006133658448104775,physical_specimen
74t7kcdgkr,c8-10t,mavis_full,0.16142496929213054,0.0006505245007768295,physical_specimen
74t7kcdgkr,c8-10t,mavis_no_feedback,0.16143026187686377,0.0006437425200997992,physical_specimen
74t7kcdgkr,c8-10t,mavis_positions_only,0.16126332091197698,0.0006049708094239806,physical_specimen
74t7kcdgkr,c8-10t,mavis_raw_value,0.16145684578160097,0.0005907869867154662,physical_specimen
74t7kcdgkr,c8-10t,mavis_shuffled_content,0.16123912429678913,0.0005284789763224265,physical_specimen
74t7kcdgkr,c8-10t,mavis_value_per_cost,0.1614763264379158,0.0006020404972945093,physical_specimen
74t7kcdgkr,c8-10t,mva_a5,0.16132471075227023,0.0005356357287179576,physical_specimen
74t7kcdgkr,c8-10t,mvd_m1_o2,0.16137481126606118,0.000572652196211923,physical_specimen
74t7kcdgkr,c8-10t,one_shot_mechanical_oracle,0.16138796196803903,0.0005934171708239659,physical_specimen
74t7kcdgkr,c8-10t,random,0.16137621534314092,0.0006166357934460228,physical_specimen
74t7kcdgkr,c8-10t,reconstruction_driven,0.16137098545631035,0.000512189238701206,physical_specimen
74t7kcdgkr,c8-10t,sequential_mechanical_oracle,0.1613450550905449,0.0005895168493097097,physical_specimen
74t7kcdgkr,c8-10t,uniform,0.1613857322253458,0.0006223199887246596,physical_specimen
74t7kcdgkr,c8-11,global_mechanical,0.18694526412924256,0.00250634871991493,physical_specimen
74t7kcdgkr,c8-11,mavis_full,0.1872661169889206,0.003013271455972697,physical_specimen
74t7kcdgkr,c8-11,mavis_no_feedback,0.18718507309306598,0.003357382994317916,physical_specimen
74t7kcdgkr,c8-11,mavis_positions_only,0.18715365154753516,0.0032094054896335718,physical_specimen
74t7kcdgkr,c8-11,mavis_raw_value,0.1871211505780041,0.002408179698109919,physical_specimen
74t7kcdgkr,c8-11,mavis_shuffled_content,0.18691507376737093,0.0032776548132239553,physical_specimen
74t7kcdgkr,c8-11,mavis_value_per_cost,0.18708742202060405,0.002284706428845635,physical_specimen
74t7kcdgkr,c8-11,mva_a5,0.18711527070214826,0.002646619579885294,physical_specimen
74t7kcdgkr,c8-11,mvd_m1_o2,0.18713901993897372,0.0026528883874168837,physical_specimen
74t7kcdgkr,c8-11,one_shot_mechanical_oracle,0.18703100755758414,0.002701086907960829,physical_specimen
74t7kcdgkr,c8-11,random,0.1869374622217269,0.0025980651765706445,physical_specimen
74t7kcdgkr,c8-11,reconstruction_driven,0.18687911803600255,0.0014735826492831192,physical_specimen
74t7kcdgkr,c8-11,sequential_mechanical_oracle,0.18690674053239792,0.002676464700921506,physical_specimen
74t7kcdgkr,c8-11,uniform,0.18708913222874674,0.0026962635509462005,physical_specimen
74t7kcdgkr,c8-12,global_mechanical,0.11973181658923696,0.0014840013769669613,physical_specimen
74t7kcdgkr,c8-12,mavis_full,0.11971056077170213,0.0017231743464219086,physical_specimen
74t7kcdgkr,c8-12,mavis_no_feedback,0.11972916283255217,0.0018395727955820736,physical_specimen
74t7kcdgkr,c8-12,mavis_positions_only,0.11967299962902661,0.001633775004004832,physical_specimen
74t7kcdgkr,c8-12,mavis_raw_value,0.11966720152742806,0.0015866972355262586,physical_specimen
74t7kcdgkr,c8-12,mavis_shuffled_content,0.1195044022113688,0.0016472743602943026,physical_specimen
74t7kcdgkr,c8-12,mavis_value_per_cost,0.11969022603980262,0.001470228674981622,physical_specimen
74t7kcdgkr,c8-12,mva_a5,0.11958909120822961,0.0015229076993129433,physical_specimen
74t7kcdgkr,c8-12,mvd_m1_o2,0.11960113174823035,0.0014790278536195487,physical_specimen
74t7kcdgkr,c8-12,one_shot_mechanical_oracle,0.11968178979653939,0.0017110033598343633,physical_specimen
74t7kcdgkr,c8-12,random,0.11969620670268978,0.0015730865011815106,physical_specimen
74t7kcdgkr,c8-12,reconstruction_driven,0.11966744371325398,0.0011221074623855565,physical_specimen
74t7kcdgkr,c8-12,sequential_mechanical_oracle,0.1196731839867868,0.0016376808392851957,physical_specimen
74t7kcdgkr,c8-12,uniform,0.11968478391843357,0.0014996687265807637,physical_specimen
74t7kcdgkr,c8-12t,global_mechanical,0.07170292742901223,0.0005349293772016601,physical_specimen
74t7kcdgkr,c8-12t,mavis_full,0.07157796992233992,0.00043350777027549136,physical_specimen
74t7kcdgkr,c8-12t,mavis_no_feedback,0.07157586412484683,0.00043254589261012004,physical_specimen
74t7kcdgkr,c8-12t,mavis_positions_only,0.07164506152194693,0.0004700687486666829,physical_specimen
74t7kcdgkr,c8-12t,mavis_raw_value,0.07159720794718913,0.0004918151975209927,physical_specimen
74t7kcdgkr,c8-12t,mavis_shuffled_content,0.07158611462677852,0.00043424468374836167,physical_specimen
74t7kcdgkr,c8-12t,mavis_value_per_cost,0.0715633447631116,0.0005128119072148415,physical_specimen
74t7kcdgkr,c8-12t,mva_a5,0.07167535906274539,0.0005508541303684604,physical_specimen
74t7kcdgkr,c8-12t,mvd_m1_o2,0.07168619914969707,0.0005863752732719817,physical_specimen
74t7kcdgkr,c8-12t,one_shot_mechanical_oracle,0.07162509218221833,0.0005007604463616511,physical_specimen
74t7kcdgkr,c8-12t,random,0.07163001299541062,0.0005431254322381962,physical_specimen
74t7kcdgkr,c8-12t,reconstruction_driven,0.07150640493189875,0.00042568145588154884,physical_specimen
74t7kcdgkr,c8-12t,sequential_mechanical_oracle,0.07157376809620879,0.0004993106519071235,physical_specimen
74t7kcdgkr,c8-12t,uniform,0.07159601138148192,0.0005350352561703398,physical_specimen
74t7kcdgkr,c8-13,global_mechanical,0.04908278476806807,0.001629545276958809,physical_specimen
74t7kcdgkr,c8-13,mavis_full,0.04910744846082298,0.0021847699005661165,physical_specimen
74t7kcdgkr,c8-13,mavis_no_feedback,0.04911280457258124,0.0021850862788399122,physical_specimen
74t7kcdgkr,c8-13,mavis_positions_only,0.0491318565215287,0.002122882875699092,physical_specimen
74t7kcdgkr,c8-13,mavis_raw_value,0.049122056016445335,0.0020046401080295283,physical_specimen
74t7kcdgkr,c8-13,mavis_shuffled_content,0.04913424595649325,0.002031533255413913,physical_specimen
74t7kcdgkr,c8-13,mavis_value_per_cost,0.049108378272193665,0.0018217489766153938,physical_specimen
74t7kcdgkr,c8-13,mva_a5,0.049122000680129195,0.002277049623916723,physical_specimen
74t7kcdgkr,c8-13,mvd_m1_o2,0.048969370565841115,0.0015763920634492379,physical_specimen
74t7kcdgkr,c8-13,one_shot_mechanical_oracle,0.04919580823493056,0.00201959461206075,physical_specimen
74t7kcdgkr,c8-13,random,0.04914494982109489,0.001511940495235518,physical_specimen
74t7kcdgkr,c8-13,reconstruction_driven,0.04889762956989619,0.000783797618320471,physical_specimen
74t7kcdgkr,c8-13,sequential_mechanical_oracle,0.0491773392770586,0.001873698331386654,physical_specimen
74t7kcdgkr,c8-13,uniform,0.04915664066949603,0.001900693804302965,physical_specimen
74t7kcdgkr,c8-14,global_mechanical,0.04066665770837601,0.0007298615578250871,physical_specimen
74t7kcdgkr,c8-14,mavis_full,0.04057313917134364,0.0006454438012837904,physical_specimen
74t7kcdgkr,c8-14,mavis_no_feedback,0.04056406675209076,0.0006440314863806698,physical_specimen
74t7kcdgkr,c8-14,mavis_positions_only,0.04066945259334766,0.0005179715631162652,physical_specimen
74t7kcdgkr,c8-14,mavis_raw_value,0.04066460411912444,0.0006306933569856579,physical_specimen
74t7kcdgkr,c8-14,mavis_shuffled_content,0.040700360156169235,0.00047384149823614333,physical_specimen
74t7kcdgkr,c8-14,mavis_value_per_cost,0.04068637591503741,0.0006898825600226879,physical_specimen
74t7kcdgkr,c8-14,mva_a5,0.040685076721477545,0.0006130821886731383,physical_specimen
74t7kcdgkr,c8-14,mvd_m1_o2,0.040618540110066735,0.0005729365476592911,physical_specimen
74t7kcdgkr,c8-14,one_shot_mechanical_oracle,0.04076246701185578,0.0007451034322725577,physical_specimen
74t7kcdgkr,c8-14,random,0.04073652962783003,0.0006899996758230099,physical_specimen
74t7kcdgkr,c8-14,reconstruction_driven,0.04077954983845172,0.0005700506275131365,physical_specimen
74t7kcdgkr,c8-14,sequential_mechanical_oracle,0.04063420842049737,0.000738180808960073,physical_specimen
74t7kcdgkr,c8-14,uniform,0.04067612167302172,0.0007496142202649854,physical_specimen
74t7kcdgkr,c8-15,global_mechanical,0.1306499762996725,0.0014173062069227195,physical_specimen
74t7kcdgkr,c8-15,mavis_full,0.13079849375490332,0.0013529444850154274,physical_specimen
74t7kcdgkr,c8-15,mavis_no_feedback,0.13083455424192494,0.0013409941535790682,physical_specimen
74t7kcdgkr,c8-15,mavis_positions_only,0.13073929444506585,0.001332476660527699,physical_specimen
74t7kcdgkr,c8-15,mavis_raw_value,0.13071119685518967,0.001329921057264559,physical_specimen
74t7kcdgkr,c8-15,mavis_shuffled_content,0.13071738747222975,0.001291260697093288,physical_specimen
74t7kcdgkr,c8-15,mavis_value_per_cost,0.13065372857502144,0.0013657351524386592,physical_specimen
74t7kcdgkr,c8-15,mva_a5,0.13076075616480715,0.0015171612703724592,physical_specimen
74t7kcdgkr,c8-15,mvd_m1_o2,0.1305480642611722,0.0007948234289171812,physical_specimen
74t7kcdgkr,c8-15,one_shot_mechanical_oracle,0.1306133129508462,0.0013105889785720339,physical_specimen
74t7kcdgkr,c8-15,random,0.13058648381238683,0.0013344741686983042,physical_specimen
74t7kcdgkr,c8-15,reconstruction_driven,0.13062233096471626,0.0007137432327834266,physical_specimen
74t7kcdgkr,c8-15,sequential_mechanical_oracle,0.1307517077628032,0.0014364780581420944,physical_specimen
74t7kcdgkr,c8-15,uniform,0.13063496881508,0.0013013316625060843,physical_specimen
74t7kcdgkr,c8-16,global_mechanical,0.10022338036097461,0.004251680994246818,physical_specimen
74t7kcdgkr,c8-16,mavis_full,0.10024329793093337,0.0055225741519587,physical_specimen
74t7kcdgkr,c8-16,mavis_no_feedback,0.10022826152069787,0.0055233512271419755,physical_specimen
74t7kcdgkr,c8-16,mavis_positions_only,0.10024517439809559,0.0050890049652010045,physical_specimen
74t7kcdgkr,c8-16,mavis_raw_value,0.10011289068688495,0.0036727661203603667,physical_specimen
74t7kcdgkr,c8-16,mavis_shuffled_content,0.10025833813859664,0.005266981972211162,physical_specimen
74t7kcdgkr,c8-16,mavis_value_per_cost,0.10008588492278894,0.0031692451881998106,physical_specimen
74t7kcdgkr,c8-16,mva_a5,0.10030819474981638,0.0056373110896118656,physical_specimen
74t7kcdgkr,c8-16,mvd_m1_o2,0.10003162685080219,0.0024762911836330227,physical_specimen
74t7kcdgkr,c8-16,one_shot_mechanical_oracle,0.10012141151295541,0.003084631497857802,physical_specimen
74t7kcdgkr,c8-16,random,0.1001355251530057,0.0035245973769396735,physical_specimen
74t7kcdgkr,c8-16,reconstruction_driven,0.09997176206764632,0.0012621839053740987,physical_specimen
74t7kcdgkr,c8-16,sequential_mechanical_oracle,0.09998905467737762,0.002901012571376134,physical_specimen
74t7kcdgkr,c8-16,uniform,0.10012484422319362,0.0034079265546326006,physical_specimen
74t7kcdgkr,c8-17,global_mechanical,0.03698382787042345,0.0007413842608750438,physical_specimen
74t7kcdgkr,c8-17,mavis_full,0.03697106743884938,0.0006686457818563775,physical_specimen
74t7kcdgkr,c8-17,mavis_no_feedback,0.03696103391642792,0.0006701467970354924,physical_specimen
74t7kcdgkr,c8-17,mavis_positions_only,0.03702917110338704,0.0005564378205523376,physical_specimen
74t7kcdgkr,c8-17,mavis_raw_value,0.0370190174564648,0.0006487021269372671,physical_specimen
74t7kcdgkr,c8-17,mavis_shuffled_content,0.03703466435468779,0.0005226071039649936,physical_specimen
74t7kcdgkr,c8-17,mavis_value_per_cost,0.03702514115447977,0.0007118696974621327,physical_specimen
74t7kcdgkr,c8-17,mva_a5,0.03692584524991647,0.0006322656274568896,physical_specimen
74t7kcdgkr,c8-17,mvd_m1_o2,0.03694428953650453,0.0006004332422353338,physical_specimen
74t7kcdgkr,c8-17,one_shot_mechanical_oracle,0.03704795922055664,0.0007532135400833693,physical_specimen
74t7kcdgkr,c8-17,random,0.03700553536813101,0.0007244287623052691,physical_specimen
74t7kcdgkr,c8-17,reconstruction_driven,0.0369569290688439,0.0006593348437481385,physical_specimen
74t7kcdgkr,c8-17,sequential_mechanical_oracle,0.036996603512402346,0.0007372926972457728,physical_specimen
74t7kcdgkr,c8-17,uniform,0.03704841822929254,0.0007671424269203929,physical_specimen
74t7kcdgkr,c8-18,global_mechanical,0.037857985460438386,0.0016663349963975068,physical_specimen
74t7kcdgkr,c8-18,mavis_full,0.037732636364886656,0.001632014497900229,physical_specimen
74t7kcdgkr,c8-18,mavis_no_feedback,0.03773323858300199,0.0016311584970380014,physical_specimen
74t7kcdgkr,c8-18,mavis_positions_only,0.037843375783523904,0.0016285194104455685,physical_specimen
74t7kcdgkr,c8-18,mavis_raw_value,0.03796940852252058,0.0015441138514919884,physical_specimen
74t7kcdgkr,c8-18,mavis_shuffled_content,0.037829198426406585,0.001525636160824133,physical_specimen
74t7kcdgkr,c8-18,mavis_value_per_cost,0.03797604107948677,0.001485142865601288,physical_specimen
74t7kcdgkr,c8-18,mva_a5,0.03779105430392777,0.0016792787590474455,physical_specimen
74t7kcdgkr,c8-18,mvd_m1_o2,0.03802178290238646,0.0007904276056556286,physical_specimen
74t7kcdgkr,c8-18,one_shot_mechanical_oracle,0.0381191935376289,0.001376110872020239,physical_specimen
74t7kcdgkr,c8-18,random,0.03787712967745496,0.001504760433249984,physical_specimen
74t7kcdgkr,c8-18,reconstruction_driven,0.03801192416031133,0.0007435681574951154,physical_specimen
74t7kcdgkr,c8-18,sequential_mechanical_oracle,0.03780411135825951,0.0015577875161361442,physical_specimen
74t7kcdgkr,c8-18,uniform,0.03788481180180491,0.0014517741535976035,physical_specimen
74t7kcdgkr,c8-19,global_mechanical,0.21048461911883157,0.0005998858890818518,physical_specimen
74t7kcdgkr,c8-19,mavis_full,0.21060485052880032,0.0005766583215429924,physical_specimen
74t7kcdgkr,c8-19,mavis_no_feedback,0.21057303235260283,0.0006775281012014779,physical_specimen
74t7kcdgkr,c8-19,mavis_positions_only,0.21037619495641677,0.000711694562702967,physical_specimen
74t7kcdgkr,c8-19,mavis_raw_value,0.21039971285191306,0.0006673179309145729,physical_specimen
74t7kcdgkr,c8-19,mavis_shuffled_content,0.2106493749970228,0.0005151171853481648,physical_specimen
74t7kcdgkr,c8-19,mavis_value_per_cost,0.21045787678886022,0.0006214157562095907,physical_specimen
74t7kcdgkr,c8-19,mva_a5,0.21041392061365316,0.0006586803138966144,physical_specimen
74t7kcdgkr,c8-19,mvd_m1_o2,0.21046401224723543,0.0007131359132388882,physical_specimen
74t7kcdgkr,c8-19,one_shot_mechanical_oracle,0.2105509960504302,0.0005520038721823312,physical_specimen
74t7kcdgkr,c8-19,random,0.21054303473234937,0.0005946297397856966,physical_specimen
74t7kcdgkr,c8-19,reconstruction_driven,0.2106058461675663,0.0004158012152691785,physical_specimen
74t7kcdgkr,c8-19,sequential_mechanical_oracle,0.21048446682749355,0.0006278991714114679,physical_specimen
74t7kcdgkr,c8-19,uniform,0.21057221075538957,0.0005358113378344006,physical_specimen
74t7kcdgkr,c8-2,global_mechanical,0.024157467042638516,0.0017621365861693412,physical_specimen
74t7kcdgkr,c8-2,mavis_full,0.02407274768502162,0.002203066946335496,physical_specimen
74t7kcdgkr,c8-2,mavis_no_feedback,0.02407441870713113,0.002372670066360946,physical_specimen
74t7kcdgkr,c8-2,mavis_positions_only,0.024079947532833667,0.0018848899207079565,physical_specimen
74t7kcdgkr,c8-2,mavis_raw_value,0.024108796938641697,0.0018448132807995887,physical_specimen
74t7kcdgkr,c8-2,mavis_shuffled_content,0.024219912948631767,0.001512340263227501,physical_specimen
74t7kcdgkr,c8-2,mavis_value_per_cost,0.024133551781381955,0.0018883782549234923,physical_specimen
74t7kcdgkr,c8-2,mva_a5,0.02414406775971796,0.001749621901983797,physical_specimen
74t7kcdgkr,c8-2,mvd_m1_o2,0.024116805421847264,0.0011955060765739423,physical_specimen
74t7kcdgkr,c8-2,one_shot_mechanical_oracle,0.02414837586419904,0.0019176578751148754,physical_specimen
74t7kcdgkr,c8-2,random,0.02414414251811337,0.001811669068390812,physical_specimen
74t7kcdgkr,c8-2,reconstruction_driven,0.024078406061575488,0.0010876892778757309,physical_specimen
74t7kcdgkr,c8-2,sequential_mechanical_oracle,0.02404279432677758,0.0018724401107549028,physical_specimen
74t7kcdgkr,c8-2,uniform,0.02414232872752851,0.0018332932034444956,physical_specimen
74t7kcdgkr,c8-20,global_mechanical,0.047446732587093365,0.0008551490431725023,physical_specimen
74t7kcdgkr,c8-20,mavis_full,0.047133592512244374,0.0008296817477149376,physical_specimen
74t7kcdgkr,c8-20,mavis_no_feedback,0.047138314277793344,0.00094201806723629,physical_specimen
74t7kcdgkr,c8-20,mavis_positions_only,0.04742264025742226,0.0009795006241953101,physical_specimen
74t7kcdgkr,c8-20,mavis_raw_value,0.04731792622686512,0.0009309369439572543,physical_specimen
74t7kcdgkr,c8-20,mavis_shuffled_content,0.04734230389391944,0.0009124787366372512,physical_specimen
74t7kcdgkr,c8-20,mavis_value_per_cost,0.04728621249269619,0.0008904807995534891,physical_specimen
74t7kcdgkr,c8-20,mva_a5,0.04728505220121581,0.0009188990034234339,physical_specimen
74t7kcdgkr,c8-20,mvd_m1_o2,0.04731108736106956,0.0009653785874140388,physical_specimen
74t7kcdgkr,c8-20,one_shot_mechanical_oracle,0.047275596647876186,0.0008847351311649041,physical_specimen
74t7kcdgkr,c8-20,random,0.04746634252646746,0.000892068124613313,physical_specimen
74t7kcdgkr,c8-20,reconstruction_driven,0.04720139130148037,0.0006072187175301618,physical_specimen
74t7kcdgkr,c8-20,sequential_mechanical_oracle,0.04737064380355329,0.0009772577575024126,physical_specimen
74t7kcdgkr,c8-20,uniform,0.04734401152917004,0.0008223515788892464,physical_specimen
74t7kcdgkr,c8-21,global_mechanical,0.07593967651290284,0.0006446650418590545,physical_specimen
74t7kcdgkr,c8-21,mavis_full,0.07596674238579412,0.0005345239842434842,physical_specimen
74t7kcdgkr,c8-21,mavis_no_feedback,0.07596263772064392,0.0005833141811288658,physical_specimen
74t7kcdgkr,c8-21,mavis_positions_only,0.07587718294398631,0.0007665823413003957,physical_specimen
74t7kcdgkr,c8-21,mavis_raw_value,0.07592156669880272,0.0005466709842002691,physical_specimen
74t7kcdgkr,c8-21,mavis_shuffled_content,0.07598367790868617,0.0005824917671437452,physical_specimen
74t7kcdgkr,c8-21,mavis_value_per_cost,0.07598303046135738,0.000543218422361135,physical_specimen
74t7kcdgkr,c8-21,mva_a5,0.07594401001883833,0.000643788206343955,physical_specimen
74t7kcdgkr,c8-21,mvd_m1_o2,0.07592976848663287,0.0007310670114581192,physical_specimen
74t7kcdgkr,c8-21,one_shot_mechanical_oracle,0.07596011820890716,0.000636812053802351,physical_specimen
74t7kcdgkr,c8-21,random,0.07595063937269152,0.0006594581653484482,physical_specimen
74t7kcdgkr,c8-21,reconstruction_driven,0.07602272409607591,0.000467398631146695,physical_specimen
74t7kcdgkr,c8-21,sequential_mechanical_oracle,0.07594935436621382,0.0006922822158369096,physical_specimen
74t7kcdgkr,c8-21,uniform,0.0759821448549138,0.0006079657581005228,physical_specimen
74t7kcdgkr,c8-22,global_mechanical,0.027169150925070926,0.0006534554539239056,physical_specimen
74t7kcdgkr,c8-22,mavis_full,0.02715994632522575,0.0005957444505236367,physical_specimen
74t7kcdgkr,c8-22,mavis_no_feedback,0.02716029411393686,0.0005931135025112866,physical_specimen
74t7kcdgkr,c8-22,mavis_positions_only,0.02699700211814525,0.000611721872319779,physical_specimen
74t7kcdgkr,c8-22,mavis_raw_value,0.027133966967120178,0.0005792256835005788,physical_specimen
74t7kcdgkr,c8-22,mavis_shuffled_content,0.027032738810905423,0.0005725638307694764,physical_specimen
74t7kcdgkr,c8-22,mavis_value_per_cost,0.02713100693620593,0.0005555849847364662,physical_specimen
74t7kcdgkr,c8-22,mva_a5,0.02710628505621247,0.0006721984640583513,physical_specimen
74t7kcdgkr,c8-22,mvd_m1_o2,0.02696111393579813,0.0007396914201690481,physical_specimen
74t7kcdgkr,c8-22,one_shot_mechanical_oracle,0.027162575125572415,0.0006365808962101153,physical_specimen
74t7kcdgkr,c8-22,random,0.027123502469460475,0.0006535947115047494,physical_specimen
74t7kcdgkr,c8-22,reconstruction_driven,0.02716482421615752,0.0004728259255761359,physical_specimen
74t7kcdgkr,c8-22,sequential_mechanical_oracle,0.02704782884417724,0.000660592932310575,physical_specimen
74t7kcdgkr,c8-22,uniform,0.02716987703502608,0.0005865591850917896,physical_specimen
74t7kcdgkr,c8-23,global_mechanical,0.019774165260126663,0.0010660969650184233,physical_specimen
74t7kcdgkr,c8-23,mavis_full,0.019773114236829318,0.0009401724829200949,physical_specimen
74t7kcdgkr,c8-23,mavis_no_feedback,0.01974031326718507,0.0009414978488740938,physical_specimen
74t7kcdgkr,c8-23,mavis_positions_only,0.01969161894076677,0.0012373994411800056,physical_specimen
74t7kcdgkr,c8-23,mavis_raw_value,0.01976518318800092,0.0010247034581013785,physical_specimen
74t7kcdgkr,c8-23,mavis_shuffled_content,0.019622910396729358,0.001051521037066573,physical_specimen
74t7kcdgkr,c8-23,mavis_value_per_cost,0.019767115987988245,0.0009524122550207097,physical_specimen
74t7kcdgkr,c8-23,mva_a5,0.01971754034482118,0.0012682816008654718,physical_specimen
74t7kcdgkr,c8-23,mvd_m1_o2,0.01963507974338942,0.0011391878850696463,physical_specimen
74t7kcdgkr,c8-23,one_shot_mechanical_oracle,0.01980817918047153,0.0009734914525373642,physical_specimen
74t7kcdgkr,c8-23,random,0.019734885117383968,0.0011347846582587416,physical_specimen
74t7kcdgkr,c8-23,reconstruction_driven,0.01970007250363569,0.0005959674249295477,physical_specimen
74t7kcdgkr,c8-23,sequential_mechanical_oracle,0.019748609842431267,0.001049985358237001,physical_specimen
74t7kcdgkr,c8-23,uniform,0.019744081822656027,0.0009611351698279043,physical_specimen
74t7kcdgkr,c8-24,global_mechanical,0.0022706642782480153,0.0010661935064942279,physical_specimen
74t7kcdgkr,c8-24,mavis_full,0.0022364442557736655,0.0007012418143800892,physical_specimen
74t7kcdgkr,c8-24,mavis_no_feedback,0.0022764256387546498,0.0007872034741409985,physical_specimen
74t7kcdgkr,c8-24,mavis_positions_only,0.002355194334313271,0.0013679850212619464,physical_specimen
74t7kcdgkr,c8-24,mavis_raw_value,0.0022381721270918788,0.0008851547053870365,physical_specimen
74t7kcdgkr,c8-24,mavis_shuffled_content,0.0024303645890858664,0.0011315409672150412,physical_specimen
74t7kcdgkr,c8-24,mavis_value_per_cost,0.0022479700675720076,0.0008594020447303951,physical_specimen
74t7kcdgkr,c8-24,mva_a5,0.0022839573141573213,0.000877339998466986,physical_specimen
74t7kcdgkr,c8-24,mvd_m1_o2,0.0024548419225003323,0.0013782191547310797,physical_specimen
74t7kcdgkr,c8-24,one_shot_mechanical_oracle,0.0022146180755704095,0.001003565423146123,physical_specimen
74t7kcdgkr,c8-24,random,0.002338006251260705,0.001145542772015016,physical_specimen
74t7kcdgkr,c8-24,reconstruction_driven,0.0022353128255372663,0.0006156605125686725,physical_specimen
74t7kcdgkr,c8-24,sequential_mechanical_oracle,0.002236926540339836,0.0010070277056770825,physical_specimen
74t7kcdgkr,c8-24,uniform,0.002313359268018867,0.0010305902012282028,physical_specimen
74t7kcdgkr,c8-25,global_mechanical,0.10914872807790019,0.0006891197423159948,physical_specimen
74t7kcdgkr,c8-25,mavis_full,0.10921401375338904,0.0006116245030387755,physical_specimen
