outer_domain,specimen_id,method,nominal_checkpoint,mean_exact_acquired_cost,mean_effective_budget,cai_mae,reconstruction_mse,trajectory_count
74t7kcdgkr,c8-10t,mva_a5,0.09375,42126.0,0.09259479063633366,0.16253583755419887,0.0005652451312436763,1
74t7kcdgkr,c8-10t,mva_a5,0.125,56388.0,0.12394329047148038,0.16213436897233002,0.0005316466734968559,1
74t7kcdgkr,c8-10t,mva_a5,0.1875,84432.0,0.18558522914606002,0.1608313580815114,0.0004853496919844376,1
74t7kcdgkr,c8-10t,mva_a5,0.25,113482.0,0.2494383998241565,0.15901386986380261,0.0004496061373505224,1
74t7kcdgkr,c8-10t,mvd_m1_o2,0.03125,14161.0,0.031126497417298605,0.1612292959759618,0.0006947518853549061,1
74t7kcdgkr,c8-10t,mvd_m1_o2,0.0625,28288.0,0.062178261347400815,0.16244711565899528,0.0006477164873435652,1
74t7kcdgkr,c8-10t,mvd_m1_o2,0.09375,42142.0,0.0926299593361908,0.16257847327953945,0.0005969318684046452,1
74t7kcdgkr,c8-10t,mvd_m1_o2,0.125,56046.0,0.1231915595120343,0.16223619720719296,0.0005912449999469715,1
74t7kcdgkr,c8-10t,mvd_m1_o2,0.1875,83924.0,0.1844686229255962,0.16085868078755616,0.0005209798937026272,1
74t7kcdgkr,c8-10t,mvd_m1_o2,0.25,113145.0,0.24869765908341576,0.15905183812736656,0.0004930642593144004,1
74t7kcdgkr,c8-10t,one_shot_mechanical_oracle,0.03125,14161.0,0.031126497417298605,0.1612292959759618,0.0006947518853549061,1
74t7kcdgkr,c8-10t,one_shot_mechanical_oracle,0.0625,27263.0,0.0599252665128036,0.16242819170938516,0.0006337510024894966,1
74t7kcdgkr,c8-10t,one_shot_mechanical_oracle,0.09375,41605.0,0.09144960984723596,0.16252826797435482,0.0005985388995079781,1
74t7kcdgkr,c8-10t,one_shot_mechanical_oracle,0.125,55783.0,0.12261347400813276,0.16218143143075958,0.0005877501132155908,1
74t7kcdgkr,c8-10t,one_shot_mechanical_oracle,0.1875,85211.0,0.18729750522035388,0.16079260076280466,0.0005746174004584849,1
74t7kcdgkr,c8-10t,one_shot_mechanical_oracle,0.25,112450.0,0.2471700186833718,0.15919061821577896,0.0005468575868924818,1
74t7kcdgkr,c8-10t,random,0.03125,14161.0,0.031126497417298605,0.1612292959759618,0.0006947518853549061,1
74t7kcdgkr,c8-10t,random,0.0625,27076.0,0.05951423233322343,0.16243188288259536,0.0006612617551360962,1
74t7kcdgkr,c8-10t,random,0.09375,41210.0,0.09058138256951313,0.1625581183316197,0.0006403044686358834,1
74t7kcdgkr,c8-10t,random,0.125,56087.0,0.12328167930541818,0.16216551658974476,0.0006300746496837857,1
74t7kcdgkr,c8-10t,random,0.1875,84685.0,0.18614133421255083,0.16081243413190127,0.0005899337005162164,1
