method,seed_panel,training_seed,update,temperature,validation_hard_area_mpa,validation_soft_proxy_huber,validation_hard_proxy_huber,soft_minus_hard_proxy_huber,mean_proxy_huber,mean_action_count
GDFS_ADAPTED_FROZEN_PREDICTOR_S1,1,2026091401,250,0.6318885885772734,46.937714260147544,0.1856537419464439,0.18477898418670521,0.0008747577597386924,0.2654864192008972,15.6875
GDFS_ADAPTED_FROZEN_PREDICTOR_S1,1,2026091401,500,0.3985477707789114,46.33555333764619,0.18069781680591404,0.18051698129740543,0.0001808355085086144,0.1289154440164566,15.875
GDFS_ADAPTED_FROZEN_PREDICTOR_S1,1,2026091401,750,0.2513739422806734,47.91543097578659,0.18582947304937988,0.18559436026029288,0.00023511278908699973,0.1078135222196579,15.8125
GDFS_ADAPTED_FROZEN_PREDICTOR_S1,1,2026091401,1000,0.15854776639255233,48.59049092976196,0.1914613115566317,0.19138630813220517,7.500342442653962e-05,0.07366952300071716,15.6875
GDFS_ADAPTED_FROZEN_PREDICTOR_S1,1,2026091401,1250,0.1,47.79425725586344,0.18480837537907063,0.18483283924753777,-2.4463868467133887e-05,0.1342744529247284,15.8125
