specimen_id,dataset_id,metric,value,tertile
c16-6,yfxyg8jm46,damage_height,20.6973293769,middle
c16-7,yfxyg8jm46,damage_height,31.824925816,high
c16-8,yfxyg8jm46,damage_height,24.4807121662,high
c16-9,yfxyg8jm46,damage_height,20.5860534125,middle
c16-10,yfxyg8jm46,damage_height,22.7002967359,middle
c16-11,yfxyg8jm46,damage_height,15.0222551929,low
c16-12,yfxyg8jm46,damage_height,17.0252225519,low
c16-13,yfxyg8jm46,damage_height,18.6943620178,middle
c16-14,yfxyg8jm46,damage_height,17.3590504451,middle
c16-15,yfxyg8jm46,damage_height,18.471810089,middle
c16-16,yfxyg8jm46,damage_height,27.8189910979,high
c16-17,yfxyg8jm46,damage_height,10.1261127596,low
c16-18,yfxyg8jm46,damage_height,11.7952522255,low
c16-19,yfxyg8jm46,damage_height,20.8086053412,middle
c16-20,yfxyg8jm46,damage_height,21.2537091988,middle
c16-21,yfxyg8jm46,damage_height,24.703264095,high
c16-22,yfxyg8jm46,damage_height,7.56676557864,low
c16-23,yfxyg8jm46,damage_height,10.6824925816,low
c16-24,yfxyg8jm46,damage_height,10.6824925816,low
c16-25,yfxyg8jm46,damage_height,22.9228486647,middle
c16-26,yfxyg8jm46,damage_height,24.9258160237,high
c16-27,yfxyg8jm46,damage_height,21.4762611276,middle
c16-28,yfxyg8jm46,damage_height,10.3486646884,low
c16-29,yfxyg8jm46,damage_height,11.0163204748,low
c16-30,yfxyg8jm46,damage_height,10.237388724,low
c16-32,yfxyg8jm46,damage_height,22.7002967359,middle
c16-33,yfxyg8jm46,damage_height,21.587537092,middle
c16-34,yfxyg8jm46,damage_height,27.1513353116,high
c16-35,yfxyg8jm46,damage_height,16.46884273,low
c16-36,yfxyg8jm46,damage_height,16.46884273,low
c16-37,yfxyg8jm46,damage_height,31.6023738872,high
c16-38,yfxyg8jm46,damage_height,12.796735905,low
c16-39,yfxyg8jm46,damage_height,19.4732937685,middle
c16-40,yfxyg8jm46,damage_height,17.6928783383,middle
c16-41,yfxyg8jm46,damage_height,18.8056379822,middle
c16-42,yfxyg8jm46,damage_height,17.2477744807,low
c16-43,yfxyg8jm46,damage_height,15.912462908,low
q8-1,ykhs7s2dck,damage_height,31.824925816,high
q8-2,ykhs7s2dck,damage_height,33.7166172107,high
q8-3,ykhs7s2dck,damage_height,21.03115727,middle
q8-4,ykhs7s2dck,damage_height,16.1350148368,low
q8-5,ykhs7s2dck,damage_height,11.9065281899,low
q8-6,ykhs7s2dck,damage_height,11.5727002967,low
q8-7,ykhs7s2dck,damage_height,54.3026706231,high
q8-8,ykhs7s2dck,damage_height,56.4169139466,high
q8-9,ykhs7s2dck,damage_height,57.3071216617,high
q8-10,ykhs7s2dck,damage_height,38.1676557864,high
q8-11,ykhs7s2dck,damage_height,30.1557863501,high
q8-12,ykhs7s2dck,damage_height,54.7477744807,high
q8-13,ykhs7s2dck,damage_height,47.9599406528,high
q8-14,ykhs7s2dck,damage_height,1.11275964392,low
q8-15,ykhs7s2dck,damage_height,16.9139465875,low
q8-16,ykhs7s2dck,damage_height,45.8456973294,high
q8-18,ykhs7s2dck,damage_height,0.0,low
q8-19,ykhs7s2dck,damage_height,46.0682492582,high
q8-20,ykhs7s2dck,damage_height,12.4629080119,low
q8-21,ykhs7s2dck,damage_height,8.90207715134,low
q8-22,ykhs7s2dck,damage_height,57.0845697329,high
q8-23,ykhs7s2dck,damage_height,7.45548961424,low
q8-24,ykhs7s2dck,damage_height,9.23590504451,low
q8-27,ykhs7s2dck,damage_height,30.4896142433,high
q8-28,ykhs7s2dck,damage_height,25.5934718101,high
q8-29,ykhs7s2dck,damage_height,36.7210682493,high
q8-30,ykhs7s2dck,damage_height,29.9332344214,high
q8-31,ykhs7s2dck,damage_height,17.4703264095,middle
q8-32,ykhs7s2dck,damage_height,21.2537091988,middle
q8-33,ykhs7s2dck,damage_height,19.8071216617,middle
q8-34,ykhs7s2dck,damage_height,38.8353115727,high
q8-35,ykhs7s2dck,damage_height,12.2403560831,low
q8-36,ykhs7s2dck,damage_height,8.90207715134,low
q8-37,ykhs7s2dck,damage_height,7.12166172107,low
q8-38,ykhs7s2dck,damage_height,38.7240356083,high
q8-39,ykhs7s2dck,damage_height,19.5845697329,middle
q8-40,ykhs7s2dck,damage_height,15.5786350148,low
q8-41,ykhs7s2dck,damage_height,10.9050445104,low
c8-2,74t7kcdgkr,damage_width,30.6617647059,high
c8-3,74t7kcdgkr,damage_width,20.4545454545,middle
c8-4,74t7kcdgkr,damage_width,13.6363636364,low
c8-5,74t7kcdgkr,damage_width,14.5588235294,low
c8-6,74t7kcdgkr,damage_width,12.3579545455,low
c8-6t,74t7kcdgkr,damage_width,34.4444444444,high
c8-7,74t7kcdgkr,damage_width,61.9852941176,high
c8-8,74t7kcdgkr,damage_width,61.3235294118,high
c8-8t,74t7kcdgkr,damage_width,14.7777777778,low
c8-9,74t7kcdgkr,damage_width,58.59375,high
c8-9t,74t7kcdgkr,damage_width,48.7777777778,high
c8-10t,74t7kcdgkr,damage_width,26.8888888889,high
c8-11,74t7kcdgkr,damage_width,44.7443181818,high
c8-12,74t7kcdgkr,damage_width,39.2045454545,high
c8-12t,74t7kcdgkr,damage_width,30.8888888889,high
c8-13,74t7kcdgkr,damage_width,18.3088235294,middle
c8-14,74t7kcdgkr,damage_width,22.5,middle
c8-15,74t7kcdgkr,damage_width,2.13068181818,low
c8-16,74t7kcdgkr,damage_width,47.7272727273,high
c8-17,74t7kcdgkr,damage_width,13.2352941176,low
c8-18,74t7kcdgkr,damage_width,0.0,low
c8-19,74t7kcdgkr,damage_width,11.1111111111,low
c8-20,74t7kcdgkr,damage_width,15.0,low
c8-21,74t7kcdgkr,damage_width,12.8888888889,low
c8-22,74t7kcdgkr,damage_width,0.0,low
c8-23,74t7kcdgkr,damage_width,18.3333333333,middle
c8-24,74t7kcdgkr,damage_width,3.88888888889,low
c8-25,74t7kcdgkr,damage_width,13.8888888889,low
c8-26,74t7kcdgkr,damage_width,13.1111111111,low
c8-27,74t7kcdgkr,damage_width,11.3333333333,low
c8-28,74t7kcdgkr,damage_width,9.66666666667,low
c8-29,74t7kcdgkr,damage_width,10.2222222222,low
c8-30,74t7kcdgkr,damage_width,7.22222222222,low
c8-32,74t7kcdgkr,damage_width,47.1111111111,high
c8-33,74t7kcdgkr,damage_width,46.4444444444,high
c8-34,74t7kcdgkr,damage_width,48.2222222222,high
c8-35,74t7kcdgkr,damage_width,34.6666666667,high
c8-36,74t7kcdgkr,damage_width,28.6666666667,high
c8-37,74t7kcdgkr,damage_width,25.0,middle
c8-38,74t7kcdgkr,damage_width,12.2222222222,low
c8-39,74t7kcdgkr,damage_width,28.8888888889,high
c8-40,74t7kcdgkr,damage_width,2.55555555556,low
c8-41,74t7kcdgkr,damage_width,12.5555555556,low
c8-42,74t7kcdgkr,damage_width,20.2222222222,middle
c8-43,74t7kcdgkr,damage_width,48.4444444444,high
q24-1,cgtnjyggtm,damage_width,30.1111111111,high
q24-2,cgtnjyggtm,damage_width,24.4444444444,middle
q24-3,cgtnjyggtm,damage_width,26.7777777778,high
q24-4,cgtnjyggtm,damage_width,31.0,high
q24-5,cgtnjyggtm,damage_width,17.3333333333,low
q24-6,cgtnjyggtm,damage_width,16.5555555556,low
q24-7,cgtnjyggtm,damage_width,34.0,high
q24-8,cgtnjyggtm,damage_width,21.3333333333,middle
q24-9,cgtnjyggtm,damage_width,28.2222222222,high
q24-10,cgtnjyggtm,damage_width,16.3333333333,low
q24-11,cgtnjyggtm,damage_width,24.3333333333,middle
q24-12,cgtnjyggtm,damage_width,18.2222222222,low
q24-13,cgtnjyggtm,damage_width,20.1111111111,middle
q24-14,cgtnjyggtm,damage_width,18.0,low
q24-15,cgtnjyggtm,damage_width,11.8888888889,low
q24-16,cgtnjyggtm,damage_width,18.7777777778,middle
q24-18,cgtnjyggtm,damage_width,2.44444444444,low
q24-19,cgtnjyggtm,damage_width,22.1111111111,middle
q24-20,cgtnjyggtm,damage_width,29.3333333333,high
q24-21,cgtnjyggtm,damage_width,24.6666666667,middle
q24-22,cgtnjyggtm,damage_width,22.8888888889,middle
q24-23,cgtnjyggtm,damage_width,18.2222222222,middle
q24-24,cgtnjyggtm,damage_width,18.5555555556,middle
q24-25,cgtnjyggtm,damage_width,21.4444444444,middle
q24-26,cgtnjyggtm,damage_width,18.7777777778,middle
q24-27,cgtnjyggtm,damage_width,33.0,high
q24-28,cgtnjyggtm,damage_width,17.6666666667,low
q24-29,cgtnjyggtm,damage_width,20.1111111111,middle
q24-30,cgtnjyggtm,damage_width,23.7777777778,middle
q24-31,cgtnjyggtm,damage_width,25.8888888889,middle
q24-32,cgtnjyggtm,damage_width,21.0,middle
q24-33,cgtnjyggtm,damage_width,15.2222222222,low
q24-34,cgtnjyggtm,damage_width,16.4444444444,low
q24-35,cgtnjyggtm,damage_width,18.7777777778,middle
q24-36,cgtnjyggtm,damage_width,18.7777777778,middle
q24-37,cgtnjyggtm,damage_width,11.4444444444,low
q24-38,cgtnjyggtm,damage_width,21.1111111111,middle
q24-39,cgtnjyggtm,damage_width,10.2222222222,low
q24-40,cgtnjyggtm,damage_width,24.0,middle
q24-41,cgtnjyggtm,damage_width,16.8888888889,low
q24-42,cgtnjyggtm,damage_width,25.5555555556,middle
q24-43,cgtnjyggtm,damage_width,33.3333333333,high
q24-44,cgtnjyggtm,damage_width,28.8888888889,high
q24-45,cgtnjyggtm,damage_width,21.3333333333,middle
q24-46,cgtnjyggtm,damage_width,22.8888888889,middle
q24-47,cgtnjyggtm,damage_width,25.0,middle
q24-48,cgtnjyggtm,damage_width,24.1111111111,middle
q24-49,cgtnjyggtm,damage_width,22.7777777778,middle
q24-50,cgtnjyggtm,damage_width,21.2222222222,middle
q16-1,w68dtmpfyf,damage_width,31.6666666667,high
q16-2,w68dtmpfyf,damage_width,22.1111111111,middle
q16-3,w68dtmpfyf,damage_width,23.2222222222,middle
q16-4,w68dtmpfyf,damage_width,45.5555555556,high
q16-5,w68dtmpfyf,damage_width,15.7777777778,low
q16-6,w68dtmpfyf,damage_width,14.8888888889,low
q16-7,w68dtmpfyf,damage_width,30.2222222222,high
q16-8,w68dtmpfyf,damage_width,23.3333333333,middle
q16-9,w68dtmpfyf,damage_width,26.6666666667,high
q16-10,w68dtmpfyf,damage_width,17.6666666667,low
q16-11,w68dtmpfyf,damage_width,19.5555555556,middle
q16-12,w68dtmpfyf,damage_width,16.5555555556,low
q16-13,w68dtmpfyf,damage_width,9.22222222222,low
q16-14,w68dtmpfyf,damage_width,15.2222222222,low
q16-15,w68dtmpfyf,damage_width,38.6666666667,high
q16-16,w68dtmpfyf,damage_width,15.3333333333,low
q16-17,w68dtmpfyf,damage_width,16.3333333333,low
q16-18,w68dtmpfyf,damage_width,18.4444444444,middle
q16-19,w68dtmpfyf,damage_width,36.4444444444,high
q16-20,w68dtmpfyf,damage_width,26.6666666667,high
q16-21,w68dtmpfyf,damage_width,17.2222222222,low
q16-22,w68dtmpfyf,damage_width,14.3333333333,low
q16-23,w68dtmpfyf,damage_width,17.8888888889,low
q16-24,w68dtmpfyf,damage_width,16.4444444444,low
q16-25,w68dtmpfyf,damage_width,20.5555555556,middle
q16-26,w68dtmpfyf,damage_width,24.6666666667,middle
q16-27,w68dtmpfyf,damage_width,17.3333333333,low
q16-28,w68dtmpfyf,damage_width,34.7777777778,high
q16-29,w68dtmpfyf,damage_width,21.0,middle
q16-30,w68dtmpfyf,damage_width,21.4444444444,middle
q16-31,w68dtmpfyf,damage_width,16.8888888889,low
q16-32,w68dtmpfyf,damage_width,24.3333333333,middle
q16-33,w68dtmpfyf,damage_width,24.0,middle
q16-34,w68dtmpfyf,damage_width,24.2222222222,middle
q16-35,w68dtmpfyf,damage_width,27.4444444444,high
q16-36,w68dtmpfyf,damage_width,19.4444444444,middle
q16-37,w68dtmpfyf,damage_width,18.1111111111,low
q16-38,w68dtmpfyf,damage_width,17.2222222222,low
q16-39,w68dtmpfyf,damage_width,15.2222222222,low
q16-40,w68dtmpfyf,damage_width,19.6666666667,middle
q16-41,w68dtmpfyf,damage_width,13.5555555556,low
q16-42,w68dtmpfyf,damage_width,23.3333333333,middle
q16-43,w68dtmpfyf,damage_width,13.5555555556,low
c24-2,xcmzfsbd9t,damage_width,33.9705882353,high
c24-3,xcmzfsbd9t,damage_width,29.1903409091,high
c24-5,xcmzfsbd9t,damage_width,24.0441176471,middle
c24-6,xcmzfsbd9t,damage_width,26.6335227273,high
c24-6t,xcmzfsbd9t,damage_width,28.7777777778,high
c24-7,xcmzfsbd9t,damage_width,34.6323529412,high
c24-8,xcmzfsbd9t,damage_width,31.7647058824,high
c24-8t,xcmzfsbd9t,damage_width,19.7777777778,middle
c24-9,xcmzfsbd9t,damage_width,32.5994318182,high
c24-9t,xcmzfsbd9t,damage_width,34.5555555556,high
c24-10,xcmzfsbd9t,damage_width,57.3153409091,high
c24-10t,xcmzfsbd9t,damage_width,17.4444444444,low
c24-11,xcmzfsbd9t,damage_width,29.5588235294,high
c24-11t,xcmzfsbd9t,damage_width,15.2222222222,low
c24-12,xcmzfsbd9t,damage_width,20.4545454545,middle
c24-12t,xcmzfsbd9t,damage_width,17.4444444444,low
c24-13,xcmzfsbd9t,damage_width,20.5147058824,middle
c24-14,xcmzfsbd9t,damage_width,20.2941176471,middle
c24-15,xcmzfsbd9t,damage_width,18.5369318182,middle
c24-16,xcmzfsbd9t,damage_width,54.7585227273,high
c24-17,xcmzfsbd9t,damage_width,19.8529411765,middle
c24-18,xcmzfsbd9t,damage_width,17.6846590909,low
c24-20,xcmzfsbd9t,damage_width,5.29411764706,low
c24-21,xcmzfsbd9t,damage_width,4.47443181818,low
c24-24,xcmzfsbd9t,damage_width,0.0,low
c24-25,xcmzfsbd9t,damage_width,55.1846590909,high
c24-26,xcmzfsbd9t,damage_width,29.1111111111,high
c24-27,xcmzfsbd9t,damage_width,31.4444444444,high
c24-28,xcmzfsbd9t,damage_width,29.4444444444,high
c24-29,xcmzfsbd9t,damage_width,13.4444444444,low
c24-30,xcmzfsbd9t,damage_width,11.1111111111,low
c24-31,xcmzfsbd9t,damage_width,7.66666666667,low
c24-32,xcmzfsbd9t,damage_width,30.3333333333,high
c24-33,xcmzfsbd9t,damage_width,30.5555555556,high
c24-34,xcmzfsbd9t,damage_width,28.7777777778,high
c24-35,xcmzfsbd9t,damage_width,18.1111111111,low
c24-36,xcmzfsbd9t,damage_width,22.8888888889,middle
c24-37,xcmzfsbd9t,damage_width,21.3333333333,middle
c24-39,xcmzfsbd9t,damage_width,27.8888888889,high
c24-40,xcmzfsbd9t,damage_width,31.3333333333,high
c24-41,xcmzfsbd9t,damage_width,24.5555555556,middle
c24-42,xcmzfsbd9t,damage_width,25.4444444444,middle
c24-43,xcmzfsbd9t,damage_width,18.1111111111,low
c24-44,xcmzfsbd9t,damage_width,23.1111111111,middle
c24-45,xcmzfsbd9t,damage_width,14.7777777778,low
c24-46,xcmzfsbd9t,damage_width,23.1111111111,middle
c24-47,xcmzfsbd9t,damage_width,7.22222222222,low
c24-48,xcmzfsbd9t,damage_width,26.2222222222,middle
c24-49,xcmzfsbd9t,damage_width,14.0,low
c24-50,xcmzfsbd9t,damage_width,22.8888888889,middle
c24-51,xcmzfsbd9t,damage_width,27.3333333333,high
c24-52,xcmzfsbd9t,damage_width,22.5555555556,middle
c24-53,xcmzfsbd9t,damage_width,29.3333333333,high
c24-54,xcmzfsbd9t,damage_width,19.8888888889,middle
c24-55,xcmzfsbd9t,damage_width,30.7777777778,high
c24-56,xcmzfsbd9t,damage_width,29.6666666667,high
c24-57,xcmzfsbd9t,damage_width,28.7777777778,high
c24-58,xcmzfsbd9t,damage_width,31.7777777778,high
c24-59,xcmzfsbd9t,damage_width,27.4444444444,high
c16-1,yfxyg8jm46,damage_width,33.1111111111,high
c16-2,yfxyg8jm46,damage_width,30.8888888889,high
c16-3,yfxyg8jm46,damage_width,29.5555555556,high
c16-4,yfxyg8jm46,damage_width,33.0,high
c16-5,yfxyg8jm46,damage_width,20.5555555556,middle
c16-6,yfxyg8jm46,damage_width,19.0,middle
c16-7,yfxyg8jm46,damage_width,47.3333333333,high
c16-8,yfxyg8jm46,damage_width,51.1111111111,high
c16-9,yfxyg8jm46,damage_width,38.8888888889,high
c16-10,yfxyg8jm46,damage_width,20.3333333333,middle
c16-11,yfxyg8jm46,damage_width,20.3333333333,middle
c16-12,yfxyg8jm46,damage_width,19.4444444444,middle
c16-13,yfxyg8jm46,damage_width,37.3333333333,high
c16-14,yfxyg8jm46,damage_width,14.6666666667,low
c16-15,yfxyg8jm46,damage_width,15.8888888889,low
c16-16,yfxyg8jm46,damage_width,17.6666666667,low
c16-17,yfxyg8jm46,damage_width,16.6666666667,low
c16-18,yfxyg8jm46,damage_width,15.5555555556,low
c16-19,yfxyg8jm46,damage_width,23.5555555556,middle
c16-20,yfxyg8jm46,damage_width,23.5555555556,middle
c16-21,yfxyg8jm46,damage_width,23.1111111111,middle
c16-22,yfxyg8jm46,damage_width,10.6666666667,low
c16-23,yfxyg8jm46,damage_width,12.0,low
c16-24,yfxyg8jm46,damage_width,12.1111111111,low
c16-25,yfxyg8jm46,damage_width,27.5555555556,high
c16-26,yfxyg8jm46,damage_width,24.2222222222,middle
c16-27,yfxyg8jm46,damage_width,23.3333333333,middle
c16-28,yfxyg8jm46,damage_width,14.0,low
c16-29,yfxyg8jm46,damage_width,13.7777777778,low
c16-30,yfxyg8jm46,damage_width,11.8888888889,low
c16-32,yfxyg8jm46,damage_width,26.1111111111,middle
c16-33,yfxyg8jm46,damage_width,33.3333333333,high
c16-34,yfxyg8jm46,damage_width,33.3333333333,high
c16-35,yfxyg8jm46,damage_width,18.0,low
c16-36,yfxyg8jm46,damage_width,16.6666666667,low
c16-37,yfxyg8jm46,damage_width,24.0,middle
c16-38,yfxyg8jm46,damage_width,13.7777777778,low
c16-39,yfxyg8jm46,damage_width,22.0,middle
c16-40,yfxyg8jm46,damage_width,23.6666666667,middle
c16-41,yfxyg8jm46,damage_width,18.3333333333,middle
c16-42,yfxyg8jm46,damage_width,20.5555555556,middle
c16-43,yfxyg8jm46,damage_width,20.8888888889,middle
q8-1,ykhs7s2dck,damage_width,34.3333333333,high
q8-2,ykhs7s2dck,damage_width,27.6666666667,high
q8-3,ykhs7s2dck,damage_width,24.8888888889,middle
q8-4,ykhs7s2dck,damage_width,21.0,middle
q8-5,ykhs7s2dck,damage_width,17.7777777778,low
q8-6,ykhs7s2dck,damage_width,18.5555555556,middle
q8-7,ykhs7s2dck,damage_width,55.4444444444,high
q8-8,ykhs7s2dck,damage_width,57.1111111111,high
q8-9,ykhs7s2dck,damage_width,57.0,high
q8-10,ykhs7s2dck,damage_width,38.1111111111,high
q8-11,ykhs7s2dck,damage_width,40.0,high
q8-12,ykhs7s2dck,damage_width,47.2222222222,high
q8-13,ykhs7s2dck,damage_width,46.4444444444,high
q8-14,ykhs7s2dck,damage_width,0.777777777778,low
q8-15,ykhs7s2dck,damage_width,25.6666666667,middle
q8-16,ykhs7s2dck,damage_width,43.6666666667,high
q8-18,ykhs7s2dck,damage_width,0.0,low
q8-19,ykhs7s2dck,damage_width,47.4444444444,high
q8-20,ykhs7s2dck,damage_width,18.3333333333,middle
q8-21,ykhs7s2dck,damage_width,13.3333333333,low
q8-22,ykhs7s2dck,damage_width,37.6666666667,high
q8-23,ykhs7s2dck,damage_width,11.2222222222,low
q8-24,ykhs7s2dck,damage_width,12.4444444444,low
q8-27,ykhs7s2dck,damage_width,33.3333333333,high
q8-28,ykhs7s2dck,damage_width,28.3333333333,high
q8-29,ykhs7s2dck,damage_width,41.5555555556,high
q8-30,ykhs7s2dck,damage_width,33.7777777778,high
q8-31,ykhs7s2dck,damage_width,23.7777777778,middle
q8-32,ykhs7s2dck,damage_width,23.4444444444,middle
q8-33,ykhs7s2dck,damage_width,20.6666666667,middle
q8-34,ykhs7s2dck,damage_width,33.1111111111,high
q8-35,ykhs7s2dck,damage_width,12.1111111111,low
q8-36,ykhs7s2dck,damage_width,14.1111111111,low
q8-37,ykhs7s2dck,damage_width,11.0,low
q8-38,ykhs7s2dck,damage_width,39.4444444444,high
q8-39,ykhs7s2dck,damage_width,21.1111111111,middle
q8-40,ykhs7s2dck,damage_width,20.2222222222,middle
q8-41,ykhs7s2dck,damage_width,13.3333333333,low
