domain_id,specimen_id,confidence,mavis_auebc,uniform_auebc,reconstruction_auebc,selection_outer_domain
cgtnjyggtm,q24-1,0.00045956701733622515,0.015881006936893066,0.0157626487050277,0.015807020080993977,74t7kcdgkr
cgtnjyggtm,q24-10,0.0008591078156271562,0.10655531047063427,0.1065664323450142,0.10661288747525373,74t7kcdgkr
cgtnjyggtm,q24-11,0.0022386731452563426,0.07554539874070648,0.07545019188485363,0.07550151267457837,74t7kcdgkr
cgtnjyggtm,q24-12,0.0018455418281134073,0.08541604156087627,0.0854023998099571,0.0854510908041824,74t7kcdgkr
cgtnjyggtm,q24-13,0.0004803421047839659,0.043862396994229245,0.04384464941144555,0.04389697075807223,74t7kcdgkr
cgtnjyggtm,q24-14,0.0005131810225709044,0.004775900130310004,0.0048442857039375144,0.004830469495699617,74t7kcdgkr
cgtnjyggtm,q24-15,0.0005086080801303303,0.0011889572633229314,0.0012986332175358207,0.001383888314977064,74t7kcdgkr
cgtnjyggtm,q24-16,0.0005033599591085934,0.003606756506633625,0.003584833809246376,0.0035463702705098928,74t7kcdgkr
cgtnjyggtm,q24-18,0.0005025431753177747,0.021227625371568547,0.02119525424963941,0.021115295215146636,74t7kcdgkr
cgtnjyggtm,q24-19,0.0003922676274164349,0.0660220507544757,0.06589635098099339,0.06598240876162856,74t7kcdgkr
cgtnjyggtm,q24-2,0.0010075367965517686,0.06602848008111487,0.06596003523815235,0.06602593624917805,74t7kcdgkr
cgtnjyggtm,q24-20,0.000401885678722435,0.02178480643332572,0.021945682645159635,0.021855147906099485,74t7kcdgkr
cgtnjyggtm,q24-21,0.00039805788420101785,0.11428418186099369,0.1141444298392268,0.11421845793316357,74t7kcdgkr
cgtnjyggtm,q24-22,0.0004605456195358444,0.0025684616032486526,0.0024688798792986866,0.0023989792909451355,74t7kcdgkr
cgtnjyggtm,q24-23,0.00047250469535042936,0.1204155863879107,0.12032972861845233,0.12022501784134289,74t7kcdgkr
cgtnjyggtm,q24-24,0.00047233940130509674,0.0028473261352931468,0.002755464943802026,0.00267523216017235,74t7kcdgkr
cgtnjyggtm,q24-25,0.0004044812747609577,0.031758276555177004,0.03178059749668146,0.031735217173001325,74t7kcdgkr
cgtnjyggtm,q24-26,0.0005611764546086884,0.04581550188348215,0.045747307952958026,0.04577891722706949,74t7kcdgkr
cgtnjyggtm,q24-27,0.0003992118661774924,0.047151418335376685,0.04726208848747491,0.04722763255029138,74t7kcdgkr
cgtnjyggtm,q24-28,0.00047071649399235395,0.12659409626727666,0.1265035835090202,0.1265031654537292,74t7kcdgkr
cgtnjyggtm,q24-29,0.00047127485255379524,0.13909750222846975,0.1390090617964924,0.13892713592316483,74t7kcdgkr
cgtnjyggtm,q24-3,0.001189173651175755,0.05144262065903372,0.051300694134400235,0.0513248848489879,74t7kcdgkr
cgtnjyggtm,q24-30,0.001182848617542772,0.027030551702754632,0.02679200157692781,0.0268797245259654,74t7kcdgkr
cgtnjyggtm,q24-31,0.0022913806996490717,0.0302322366357954,0.029849094097281575,0.029914513824927623,74t7kcdgkr
cgtnjyggtm,q24-32,0.003898169893762673,0.058961823470041995,0.05865290574960927,0.05882220796266361,74t7kcdgkr
cgtnjyggtm,q24-33,0.0004028656512180175,0.04537831326239933,0.0453787336044373,0.045329731978166136,74t7kcdgkr
cgtnjyggtm,q24-34,0.0004006387522768197,0.017807489142562433,0.017833153681694355,0.01778801712190076,74t7kcdgkr
cgtnjyggtm,q24-35,0.0004056623404920218,0.04261631767292622,0.04254022985715769,0.042433102578940056,74t7kcdgkr
cgtnjyggtm,q24-36,0.0004226020474342028,0.04051983476248061,0.040447464057834434,0.04038602001557406,74t7kcdgkr
cgtnjyggtm,q24-37,0.0004516088870647161,0.0731417358303375,0.07301006866146581,0.0729634114875132,74t7kcdgkr
cgtnjyggtm,q24-38,0.0004464081335348167,0.14724042359617515,0.14722175554294226,0.14720115181372684,74t7kcdgkr
cgtnjyggtm,q24-39,0.0004831592212074893,0.01975368552905374,0.019642273472288113,0.019603982393987703,74t7kcdgkr
cgtnjyggtm,q24-4,0.0004323354477928527,0.07071649814133502,0.07056557660529765,0.07056154510413641,74t7kcdgkr
cgtnjyggtm,q24-40,0.003907459579993217,0.2873355771208719,0.2876224105394424,0.28743831944807724,74t7kcdgkr
cgtnjyggtm,q24-41,0.0004055813003595938,0.4101442783695818,0.41004897129418866,0.40999004962415375,74t7kcdgkr
cgtnjyggtm,q24-42,0.0040044766687106995,0.23266207988975046,0.2329548448494645,0.2326871590607541,74t7kcdgkr
