effect_id,comparator,point_estimate,relative_improvement,domain_effects,improved_domains,leave_one_domain_effects,ordinary_lower,ordinary_upper,simultaneous_lower,simultaneous_upper,bootstrap_indices_sha256,bootstrap_draws_sha256
bilinear_minus_diffusion,bilinear,-0.012398763187381092,-0.09552046688668511,"[[""74t7kcdgkr"",-0.00074519664885149],[""cgtnjyggtm"",-0.01079916169248453],[""w68dtmpfyf"",0.03271149064365669],[""xcmzfsbd9t"",-0.005693205533492049],[""yfxyg8jm46"",-0.048718716238743354],[""ykhs7s2dck"",-0.041147789654371825]]",1,"[[""74t7kcdgkr"",-0.014729476495087013],[""cgtnjyggtm"",-0.012718683486360405],[""w68dtmpfyf"",-0.02142081395358865],[""xcmzfsbd9t"",-0.013739874718158901],[""yfxyg8jm46"",-0.00513477257710864],[""ykhs7s2dck"",-0.0066489578939829454]]",-0.03314138278532298,0.008731371608045732,-0.03819948744563753,0.014307486156797096,67363d859333e947df4cd8f1d018494629bb215f094e3b0ee5cdc7c397bb0f44,7d03877cddd2c24a0cf3c083258b44366d2c1e6b3569648c90fbacf34bd49e84
pchip_minus_diffusion,pchip,-0.012880569779992702,-0.09960202835953168,"[[""74t7kcdgkr"",-0.0014078659853994924],[""cgtnjyggtm"",-0.010416133290704871],[""w68dtmpfyf"",0.03644917214721269],[""xcmzfsbd9t"",-0.005256753922652499],[""yfxyg8jm46"",-0.05183064077111102],[""ykhs7s2dck"",-0.044821196857301016]]",1,"[[""74t7kcdgkr"",-0.015175110538911343],[""cgtnjyggtm"",-0.013373457077850268],[""w68dtmpfyf"",-0.022746518165433778],[""xcmzfsbd9t"",-0.014405332951460742],[""yfxyg8jm46"",-0.0050905555817690375],[""ykhs7s2dck"",-0.006492444364531039]]",-0.03535618640778974,0.009709768841253671,-0.041090363668889095,0.016019275196689036,67363d859333e947df4cd8f1d018494629bb215f094e3b0ee5cdc7c397bb0f44,cc3726278a92fa2a37538f139838c0c7f55507273460bda73f464bc38db5a7ac
deterministic_minus_diffusion,deterministic,0.0008587369866349855,0.006002649308485323,"[[""74t7kcdgkr"",0.008186995420365037],[""cgtnjyggtm"",0.0004404350564976567],[""w68dtmpfyf"",0.003635379934107036],[""xcmzfsbd9t"",-0.0013994039252562401],[""yfxyg8jm46"",-0.005572851990584937],[""ykhs7s2dck"",-0.0001381325753186391]]",3,"[[""74t7kcdgkr"",-0.0006069147001110248],[""cgtnjyggtm"",0.0009423973726624512],[""w68dtmpfyf"",0.00030340839714057544],[""xcmzfsbd9t"",0.0013103651690132307],[""yfxyg8jm46"",0.00214505478207897],[""ykhs7s2dck"",0.0010581108990257103]]",-0.002370129497053272,0.004443138282437878,-0.003065704174608055,0.005201740863480878,67363d859333e947df4cd8f1d018494629bb215f094e3b0ee5cdc7c397bb0f44,dceed592b75a597aec5b3a7967b8788dda9067506db41bec28f04e8ea6ea1603
