specimen_id,dataset_id,first_method,second_method,pearson,spearman,top10_overlap,rbo_p0_9,candidate_count
c16-25,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.8764075626468557,0.19253663003663005,0.7142857142857143,0.5990551517928806,64
c16-25,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.41118944797903023,0.22513736263736256,0.42857142857142855,0.41903258954879147,64
c16-25,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.32225842959192175,-0.1354395604395604,0.5714285714285714,0.4571664780930673,64
c16-26,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.4518693183206247,0.14716117216117214,0.5714285714285714,0.42932966452591487,64
c16-26,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.29720778417194815,0.11304945054945054,0.2857142857142857,0.3030240860661665,64
c16-26,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.4395837216887637,-0.20288461538461536,0.42857142857142855,0.33617523423634627,64
c16-27,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.6648867697953057,0.17477106227106226,0.42857142857142855,0.5528085135413037,64
c16-27,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.2245651685527577,0.0336080586080586,0.2857142857142857,0.2702186971495529,64
c16-27,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.27140180638916045,-0.15077838827838827,0.2857142857142857,0.2494915488769936,64
c16-28,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.13954193622903516,-0.08576007326007325,0.14285714285714285,0.16612620605540415,64
c16-28,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.0581973804259031,-0.0341117216117216,0.14285714285714285,0.14386470057935355,64
c16-28,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.17807961857494506,-0.4217490842490842,0.0,0.05633182101151537,64
c16-29,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.7871142312144517,-0.01735347985347985,0.0,0.13037063002381055,64
c16-29,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.21259348876072764,-0.07834249084249084,0.14285714285714285,0.14545774096475544,64
c16-29,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.35541418173856765,-0.4613095238095237,0.0,0.05446374365865799,64
c16-3,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.2412860879233249,-0.1621336996336996,0.2857142857142857,0.3586791484080061,64
c16-3,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.036414827526539406,-0.020421245421245418,0.0,0.1544260541834078,64
c16-3,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.31747983421910214,0.04514652014652014,0.2857142857142857,0.27517851361570467,64
c16-30,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.3691797937816312,-0.04189560439560439,0.14285714285714285,0.12599095284789896,64
c16-30,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.0003540537645937078,-0.0705128205128205,0.0,0.10247383760610258,64
c16-30,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.35954768053207276,-0.5638736263736263,0.0,0.04069053101967341,64
c16-32,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.5161393685907084,-0.19716117216117213,0.42857142857142855,0.41168835844683105,64
c16-32,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.2924185505068589,0.231043956043956,0.2857142857142857,0.381053100635792,64
c16-32,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.3462561483885288,-0.1336996336996337,0.2857142857142857,0.46891055118585495,64
c16-33,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.7904650370783747,0.1402930402930403,0.7142857142857143,0.6230810259788336,64
c16-33,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.5997982158396964,0.28869047619047616,0.5714285714285714,0.46589398126948417,64
c16-33,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.6321424852362791,0.0792124542124542,0.7142857142857143,0.5211315919242802,64
c16-34,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.2058848060772679,0.032829670329670324,0.2857142857142857,0.32576128909427826,64
c16-34,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.3046652711589841,0.3096611721611721,0.42857142857142855,0.3891384213010667,64
c16-34,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.5894054292466626,-0.126007326007326,0.7142857142857143,0.5552211565611964,64
c16-35,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.8682773983365258,0.2837454212454212,0.5714285714285714,0.581094475263788,64
c16-35,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.002491482955912401,-0.14024725274725272,0.0,0.08294889325122984,64
c16-35,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.06108603171473376,-0.3104395604395604,0.0,0.08842512385149327,64
c16-36,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.8908509317224427,-0.031135531135531132,0.42857142857142855,0.4621760438661815,64
c16-36,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.04437021699676956,0.05119047619047618,0.14285714285714285,0.152693275267182,64
c16-36,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.1530576404149524,-0.4350274725274725,0.0,0.08515845136320933,64
c16-37,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.6348114613232883,-0.2715201465201465,0.42857142857142855,0.4795393457296919,64
c16-37,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.03419427598475529,-0.052060439560439556,0.0,0.08848480454944084,64
c16-37,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.03656411071525063,-0.11936813186813185,0.0,0.060379014601348584,64
c16-38,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.8621722932358544,0.3925824175824175,0.42857142857142855,0.6172310119443054,64
c16-38,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.4170295867277916,0.2527014652014652,0.14285714285714285,0.35369491693106,64
c16-38,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.4274249841024746,0.1840201465201465,0.2857142857142857,0.4743935441694532,64
c16-39,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.7530811097596075,-0.08182234432234432,0.42857142857142855,0.43252194638390684,64
c16-39,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.38941743114703364,-0.10448717948717948,0.5714285714285714,0.4402824178442838,64
c16-39,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.5002230093637401,0.3426282051282051,0.7142857142857143,0.5594277771825384,64
c16-4,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.16509804504298836,-0.15457875457875456,0.14285714285714285,0.1275892271082128,64
c16-4,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.0579627831902506,-0.2000915750915751,0.2857142857142857,0.15750711010707405,64
c16-4,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.9247078504853494,0.33910256410256406,0.8571428571428571,0.7174569181937615,64
c16-40,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.14238904301566035,-0.03887362637362637,0.0,0.06454011975264684,64
c16-40,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.1971915048778861,-0.1647435897435897,0.0,0.11584886836582571,64
c16-40,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.02810499723341299,0.06373626373626373,0.14285714285714285,0.16690325630014402,64
c16-41,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.1945850489759149,-0.12303113553113551,0.42857142857142855,0.28804495903878824,64
c16-41,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.06516786449875214,0.01172161172161172,0.14285714285714285,0.18631685855294003,64
c16-41,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.4803226294893084,-0.17106227106227104,0.5714285714285714,0.6116631107671874,64
c16-42,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.42754501787471555,0.1592032967032967,0.42857142857142855,0.5209120496061793,64
c16-42,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.01989834765595675,0.12271062271062269,0.0,0.1743605281938217,64
c16-42,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.1343541300287045,-0.07994505494505494,0.14285714285714285,0.2284539003302136,64
c16-43,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.8309297437651684,0.12646520146520146,0.5714285714285714,0.5966523488694394,64
c16-43,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.3764373257431137,0.16465201465201465,0.2857142857142857,0.4179470341553659,64
c16-43,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.5270359351834081,-0.053937728937728927,0.42857142857142855,0.5340936500898622,64
c16-5,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.5373427880862242,0.044459706959706954,0.42857142857142855,0.4837508530562342,64
c16-5,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.04416113875400402,-0.11314102564102563,0.2857142857142857,0.19525947182025247,64
c16-5,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.023023027450033214,-0.34450549450549445,0.2857142857142857,0.1960398075508607,64
c16-6,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.3696308082562897,-0.0038003663003663,0.42857142857142855,0.24944197462331436,64
c16-6,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.0838333056012998,-0.07536630036630036,0.14285714285714285,0.14371000649053264,64
c16-6,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.10527138374318531,0.1678113553113553,0.0,0.10508864070313076,64
c16-7,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.37482786498794946,0.0944139194139194,0.5714285714285714,0.5139498833934679,64
c16-7,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.20925038423294937,0.009569597069597069,0.7142857142857143,0.4944693346965187,64
c16-7,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.46882935251869506,0.42728937728937727,0.7142857142857143,0.5638106537577671,64
c16-8,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.5186059491939541,0.14354395604395603,0.42857142857142855,0.42744488805999337,64
c16-8,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.48481501637340063,0.26080586080586077,0.7142857142857143,0.44577527204652523,64
c16-8,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.5496518503053679,0.5709249084249083,0.5714285714285714,0.5121219822547938,64
c16-9,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.23450750502416562,0.06790293040293038,0.42857142857142855,0.40970942885123285,64
c16-9,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.05602769585165927,0.11039377289377289,0.5714285714285714,0.3695358899446719,64
c16-9,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.7235846828704049,0.3268772893772894,0.5714285714285714,0.5409490863537236,64
c24-10,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.6741983862807679,0.3627361085640931,0.5714285714285714,0.5261247211891503,64
c24-10,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.23269645672371736,-0.3156784760714879,0.0,0.06142239896727081,64
c24-10,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,-0.3337623644826905,-0.2486503834106041,0.0,0.029329280036523877,64
c24-10t,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.6515609193387883,-0.2038919413919414,0.0,0.10733910052882728,64
c24-10t,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.535321188006809,-0.17087912087912085,0.0,0.06876027513643458,64
c24-10t,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.871351839411774,0.49743589743589733,0.8571428571428571,0.6870050373885681,64
c24-11,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.9752417450310591,0.496565934065934,0.7142857142857143,0.794825880767724,64
c24-11,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.9491918366174994,0.36662087912087904,0.7142857142857143,0.7678444243973905,64
c24-11,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.9697799233499764,0.3492216117216117,0.7142857142857143,0.8089071700067612,64
c24-11t,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.19367138464184216,0.11822344322344322,0.14285714285714285,0.1780591055251544,64
c24-11t,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.057963090707222276,-0.03443223443223443,0.2857142857142857,0.22979309650400775,64
c24-11t,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,-0.17580087508084896,-0.09409340659340659,0.0,0.08428683076382514,64
c24-12,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.8353659179415742,0.5727106227106227,0.2857142857142857,0.5990259553183298,64
c24-12,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.8531300295561217,0.6397893772893772,0.42857142857142855,0.6244713411571093,64
c24-12,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.9778158783474065,0.6869505494505495,0.8571428571428571,0.8329378442448983,64
c24-12t,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.3646790319531334,0.16190476190476188,0.5714285714285714,0.4872054757076518,64
c24-12t,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.09467845490882658,0.1537087912087912,0.14285714285714285,0.17867254172997932,64
c24-12t,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,-0.2198612114826598,-0.40164835164835166,0.0,0.0563335430460656,64
c24-13,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.1815740469260726,0.31216761415734456,0.14285714285714285,0.2110038220956965,64
c24-13,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.04296421296930015,-0.0833486154410416,0.0,0.130833395928019,64
c24-13,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,-0.06704124293004549,-0.2029158261507427,0.0,0.03142789440841573,64
c24-14,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.3175572743607417,-0.28113553113553114,0.14285714285714285,0.21714069547964393,64
c24-14,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.4090007288109099,-0.3662087912087912,0.14285714285714285,0.20565379942476616,64
c24-14,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.907563434462521,0.5955586080586079,0.7142857142857143,0.6238061981801085,64
c24-15,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.5329754278777858,0.4398809523809523,0.5714285714285714,0.5488808485839,64
c24-15,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.476482947124216,0.46698717948717944,0.2857142857142857,0.4565465095262879,64
c24-15,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.8773085573497927,0.7025641025641025,0.5714285714285714,0.5051216001676407,64
c24-16,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.47081263532069395,-0.1561067302402347,0.0,0.11870077615968716,64
c24-16,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.1037413985855902,-0.006005868329359984,0.14285714285714285,0.12106475062657683,64
c24-16,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,-0.3578107905039945,-0.16431322207958918,0.0,0.04218889406646703,64
c24-17,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.17267732061435992,-0.33676739926739924,0.14285714285714285,0.22351056317068807,64
c24-17,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.0699853459649119,-0.21845238095238093,0.14285714285714285,0.33062253140363057,64
c24-17,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.8708946181892696,0.5042124542124542,0.7142857142857143,0.5956927566274035,64
c24-18,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.8217185237984311,-0.4334249084249084,0.0,0.09658326608172724,64
c24-18,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.8274257041656061,-0.22101648351648354,0.0,0.10656396890427072,64
c24-18,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.7885289702502559,0.4749542124542124,0.8571428571428571,0.5027672185002251,64
c24-2,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.5909278565216802,-0.24967948717948718,0.14285714285714285,0.12072891008388313,64
c24-2,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.5961033542495411,-0.40627289377289366,0.0,0.10127410474624532,64
c24-2,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.9027116609948725,0.6782051282051281,0.8571428571428571,0.7747173575722988,64
c24-20,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.3031216204394179,-0.09913003663003661,0.2857142857142857,0.17496427590707525,64
c24-20,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.33826920849218034,-0.10347985347985347,0.14285714285714285,0.15275893305215374,64
c24-20,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.7412473509733353,0.37179487179487175,0.8571428571428571,0.6612656915595415,64
c24-21,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.8791461897361494,-0.2276556776556776,0.0,0.09414673460858428,64
c24-21,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.8392615494762323,-0.3741300366300366,0.0,0.05538156781998969,64
c24-21,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.9190517162093828,0.5123168498168497,1.0,0.5560937580466048,64
c24-24,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.30042335742312243,-0.3085164835164835,0.14285714285714285,0.12381166193467769,64
c24-24,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.19051411773765836,-0.26428571428571423,0.0,0.08026104942006401,64
c24-24,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,-0.25293363352680864,-0.04688644688644688,0.2857142857142857,0.4016875801092237,64
c24-25,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,-0.2639148584183997,-0.4112179487179487,0.0,0.06863728623533652,64
c24-25,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.023996412791289622,-0.17985347985347983,0.0,0.11262954341809882,64
c24-25,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.42451687505089536,0.5004578754578755,0.0,0.18550744031613897,64
c24-26,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.1525036844392598,-0.31634615384615383,0.2857142857142857,0.42333396960571174,64
c24-26,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.38391094112174073,-0.044459706959706954,0.7142857142857143,0.4737938706796291,64
c24-26,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.6976294909384066,0.4900641025641025,0.42857142857142855,0.5405964731665142,64
c24-27,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.24258454334296692,0.10663919413919414,0.5714285714285714,0.3223651015660105,64
c24-27,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.23040655907211935,0.11950549450549448,0.5714285714285714,0.3833369323298855,64
c24-27,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.5258045706754677,0.4143315018315018,0.8571428571428571,0.5423146503210277,64
c24-28,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.7485527424519944,-0.021749084249084248,0.7142857142857143,0.6256005668937682,64
c24-28,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.6158119458194118,0.4385531135531135,0.5714285714285714,0.5163024307841063,64
c24-28,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.569941692574402,0.1907051282051282,0.7142857142857143,0.531375820463782,64
c24-29,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.8047254232659306,-0.08635531135531134,0.2857142857142857,0.45589071530190156,64
c24-29,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.1798843937496653,0.06863553113553113,0.14285714285714285,0.235660306953043,64
c24-29,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.05290384552895183,-0.10750915750915749,0.14285714285714285,0.16606019724333215,64
c24-3,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.22172786245610454,0.3894230769230769,0.0,0.2396565304420158,64
c24-3,xcmzfsbd9t,mechanical_oracle,appearance_oracle,0.1466151305959387,0.41978021978021973,0.14285714285714285,0.23936275367180485,64
c24-3,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.8737336834944937,0.7749084249084247,0.42857142857142855,0.4855094734653561,64
c24-30,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.34792240940503527,-0.1429029304029304,0.14285714285714285,0.29680782692278945,64
c24-30,xcmzfsbd9t,mechanical_oracle,appearance_oracle,-0.060128274567044164,-0.20228937728937726,0.0,0.06878547414253182,64
c24-30,xcmzfsbd9t,reconstruction_oracle,appearance_oracle,0.3638534012147378,0.20613553113553112,0.2857142857142857,0.2739610152554367,64
c24-31,xcmzfsbd9t,mechanical_oracle,reconstruction_oracle,0.11269531355987472,0.3787545787545787,0.0,0.16149963233377443,64
