specimen_id,dataset_id,first_method,second_method,pearson,spearman,top10_overlap,rbo_p0_9,candidate_count
c16-1,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.5224145273438869,0.308470695970696,0.7142857142857143,0.44005988147769365,64
c16-1,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.7223946395460749,0.05718864468864469,0.5714285714285714,0.5661161033076215,64
c16-1,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.8686715493718717,0.5845238095238094,0.7142857142857143,0.6972629433052059,64
c16-10,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.18391049255774194,-0.0728021978021978,0.14285714285714285,0.24516010593196133,64
c16-10,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.10990426674480205,-0.19789377289377286,0.14285714285714285,0.21189716859322225,64
c16-10,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.33887109448838937,0.3247710622710622,0.2857142857142857,0.258268395654094,64
c16-11,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.5760257202288552,0.13195970695970696,0.42857142857142855,0.4420591144073242,64
c16-11,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.003608470060387857,-0.09771062271062271,0.2857142857142857,0.17304344951574233,64
c16-11,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.21868565389330932,-0.5678571428571427,0.0,0.03442607426319877,64
c16-12,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.7052763125054486,-0.05109890109890109,0.5714285714285714,0.5399362275388379,64
c16-12,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.648494396450835,0.16172346296232357,0.42857142857142855,0.5460459578872449,64
c16-12,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.8140810003552255,-0.2926544489025173,0.42857142857142855,0.5501273529523875,64
c16-13,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.03505071469194697,0.19510073260073257,0.42857142857142855,0.37173875779121196,64
c16-13,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.12979502001361307,0.02564102564102564,0.14285714285714285,0.13886776569237855,64
c16-13,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.5863130410487983,0.36364468864468863,0.2857142857142857,0.5260947742943336,64
c16-14,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.19310807555068799,0.05256410256410256,0.2857142857142857,0.31913496728357366,64
c16-14,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.05586717690400558,-0.002518315018315018,0.0,0.12924000261230628,64
c16-14,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.39737843372537196,-0.39006410256410257,0.0,0.0878922954723459,64
c16-15,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.2257504237864587,0.014010989010989008,0.0,0.09001984143265392,64
c16-15,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.22434302180988613,0.296062271062271,0.2857142857142857,0.23000882103630274,64
c16-15,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.25764182487094256,-0.33063186813186807,0.0,0.08926205713151952,64
c16-16,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.1780831160958315,0.022847985347985343,0.14285714285714285,0.31316471363686327,64
c16-16,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.06650625189240086,0.2633241758241758,0.14285714285714285,0.22344809958818346,64
c16-16,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.2476308642320677,0.10567765567765566,0.2857142857142857,0.4204998562679742,64
c16-17,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.14150306225890721,-0.036538461538461534,0.2857142857142857,0.3313573742515206,64
c16-17,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.01473142952793429,-0.009249084249084247,0.14285714285714285,0.14006156006543505,64
c16-17,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.28469821794717826,-0.06593406593406592,0.0,0.08050505128334813,64
c16-18,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,-0.047523827396049115,-0.00293040293040293,0.0,0.10483747106072416,64
c16-18,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.3571848010877019,0.36909340659340656,0.14285714285714285,0.23981405501689,64
c16-18,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.15119510814277176,-0.06506410256410255,0.0,0.16008953238062434,64
c16-19,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.8331853197309405,0.1581043956043956,0.7142857142857143,0.5471952112524574,64
c16-19,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.7852285840640072,-0.049999999999999996,0.7142857142857143,0.5051621633335773,64
c16-19,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.9670763058971199,0.36135531135531135,0.7142857142857143,0.7461863050015456,64
c16-2,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.8228879292119426,0.04491758241758242,0.42857142857142855,0.5911076905054589,64
c16-2,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.1886666583524726,-0.188003663003663,0.14285714285714285,0.31126621806964416,64
c16-2,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.22902323081332815,0.07889194139194138,0.14285714285714285,0.3625067303614273,64
c16-20,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.4359023590140871,-0.0912087912087912,0.5714285714285714,0.49507336279940733,64
c16-20,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.08722095002267372,0.05105311355311354,0.42857142857142855,0.3359911945436662,64
c16-20,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.31049767667352696,0.17106227106227104,0.14285714285714285,0.19293285118051368,64
c16-21,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.7146122943367594,0.1576465201465201,0.7142857142857143,0.47455995133984036,64
c16-21,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.31599259541304087,0.18177655677655677,0.2857142857142857,0.2785311062346615,64
c16-21,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.37003989935243137,0.19217032967032965,0.2857142857142857,0.3482468729284982,64
c16-22,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.10468887376710628,-0.07852564102564102,0.14285714285714285,0.3567975331746296,64
c16-22,yfxyg8jm46,mechanical_oracle,appearance_oracle,-0.013000363324739268,0.04134615384615384,0.0,0.15618271088350888,64
c16-22,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.02697663429361241,-0.12857142857142856,0.14285714285714285,0.18810915331853018,64
c16-23,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.08359575205216792,-0.17115384615384613,0.2857142857142857,0.22597311242794296,64
c16-23,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.10740580145231084,0.08553113553113552,0.2857142857142857,0.25693314654537924,64
c16-23,yfxyg8jm46,reconstruction_oracle,appearance_oracle,0.04515436050832755,-0.18969780219780216,0.14285714285714285,0.10685933015356609,64
c16-24,yfxyg8jm46,mechanical_oracle,reconstruction_oracle,0.04776742696228821,0.0733058608058608,0.2857142857142857,0.26153421119577397,64
c16-24,yfxyg8jm46,mechanical_oracle,appearance_oracle,0.010943866679730047,-0.16245421245421243,0.42857142857142855,0.367212010895513,64
c16-24,yfxyg8jm46,reconstruction_oracle,appearance_oracle,-0.057919019585851134,-0.05819597069597069,0.14285714285714285,0.13458712415188417,64
