outer_domain,nominal_checkpoint,new_predictor_state_sha256,reference_predictor_state_sha256,maximum_prediction_delta,mean_prediction_delta,tolerance,target_specimen_count,fit_domains
74t7kcdgkr,0.03125,ba7f7eb1194151716be4ea25c0c414befab8144a78e9742b0303c3a2402749f1,54473c0c8894c4bc1651d492b226b05e164b542491236d3276d44e0952e35b0a,2.220446049250313e-16,8.388351741612294e-17,1e-12,45,cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
74t7kcdgkr,0.0625,cfaab21d65a45fad7d4c0452e660bce3377b12fc9b32f5b82a820521184d2121,8d8c5a6f3e8d76c62c3fa5f80a783ac0f3f95cd72a62efe19eebfb02c8d6cb9e,4.440892098500626e-16,8.635067969306773e-17,1e-12,45,cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
74t7kcdgkr,0.09375,4fb8d05c76c02c0e1b99fc42ab009ebf9b37a96bd2fa0942b3a34ff509747f34,6508af78657b29775527f4157aa11f122125d44dc908a9dddffddde898fa1560,5.551115123125783e-16,2.1957744264808652e-16,1e-12,45,cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
74t7kcdgkr,0.125,33e21fc8f1f157e32f924b65b3b074e955445f993b2659d20c7f832864a962b2,24d1ff33f5e8794baf561eadf98057de30dd33df23f45b31684e702e65c59177,3.3306690738754696e-16,1.0855514018557086e-16,1e-12,45,cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
74t7kcdgkr,0.1875,2dde270c5e97fdbc71a0cf6fd5d04a0d18a2d9d5400405072b3e39b2f7fb3d07,612de5b954ff72250ca2afb789dbd33802d15972e55615df91e9d5e8db063ae1,3.3306690738754696e-16,1.4062824978585316e-16,1e-12,45,cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
74t7kcdgkr,0.25,f17488aa3ecb9de120196ffa73ebb6d1f53f523443763c3349589050779a786e,0fe7bd0cf18b7b857e6c93d3e089f4546b3d391464aca2552492ea59c0dfb6b7,6.661338147750939e-16,1.8010284621696984e-16,1e-12,45,cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
cgtnjyggtm,0.03125,48ffd912820cf32790cca779445334db929a135b28a7455c420517f1ac5dc2a1,a9526962f163e407c8e79b80515e3755785f32a875a50b0a07c42b44942107f4,1.4432899320127035e-15,3.274025042006839e-16,1e-12,49,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
cgtnjyggtm,0.0625,48832a5455921cacb12d4b471b8fce85fa0898f1b277c86d389a3c4a2c59e858,ed78f52465a57465eb4877f46abd4e8fa95fd4a8d25ad6db256fe05a7de459cc,3.3306690738754696e-16,9.516197353929913e-17,1e-12,49,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
cgtnjyggtm,0.09375,680aacdbf5c1eb26b902d473a2011db11ea0558eec75866d701815fd4b37e8f5,0de869d4cb8e6e9f3c250622885b0c2c9ba23b07541896a169b08c446d298ea8,4.440892098500626e-16,1.8692530516648044e-16,1e-12,49,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
cgtnjyggtm,0.125,11a838fe0035c187246e134f64280882321aaece495bb32e01b1661e69c18b6f,7e69071efe44afad1413863df54eea7fd8f83413b874f214dc31abf2835ae62a,5.551115123125783e-16,1.4954024413318434e-16,1e-12,49,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
cgtnjyggtm,0.1875,0faadf94f6df9c0494ad5a96a9f95314bf65ab9d138663cdf57770520a158ccd,ca3d935d0b185ff2d5a5c7a0805ae335383406771c6bc7492c4c29e217cef3ce,4.440892098500626e-16,1.314141539352226e-16,1e-12,49,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
cgtnjyggtm,0.25,bad6d01795820c8004a57812da516060bc1db2671ba74eab45e413a717fb7f0e,04fee2df5baf8fee21c581ef5d1635ddfbb2594f3e84e2da2aed7a0ef24cb550,5.551115123125783e-16,1.9712123090283391e-16,1e-12,49,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
w68dtmpfyf,0.03125,d1b0ec96016ebb275d405ecb5978bcaeb93df3f786db0c993d81a1ed994f7d1e,cd3f1559aba554b9d52706079ec50832a9ac97931267c86f1cc4ba17734463bc,4.440892098500626e-16,1.2522282952167463e-16,1e-12,43,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
w68dtmpfyf,0.0625,912b67022b729d379c8da552ff492be26ff28a213d5b97f261a64a9bb532ca52,bda99cbe900347acfda4df5c1843f7477a644a64d686dc37c5d3141c6fbb524e,3.3306690738754696e-16,9.423986139260049e-17,1e-12,43,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
w68dtmpfyf,0.09375,8ade88dce662e6847a35020de69b122ab63e89fe62f8aeef9b4206640e00727f,8c74be00cbc02c0bfa2f9264416ff3c97d20ff535fd0f710331b75f07894ad35,4.440892098500626e-16,1.290957005378089e-16,1e-12,43,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
w68dtmpfyf,0.125,59d5c345b3abdf80b9f34aa4253516d670f03b35e94518abe65d944fbb1b1ada,191e7c8d6aedbc00b1fc1ab13320c91acfa615d7224965f16a2178195e430069,2.220446049250313e-16,7.616646331730725e-17,1e-12,43,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
w68dtmpfyf,0.1875,f5d9ed922d2e84b41a5e30913561c2cf95e511544357a9f94da1333699abb76a,11e011987f18b19581590712599f742682f8688f9cd5d26559c285e19184bcf3,2.220446049250313e-16,4.3892538182855024e-17,1e-12,43,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
w68dtmpfyf,0.25,81549b0de43bcef882ef8f96c18912c724f8909d2556fa767a2c483a03386a5b,c698c9e69d22a1d0284e0e136bc390b078f92357ddf4ae01c9fcd1d9700b4dbd,4.440892098500626e-16,9.682177540335667e-17,1e-12,43,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck
xcmzfsbd9t,0.03125,2b2728b89b49d6b3cdae033ee304391d8064beccbc97fb603e6e9ed446859a39,9ecb017ffb885cf5642116e390cc1498c73b09c01ff9f893597bf39c4005bdc6,6.661338147750939e-16,1.8064645824409328e-16,1e-12,59,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck
xcmzfsbd9t,0.0625,93b1c0006206c574dd40891debac30265d9c8c67a1b00f70eecdd37ea09b58bb,e64287137f63eb25b65acbc016da1f38153e44e7546cd60078eba92ad8874844,5.551115123125783e-16,1.8629166006422118e-16,1e-12,59,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck
xcmzfsbd9t,0.09375,f373dec581c6e2f89b8052cdb571ebb74e017380868e06ade0a94aee27455a99,44e4268531c221403323e09c521d8f64ed27f19e62b0f934e6131baa9156f9b6,8.881784197001252e-16,3.217765037472911e-16,1e-12,59,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck
xcmzfsbd9t,0.125,08842d1681b050cd57e500614f270eba2f0b33eeb5d0782c8238ca51fc19fc9d,6304d0268c6888aed39a93bb8d4da4e1c6e9d1757287e1613a292374b5bc9795,5.551115123125783e-16,9.502756397215323e-17,1e-12,59,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck
xcmzfsbd9t,0.1875,13ba52ec8e9cb9316155464fe9dfa2beca4df95030992744e88a8cc5ba07ceb0,ab5cba490910501d5eeee17eb60cc0798b0d097078505cdcceef3307a8560d59,3.3306690738754696e-16,1.2889877489292072e-16,1e-12,59,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck
xcmzfsbd9t,0.25,e17d305f23bab49ecca32407ec0d2bb0b83d984f953d0bb97d58df8c7fa20836,222d2260954baee6dd067d57bab73bcf946736b9937da72ec9d15eae98a8230e,3.3306690738754696e-16,9.690929791219587e-17,1e-12,59,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck
yfxyg8jm46,0.03125,59a378d62bea697daba750bae635f43087ba26184fbf69c718d4832425aabafe,ecd3b04fd48cdd6f9d7f97d3dfd0e977015ccc648b048fd6f544ed7ed5e4a4fd,5.551115123125783e-16,1.4935143069362226e-16,1e-12,42,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck
yfxyg8jm46,0.0625,5c16800273fb505fd09c3ff533c452dfd0fd47fcb83c9f4f396de98a77323f23,b127da55887f28b5c10a9e65156c48e4295ce9a568b0d6df44f03b85380f4e6f,4.440892098500626e-16,1.163090787702545e-16,1e-12,42,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck
yfxyg8jm46,0.09375,5753433e152396e0c24521798cd2fbc9944ce62f8162c3451fbea346b1f5a4f6,3651b7604774faa79846a9e0825a0543f9a23f9c52193d78c8c3a8dcfc5382dc,4.440892098500626e-16,1.7710700630925117e-16,1e-12,42,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck
yfxyg8jm46,0.125,d6633e80f48c4e53b59416e9831bfd06e91ca50903f4da67330bb96663635900,9b778dfedb223c96d3a9a77e921570294819fb6c69e4549f1e269a270daa4668,4.440892098500626e-16,1.308477136165363e-16,1e-12,42,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck
yfxyg8jm46,0.1875,51dd7f8ee695db203bb54e402472f7d691218991cb129cba9563704d2b2295b8,31514172a8ad873ac2ad63b3983413f0252ed2e93b3107ab1c02416b005c4501,2.220446049250313e-16,6.872809200060493e-17,1e-12,42,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck
yfxyg8jm46,0.25,4af71703e7728cbf7a904057908324905b37de1e2674a80436d8a328719adb96,357b6a79fe9b77623ba6b5a1ba88e4ce8c288eb9efb980dfdf0382d1237f9eec,4.996003610813204e-16,1.6389006553990407e-16,1e-12,42,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck
ykhs7s2dck,0.03125,6cdea5d8318d0bc42a94e73e4249a258d36c9d8673a5c70fd60e97565d375181,06d028968ee88c8d4976a2e084a4293eb7c6c578e0c76656ea04f33ac90ea589,3.3306690738754696e-16,1.3731705830890095e-16,1e-12,38,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46
ykhs7s2dck,0.0625,9c7b5001c35d4c4b2a4d34830e67d1c698cd6bd596712541d918554590b78f97,53858b7e749db994bdf7d51444fd2a19421a00b4db7c60523d0687ebda757fe7,3.3306690738754696e-16,9.349246523159212e-17,1e-12,38,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46
ykhs7s2dck,0.09375,4e21030cd6d6a3b7287a61b4cad5bb3fdc7529293c7ac790e3686084293447c4,c40723f4b3d657d84df4f746c4111e20a086256b8ed25026d17f0da86a8d3251,4.440892098500626e-16,7.888426753915586e-17,1e-12,38,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46
ykhs7s2dck,0.125,1b2ac7cd81b2748fe816843ad49f187eb73ceb116b38bcbf6ac498f749dee9fa,ac86cfe65c4a5850751898ab72a4479dda6dbe360054944360fcb1e3304cce6f,4.440892098500626e-16,6.427606984671959e-17,1e-12,38,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46
ykhs7s2dck,0.1875,a7c42ee4a01dd9a7872051292b360d50372bff7549edfe9019e17ddbf3005d02,c960d7b1e6ee2fa0a096b3612d52f2bdcb7c7e4197ef82b3b259836b26e00f4b,2.220446049250313e-16,4.674623261579606e-17,1e-12,38,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46
ykhs7s2dck,0.25,fe23b1f8a0181e8f081cf37c8595c6d65c22299842330fedc71afc25f5a3a58e,be76374eb2eab0189baf8f03e662fa8ed0ce0ebdd3c9f519011e97e6471b0eb3,2.220446049250313e-16,9.641410477007939e-17,1e-12,38,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46
