comparison,stratum,point_estimate,ci_lower,ci_upper,improved_domains,replicates,seed,distribution_sha256,domain_effects_json
field_no_surface,ALL,4.5434448030215293e-07,-1.2668568159756931e-05,9.324295637885728e-06,4,100000,2026090104,7afa372d7d88905aec9f89f481efa7ca75dda15eaef45d68813bd349aff5d140,"[[""74t7kcdgkr"",-5.266583386727244e-05],[""cgtnjyggtm"",1.3134957455388515e-05],[""w68dtmpfyf"",1.5581387278029872e-05],[""xcmzfsbd9t"",2.687596803857958e-05],[""yfxyg8jm46"",-5.883453804106336e-06],[""ykhs7s2dck"",5.683041781193727e-06]]"
field_shuffled_surface,ALL,-2.043157793511139e-06,-1.5982797216280143e-05,1.0279149341085201e-05,3,100000,2026090104,3a137b6c643f342ad071173f4b68d5119a28d8bda0584a2a492e2696f589fb86,"[[""74t7kcdgkr"",-2.0252451514357324e-05],[""cgtnjyggtm"",-4.2156084225642055e-06],[""w68dtmpfyf"",-7.77177410602775e-07],[""xcmzfsbd9t"",3.365270855447003e-06],[""yfxyg8jm46"",5.487005640000349e-06],[""ykhs7s2dck"",4.134014091010119e-06]]"
cai_no_surface,ALL,-0.00076450645226755,-0.001571119192022546,5.345423365951419e-05,3,100000,2026090104,3a656e1a46a7ad33f79bafaf98b976b6d0c67fb860e356a1f0d555a6592c2d81,"[[""74t7kcdgkr"",-0.0007957576427465098],[""cgtnjyggtm"",0.000524745902915145],[""w68dtmpfyf"",-0.004103071789857514],[""xcmzfsbd9t"",0.0005485704983561177],[""yfxyg8jm46"",0.001102370500331102],[""ykhs7s2dck"",-0.001863896182603641]]"
cai_shuffled_surface,ALL,5.6822168960363406e-05,-0.0006233811088856258,0.000720148044443176,4,100000,2026090104,d68b88f6e265205eb29910416b595eaf279b88c402a9bb888116bed3605d969d,"[[""74t7kcdgkr"",-0.0011662210827090588],[""cgtnjyggtm"",0.0002198319439339543],[""w68dtmpfyf"",-0.0008896162957002082],[""xcmzfsbd9t"",0.0015524730851738011],[""yfxyg8jm46"",0.0005193637346478866],[""ykhs7s2dck"",0.00010510162841580558]]"
field_no_surface_misleading,SURFACE_INTERNAL_MISLEADING,-1.180417977104304e-05,-3.145472859875145e-05,3.686436919438881e-07,3,100000,2026090104,c3bacfb4ab67acf6ad79c4582ac19518dc3fccc2c5f454cb5a7449a57cabbbb8,"[[""74t7kcdgkr"",-7.1979801155175e-05],[""cgtnjyggtm"",5.626997754029913e-06],[""w68dtmpfyf"",5.091937149764282e-06],[""xcmzfsbd9t"",4.943536461417672e-06],[""yfxyg8jm46"",-6.49434607630951e-06],[""ykhs7s2dck"",-8.013402759985612e-06]]"
field_shuffled_surface_misleading,SURFACE_INTERNAL_MISLEADING,-1.0973357028361278e-05,-3.0307127432930103e-05,3.068018171640835e-06,2,100000,2026090104,d83e565bad552980f6aabd60d9ce862414ecc68a7b21ba78e8be803d336cf625,"[[""74t7kcdgkr"",-6.222918690821055e-05],[""cgtnjyggtm"",-9.82614450335474e-06],[""w68dtmpfyf"",-3.916146092947422e-06],[""xcmzfsbd9t"",-3.0605088006195503e-06],[""yfxyg8jm46"",1.123073365542563e-05],[""ykhs7s2dck"",1.961110479538957e-06]]"
cai_no_surface_misleading,SURFACE_INTERNAL_MISLEADING,-0.0009367797589696085,-0.0019160364715854607,3.920981062707374e-05,3,100000,2026090104,7d1c7e26685242f2d6166d23594d5de5e0846f855fdfe6c3062fa3825f2cf9d1,"[[""74t7kcdgkr"",-0.0026975881345097205],[""cgtnjyggtm"",0.0003384647855549324],[""w68dtmpfyf"",-0.004493349366355671],[""xcmzfsbd9t"",0.00100952919400978],[""yfxyg8jm46"",0.0008524089621327882],[""ykhs7s2dck"",-0.0006301439946497601]]"
cai_shuffled_surface_misleading,SURFACE_INTERNAL_MISLEADING,-2.552665529868171e-06,-0.0008164456643181878,0.0007990916485116415,2,100000,2026090104,6f9b525e8cee46f19ff64781c3510ccebd932af1a15280468a9467426290611a,"[[""74t7kcdgkr"",-0.0017036336561126286],[""cgtnjyggtm"",-0.00032351016429055517],[""w68dtmpfyf"",-0.0007394672768341495],[""xcmzfsbd9t"",0.002264549157997744],[""yfxyg8jm46"",0.0011823995254666578],[""ykhs7s2dck"",-0.0006956535794062777]]"
