outer_target,specimen_id,specimen_sha256,task,stop_authorized,threshold,stopped,budget,normalized_measurement_saving,task_loss,reference_task_loss,task_loss_ratio,premature_stop,false_continue,state_sha256
74t7kcdgkr,c8-32,02437e43b2115946d164a22cf67b7ddec02dfe87c2e11617e09bb1334e792b11,FIELD,false,,false,0.24680953950983625,0.0,0.0004955924124363867,0.0005051017755801847,0.9811733721726179,false,,afc75df85e37993c01719c237ccd1026ede02519170f7ba5300fca2ba1ea94c1
74t7kcdgkr,c8-33,8e4ecce19795ee4d6101ae38a0c3fd6ebadf2c9e0052d7f7e46816c2c149baa3,CAI,false,,false,0.24680953950983625,0.0,0.15723635645131484,0.15308604218961008,1.0271109906712739,false,,435f77ae7d6e65ba7e4152debd1ce0c18fe1cc37e431598666bccad01170c34a
74t7kcdgkr,c8-33,8e4ecce19795ee4d6101ae38a0c3fd6ebadf2c9e0052d7f7e46816c2c149baa3,FIELD,false,,false,0.24680953950983625,0.0,0.0005027870662238635,0.0005027870662238635,1.0,false,,41e975834db2daabb6cee160024d5b319fa55a14965aea323290475484e17bcd
74t7kcdgkr,c8-34,426b520e27e46dad426dba1ff5552725224a6d21284e54b07ec8e6b7352c7fae,CAI,false,,false,0.24682272777228267,0.0,0.12642320082968095,0.1253570565575145,1.0085048604477826,false,,7fa280cafae4da5b5446b39bcfedea1ac3e2dc15ab3f4ffd2b79c5ac97190d0a
74t7kcdgkr,c8-34,426b520e27e46dad426dba1ff5552725224a6d21284e54b07ec8e6b7352c7fae,FIELD,false,,false,0.24682272777228267,0.0,0.0004919280259126342,0.0005001316783976653,0.9835970148675361,false,,c4eb1be91131086820ccd6cc6928868be2480b96cb893b23cadf63b57c514bfc
74t7kcdgkr,c8-35,861a85891c3a86747757d66646b39e6dea1713d72c5115216491d3f80372e133,CAI,false,,false,0.24680953950983625,0.0,0.09279962272775788,0.09345857533860047,0.992949254699687,false,,1d59b2996e698e562f1e0b2a76c4e908a9820c671b3daac713713e9bdf627335
74t7kcdgkr,c8-35,861a85891c3a86747757d66646b39e6dea1713d72c5115216491d3f80372e133,FIELD,false,,false,0.24680953950983625,0.0,0.00047565858107417294,0.0004828890097629846,0.9850267275861992,false,,cfdccb4e7c0c3c03fc74425b37020e698869df3c0f705d761831c2a3f007dc46
74t7kcdgkr,c8-36,0ca49383f104c9e28b461603de1d7c9005403093ffff64f8f8a718dc074cc2a2,CAI,false,,false,0.24818771293548741,0.0,0.11768824281570844,0.11918654473163681,0.9874289340352808,false,,cc0786b6e977c8c85174d7f4f559e748be88b8b0984773fbe3de3c080bcbfc06
74t7kcdgkr,c8-36,0ca49383f104c9e28b461603de1d7c9005403093ffff64f8f8a718dc074cc2a2,FIELD,false,,false,0.2488207495329157,0.0,0.000492160996577201,0.000452677099951849,1.087223092640542,false,,10ce53e920db07a5af6f842bde2678106a279189792972889932ad0adbdcef1e
74t7kcdgkr,c8-37,74a0a0cf7e8f02c02640dc5f55e384bc9b1695a756dff4680d8fadcad91e0c9e,CAI,false,,false,0.24680953950983625,0.0,0.0005317032454374981,0.006836652939836374,0.07777244948903662,false,,afa45807ce8c0e57a1fcc385a50f1b1a45d53240bad78fe1ca83cf86fef46eaa
74t7kcdgkr,c8-37,74a0a0cf7e8f02c02640dc5f55e384bc9b1695a756dff4680d8fadcad91e0c9e,FIELD,false,,false,0.24680953950983625,0.0,0.0004580332843766485,0.00045507095353083975,1.0065096021242936,false,,1a6714f99cbc6bbeccb7869d55f4c1f254640a1a1adeebc5b4da93e5ef594bd9
