method,domain_count,spearman,ndcg_5,ndcg_10,recall_5,recall_10,regret_1,mean_budgeted_regret
global_mechanical,6,-0.015016333470433523,0.6067075639923094,0.6542702470468692,0.11019061330271956,0.16022354744717907,0.02015281633517403,0.0799269236861353
o1_candidate_mlp_huber,6,0.01691303392600636,0.605079516361327,0.6610845359958828,0.11587806710436897,0.17996052542590843,0.019966710854865025,0.07696724249583085
o1_candidate_ridge,6,-0.009083004822732688,0.6183176027554543,0.6647438306191482,0.10887326492994193,0.1583405183190911,0.01877432411492563,0.07930455663899942
o2_global_candidate,6,-0.01958620493212195,0.6216172165773379,0.6752928079872369,0.27543967814751197,0.27745388413002464,0.019990008178281334,0.08170537365108692
o3_a5_mlp_huber,6,0.0046593960491741445,0.6073785373519148,0.6549442874646442,0.06594562859777532,0.12162023432049603,0.019737697546947153,0.07838853115171389
o3_a5_ridge,6,-0.011315254943388154,0.6125222118145429,0.6637190886571731,0.11516848443097848,0.17460330216585754,0.01986622378071565,0.07947731775543826
observed_uncertainty,6,-0.0072384860360621564,0.6132725802043807,0.6701194744939775,0.21176603250842851,0.23451678800959078,0.02182752759664816,0.08113269241195353
random_median,6,-0.0005987470242168046,0.6002227567864169,0.6507509073504131,0.0,0.14269061581163525,0.019624459280299406,0.07978306976762
