outer_domain,specimen_id,dataset_id,method,nominal_checkpoint,budgeted_regret,selected_mechanical_value,oracle_mechanical_value,value_capture
74t7kcdgkr,c8-12,74t7kcdgkr,o1_candidate_ridge,0.1875,0.16226058602908633,-0.17415693260893672,-0.011896346579850392,14.639530837468834
74t7kcdgkr,c8-12,74t7kcdgkr,o1_candidate_ridge,0.25,0.0,-0.17413209389398665,-0.17413209389398665,1.0
74t7kcdgkr,c8-12,74t7kcdgkr,o2_global_candidate,0.0625,0.1066866751768265,-0.09776435710728992,0.008922318069536583,-10.957282215827542
74t7kcdgkr,c8-12,74t7kcdgkr,o2_global_candidate,0.09375,0.12322099153181643,-0.10858645061187222,0.014634540919944206,-7.419874064097817
74t7kcdgkr,c8-12,74t7kcdgkr,o2_global_candidate,0.125,0.1275568101829624,-0.11301226462549374,0.014544545557468647,-7.7700787679448515
74t7kcdgkr,c8-12,74t7kcdgkr,o2_global_candidate,0.1875,0.136084809041648,-0.14798115562149838,-0.011896346579850392,12.439210191820033
74t7kcdgkr,c8-12,74t7kcdgkr,o2_global_candidate,0.25,0.0,-0.17413209389398665,-0.17413209389398665,1.0
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_mlp_huber,0.0625,0.06577407170757799,-0.0568517536380414,0.008922318069536583,-6.371859106004078
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_mlp_huber,0.09375,0.08893670812875631,-0.07430216720881211,0.014634540919944206,-5.077177864018394
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_mlp_huber,0.125,0.11047852378034828,-0.09593397822287963,0.014544545557468647,-6.595873198225667
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_mlp_huber,0.1875,0.10809106711747452,-0.11998741369732491,-0.011896346579850392,10.08607246703415
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_mlp_huber,0.25,0.0,-0.17413209389398665,-0.17413209389398665,1.0
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_ridge,0.0625,0.10638853484157473,-0.09746621677203815,0.008922318069536583,-10.923867095123684
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_ridge,0.09375,0.14006174082086742,-0.12542719990092321,0.014634540919944206,-8.570627571240642
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_ridge,0.125,0.14892414038527702,-0.13437959482780837,0.014544545557468647,-9.239174527443673
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_ridge,0.1875,0.15934783804700625,-0.17124418462685664,-0.011896346579850392,14.394686929927206
74t7kcdgkr,c8-12,74t7kcdgkr,o3_a5_ridge,0.25,0.0,-0.17413209389398665,-0.17413209389398665,1.0
