outer_domain,specimen_id,dataset_id,method,spearman,ndcg_5,ndcg_10,recall_5,recall_10,regret_1,mean_budgeted_regret,model_state_sha256
74t7kcdgkr,c8-19,74t7kcdgkr,o2_global_candidate,-0.1980311355311355,0.293003960304489,0.4545421325763843,0.0,0.1,0.00853405164525789,0.02669813586718852,74c1b5b0d8c67494d77bff7d9a830fa01c49551303973fb8fdcbacf64a30af00
74t7kcdgkr,c8-19,74t7kcdgkr,o3_a5_mlp_huber,-0.11570512820512818,0.6157917163337057,0.6458766049936855,0.2,0.2,0.0043338356475016715,0.023719907930947935,4e7b0a185cb621883f659211b7228c6488fe22ae0bd2f308f62b41f83b479583
74t7kcdgkr,c8-19,74t7kcdgkr,o3_a5_ridge,-0.19116300366300365,0.33133999752458426,0.46303604789413383,0.0,0.1,0.00853405164525789,0.02928352037466835,1d0d7e949289324c49e7a91d91df62ace2206a7650b5ca2cd2fbdfa2dcee0c0d
74t7kcdgkr,c8-19,74t7kcdgkr,observed_uncertainty,0.1347069597069597,0.6946319327935273,0.7251973106004416,0.2,0.3,0.005201731773752272,0.018971354794242966,
74t7kcdgkr,c8-19,74t7kcdgkr,random_median,-0.0070512820512820505,0.6256855417112344,0.6613400917972655,0.0,0.2,0.0035117482281156187,0.02151705683813119,
74t7kcdgkr,c8-2,74t7kcdgkr,global_mechanical,0.23406593406593404,0.3201843954032073,0.5000294268186518,0.2,0.3,0.03871477549056468,0.04679860224615238,
74t7kcdgkr,c8-2,74t7kcdgkr,o1_candidate_mlp_huber,0.05663919413919413,0.2044927406160341,0.3395080624314623,0.0,0.1,0.035812665431854906,0.08563807908742138,a113b27eaf981fe1a4d46e56dc52e2046238910e4e6a8cda3c774a87b92af06e
74t7kcdgkr,c8-2,74t7kcdgkr,o1_candidate_ridge,-0.02875457875457875,0.22475786800193395,0.4284089266554473,0.0,0.2,0.030751702819214577,0.08245918231094211,e257a3fcf343c9e05ae7969591e173e45752b5095b8369372accce7d8236af8b
74t7kcdgkr,c8-2,74t7kcdgkr,o2_global_candidate,-0.10567765567765566,0.2283227891873212,0.42191282992874324,0.0,0.2,0.030751702819214577,0.08474975315050655,74c1b5b0d8c67494d77bff7d9a830fa01c49551303973fb8fdcbacf64a30af00
74t7kcdgkr,c8-2,74t7kcdgkr,o3_a5_mlp_huber,-0.4068681318681318,0.21676393124228846,0.2727902202655352,0.0,0.0,0.035812665431854906,0.1487462110399121,4e7b0a185cb621883f659211b7228c6488fe22ae0bd2f308f62b41f83b479583
74t7kcdgkr,c8-2,74t7kcdgkr,o3_a5_ridge,-0.0618131868131868,0.22475786800193395,0.4150392138711653,0.0,0.2,0.030751702819214577,0.0815700437762625,1d0d7e949289324c49e7a91d91df62ace2206a7650b5ca2cd2fbdfa2dcee0c0d
74t7kcdgkr,c8-2,74t7kcdgkr,observed_uncertainty,-0.20302197802197802,0.5180029144065643,0.5240621701281534,0.2,0.3,0.030751702819214577,0.08774302990449792,
74t7kcdgkr,c8-2,74t7kcdgkr,random_median,0.01945970695970696,0.28326440789305574,0.3604424205155734,0.0,0.1,0.03646124832909403,0.10036489254384234,
74t7kcdgkr,c8-20,74t7kcdgkr,global_mechanical,-0.08804945054945054,0.6619839154829205,0.6832581106807499,0.4,0.4,0.04098556586451907,0.07526001369250872,
74t7kcdgkr,c8-20,74t7kcdgkr,o1_candidate_mlp_huber,-0.03205128205128205,0.7141044663463353,0.7675448160321277,0.0,0.1,0.01847097992693214,0.06481126239711152,a113b27eaf981fe1a4d46e56dc52e2046238910e4e6a8cda3c774a87b92af06e
74t7kcdgkr,c8-20,74t7kcdgkr,o1_candidate_ridge,-0.1842490842490842,0.6694468272548844,0.7300819693387315,0.2,0.3,0.0,0.08505844654989776,e257a3fcf343c9e05ae7969591e173e45752b5095b8369372accce7d8236af8b
74t7kcdgkr,c8-20,74t7kcdgkr,o2_global_candidate,-0.17376373626373626,0.6620687123194802,0.7226610498230522,0.4,0.3,0.0,0.0820004625348019,74c1b5b0d8c67494d77bff7d9a830fa01c49551303973fb8fdcbacf64a30af00
74t7kcdgkr,c8-20,74t7kcdgkr,o3_a5_mlp_huber,0.1846153846153846,0.6900855968541769,0.7489964997352664,0.0,0.2,0.020563544888317575,0.05572630315073675,4e7b0a185cb621883f659211b7228c6488fe22ae0bd2f308f62b41f83b479583
74t7kcdgkr,c8-20,74t7kcdgkr,o3_a5_ridge,-0.24436813186813183,0.6706800461347817,0.7394398952578742,0.2,0.3,0.0,0.0904455732056263,1d0d7e949289324c49e7a91d91df62ace2206a7650b5ca2cd2fbdfa2dcee0c0d
74t7kcdgkr,c8-20,74t7kcdgkr,observed_uncertainty,-0.03699633699633699,0.6710983155188743,0.7559110798246932,0.0,0.2,0.021793271861954122,0.07614335842533045,
74t7kcdgkr,c8-20,74t7kcdgkr,random_median,-0.022550366300366297,0.6731660597353262,0.7277838953766818,0.0,0.1,0.020351660646569125,0.06861939457118149,
74t7kcdgkr,c8-21,74t7kcdgkr,global_mechanical,-0.08603479853479852,0.7139510923088068,0.6793192680715728,0.4,0.3,0.0022818498510159824,0.03025838438277919,
74t7kcdgkr,c8-21,74t7kcdgkr,o1_candidate_mlp_huber,0.10022893772893773,0.424936046113592,0.5211104600084663,0.0,0.2,0.007298459697762993,0.027734100146867148,a113b27eaf981fe1a4d46e56dc52e2046238910e4e6a8cda3c774a87b92af06e
74t7kcdgkr,c8-21,74t7kcdgkr,o1_candidate_ridge,0.14816849816849814,0.7876629666733557,0.7919857624982833,0.4,0.3,0.0,0.02218463383393716,e257a3fcf343c9e05ae7969591e173e45752b5095b8369372accce7d8236af8b
74t7kcdgkr,c8-21,74t7kcdgkr,o2_global_candidate,0.19523809523809524,0.9534357198246978,0.838880524457606,0.8,0.4,0.0,0.02161425748770305,74c1b5b0d8c67494d77bff7d9a830fa01c49551303973fb8fdcbacf64a30af00
74t7kcdgkr,c8-21,74t7kcdgkr,o3_a5_mlp_huber,-0.07362637362637361,0.3234795545899676,0.3987824987666049,0.0,0.0,0.007298459697762993,0.03756007606832392,4e7b0a185cb621883f659211b7228c6488fe22ae0bd2f308f62b41f83b479583
74t7kcdgkr,c8-21,74t7kcdgkr,o3_a5_ridge,0.19207875457875453,0.835555859443253,0.7774215972868989,0.4,0.2,0.0,0.02115049906116049,1d0d7e949289324c49e7a91d91df62ace2206a7650b5ca2cd2fbdfa2dcee0c0d
74t7kcdgkr,c8-21,74t7kcdgkr,observed_uncertainty,0.05338827838827838,0.735954657285338,0.6673093991664644,0.4,0.2,0.0,0.027280150067528576,
74t7kcdgkr,c8-21,74t7kcdgkr,random_median,0.018887362637362633,0.4028761813198725,0.4614287690187875,0.0,0.1,0.007796345774682356,0.03307687053229943,
74t7kcdgkr,c8-22,74t7kcdgkr,global_mechanical,0.058882783882783875,0.7646521523476598,0.723050757406307,0.4,0.2,0.0010514100921333869,0.02174061236580014,
74t7kcdgkr,c8-22,74t7kcdgkr,o1_candidate_mlp_huber,-0.07733516483516482,0.5270875483383263,0.5813229336835647,0.0,0.1,0.002511927654258339,0.025919840142216356,a113b27eaf981fe1a4d46e56dc52e2046238910e4e6a8cda3c774a87b92af06e
74t7kcdgkr,c8-22,74t7kcdgkr,o1_candidate_ridge,0.04583333333333333,0.7071941011177617,0.6714302194128717,0.0,0.2,0.0026613142136060475,0.022156793003512344,e257a3fcf343c9e05ae7969591e173e45752b5095b8369372accce7d8236af8b
74t7kcdgkr,c8-22,74t7kcdgkr,o2_global_candidate,0.1996336996336996,0.656153074360222,0.6896255927574463,0.2,0.2,0.00246835685804625,0.018183994770960155,74c1b5b0d8c67494d77bff7d9a830fa01c49551303973fb8fdcbacf64a30af00
74t7kcdgkr,c8-22,74t7kcdgkr,o3_a5_mlp_huber,-0.04226190476190476,0.5761922227873651,0.6173131818692613,0.0,0.0,0.0035374197101598615,0.024652172212837352,4e7b0a185cb621883f659211b7228c6488fe22ae0bd2f308f62b41f83b479583
74t7kcdgkr,c8-22,74t7kcdgkr,o3_a5_ridge,0.07440476190476189,0.7588819976401221,0.7399960500403291,0.2,0.3,0.0014891970255670461,0.021796062454568645,1d0d7e949289324c49e7a91d91df62ace2206a7650b5ca2cd2fbdfa2dcee0c0d
74t7kcdgkr,c8-22,74t7kcdgkr,observed_uncertainty,0.04226190476190476,0.6311520230533014,0.6559792157399568,0.0,0.1,0.0027757775541510377,0.023347736626165537,
