panel,series,metric,value,ci95_lower,ci95_upper,status,source_claim_id,source_artifact,source_hash
a,c8-2 initial reconstruction,registered_state_reconstruction,,,,REPRESENTATIVE_VISUAL,,results/mavis/p1_state_bank/state_manifest.parquet,42d24f0a4e0ee2dfc54eee48a2b8a2f452901cbf98361d2ba76e8a6a628ccfe5
b-d,c8-2 paired task-priority maps,paired_oracle_priority_percentile,,,,REPRESENTATIVE_VISUAL,,results/mva/a2_oracle_value/oracle_values.parquet,6b289f2f6f74ac75dde47ea7cbfefcda1c49f025e74227bfb34ef269182ff963
b,CAI-specific oracle contrast,cai_auebc,0.048622843139313997,0.045273264544767003,0.052045350460869,SUPPORTED_ORACLE_ONLY,U4_ORACLE_CAI_SPECIFICITY,results/mavis_science_closure/p14_task_specificity/summary.json,26710df19821e5e6edbe333d7c105f2b2bbddb1cf783eb3a64910bb691b6004d
c,Image-specific oracle contrast,normalized_rgb_mse,0.00055025488863200004,0.00050062334949900001,0.00060629199436300005,SUPPORTED_ORACLE_ONLY,U4_ORACLE_IMAGE_SPECIFICITY,results/mavis_science_closure/p14_task_specificity/summary.json,26710df19821e5e6edbe333d7c105f2b2bbddb1cf783eb3a64910bb691b6004d
