specimen_id,dataset_id,measured_count,native_count,effective_budget,output_sha256,p5_equivalent
c24-50,xcmzfsbd9t,113906,454950,0.25037037037037035,49c73772b06bc1430fa561746cdbaf18c36dbfbddd9e5ac8d122247906491826,true
c24-51,xcmzfsbd9t,113906,454950,0.25037037037037035,e808fdf8dd57193dd120a4a764e9daec29dc922d26a0cfe145f75b61af75cfea,true
c24-52,xcmzfsbd9t,113906,454950,0.25037037037037035,2b61234f5c2929db425cd24075b07186ceb288fb9c54159a2306eb3204757c41,true
c24-53,xcmzfsbd9t,113906,454950,0.25037037037037035,dbe00a6a9cd8c4bcef4ac32fccd478c8d85f3a5e3422b29174624ecd1552ef71,true
c24-54,xcmzfsbd9t,113906,454950,0.25037037037037035,a9b2caf05132db4c8635ec0470c5b2c385898041fbca477c0030bd402dd8adce,true
c24-55,xcmzfsbd9t,113906,454950,0.25037037037037035,278d18ae45e6b71325d94e7601cb3d8a47c709de49081bee8e0041b0cfd7321e,true
c24-56,xcmzfsbd9t,113906,454950,0.25037037037037035,0f45ba71b532431f750b58081cc56591148b39c9ecff9ba281471b6e40aebcdc,true
c24-57,xcmzfsbd9t,113906,454950,0.25037037037037035,15353b7e3058bd71cac38561a34b724df607817bdb301a0a781abbe54b3735e0,true
c24-58,xcmzfsbd9t,113906,454950,0.25037037037037035,b320d366c33d551a26f65adf537df46c89c42ab5f9cea79ebac89d011b8766a5,true
c24-59,xcmzfsbd9t,113906,454950,0.25037037037037035,79ba28a9be0f2b02036afd8fb08625e3a19a42e19cd6f42c66a78b8529c21be2,true
c16-1,yfxyg8jm46,113906,454950,0.25037037037037035,dc5a1e2d8c3e445a8c94af7febe717403d96a3235b38d40534885c2f01bfd75e,true
c16-2,yfxyg8jm46,113906,454950,0.25037037037037035,fc624972948e8932e51632b73e49549b89fd6f21a639d4ab081a4508a7cc08fb,true
c16-3,yfxyg8jm46,113906,454950,0.25037037037037035,711aa54cc4efaea4f4ab5ff05e638accec33f813e6d9b314af45b84a3de0ff15,true
c16-4,yfxyg8jm46,113906,454950,0.25037037037037035,468d355c114431d4afdae90eba43924efd9cfd144c4e8c50e9b763cb11343197,true
c16-5,yfxyg8jm46,113906,454950,0.25037037037037035,516648aaff5a9281e48d4a34f510c5fd79dc93894dd7fa2b55c07ed5e4e7207d,true
c16-6,yfxyg8jm46,113906,454950,0.25037037037037035,2c597900969d0f20dbcb054776ba4b94c9813b8497b5d7b5d3b7c3965e41a8d3,true
c16-7,yfxyg8jm46,113906,454950,0.25037037037037035,42fccaca3b127f85ca3c828399917edbef289231a12f16b36f9dc1101af213e5,true
c16-8,yfxyg8jm46,113906,454950,0.25037037037037035,6219ca801ea36c68ed6e945202129ab7842ceb9b9d6ec765bee43f17151e5cc8,true
c16-9,yfxyg8jm46,113906,454950,0.25037037037037035,2966a1d82fc1826e4174dca5a19bc354244a62f08ff61d955a9f5b9a6adf264c,true
c16-10,yfxyg8jm46,113906,454950,0.25037037037037035,83a4e1c893269d4fd39466c365a106511e8fdc404c10c691ecf67d11e89efe41,true
c16-11,yfxyg8jm46,113906,454950,0.25037037037037035,89d441fdefe89f1a7a35154cdaa543df578fb5e68e29b4d6d64e6df616748d5c,true
c16-12,yfxyg8jm46,113906,454950,0.25037037037037035,b0ff951a560ebf83f240c5704b14b43433a243da83d0ed474e5905e8ed5f98b8,true
c16-13,yfxyg8jm46,113906,454950,0.25037037037037035,4e7a593789c7f4d858231fa6c435931f96e80a54e72f82c6de71dfca99814ff9,true
c16-14,yfxyg8jm46,113906,454950,0.25037037037037035,45590b853f46b494f88ca6f6bd1defb35b07d6a23b567e2b19310e88d5ee3263,true
c16-15,yfxyg8jm46,113906,454950,0.25037037037037035,27b2ab6d2913e24b83f9392eec50c16605714db8927fe6472cbc8fad15d3e874,true
c16-16,yfxyg8jm46,113906,454950,0.25037037037037035,6c7d55ab168b658baa59e2a792011b593904a395a342ec85c0bb08ad3cb3e1fe,true
c16-17,yfxyg8jm46,113906,454950,0.25037037037037035,29a44bb1deea405f23f21ab94efb02bae28b813d82b25f041c52c58e3f59dd4e,true
c16-18,yfxyg8jm46,113906,454950,0.25037037037037035,e28087d3483453e82f4254c470f1a9cd4fb45dd90734a129fa9b7e1e4e0b6e96,true
c16-19,yfxyg8jm46,113906,454950,0.25037037037037035,a4595ea22552d2ed5e05ed19c365a1dca176d1d17bc7e7655039e3b28959b894,true
c16-20,yfxyg8jm46,113906,454950,0.25037037037037035,0627b8c35e63a1d3fe2199402e7c49d0f9b551b3bb7b63c90944bcabcaa65ac5,true
c16-21,yfxyg8jm46,113906,454950,0.25037037037037035,8facc0fa5b372161d38a87e86084cd68fc2e1f2f0259317c74634df18c72e9c3,true
c16-22,yfxyg8jm46,113906,454950,0.25037037037037035,ecf8f2d28b8da120562b603a8387b9dcd90f836788d2ff4dc5fc7b9eb2048387,true
c16-23,yfxyg8jm46,113906,454950,0.25037037037037035,9774b1df576967b7b67bceed4498281c54f4d53e91f22ca3d9667718a1abc344,true
c16-24,yfxyg8jm46,113906,454950,0.25037037037037035,b16e68f3e286445087867a355871c896b4b3edb37ea9968e6519ed1d917f7519,true
c16-25,yfxyg8jm46,113906,454950,0.25037037037037035,f688b0701e960e2dc40074a8e2d1beb161921376c2057798f027f41d323ca36d,true
c16-26,yfxyg8jm46,113906,454950,0.25037037037037035,d882f78b1ff86093fe934c583fb3e834dcef8aa3ee41dc16911fd96a6660e602,true
c16-27,yfxyg8jm46,113906,454950,0.25037037037037035,424eff86125734318c9d9e21b6cac6ce5bf294e3bc7bf18def771cf5ecedef39,true
c16-28,yfxyg8jm46,113906,454950,0.25037037037037035,80c54944827e84b908ddae40bf26304cd7ed39ef8fd4599577a2581e0e449c8a,true
c16-29,yfxyg8jm46,113906,454950,0.25037037037037035,82325d6afda686633c02df6699b04f169a7dc13f0171bb46360aa9a7e9338e3b,true
c16-30,yfxyg8jm46,113906,454950,0.25037037037037035,8a69e95c3cc0e528a3987cb27bfcfc713d3303bc2f6c87f177b736ad3b69d384,true
c16-32,yfxyg8jm46,113906,454950,0.25037037037037035,579f00f73cb6f75c0d266164271b24edb77c1462045d94567fd0a56533b09834,true
c16-33,yfxyg8jm46,113906,454950,0.25037037037037035,311c7f7b10669ac74c89c68e4b29271caa69b8cb83255a2433c36c1080efb4e5,true
c16-34,yfxyg8jm46,113906,454950,0.25037037037037035,5ed4d90bbdfac6c8039f399e202ac5af10f741a48283f4df3e53be72d9cea060,true
c16-35,yfxyg8jm46,113906,454950,0.25037037037037035,8d3af4752d4fd15bbcfae85b5a76cc82cf04e8c332e6c5fd3d029f444120bf9a,true
c16-36,yfxyg8jm46,113906,454950,0.25037037037037035,a23b7daff8c37c637ae0b9f168cef1a49711bfb9e4775dd5c7794ca879775b9d,true
c16-37,yfxyg8jm46,113906,454950,0.25037037037037035,2fcf041a5e013b76272fb3549dd7c1fca248c64bd74f777c7fe6c0f808bcfcbb,true
c16-38,yfxyg8jm46,113906,454950,0.25037037037037035,53ae6ecd2bfa64792f8c38eb00e9b2ed1672112d4e46cbb6f4199447200532ff,true
c16-39,yfxyg8jm46,113906,454950,0.25037037037037035,6a086dfde8a09361797eb216fea93037ac4c573d5886d2b2f19f5589cd912768,true
c16-40,yfxyg8jm46,113906,454950,0.25037037037037035,db6a55f0befb04fd5e7c59e7f226a68b55a895fc02b21e42c5fde0643a8fcb21,true
c16-41,yfxyg8jm46,113906,454950,0.25037037037037035,f7e1567f533c909e606eabe3e3267a0e242e4389cdbbb234d13288c7083b1e7b,true
c16-42,yfxyg8jm46,113906,454950,0.25037037037037035,68a18645e380e5070b6e4c90390f92ecded8b8706839b8e47441c2695333a746,true
c16-43,yfxyg8jm46,113906,454950,0.25037037037037035,8b06f8efd7e0e1a7728f89d85244819969ca8b951eb0eac5a3fc4d56dcf1ce14,true
q8-1,ykhs7s2dck,113906,454950,0.25037037037037035,ca3272b099ef449525ffa16194b4961780ff077f2b3a89387120af344685b3ca,true
q8-2,ykhs7s2dck,113906,454950,0.25037037037037035,85a6037b5eae6f3174b23610ea75b3bc457cf3de015a8096e68a431ec3c1be7f,true
q8-3,ykhs7s2dck,113906,454950,0.25037037037037035,6adb95ef527f155b03d346d71b80e91cc676f39168c6469279cc424a988692ed,true
q8-4,ykhs7s2dck,113906,454950,0.25037037037037035,7129f811d35c15e63e07614450f71c04b91278d30aa560b4c960d94b1cc4af9b,true
q8-5,ykhs7s2dck,113906,454950,0.25037037037037035,fb6dc7439e564cc7b26667d70b0fb48e7f20c9874a584ff7c6f36a01dd46e492,true
q8-6,ykhs7s2dck,113906,454950,0.25037037037037035,a29c71956fd95b177fcc2f0eadd4344be02e975c4863fa86366e7baf66109b67,true
q8-7,ykhs7s2dck,113906,454950,0.25037037037037035,1b8c307fd15072cbfba9babf0681c35fe39c8f8a78bbe52e9c9437764be588af,true
q8-8,ykhs7s2dck,113906,454950,0.25037037037037035,688b4fe3029244c29ac613779aa19c28a4b4697f8a4d3b6c2018ddec0e2430d6,true
q8-9,ykhs7s2dck,113906,454950,0.25037037037037035,fc3701664d0d2d51acd9760dbf0a81bfc1aba4c7b94018a7e216b9e4b4b0de8d,true
q8-10,ykhs7s2dck,113906,454950,0.25037037037037035,8abc1f2426c1c3a5ceb0984b4bd5ee3c547e9c725128e7fdddb8d508f7517679,true
q8-11,ykhs7s2dck,113906,454950,0.25037037037037035,c983cd5df4e41fe534ee155727a4ac66b03d27fb80923546735085aaab560795,true
q8-12,ykhs7s2dck,113906,454950,0.25037037037037035,65d89bca68410a9f96855ab204a18a23047f2b85ec4f5d24a8660277422cfe03,true
q8-13,ykhs7s2dck,113906,454950,0.25037037037037035,688ee874ce0278aecddcccdcbd5ad44296a0a4dd6a11832640f9342bb6a7e094,true
q8-14,ykhs7s2dck,113906,454950,0.25037037037037035,d02ee1d34407fd93e7df08ee77063c57f5585b164c947f94d2f9c56f6bcd8936,true
q8-15,ykhs7s2dck,113906,454950,0.25037037037037035,f4897e0793912727d2679297e010f9f3e35c01e953923907d843c3986894606d,true
q8-16,ykhs7s2dck,113906,454950,0.25037037037037035,8238be498b6934a684fe1b072c9955462a2504cc920517013ce29803974fb33c,true
q8-18,ykhs7s2dck,113906,454950,0.25037037037037035,a69c0b2094cc0128d869de6909c4b7eb63ab8270e4f097c6693f855af68e04f0,true
q8-19,ykhs7s2dck,113906,454950,0.25037037037037035,9b0199ee529847e5c50f4ab141ce2bdb7cabbf06170591b1afde1f45bcf836d2,true
q8-20,ykhs7s2dck,113906,454950,0.25037037037037035,bbfc7bc55d4e5738f0bd89aa108d265fe3e078b01d4ab733537cd16655d43213,true
q8-21,ykhs7s2dck,113906,454950,0.25037037037037035,e644b9ae38e1cafaa61533cf800e0649acf38f11d7c108fb4ef15ccff58c2e0e,true
q8-22,ykhs7s2dck,113906,454950,0.25037037037037035,4580e30f4058e2f61ef6ff474d891afedaf698e00da8aa243a3afc8f87493825,true
q8-23,ykhs7s2dck,113906,454950,0.25037037037037035,ed58abc1c1a019ae86ecfa57906f9805d3a6540f0050ed47aca654b275856d1a,true
q8-24,ykhs7s2dck,113906,454950,0.25037037037037035,2d49a266c71a4951e307c46373024b9d0ef9bffbe8308ea26249b7980cc70e03,true
q8-27,ykhs7s2dck,113906,454950,0.25037037037037035,353fdd59d386a8bb8389064df365ff2fed97576f9657d8ebadd7b220d572de08,true
q8-28,ykhs7s2dck,113906,454950,0.25037037037037035,36578aa15d29935bee74f78fd8c70b1d1eda192a0351fcd09a7a64bf0145f8a0,true
q8-29,ykhs7s2dck,113906,454950,0.25037037037037035,a045503c873623a376bb0a7006d960b7c5ae3a2524437cc270818741d9d4ae94,true
q8-30,ykhs7s2dck,113906,454950,0.25037037037037035,a748db79043db00d9beaffac7b756f36c304bf2d30304c180800d5fac940385d,true
q8-31,ykhs7s2dck,113906,454950,0.25037037037037035,0e06e7dbb9b15462997ce983fbc8934603c8b57b3ba89d8603722a702435f2a9,true
q8-32,ykhs7s2dck,113906,454950,0.25037037037037035,824b6222e28dd94d5369f6c8c7edab684cd9001e049a8e55341899ce8cf894ec,true
q8-33,ykhs7s2dck,113906,454950,0.25037037037037035,5456dfeebfc4663a7d7872e8e7b29aabdfada28613d411c2c84509d8f84c1b18,true
q8-34,ykhs7s2dck,113906,454950,0.25037037037037035,42e1d9053e14d719baa8879420adca0162ff944eb5b38919e71cd48572f29c4c,true
q8-35,ykhs7s2dck,113906,454950,0.25037037037037035,975f249a8624c876391024c3b22cc19a2c31e1408eb5043fdfd6606f7affd927,true
q8-36,ykhs7s2dck,113906,454950,0.25037037037037035,a32f6f4259df865ba28db02c2445864a9f6120d64f38c2c111cd94d9c6fdba97,true
q8-37,ykhs7s2dck,113906,454950,0.25037037037037035,b965750fde271bf783657b307f0d3b0138c9b7882b5baa7974c4d06cac50c2ca,true
q8-38,ykhs7s2dck,113906,454950,0.25037037037037035,97a0d7eb2acf765a6469b19c1a3dce87c662e758680dd6943b928d3616bd0c34,true
q8-39,ykhs7s2dck,113906,454950,0.25037037037037035,36511391d88f7a296981694686538ab52ec7295874fc45a8ba88b5993fa5d9ab,true
q8-40,ykhs7s2dck,113906,454950,0.25037037037037035,d28c6a715f30594a93954d479a173114c0b4e66b04f63bd7c9c2d6032610172f,true
q8-41,ykhs7s2dck,113906,454950,0.25037037037037035,aa4ec0834adba996721e9a5e591d999f998b46594fb89f7e54a1af9c0065b10d,true
