initial_checkpoint,current_checkpoint,metric,statistical_unit,contrast,left_source,right_source,estimate,bootstrap_mean,ci95_lower,ci95_upper,fraction_above_zero,bootstrap_replicates,seed
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,positions_only,positions_only,zero,0.9455481451914126,0.9456142072154711,0.9395944662076926,0.9500938014909716,1,5000,20250826
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,real,real,zero,0.9371165817185295,0.9370953876688938,0.9345083970983911,0.9396130991550788,1,5000,20250826
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,real_minus_positions_only,real,positions_only,-0.008431563472883097,-0.0085188195465773,-0.01385094783412924,-0.002217943971570561,0.0054,5000,20250826
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,real_minus_shuffled,real,shuffled,0.0113843086344525,0.011341501166030084,0.0049325739518401865,0.017838211650549184,0.9994,5000,20250826
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,real_minus_static,real,static,0.004718586400895508,0.004716733160458491,0.0003338443406572495,0.00925958198778457,0.9826,5000,20250826
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,shuffled,shuffled,zero,0.925732273084077,0.9257538865028637,0.9200841309869017,0.9313755141329605,1,5000,20250826
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,static,static,zero,0.932397995317634,0.9323786545084353,0.928558918048571,0.9360308819415267,1,5000,20250826
0.03125,0.1875,rank_spearman,physical_specimen_within_domain,teacher,teacher,zero,0.4053439769310774,0.4054333138572152,0.37176563149240044,0.4395681460515266,1,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,positions_only,positions_only,zero,0.7335029711611488,0.7335678552994452,0.7203501887009329,0.7467569950850756,1,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,real,real,zero,0.7421182752540765,0.7421396087836454,0.7326010595443146,0.7514583572126793,1,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,real_minus_positions_only,real,positions_only,0.008615304092927656,0.008571753484200173,-0.006368547316272649,0.024119216160407096,0.8586,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,real_minus_shuffled,real,shuffled,0.046099489113526904,0.04603455148269238,0.030629541255407396,0.060859667432804763,1,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,real_minus_static,real,static,-0.0504748172997066,-0.050331093619101236,-0.0663474154954109,-0.034358131935914984,0,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,shuffled,shuffled,zero,0.6960187861405496,0.6961050573009531,0.6857394942029751,0.7070469863126121,1,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,static,static,zero,0.7925930925537831,0.7924707024027466,0.7793547381317215,0.8056540771290747,1,5000,20250826
0.03125,0.1875,top_k_jaccard,physical_specimen_within_domain,teacher,teacher,zero,0.30720882736705496,0.30729110632777606,0.29358012161845737,0.3215881760337494,1,5000,20250826
