method,seed,outer_domain,inner_domain,pca_dimension,mae,fit_domains_json,fit_sample_count,query_sample_count,pca_state_sha256,ridge_state_sha256,state_sha256
pixel_shuffle,20260831,yfxyg8jm46,cgtnjyggtm,8,0.13417452069929914,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,49,7632f86954508af793ff4e6c31b969fcad03f6ab9c1e671832d285919f393ee5,04d6c38f3bfdc5e8c38eb9b147d6574e77d9992babcde44911fd776850002fff,e0ae6b6fcb6dc0ba6983b54fe9aeac5e642ae5ff89a5d4d145d8d337be22cc8a
pixel_shuffle,20260831,yfxyg8jm46,w68dtmpfyf,8,0.09091754139043605,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",191,43,ff9da81dd51231d1c6a611b62c1cfbe45c536cabbecbb391eb01e6f0c8c22a32,2d84de6b0c05e98ec23fa8cee67e1131cc5a1bfa0fb2652959cd79b6734c289e,b5f1aab948aeb5d1b5671f72677568fe041db933f4f38de64dd9eae148f03efa
pixel_shuffle,20260831,yfxyg8jm46,xcmzfsbd9t,8,0.12647844088573945,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,59,c3f6f04e27a0dfa4b281dec3160702bb375f380af52ca1beda1ceff874d439fc,38fcc166883fc3d56afca2dc180383403c72e1afc5656a787443fab60a439f93,e7447c5fe3fd49264147e5e687c8cf00cf8e4970187e8da2418dbe7adf3b53aa
pixel_shuffle,20260831,yfxyg8jm46,ykhs7s2dck,8,0.35533516527476244,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,38,af9079a323f7edeb39809b76d448960a561dfcd4374daea1b8fbfd1076e54a03,45ee39a719b93aa0c926149246db2d1cf42bed5223def1e4cb1f155dd6db1d01,a39d2374a025b5f8951f55b778c014b72c894a2d2a2ee801ff708a407ba364e0
pixel_shuffle,20260831,yfxyg8jm46,74t7kcdgkr,16,0.12196952210450676,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,45,22d37eec0b5a3b5a752858ee938efe7343db4650ad2a5a5b268b0aaeb9efb8fc,3071e8e9382e3379fa86c4d258152e1cb4b7c21ae585c367db245ed03e40c49c,9ba42a666dcb62c1f095c0a44ba76e5a27a7047f07c099ff490595497f97b4f0
pixel_shuffle,20260831,yfxyg8jm46,cgtnjyggtm,16,0.13645615391036162,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,49,ce87671b1df6c23ca83a0011215e72617dff7f4142866817c3ad10502604fcba,3386a5e7d4d7640ca27a2e401d0ab841fe602bb7ca7fa709cc7e88ee44abae90,32cd35c4460dd37be1eb731b502cbeba929878fb95e56be6d77b4dcf43b71a5d
pixel_shuffle,20260831,yfxyg8jm46,w68dtmpfyf,16,0.0865178819334606,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",191,43,a6c71e5da5f14ccb18c4e0712db87338e6e4e340723f3ee9e1e5fb5a1c1c184c,2d2c3692dd30bba208184f0d5e7f6e91afbb68f768da0ed5fe012d5583fe66a0,001dca3e50655372e084a3e5628592b6cea0454f1ed1a24789b6fa3b7d7f40ce
pixel_shuffle,20260831,yfxyg8jm46,xcmzfsbd9t,16,0.1375414135166413,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,59,0d8e5112edf1f13c9c8c395837d7f421d114f904bcffb1f5900ab00df98aa9a8,3f197596232a0616c19c8a2f486db7dc58a9457b775c74d6b5fdc1803b1997ee,3aaa2bc37d7dacc90af42648b2bdb159f6fc9799afd95ac73fe6a07de9f61362
pixel_shuffle,20260831,yfxyg8jm46,ykhs7s2dck,16,0.33039069009351524,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,38,37066daf1c54c1f53fdeea20c8f2153394c84aa6d577665d42c38699079000d7,107f2d8f88935cfc571e286ea81eab5aa1f9c3eac5064b625ace027ee143de17,9927e3dea431126436ba5e501dcba5a2ed939bd9f0d6911a7861481321572479
pixel_shuffle,20260831,yfxyg8jm46,74t7kcdgkr,32,0.1077451548734705,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,45,651b43da4457d13d2b8e576f9de4b98e72da94e4c93acc996d01e5f48a21b2c5,1bc4069592e39cc2a4b5b19d1bbe88786cecdb275ebe9c2cae48afab3cb7bcae,e1d7bf3b9a549796cb8670cf9b4c0dab3ce04bd2daa0b16faf41fbac93133ab0
pixel_shuffle,20260831,yfxyg8jm46,cgtnjyggtm,32,0.13675580845537177,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,49,0a0fbf059561bd212819eca226fb102982751bac81a88160789cfb67618004aa,7a6774dcc4330e4b2b4ddccb7791167511c027536e5a97463c8392ab16961eb4,9ad496b90fcf23b488e35147d08318897a157498e996f85ecd8b7679aabc8cb2
pixel_shuffle,20260831,yfxyg8jm46,w68dtmpfyf,32,0.10838932267208212,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",191,43,a03662825e515d4bfd652d182a240a957a747c28416af0e46755e89fae01f0b0,1b18a9356f541a8e8e3bee7198e649182bd8d3598f6a633ab7b4f7fa18b68658,88e769f04c4934412805da0baff7225810bacdcf3448032af3a53b483985d984
pixel_shuffle,20260831,yfxyg8jm46,xcmzfsbd9t,32,0.14856923573069492,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,59,b3cd5d6a2696a29b9d3e3b82c4432c8b910f9d592ab8a1b2cfd621eeffee3a7b,f277422e7653c87724423f3c9ed09badb18c13e96e846159a1613f5d685f0eb6,a1cb4224bd6f90598ee264b93f6a4d8d591d71021ec353a5e6e56436e59093b6
pixel_shuffle,20260831,yfxyg8jm46,ykhs7s2dck,32,0.3323612502738667,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,38,7b3a8a94541df9c229af90eaf5c4edbd0c59c9ac9d71be2692d92a73f2c528ba,04c318edc07e8345bda30a9c3e6d0a675f521604d12b8b3607cb7f03e507f950,bad07c8a072f18649768542caf72a82e005dfe82f97776867193fba0ffcc76a6
pixel_shuffle,20260831,ykhs7s2dck,74t7kcdgkr,8,0.11397166519396582,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,5ad19f193b7ece8b464e08b18970f6409a7e702a4890245da8c2ee95cf930264,f9a54f8703193a17f75c63be0cd1f9e42c00fdb75ee7c2779797fceab8e584c8,d81f1d85b8637f08008f3338c29a392075be0b07cd419fe8701c12ea416a9ce4
pixel_shuffle,20260831,ykhs7s2dck,cgtnjyggtm,8,0.13479488054395075,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,34dbb4518899b6ada4b52eb24721aac5be4bf9153b207ddff98f1777b2e8e776,045cce0506fe5a3f90cf99552a23f8e9f2891041d0c104e90bffead0f2ecc7eb,2678fb7da09fe70ce45127e39debd398c6bbad30c766917baf9822705062e0a4
pixel_shuffle,20260831,ykhs7s2dck,w68dtmpfyf,8,0.11912707644656143,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,6484c9b912da2d2b004d4e03254e312e04a30e3616532b63f43e183d7224b0f4,f740a594433170643a18b924d2f02361ad60f29ce21702954cbd5945e4ba2be9,d2ff5f1703ed2082419cd672ee203706dc55a09531a51252ed52e1285dba29e5
pixel_shuffle,20260831,ykhs7s2dck,xcmzfsbd9t,8,0.12620755152341245,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,8b80a72d313475015a5d60709edc7eb4c16aad243f460bbcc96a9d9844497576,beec1f135eb901189df727a730d346653b4ac4eee4d6090fe90edba4d5d7ff2c,0582de4a1c401e3ce210d404159185a77cd92c96a687783e6ff437d5ea253ecf
pixel_shuffle,20260831,ykhs7s2dck,yfxyg8jm46,8,0.14920817524547253,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,53ad527d371ba78f1304d7a9cbfbb80af74eab26f606a8ad535523231a7a879c,45ee39a719b93aa0c926149246db2d1cf42bed5223def1e4cb1f155dd6db1d01,76684b3d4fc0d06d93152c9564a94ec36e80df59e9c32100f74df6830e912104
pixel_shuffle,20260831,ykhs7s2dck,74t7kcdgkr,16,0.10608295056306931,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,013a77b80b1cdf207fa121d2e0a431189d0d432e1e4612dc0d0c8639d80e425d,a0750e2b37c0fe6e7d8b5cf84af745f916559e5129be9b17fd328a67a93c3499,cea69c0e6177104c6a5601bd48ffdf65eb7c9e1a662068267e69ec76660f3e27
pixel_shuffle,20260831,ykhs7s2dck,cgtnjyggtm,16,0.13697576172816575,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,9857da974aa42d01f4980238de4b1aa80749b3f926ffca8cb694ff0ad91b52d8,51ee32f2382eeaf2192006aae2611c99491e2570d3345cf98c8c02282fb37952,fbd2e3433b2a99138bd37e199d7ddae1a61eb1ec0897be6c3988f63bc85e0b48
pixel_shuffle,20260831,ykhs7s2dck,w68dtmpfyf,16,0.12071913808392744,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,48214e82378ac7668d42783936a70dd0b367557c32230c1bd40fc48c72e8a19e,0d737cd82e0474573eeeaff109f981af3f9811887c18279ccdcb0e7d68db789e,bc4be50d574372cde11dd991ffe0afacd618263097a1a32c4f6ba0e608bef61e
pixel_shuffle,20260831,ykhs7s2dck,xcmzfsbd9t,16,0.13283801409026388,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,2c18090c865e2f30f7e29677dd56a3b736dc049d36c34e7877b1a66d3ce702e8,b6564275731b1318757f586bd2675bd2b720c81978e536e540eb790b19334e9b,72144d72c5b91c91b1eca59a90cad3b575f63126a2ff207401cd13c920fc1c17
pixel_shuffle,20260831,ykhs7s2dck,yfxyg8jm46,16,0.15426899997270602,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,487f44803e05343bf10b53b8c6b5a0f2f38f0c6d196e452633994ef9ca5468be,107f2d8f88935cfc571e286ea81eab5aa1f9c3eac5064b625ace027ee143de17,11e961b43d75c850438689a752c7b6509ca3b0f83e54fbee0b889756a946ba78
pixel_shuffle,20260831,ykhs7s2dck,74t7kcdgkr,32,0.1356012515764908,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,ffdee14be29ca387b126a8dab3b28dfe3cdde7b28eea21994919b5510f159d40,4b73ba002d4f557e73a71712f50aa4b076b1dc27227fa6fcbb1d6f5c02739a62,3ad8cbb9dd9928cefca04155d8518103df1dafba98f695e1f984b1450c3f9636
pixel_shuffle,20260831,ykhs7s2dck,cgtnjyggtm,32,0.144752562358626,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,15735ee5df614b4a0713080152df007ca8454c8f1234fce8f31bd397cc4447c3,84e768e94ff7efeb8fa6adf9b8bb7794f9711ea708097cd39c4db008d35cb5bb,fa54a1f4b09016455919a85cc4ee62ee4e579645a19a78a88ae60f28ba939dd4
pixel_shuffle,20260831,ykhs7s2dck,w68dtmpfyf,32,0.13451412024844867,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,043a4aa683ebfe6e30d9135a47da73be4a16f67f3c8dafe03819b407a57c3112,b16fe2e0c6f9a64ea193f01a1422033e3d8cd9b93b7ab344d82bdcd9d9040cf8,871e4c207e52b00524fbc11a3b9c416418ffe9846df25334443e536dbd929910
pixel_shuffle,20260831,ykhs7s2dck,xcmzfsbd9t,32,0.1823083377756309,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,e313ca1904d27833ae849fa3e4e9db00c5d391aba62529d6b4cf329a61ac3571,51aabff23a3e0241b665e4185261d62bc421e34e95db710331fb2f8411669e1c,4385ae5915103472d171e1240f8004589492b0f037015d38502cf32e4f99f415
pixel_shuffle,20260831,ykhs7s2dck,yfxyg8jm46,32,0.15812716591514264,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,4d245b7450501e1da869be54a4e1fec43e1ab07da506b6aab70c31d7f8deab13,04c318edc07e8345bda30a9c3e6d0a675f521604d12b8b3607cb7f03e507f950,3730a27964cbf4e1f68d817bf53eb167689d12b23288df7119176478ed273727
pixel_shuffle,20260901,74t7kcdgkr,cgtnjyggtm,8,0.13740258583723372,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,bf691c5ebf1a8f50f76205c554f0888f9dc0f5b5961a6d58e6ea383e62e39208,7079c137974ac4dabc0aee4945d2e795a771670159f1314123b4ae4085c6c0f4,d0daea032ab39c8728011a8613d4b22d26aa627f5466f81150bf4abd1831beba
pixel_shuffle,20260901,74t7kcdgkr,w68dtmpfyf,8,0.13442558909549535,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,db090cf57a05366f52a442aad142b39b1007497901b6b66acde0d26a2c988afd,95070e44b0790ba2345f111180e24526267a118cca9bed785d8de31a7e59aaa7,25f75ab62a07dfd1590785846889b7159beabce5e58939cd47303054b14d7097
pixel_shuffle,20260901,74t7kcdgkr,xcmzfsbd9t,8,0.1546703102797847,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,1bee5fd89c486b5f7de1f01849468484710beba226c692ee056a10f7a3c6e3cf,9d08a579e05a39200259bb39e4a527f139ba54de7d9c9a0b49dbad4af715a607,bad1a887e1174104d707b6d4ee3f69ab7b3baf4cd26644532e46ba54cb4bfb7f
pixel_shuffle,20260901,74t7kcdgkr,yfxyg8jm46,8,0.15200877179230765,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,fcba121ff5260b6a849a860ab6390cb1c033606fa14d99fb7059846542a03b9e,765de3a80621502063cfff05d187e2aff02b25f7749aeee9e483549f73d161be,f2409be51ff1c4d487024c61b4e20c456528b59f97a6482a9608d3973d3726b5
pixel_shuffle,20260901,74t7kcdgkr,ykhs7s2dck,8,0.25149058460422125,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,22d0703e69400858be53257d770a98d93e1026b6cc0690278b1c2eb4af17911a,8e9857c626bfd51f3ad92497dc03f26784fb1e9be3bc58a7f112d40299e583f9,719ad8190be0734660877056a681820db9b609c24c58d1f9ba9dad8edfe87d07
pixel_shuffle,20260901,74t7kcdgkr,cgtnjyggtm,16,0.14005946824460802,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,660b13a8b14e0bf292119b13f9dd7765a5dcba376667216f15c983f43cc06bc8,7d0c98fb29738c4793967d60bbb85939a3e5e3a18f4ac0056f28efbe168e8fca,8bbcde61688823fe1b307f0f3ad5d640eef81c8302d30258bef2089669cedb95
pixel_shuffle,20260901,74t7kcdgkr,w68dtmpfyf,16,0.13396162860978336,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,ab71e9b52409350caa0cfeb851325b8ca66354d20a50d53fd9328ba08b5deeb4,f302df66655bbef96bbcd7c3c738b30c16f79374c3f3f28265e28af1b5f5c49c,c44ece6f14290a29bd2c21298e8f14c0b69d306cbd44fc210bb3b8ceeecb3ed4
pixel_shuffle,20260901,74t7kcdgkr,xcmzfsbd9t,16,0.13490911535564257,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,3f590c94ec3dc8b3a401a1d3421734fb06be010ad562e556b93e0b32485f9b9b,56afab7a732780cff2e120eab72138289f46109c76fa91b7b49394f885927e7e,fb7271403311ac8738e705ec3d3d313ad72aa8044bdbb3482b96e478a1be7479
pixel_shuffle,20260901,74t7kcdgkr,yfxyg8jm46,16,0.15506854854225077,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,b8a3f142ec8ece3bcb03f08f5742eb812ceeee0aa90bf3405f7e753729b19732,e6f606d24769b557a18851775d6438bf7e8d2455f761d77bc7b7d32709b30106,a79b116128ac416a74d84b4e1c5f6839623b3594ba23fcf5211ecfb5d11d13cb
pixel_shuffle,20260901,74t7kcdgkr,ykhs7s2dck,16,0.21501139075623704,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,685323bb6099f106596403d03576e31c166abfd699c8e3dfc7f502994dedf28d,d2c480487e758cd7d2ee1bc2e9f9cfc3d0c1dc0a936f1baf4e983a9d4ed81e92,ef130fecd705debfb5cca6361dd802f7efbba289f61036a82531b52e2bc8d570
pixel_shuffle,20260901,74t7kcdgkr,cgtnjyggtm,32,0.1429825837782734,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,d8e0fbaabdbc6416629773b1477b013fd62bc0480f5e308bd5c5428422d1ce5c,35362851c14eec4293f40270bfafd50a62b81d600fd46b2c03c37c4f20096220,f34a3b0146a2711b81186401679a2ae3960c905dd857db836cbd69381e053835
pixel_shuffle,20260901,74t7kcdgkr,w68dtmpfyf,32,0.13889251526636875,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,0a5eeea1863de60e8b15681da88dfd6a9da3977688a0b6916bd9d88666cbfc15,6dfec7804141ce017644989909ae5b84bb8fbf344c8436c875329ffbab1e0bf3,306e278faf6dfdfc8738f2afcf6bcd9b8a1d78e6c67cdcd205e0efd2292f0972
pixel_shuffle,20260901,74t7kcdgkr,xcmzfsbd9t,32,0.20895666374670793,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,da40cc3af04e33b6af26665c2c94377ebdb04e56422608d893779237f16ecdb5,d2d22dfbffa41b19dcc2e2970e6906dcaeca6ab50cb8a009ebde174c19f50e14,e13e8949b379769bf06f3676f6452bf1862b2a52c8c15adced504dc621f6a6e6
pixel_shuffle,20260901,74t7kcdgkr,yfxyg8jm46,32,0.17288199485923428,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,5f1e7ea63c61a7ebc6bc6f0980fb21c9f7ca875897c746866522a6b55d4935c9,a5eb7a06840b79eb1c1b68ce0b64ecab9cc04d1d453a964beb3b2f33095e27cf,06f23f491d820849c15c89ed0d564a697d39adbdc8b4fef4e4c69ae9cfb00d48
pixel_shuffle,20260901,74t7kcdgkr,ykhs7s2dck,32,0.3436888037570839,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,71917a545379e6c69c4d69efdce8d81a5d4fe81191fb89a70cb0597abca694f9,2405d2d4baa1869de173189ce3428fba78bc50ffcc8dfd8a3585e025c38dc359,41e8ece1db73c88eb95cce527cf8835726777ddad5658a0cea70423640c1c95a
pixel_shuffle,20260901,cgtnjyggtm,74t7kcdgkr,8,0.22938015801190836,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,45,9c00880465dedf308fd9a9783f8a93517629f41e51ec21c0ed2b8fa3f6f597c4,7079c137974ac4dabc0aee4945d2e795a771670159f1314123b4ae4085c6c0f4,23f43ea80a7b3c37676c549f52bd53e0911c7136415a2d56d25fbd49c372855c
pixel_shuffle,20260901,cgtnjyggtm,w68dtmpfyf,8,0.21133995750927925,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",184,43,a909c0103607f64c3f7c294ada638f823e51bc4916fc64378b816cc74e2aae4a,9c30657194d8236be49a6343861f1b2cdd00bcd23955cdd2c5dc44705dba2539,a705cc12494dffc07256f287b73048226cb18a157062bd8ed4900e2d0f0fd239
pixel_shuffle,20260901,cgtnjyggtm,xcmzfsbd9t,8,0.13981800614562076,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,59,cec004257610ed7e46657b2064881c19cd474ac862d3ca3039dd926041b5faea,a23759e1501b122329f436b1c7574b1a0cc8b047280e66751d7ffa72ea60d879,f66e0a0636f119c26aa5bd442240eb77df8c2bb7f5969d6e07b32a7ea1275f17
pixel_shuffle,20260901,cgtnjyggtm,yfxyg8jm46,8,0.17750492649086694,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,42,0bfa1da0bb7fa94d33424f5c771ce127437c557e6f10dc162b5b2d3aaa0e0e24,a938132ef3d7d48db1f4359d12e1a017da66d34f45a0d6b64c1a0d1b40b16496,f9bbd5ee3492c77b457b41d4c0066d1d67fa2228125f8c2952d77332e1324115
pixel_shuffle,20260901,cgtnjyggtm,ykhs7s2dck,8,0.533462414402272,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,38,eeea0b47749252f8d62b67609c515433aa1a3184c275b24e6f6129b3c02403fd,95acdfb225aabf98eec040b55ca617523c9b3c5e3750f6724d2e5e7f75a74a26,058b35e47bc6b38174062b683d7dd6d7703d8bc6e2a1dfbd7fae4679adc46575
pixel_shuffle,20260901,cgtnjyggtm,74t7kcdgkr,16,0.22470946395412852,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,45,7bee264d4b5ec53385099b6c77b9ef525bf29578651d33b08f37aa673c1f2f8c,7d0c98fb29738c4793967d60bbb85939a3e5e3a18f4ac0056f28efbe168e8fca,40b8e88ec9150d65892ff0a8bfc44cdba5ca2cb9daa1aff0f0bfded493d1dc8b
pixel_shuffle,20260901,cgtnjyggtm,w68dtmpfyf,16,0.2085921331810462,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",184,43,59eb47b8f09e9e14fe5e006d44f210a2d400f28c2440a7fae07beaf50c759d30,d67236df654d4664a92a8eafb886d1946a2ca03872cbd120989adab6067f5131,016823b5617af23c21303df94bb6ea58bc4f1a391074f3edf306e21b0cf8beb7
pixel_shuffle,20260901,cgtnjyggtm,xcmzfsbd9t,16,0.13897332648318536,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,59,c07f4503c635ffb4d9334406e30c26b63978305890dc6c08790159477407d84b,998d65cf6b2a33204647245a5557e5e92e9210ed6d68dbe46c94f960e2597581,5d67143bee2a74b2b93d049afe866c735b2b5c4e98802ed2ddca366207804a9a
pixel_shuffle,20260901,cgtnjyggtm,yfxyg8jm46,16,0.17560487422196522,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,42,87ae4b46648f04b9cb1bc054acad56637a3afc426929702f67c944f9ce8e2745,06b16604911048f983322e2cba00a9bde7918aba986b67c2e50e0fa02f914b1c,361726203d50e3bfd3f37808c15eeb61c107eae1b86e35e1114439f081193802
pixel_shuffle,20260901,cgtnjyggtm,ykhs7s2dck,16,0.4968589340669565,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,38,0db78ca00663c0b4f60ff7510d6ea46413dc9237c5cae18f58c616e3ee28b069,b9745426355b98648edc53270f8b165b869b2db3c42294c1acb0ae526201991d,98a3d7ecb7eed86105d16a66dcf5775d1f9edcb1aa840ab8763cd0732bf1534f
pixel_shuffle,20260901,cgtnjyggtm,74t7kcdgkr,32,0.20796642285958175,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,45,486b2a3ffd4cb861001c168d834cf6e45a4b21b36ec5006232d3613a0705d066,35362851c14eec4293f40270bfafd50a62b81d600fd46b2c03c37c4f20096220,0928b2040e3da79e60a8060c6603a56daac3bd119c0dd69afd9bfacdd7ddb40c
pixel_shuffle,20260901,cgtnjyggtm,w68dtmpfyf,32,0.2075523714466897,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",184,43,67fb52f51ff76db1b075e8af5a70506812c92326df0bf53f6637bbf55b74a814,6568808a5f3c7d3f3fdf18ead8527e90ba66496441ee2333615476429c6a78fb,aa2f821d9d841a1129023ea2f773dac4cd31d9afacb0aeee54acfe7e8f5ded3f
pixel_shuffle,20260901,cgtnjyggtm,xcmzfsbd9t,32,0.13133316669386674,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,59,5a7afb6b35ac2bf2614da09c5f35ff14f2101bab931cd0effd52e591663b248a,1ec66832e63c5447d853a3e319de11297266c1a8a49b2e54cf8c1f8d8386ca2f,ade8c20a13f877d6b65a9ffbe0be8f09b35f289699100fc7b40a3e85bb1a6680
pixel_shuffle,20260901,cgtnjyggtm,yfxyg8jm46,32,0.1800353829226983,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,42,d084bb5802548af4e59a22d239ea4f3c79dbbb756250f000d1b051ce190584f1,128637f1ec9731fb7efb81104167d58c23793d7dd8475f822085e887885119f0,549fcfa30426dda6d4bf3a2d1d870b419a6355086ad5ab3a2fb19be80a2c45e2
pixel_shuffle,20260901,cgtnjyggtm,ykhs7s2dck,32,0.5307487426183632,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,38,62fffa39eab63875022e340442f698ded65c8882eef74b2583f3ac90c676f630,83a102be7e01da47e0a401cd1142f8fd6e6f756f424272d054e82ab29803e0b2,9292101948bbe2eddfa8949ec44adc2e3dfe1ebfffdf18d10ad81036af47480c
pixel_shuffle,20260901,w68dtmpfyf,74t7kcdgkr,8,0.15661617059267163,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,45,549da60d8f84cb571156fe20e6216fb42aaefee946b77efd1fd20906aa642a54,95070e44b0790ba2345f111180e24526267a118cca9bed785d8de31a7e59aaa7,11d623f35cad20bfaaca50458d35b4dc36640bfcbc4804a9932c397e54b5e56c
pixel_shuffle,20260901,w68dtmpfyf,cgtnjyggtm,8,0.20750750930406114,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",184,49,199a497a48b18774126d0575fd2be25af50bb7aa03bdf04e86de93e4bd698a8c,9c30657194d8236be49a6343861f1b2cdd00bcd23955cdd2c5dc44705dba2539,8cf44120047e2570f2b956890f4e90d7c8e85e469c958db5f5e8c27d771ed201
