method,budget,mae,rmse,r2,actual_cost_mean,actual_cost_min,actual_cost_max
CENTER_FIRST,0.0,58.55099456787109,75.77750820151908,0.4287998792276081,0.0,0.0,0.0
CENTER_FIRST,0.015349808562478246,56.42819915771484,72.93971611931403,0.4707805616348445,0.0006139923424991298,0.0,0.015349808562478246
CENTER_FIRST,0.015509396636993076,56.42819915771484,72.93971611931403,0.4707805616348445,0.0006139923424991298,0.0,0.015349808562478246
CENTER_FIRST,0.015532544378698224,56.65634429931641,72.95594497839686,0.4705450360908052,0.0015459450052210232,0.0,0.015532544378698224
CENTER_FIRST,0.015694032311242993,52.38619537353516,72.32795454463147,0.4796206950201698,0.01567057408533972,0.015349808562478246,0.015694032311242993
CENTER_FIRST,0.015715280194918205,52.38619537353516,72.32795454463147,0.4796206950201698,0.01567057408533972,0.015349808562478246,0.015694032311242993
CENTER_FIRST,0.01588086602923398,52.38619537353516,72.32795454463147,0.4796206950201698,0.01567057408533972,0.015349808562478246,0.015694032311242993
CENTER_FIRST,0.015902366863905327,52.38619537353516,72.32795454463147,0.4796206950201698,0.01567057408533972,0.015349808562478246,0.015694032311242993
CENTER_FIRST,0.03069961712495649,52.24541137695312,72.25700243951717,0.48064115516029493,0.01628456642783885,0.015532544378698224,0.03069961712495649
CENTER_FIRST,0.031018793273986153,52.24541137695312,72.25700243951717,0.48064115516029493,0.01628456642783885,0.015532544378698224,0.03069961712495649
CENTER_FIRST,0.03106508875739645,51.74700775146484,72.1528575712656,0.4821371922891067,0.017216519090560746,0.015694032311242993,0.03106508875739645
CENTER_FIRST,0.03120342894823607,51.68550476074219,69.90488321502568,0.5139032928531069,0.03117497606385452,0.03069961712495649,0.03120342894823607
CENTER_FIRST,0.03138806462248599,51.68550476074219,69.90488321502568,0.5139032928531069,0.03117497606385452,0.03069961712495649,0.03120342894823607
CENTER_FIRST,0.031390262666227055,51.68550476074219,69.90488321502568,0.5139032928531069,0.03117497606385452,0.03069961712495649,0.03120342894823607
CENTER_FIRST,0.03143056038983641,51.68550476074219,69.90488321502568,0.5139032928531069,0.03117497606385452,0.03069961712495649,0.03120342894823607
CENTER_FIRST,0.03143491124260355,51.68550476074219,69.90488321502568,0.5139032928531069,0.03117497606385452,0.03069961712495649,0.03120342894823607
CENTER_FIRST,0.03157489834047697,51.68550476074219,69.90488321502568,0.5139032928531069,0.03117497606385452,0.03069961712495649,0.03120342894823607
CENTER_FIRST,0.03180473372781065,51.68550476074219,69.90488321502568,0.5139032928531069,0.03117497606385452,0.03069961712495649,0.03120342894823607
CENTER_FIRST,0.04604942568743474,51.54742401123047,69.97897207025825,0.5128723653455076,0.031788968406353646,0.03106508875739645,0.04604942568743474
CENTER_FIRST,0.04641489731987469,51.54742401123047,69.97897207025825,0.5128723653455076,0.031788968406353646,0.03106508875739645,0.04604942568743474
CENTER_FIRST,0.04652818991097923,51.54742401123047,69.97897207025825,0.5128723653455076,0.031788968406353646,0.03106508875739645,0.04604942568743474
CENTER_FIRST,0.04659763313609468,51.57550262451172,69.95279111890751,0.5132367913673823,0.032720921069075544,0.03120342894823607,0.04659763313609468
CENTER_FIRST,0.04671282558522914,51.57550262451172,69.95279111890751,0.5132367913673823,0.032720921069075544,0.03120342894823607,0.04659763313609468
CENTER_FIRST,0.04671282558522915,51.57550262451172,69.95279111890751,0.5132367913673823,0.032720921069075544,0.03120342894823607,0.04659763313609468
CENTER_FIRST,0.046780368952314653,51.57550262451172,69.95279111890751,0.5132367913673823,0.032720921069075544,0.03120342894823607,0.04659763313609468
CENTER_FIRST,0.04678907065784894,51.57550262451172,69.95279111890751,0.5132367913673823,0.032720921069075544,0.03120342894823607,0.04659763313609468
CENTER_FIRST,0.046897461259479065,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.04689965930322013,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.04696745562130178,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.04708209693372898,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.04708429497747005,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.047145840584754614,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.04715454229028889,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.04726893065171997,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.04733727810650888,48.85898315429687,65.416245470829,0.5743242803143385,0.0468455501491942,0.04604942568743474,0.046897461259479065
CENTER_FIRST,0.06139923424991298,49.28377197265625,66.09566498340047,0.5654361430649386,0.047459542491693325,0.04659763313609468,0.06139923424991298
CENTER_FIRST,0.06176470588235294,49.28377197265625,66.09566498340047,0.5654361430649386,0.047459542491693325,0.04659763313609468,0.06139923424991298
CENTER_FIRST,0.061764705882352944,49.28377197265625,66.09566498340047,0.5654361430649386,0.047459542491693325,0.04659763313609468,0.06139923424991298
CENTER_FIRST,0.062037586547972305,49.28377197265625,66.09566498340047,0.5654361430649386,0.047459542491693325,0.04659763313609468,0.06139923424991298
