method,budget,specimen_key,partial_abs_error,full_abs_error,gap_mpa
SERPENTINE,0.0625,74t7kcdgkr:c8-39,37.48388671875,34.272247314453125,3.211639404296875
SERPENTINE,0.0625,74t7kcdgkr:c8-43,12.495147705078125,8.22113037109375,4.274017333984375
SERPENTINE,0.0625,cgtnjyggtm:q24-11,63.69427490234375,50.60479736328125,13.0894775390625
SERPENTINE,0.0625,cgtnjyggtm:q24-22,157.41070556640625,136.11361694335938,21.297088623046875
SERPENTINE,0.0625,cgtnjyggtm:q24-24,202.32373046875,136.93490600585938,65.38882446289062
SERPENTINE,0.0625,cgtnjyggtm:q24-30,26.62579345703125,17.6099853515625,9.01580810546875
SERPENTINE,0.0625,cgtnjyggtm:q24-44,57.24211120605469,35.23248291015625,22.009628295898438
SERPENTINE,0.0625,cgtnjyggtm:q24-47,31.611572265625,15.954833984375,15.65673828125
SERPENTINE,0.0625,cgtnjyggtm:q24-48,68.73008728027344,86.39570617675781,-17.665618896484375
SERPENTINE,0.0625,cgtnjyggtm:q24-6,44.745330810546875,51.736358642578125,-6.99102783203125
SERPENTINE,0.0625,cgtnjyggtm:q24-9,63.36041259765625,44.77290344238281,18.587509155273438
SERPENTINE,0.0625,w68dtmpfyf:q16-14,48.230438232421875,1.595977783203125,46.63446044921875
SERPENTINE,0.0625,w68dtmpfyf:q16-2,93.97653198242188,65.98843383789062,27.98809814453125
SERPENTINE,0.0625,w68dtmpfyf:q16-29,5.708953857421875,0.1917724609375,5.517181396484375
SERPENTINE,0.0625,w68dtmpfyf:q16-3,72.37158203125,8.855377197265625,63.516204833984375
SERPENTINE,0.0625,w68dtmpfyf:q16-33,20.580413818359375,13.4556884765625,7.124725341796875
SERPENTINE,0.0625,w68dtmpfyf:q16-38,62.061981201171875,86.91232299804688,-24.850341796875
SERPENTINE,0.0625,w68dtmpfyf:q16-43,17.24749755859375,24.352386474609375,-7.104888916015625
SERPENTINE,0.0625,w68dtmpfyf:q16-6,83.87399291992188,87.81918334960938,-3.9451904296875
SERPENTINE,0.0625,xcmzfsbd9t:c24-37,71.96444702148438,45.913787841796875,26.0506591796875
SERPENTINE,0.0625,xcmzfsbd9t:c24-39,25.042526245117188,14.7996826171875,10.242843627929688
SERPENTINE,0.0625,xcmzfsbd9t:c24-42,7.379852294921875,1.78533935546875,5.594512939453125
SERPENTINE,0.0625,xcmzfsbd9t:c24-47,21.0169677734375,30.435546875,-9.4185791015625
SERPENTINE,0.0625,xcmzfsbd9t:c24-50,53.13670349121094,63.49839782714844,-10.3616943359375
SERPENTINE,0.0625,xcmzfsbd9t:c24-51,50.205413818359375,61.579620361328125,-11.37420654296875
SERPENTINE,0.0625,xcmzfsbd9t:c24-52,101.28187561035156,100.54997253417969,0.731903076171875
SERPENTINE,0.0625,xcmzfsbd9t:c24-56,22.050750732421875,10.77606201171875,11.274688720703125
SERPENTINE,0.0625,xcmzfsbd9t:c24-9t,50.050933837890625,42.31825256347656,7.7326812744140625
SERPENTINE,0.0625,yfxyg8jm46:c16-12,35.327423095703125,30.113800048828125,5.213623046875
SERPENTINE,0.0625,yfxyg8jm46:c16-14,22.43267822265625,75.1148681640625,-52.68218994140625
SERPENTINE,0.0625,yfxyg8jm46:c16-16,103.37091064453125,83.43072509765625,19.940185546875
SERPENTINE,0.0625,yfxyg8jm46:c16-17,28.934814453125,39.58477783203125,-10.64996337890625
SERPENTINE,0.0625,yfxyg8jm46:c16-24,143.18771362304688,106.78729248046875,36.400421142578125
SERPENTINE,0.0625,yfxyg8jm46:c16-39,28.811767578125,13.16387939453125,15.64788818359375
SERPENTINE,0.0625,yfxyg8jm46:c16-42,88.86129760742188,70.09922790527344,18.762069702148438
SERPENTINE,0.0625,yfxyg8jm46:c16-5,32.76123046875,1.26910400390625,31.49212646484375
SERPENTINE,0.0625,ykhs7s2dck:q8-15,6.705322265625,27.02520751953125,-20.31988525390625
SERPENTINE,0.0625,ykhs7s2dck:q8-2,1.7378692626953125,4.3756256103515625,-2.63775634765625
SERPENTINE,0.0625,ykhs7s2dck:q8-22,12.159194946289062,10.238296508789062,1.9208984375
SERPENTINE,0.0625,ykhs7s2dck:q8-33,9.472854614257812,2.6740875244140625,6.79876708984375
SERPENTINE,0.0625,ykhs7s2dck:q8-34,5.238067626953125,22.742568969726562,-17.504501342773438
SERPENTINE,0.0625,ykhs7s2dck:q8-37,43.2401123046875,55.085052490234375,-11.844940185546875
SERPENTINE,0.0625,ykhs7s2dck:q8-8,27.7701416015625,24.179000854492188,3.5911407470703125
SERPENTINE,0.125,74t7kcdgkr:c8-12,8.778182983398438,13.05218505859375,-4.2740020751953125
SERPENTINE,0.125,74t7kcdgkr:c8-13,125.33621215820312,48.41204833984375,76.92416381835938
SERPENTINE,0.125,74t7kcdgkr:c8-16,23.181793212890625,55.365203857421875,-32.18341064453125
SERPENTINE,0.125,74t7kcdgkr:c8-2,59.84440612792969,49.50349426269531,10.340911865234375
SERPENTINE,0.125,74t7kcdgkr:c8-21,37.985931396484375,40.40264892578125,-2.416717529296875
SERPENTINE,0.125,74t7kcdgkr:c8-28,31.298492431640625,24.069305419921875,7.22918701171875
SERPENTINE,0.125,74t7kcdgkr:c8-3,15.311126708984375,9.135330200195312,6.1757965087890625
SERPENTINE,0.125,74t7kcdgkr:c8-39,31.759124755859375,34.272247314453125,-2.51312255859375
SERPENTINE,0.125,74t7kcdgkr:c8-43,10.705520629882812,8.22113037109375,2.4843902587890625
SERPENTINE,0.125,cgtnjyggtm:q24-11,64.89381408691406,50.60479736328125,14.289016723632812
SERPENTINE,0.125,cgtnjyggtm:q24-22,171.17538452148438,136.11361694335938,35.061767578125
SERPENTINE,0.125,cgtnjyggtm:q24-24,196.51222229003906,136.93490600585938,59.57731628417969
SERPENTINE,0.125,cgtnjyggtm:q24-30,23.389801025390625,17.6099853515625,5.779815673828125
SERPENTINE,0.125,cgtnjyggtm:q24-44,66.02861022949219,35.23248291015625,30.796127319335938
SERPENTINE,0.125,cgtnjyggtm:q24-47,25.621322631835938,15.954833984375,9.666488647460938
SERPENTINE,0.125,cgtnjyggtm:q24-48,59.96330261230469,86.39570617675781,-26.432403564453125
SERPENTINE,0.125,cgtnjyggtm:q24-6,55.772369384765625,51.736358642578125,4.0360107421875
SERPENTINE,0.125,cgtnjyggtm:q24-9,66.28202819824219,44.77290344238281,21.509124755859375
SERPENTINE,0.125,w68dtmpfyf:q16-14,68.6878662109375,1.595977783203125,67.09188842773438
SERPENTINE,0.125,w68dtmpfyf:q16-2,85.39718627929688,65.98843383789062,19.40875244140625
SERPENTINE,0.125,w68dtmpfyf:q16-29,4.254180908203125,0.1917724609375,4.062408447265625
SERPENTINE,0.125,w68dtmpfyf:q16-3,46.785797119140625,8.855377197265625,37.930419921875
SERPENTINE,0.125,w68dtmpfyf:q16-33,8.256011962890625,13.4556884765625,-5.199676513671875
SERPENTINE,0.125,w68dtmpfyf:q16-38,61.874176025390625,86.91232299804688,-25.03814697265625
SERPENTINE,0.125,w68dtmpfyf:q16-43,8.1435546875,24.352386474609375,-16.208831787109375
SERPENTINE,0.125,w68dtmpfyf:q16-6,83.30148315429688,87.81918334960938,-4.5177001953125
SERPENTINE,0.125,xcmzfsbd9t:c24-37,77.0584716796875,45.913787841796875,31.144683837890625
SERPENTINE,0.125,xcmzfsbd9t:c24-39,21.262786865234375,14.7996826171875,6.463104248046875
SERPENTINE,0.125,xcmzfsbd9t:c24-42,0.509765625,1.78533935546875,-1.27557373046875
SERPENTINE,0.125,xcmzfsbd9t:c24-47,17.874481201171875,30.435546875,-12.561065673828125
SERPENTINE,0.125,xcmzfsbd9t:c24-50,61.04371643066406,63.49839782714844,-2.454681396484375
SERPENTINE,0.125,xcmzfsbd9t:c24-51,61.843597412109375,61.579620361328125,0.26397705078125
SERPENTINE,0.125,xcmzfsbd9t:c24-52,94.32331848144531,100.54997253417969,-6.226654052734375
SERPENTINE,0.125,xcmzfsbd9t:c24-56,30.524124145507812,10.77606201171875,19.748062133789062
SERPENTINE,0.125,xcmzfsbd9t:c24-9t,47.24085998535156,42.31825256347656,4.922607421875
SERPENTINE,0.125,yfxyg8jm46:c16-12,27.521011352539062,30.113800048828125,-2.5927886962890625
SERPENTINE,0.125,yfxyg8jm46:c16-14,30.3726806640625,75.1148681640625,-44.7421875
SERPENTINE,0.125,yfxyg8jm46:c16-16,106.75491333007812,83.43072509765625,23.324188232421875
SERPENTINE,0.125,yfxyg8jm46:c16-17,27.492706298828125,39.58477783203125,-12.092071533203125
SERPENTINE,0.125,yfxyg8jm46:c16-24,144.99514770507812,106.78729248046875,38.207855224609375
SERPENTINE,0.125,yfxyg8jm46:c16-39,25.998397827148438,13.16387939453125,12.834518432617188
SERPENTINE,0.125,yfxyg8jm46:c16-42,79.00039672851562,70.09922790527344,8.901168823242188
SERPENTINE,0.125,yfxyg8jm46:c16-5,29.402069091796875,1.26910400390625,28.132965087890625
SERPENTINE,0.125,ykhs7s2dck:q8-15,16.583343505859375,27.02520751953125,-10.441864013671875
SERPENTINE,0.125,ykhs7s2dck:q8-2,7.61138916015625,4.3756256103515625,3.2357635498046875
SERPENTINE,0.125,ykhs7s2dck:q8-22,15.035568237304688,10.238296508789062,4.797271728515625
SERPENTINE,0.125,ykhs7s2dck:q8-33,1.2046051025390625,2.6740875244140625,-1.469482421875
SERPENTINE,0.125,ykhs7s2dck:q8-34,2.5342864990234375,22.742568969726562,-20.208282470703125
SERPENTINE,0.125,ykhs7s2dck:q8-37,42.936553955078125,55.085052490234375,-12.14849853515625
SERPENTINE,0.125,ykhs7s2dck:q8-8,28.994842529296875,24.179000854492188,4.8158416748046875
SERPENTINE,0.1875,74t7kcdgkr:c8-12,8.63006591796875,13.05218505859375,-4.422119140625
SERPENTINE,0.1875,74t7kcdgkr:c8-13,120.09951782226562,48.41204833984375,71.68746948242188
SERPENTINE,0.1875,74t7kcdgkr:c8-16,17.419235229492188,55.365203857421875,-37.94596862792969
SERPENTINE,0.1875,74t7kcdgkr:c8-2,65.4674072265625,49.50349426269531,15.963912963867188
SERPENTINE,0.1875,74t7kcdgkr:c8-21,38.387115478515625,40.40264892578125,-2.015533447265625
SERPENTINE,0.1875,74t7kcdgkr:c8-28,16.779266357421875,24.069305419921875,-7.2900390625
SERPENTINE,0.1875,74t7kcdgkr:c8-3,15.50799560546875,9.135330200195312,6.3726654052734375
SERPENTINE,0.1875,74t7kcdgkr:c8-39,26.430557250976562,34.272247314453125,-7.8416900634765625
SERPENTINE,0.1875,74t7kcdgkr:c8-43,8.510910034179688,8.22113037109375,0.2897796630859375
SERPENTINE,0.1875,cgtnjyggtm:q24-11,69.03009033203125,50.60479736328125,18.42529296875
SERPENTINE,0.1875,cgtnjyggtm:q24-22,166.20510864257812,136.11361694335938,30.09149169921875
SERPENTINE,0.1875,cgtnjyggtm:q24-24,185.63719177246094,136.93490600585938,48.70228576660156
SERPENTINE,0.1875,cgtnjyggtm:q24-30,23.12646484375,17.6099853515625,5.5164794921875
SERPENTINE,0.1875,cgtnjyggtm:q24-44,61.32691955566406,35.23248291015625,26.094436645507812
SERPENTINE,0.1875,cgtnjyggtm:q24-47,24.461196899414062,15.954833984375,8.506362915039062
SERPENTINE,0.1875,cgtnjyggtm:q24-48,75.11376953125,86.39570617675781,-11.281936645507812
SERPENTINE,0.1875,cgtnjyggtm:q24-6,50.9849853515625,51.736358642578125,-0.751373291015625
SERPENTINE,0.1875,cgtnjyggtm:q24-9,64.16065979003906,44.77290344238281,19.38775634765625
SERPENTINE,0.1875,w68dtmpfyf:q16-14,59.792388916015625,1.595977783203125,58.1964111328125
SERPENTINE,0.1875,w68dtmpfyf:q16-2,84.54879760742188,65.98843383789062,18.56036376953125
SERPENTINE,0.1875,w68dtmpfyf:q16-29,3.534149169921875,0.1917724609375,3.342376708984375
SERPENTINE,0.1875,w68dtmpfyf:q16-3,37.252685546875,8.855377197265625,28.397308349609375
SERPENTINE,0.1875,w68dtmpfyf:q16-33,8.325592041015625,13.4556884765625,-5.130096435546875
SERPENTINE,0.1875,w68dtmpfyf:q16-38,68.4141845703125,86.91232299804688,-18.498138427734375
SERPENTINE,0.1875,w68dtmpfyf:q16-43,9.715972900390625,24.352386474609375,-14.63641357421875
SERPENTINE,0.1875,w68dtmpfyf:q16-6,85.41549682617188,87.81918334960938,-2.4036865234375
SERPENTINE,0.1875,xcmzfsbd9t:c24-37,78.894775390625,45.913787841796875,32.980987548828125
SERPENTINE,0.1875,xcmzfsbd9t:c24-39,24.155838012695312,14.7996826171875,9.356155395507812
SERPENTINE,0.1875,xcmzfsbd9t:c24-42,1.80523681640625,1.78533935546875,0.0198974609375
SERPENTINE,0.1875,xcmzfsbd9t:c24-47,18.578521728515625,30.435546875,-11.857025146484375
SERPENTINE,0.1875,xcmzfsbd9t:c24-50,65.19320678710938,63.49839782714844,1.6948089599609375
SERPENTINE,0.1875,xcmzfsbd9t:c24-51,59.8367919921875,61.579620361328125,-1.742828369140625
SERPENTINE,0.1875,xcmzfsbd9t:c24-52,101.38835144042969,100.54997253417969,0.83837890625
SERPENTINE,0.1875,xcmzfsbd9t:c24-56,27.266067504882812,10.77606201171875,16.490005493164062
SERPENTINE,0.1875,xcmzfsbd9t:c24-9t,51.433624267578125,42.31825256347656,9.115371704101562
SERPENTINE,0.1875,yfxyg8jm46:c16-12,29.24652099609375,30.113800048828125,-0.867279052734375
SERPENTINE,0.1875,yfxyg8jm46:c16-14,34.3863525390625,75.1148681640625,-40.728515625
SERPENTINE,0.1875,yfxyg8jm46:c16-16,103.92041015625,83.43072509765625,20.48968505859375
SERPENTINE,0.1875,yfxyg8jm46:c16-17,22.372589111328125,39.58477783203125,-17.212188720703125
SERPENTINE,0.1875,yfxyg8jm46:c16-24,143.05807495117188,106.78729248046875,36.270782470703125
SERPENTINE,0.1875,yfxyg8jm46:c16-39,23.095367431640625,13.16387939453125,9.931488037109375
SERPENTINE,0.1875,yfxyg8jm46:c16-42,81.42715454101562,70.09922790527344,11.327926635742188
SERPENTINE,0.1875,yfxyg8jm46:c16-5,28.697021484375,1.26910400390625,27.42791748046875
SERPENTINE,0.1875,ykhs7s2dck:q8-15,31.695571899414062,27.02520751953125,4.6703643798828125
SERPENTINE,0.1875,ykhs7s2dck:q8-2,5.910888671875,4.3756256103515625,1.5352630615234375
SERPENTINE,0.1875,ykhs7s2dck:q8-22,11.788986206054688,10.238296508789062,1.550689697265625
SERPENTINE,0.1875,ykhs7s2dck:q8-33,2.0419158935546875,2.6740875244140625,-0.632171630859375
SERPENTINE,0.1875,ykhs7s2dck:q8-34,9.847457885742188,22.742568969726562,-12.895111083984375
SERPENTINE,0.1875,ykhs7s2dck:q8-37,42.942779541015625,55.085052490234375,-12.14227294921875
SERPENTINE,0.1875,ykhs7s2dck:q8-8,23.890899658203125,24.179000854492188,-0.2881011962890625
SERPENTINE,0.25,74t7kcdgkr:c8-12,9.044052124023438,13.05218505859375,-4.0081329345703125
SERPENTINE,0.25,74t7kcdgkr:c8-13,120.8818359375,48.41204833984375,72.46978759765625
SERPENTINE,0.25,74t7kcdgkr:c8-16,11.577163696289062,55.365203857421875,-43.78804016113281
SERPENTINE,0.25,74t7kcdgkr:c8-2,70.81996154785156,49.50349426269531,21.31646728515625
SERPENTINE,0.25,74t7kcdgkr:c8-21,39.066070556640625,40.40264892578125,-1.336578369140625
SERPENTINE,0.25,74t7kcdgkr:c8-28,24.222869873046875,24.069305419921875,0.153564453125
SERPENTINE,0.25,74t7kcdgkr:c8-3,9.926315307617188,9.135330200195312,0.790985107421875
SERPENTINE,0.25,74t7kcdgkr:c8-39,31.896026611328125,34.272247314453125,-2.376220703125
SERPENTINE,0.25,74t7kcdgkr:c8-43,6.45159912109375,8.22113037109375,-1.76953125
SERPENTINE,0.25,cgtnjyggtm:q24-11,68.46429443359375,50.60479736328125,17.8594970703125
SERPENTINE,0.25,cgtnjyggtm:q24-22,159.09573364257812,136.11361694335938,22.98211669921875
SERPENTINE,0.25,cgtnjyggtm:q24-24,178.49659729003906,136.93490600585938,41.56169128417969
SERPENTINE,0.25,cgtnjyggtm:q24-30,23.34521484375,17.6099853515625,5.7352294921875
SERPENTINE,0.25,cgtnjyggtm:q24-44,58.29682922363281,35.23248291015625,23.064346313476562
SERPENTINE,0.25,cgtnjyggtm:q24-47,29.305572509765625,15.954833984375,13.350738525390625
SERPENTINE,0.25,cgtnjyggtm:q24-48,81.296630859375,86.39570617675781,-5.0990753173828125
SERPENTINE,0.25,cgtnjyggtm:q24-6,48.615814208984375,51.736358642578125,-3.12054443359375
SERPENTINE,0.25,cgtnjyggtm:q24-9,66.54777526855469,44.77290344238281,21.774871826171875
SERPENTINE,0.25,w68dtmpfyf:q16-14,49.44244384765625,1.595977783203125,47.846466064453125
SERPENTINE,0.25,w68dtmpfyf:q16-2,85.83590698242188,65.98843383789062,19.84747314453125
SERPENTINE,0.25,w68dtmpfyf:q16-29,1.865966796875,0.1917724609375,1.6741943359375
SERPENTINE,0.25,w68dtmpfyf:q16-3,39.26763916015625,8.855377197265625,30.412261962890625
SERPENTINE,0.25,w68dtmpfyf:q16-33,8.360931396484375,13.4556884765625,-5.094757080078125
SERPENTINE,0.25,w68dtmpfyf:q16-38,71.16555786132812,86.91232299804688,-15.74676513671875
SERPENTINE,0.25,w68dtmpfyf:q16-43,12.602447509765625,24.352386474609375,-11.74993896484375
SERPENTINE,0.25,w68dtmpfyf:q16-6,88.4105224609375,87.81918334960938,0.591339111328125
SERPENTINE,0.25,xcmzfsbd9t:c24-37,71.57830810546875,45.913787841796875,25.664520263671875
SERPENTINE,0.25,xcmzfsbd9t:c24-39,23.086105346679688,14.7996826171875,8.286422729492188
SERPENTINE,0.25,xcmzfsbd9t:c24-42,5.596588134765625,1.78533935546875,3.811248779296875
SERPENTINE,0.25,xcmzfsbd9t:c24-47,24.67889404296875,30.435546875,-5.75665283203125
SERPENTINE,0.25,xcmzfsbd9t:c24-50,65.13751220703125,63.49839782714844,1.6391143798828125
SERPENTINE,0.25,xcmzfsbd9t:c24-51,61.95074462890625,61.579620361328125,0.371124267578125
SERPENTINE,0.25,xcmzfsbd9t:c24-52,107.31013488769531,100.54997253417969,6.760162353515625
SERPENTINE,0.25,xcmzfsbd9t:c24-56,24.255096435546875,10.77606201171875,13.479034423828125
SERPENTINE,0.25,xcmzfsbd9t:c24-9t,50.696136474609375,42.31825256347656,8.377883911132812
SERPENTINE,0.25,yfxyg8jm46:c16-12,28.819610595703125,30.113800048828125,-1.294189453125
SERPENTINE,0.25,yfxyg8jm46:c16-14,39.70416259765625,75.1148681640625,-35.41070556640625
SERPENTINE,0.25,yfxyg8jm46:c16-16,94.42520141601562,83.43072509765625,10.994476318359375
SERPENTINE,0.25,yfxyg8jm46:c16-17,18.239044189453125,39.58477783203125,-21.345733642578125
SERPENTINE,0.25,yfxyg8jm46:c16-24,135.98638916015625,106.78729248046875,29.1990966796875
SERPENTINE,0.25,yfxyg8jm46:c16-39,21.53216552734375,13.16387939453125,8.3682861328125
SERPENTINE,0.25,yfxyg8jm46:c16-42,83.74520874023438,70.09922790527344,13.645980834960938
SERPENTINE,0.25,yfxyg8jm46:c16-5,26.75714111328125,1.26910400390625,25.488037109375
SERPENTINE,0.25,ykhs7s2dck:q8-15,32.62565612792969,27.02520751953125,5.6004486083984375
SERPENTINE,0.25,ykhs7s2dck:q8-2,5.61981201171875,4.3756256103515625,1.2441864013671875
SERPENTINE,0.25,ykhs7s2dck:q8-22,5.2778167724609375,10.238296508789062,-4.960479736328125
SERPENTINE,0.25,ykhs7s2dck:q8-33,4.1107635498046875,2.6740875244140625,1.436676025390625
SERPENTINE,0.25,ykhs7s2dck:q8-34,7.7353668212890625,22.742568969726562,-15.0072021484375
SERPENTINE,0.25,ykhs7s2dck:q8-37,43.5870361328125,55.085052490234375,-11.498016357421875
SERPENTINE,0.25,ykhs7s2dck:q8-8,23.8834228515625,24.179000854492188,-0.2955780029296875
RANDOM,0.0,74t7kcdgkr:c8-12,17.985794067382812,13.05218505859375,4.9336090087890625
RANDOM,0.0,74t7kcdgkr:c8-13,145.62942504882812,48.41204833984375,97.21737670898438
RANDOM,0.0,74t7kcdgkr:c8-16,37.202972412109375,55.365203857421875,-18.1622314453125
RANDOM,0.0,74t7kcdgkr:c8-2,101.94380187988281,49.50349426269531,52.4403076171875
RANDOM,0.0,74t7kcdgkr:c8-21,21.8836669921875,40.40264892578125,-18.51898193359375
RANDOM,0.0,74t7kcdgkr:c8-28,42.6036376953125,24.069305419921875,18.534332275390625
RANDOM,0.0,74t7kcdgkr:c8-3,5.7838287353515625,9.135330200195312,-3.35150146484375
RANDOM,0.0,74t7kcdgkr:c8-39,48.819793701171875,34.272247314453125,14.54754638671875
RANDOM,0.0,74t7kcdgkr:c8-43,18.638214111328125,8.22113037109375,10.417083740234375
RANDOM,0.0,cgtnjyggtm:q24-11,41.74700927734375,50.60479736328125,-8.8577880859375
RANDOM,0.0,cgtnjyggtm:q24-22,160.74673461914062,136.11361694335938,24.63311767578125
RANDOM,0.0,cgtnjyggtm:q24-24,174.3056640625,136.93490600585938,37.370758056640625
RANDOM,0.0,cgtnjyggtm:q24-30,29.263229370117188,17.6099853515625,11.653244018554688
RANDOM,0.0,cgtnjyggtm:q24-44,129.51451110839844,35.23248291015625,94.28202819824219
RANDOM,0.0,cgtnjyggtm:q24-47,108.4508056640625,15.954833984375,92.4959716796875
RANDOM,0.0,cgtnjyggtm:q24-48,165.41929626464844,86.39570617675781,79.02359008789062
RANDOM,0.0,cgtnjyggtm:q24-6,28.339508056640625,51.736358642578125,-23.3968505859375
RANDOM,0.0,cgtnjyggtm:q24-9,48.91883850097656,44.77290344238281,4.14593505859375
RANDOM,0.0,w68dtmpfyf:q16-14,87.1068115234375,1.595977783203125,85.51083374023438
RANDOM,0.0,w68dtmpfyf:q16-2,108.4820556640625,65.98843383789062,42.493621826171875
RANDOM,0.0,w68dtmpfyf:q16-29,11.9107666015625,0.1917724609375,11.718994140625
RANDOM,0.0,w68dtmpfyf:q16-3,77.604736328125,8.855377197265625,68.74935913085938
RANDOM,0.0,w68dtmpfyf:q16-33,6.886322021484375,13.4556884765625,-6.569366455078125
RANDOM,0.0,w68dtmpfyf:q16-38,78.88333129882812,86.91232299804688,-8.02899169921875
RANDOM,0.0,w68dtmpfyf:q16-43,6.72149658203125,24.352386474609375,-17.630889892578125
RANDOM,0.0,w68dtmpfyf:q16-6,61.359619140625,87.81918334960938,-26.459564208984375
RANDOM,0.0,xcmzfsbd9t:c24-37,111.63165283203125,45.913787841796875,65.71786499023438
RANDOM,0.0,xcmzfsbd9t:c24-39,21.984634399414062,14.7996826171875,7.1849517822265625
RANDOM,0.0,xcmzfsbd9t:c24-42,28.987762451171875,1.78533935546875,27.202423095703125
RANDOM,0.0,xcmzfsbd9t:c24-47,15.187255859375,30.435546875,-15.248291015625
RANDOM,0.0,xcmzfsbd9t:c24-50,73.44450378417969,63.49839782714844,9.94610595703125
RANDOM,0.0,xcmzfsbd9t:c24-51,80.38818359375,61.579620361328125,18.808563232421875
RANDOM,0.0,xcmzfsbd9t:c24-52,140.62449645996094,100.54997253417969,40.07452392578125
RANDOM,0.0,xcmzfsbd9t:c24-56,61.45823669433594,10.77606201171875,50.68217468261719
RANDOM,0.0,xcmzfsbd9t:c24-9t,52.28483581542969,42.31825256347656,9.966583251953125
RANDOM,0.0,yfxyg8jm46:c16-12,10.045257568359375,30.113800048828125,-20.06854248046875
RANDOM,0.0,yfxyg8jm46:c16-14,19.52197265625,75.1148681640625,-55.5928955078125
RANDOM,0.0,yfxyg8jm46:c16-16,99.45077514648438,83.43072509765625,16.020050048828125
RANDOM,0.0,yfxyg8jm46:c16-17,15.2723388671875,39.58477783203125,-24.31243896484375
RANDOM,0.0,yfxyg8jm46:c16-24,135.2977294921875,106.78729248046875,28.51043701171875
RANDOM,0.0,yfxyg8jm46:c16-39,15.092727661132812,13.16387939453125,1.9288482666015625
RANDOM,0.0,yfxyg8jm46:c16-42,88.8741455078125,70.09922790527344,18.774917602539062
RANDOM,0.0,yfxyg8jm46:c16-5,28.29486083984375,1.26910400390625,27.0257568359375
RANDOM,0.0,ykhs7s2dck:q8-15,30.12420654296875,27.02520751953125,3.0989990234375
RANDOM,0.0,ykhs7s2dck:q8-2,27.22247314453125,4.3756256103515625,22.846847534179688
RANDOM,0.0,ykhs7s2dck:q8-22,10.51983642578125,10.238296508789062,0.2815399169921875
RANDOM,0.0,ykhs7s2dck:q8-33,6.0832061767578125,2.6740875244140625,3.40911865234375
RANDOM,0.0,ykhs7s2dck:q8-34,12.063369750976562,22.742568969726562,-10.67919921875
RANDOM,0.0,ykhs7s2dck:q8-37,50.68145751953125,55.085052490234375,-4.403594970703125
RANDOM,0.0,ykhs7s2dck:q8-8,26.8619384765625,24.179000854492188,2.6829376220703125
RANDOM,0.0625,74t7kcdgkr:c8-12,16.395852661132814,13.05218505859375,3.343667602539064
RANDOM,0.0625,74t7kcdgkr:c8-13,91.378857421875,48.41204833984375,42.96680908203125
RANDOM,0.0625,74t7kcdgkr:c8-16,20.247512817382812,55.365203857421875,-35.11769104003906
RANDOM,0.0625,74t7kcdgkr:c8-2,80.33199462890624,49.50349426269531,30.828500366210932
RANDOM,0.0625,74t7kcdgkr:c8-21,48.9638916015625,40.40264892578125,8.561242675781251
RANDOM,0.0625,74t7kcdgkr:c8-28,24.619873046875,24.069305419921875,0.550567626953125
RANDOM,0.0625,74t7kcdgkr:c8-3,10.01373291015625,9.135330200195312,0.8784027099609375
RANDOM,0.0625,74t7kcdgkr:c8-39,30.697079467773438,34.272247314453125,-3.575167846679687
RANDOM,0.0625,74t7kcdgkr:c8-43,8.425918579101562,8.22113037109375,0.2047882080078125
RANDOM,0.0625,cgtnjyggtm:q24-11,69.95104064941407,50.60479736328125,19.346243286132818
RANDOM,0.0625,cgtnjyggtm:q24-22,169.14888610839844,136.11361694335938,33.03526916503907
RANDOM,0.0625,cgtnjyggtm:q24-24,170.48135986328126,136.93490600585938,33.54645385742188
RANDOM,0.0625,cgtnjyggtm:q24-30,39.532406616210935,17.6099853515625,21.922421264648435
RANDOM,0.0625,cgtnjyggtm:q24-44,59.467672729492186,35.23248291015625,24.235189819335936
RANDOM,0.0625,cgtnjyggtm:q24-47,38.65207214355469,15.954833984375,22.69723815917969
RANDOM,0.0625,cgtnjyggtm:q24-48,123.38467102050781,86.39570617675781,36.98896484375
RANDOM,0.0625,cgtnjyggtm:q24-6,62.510528564453125,51.736358642578125,10.774169921875
RANDOM,0.0625,cgtnjyggtm:q24-9,57.65686950683594,44.77290344238281,12.883966064453126
RANDOM,0.0625,w68dtmpfyf:q16-14,66.54927978515624,1.595977783203125,64.95330200195312
RANDOM,0.0625,w68dtmpfyf:q16-2,69.8037841796875,65.98843383789062,3.815350341796872
RANDOM,0.0625,w68dtmpfyf:q16-29,13.608740234375,0.1917724609375,13.4169677734375
RANDOM,0.0625,w68dtmpfyf:q16-3,45.783331298828124,8.855377197265625,36.9279541015625
RANDOM,0.0625,w68dtmpfyf:q16-33,5.078704833984375,13.4556884765625,-8.376983642578125
RANDOM,0.0625,w68dtmpfyf:q16-38,79.81260375976562,86.91232299804688,-7.099719238281253
RANDOM,0.0625,w68dtmpfyf:q16-43,13.920068359375,24.352386474609375,-10.432318115234375
RANDOM,0.0625,w68dtmpfyf:q16-6,106.19808959960938,87.81918334960938,18.37890625
RANDOM,0.0625,xcmzfsbd9t:c24-37,83.9742431640625,45.913787841796875,38.060455322265625
RANDOM,0.0625,xcmzfsbd9t:c24-39,14.929205322265625,14.7996826171875,0.12952270507812536
RANDOM,0.0625,xcmzfsbd9t:c24-42,28.153466796875,1.78533935546875,26.36812744140625
