comparator,budget,specimen_key,dataset_id,capture_group_id,main_abs_error,control_abs_error,gain_mpa
CENTER_FIRST,0.1875,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,8.65240478515625,10.5557861328125,1.90338134765625
CENTER_FIRST,0.1875,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,140.56536865234375,157.60403442382812,17.038665771484375
CENTER_FIRST,0.1875,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,156.30380249023438,176.75677490234375,20.452972412109375
CENTER_FIRST,0.1875,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,20.950531005859375,33.19960021972656,12.249069213867188
CENTER_FIRST,0.1875,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,45.40525817871094,51.52110290527344,6.1158447265625
CENTER_FIRST,0.1875,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,37.241668701171875,42.88201904296875,5.640350341796875
CENTER_FIRST,0.1875,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,112.95631408691406,109.23780822753906,-3.718505859375
CENTER_FIRST,0.1875,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,42.3760986328125,63.172271728515625,20.796173095703125
CENTER_FIRST,0.1875,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,27.770263671875,23.820480346679688,-3.9497833251953125
CENTER_FIRST,0.1875,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,46.6075439453125,48.501861572265625,1.894317626953125
CENTER_FIRST,0.1875,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,77.39627075195312,72.80117797851562,-4.5950927734375
CENTER_FIRST,0.1875,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,29.33367919921875,9.466522216796875,-19.867156982421875
CENTER_FIRST,0.1875,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,2.36260986328125,8.559844970703125,6.197235107421875
CENTER_FIRST,0.1875,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,6.7572021484375,0.759674072265625,-5.997528076171875
CENTER_FIRST,0.1875,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,70.87344360351562,65.86300659179688,-5.01043701171875
CENTER_FIRST,0.1875,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,28.071197509765625,18.701507568359375,-9.36968994140625
CENTER_FIRST,0.1875,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,91.21990966796875,100.21456909179688,8.994659423828125
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,73.95242309570312,127.0877685546875,53.135345458984375
CENTER_FIRST,0.1875,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,12.294113159179688,17.112380981445312,4.818267822265625
